"Status","Year","Organisation","Parent_department","Region_ITL3","Responsibility_level_grouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Blackpool","SCS level","10","10","81510","77800"
"In post","2021","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Blackpool","SEO/HEO","960","910","34330","33980"
"In post","2021","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Bournemouth and Poole","AA/AO","35","25","20910","21010"
"In post","2021","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Bournemouth and Poole","EO","220","190","27470","27570"
"In post","2021","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Bournemouth and Poole","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Bournemouth and Poole","SEO/HEO","25","25","33510","32250"
"In post","2021","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Bradford","AA/AO","350","295","20730","21010"
"In post","2021","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Bradford","EO","485","435","27440","27570"
"In post","2021","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Bradford","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Bradford","SEO/HEO","60","55","33150","32400"
"In post","2021","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Breckland and South Norfolk","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Breckland and South Norfolk","EO","50","45","27540","27570"
"In post","2021","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Breckland and South Norfolk","SEO/HEO","5","5","[c]","[c]"
"In post","2021","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Brent","AA/AO","35","30","24660","25110"
"In post","2021","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Brent","EO","210","200","31010","31060"
"In post","2021","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Brent","SEO/HEO","10","10","37470","36760"
"In post","2021","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Bridgend and Neath Port Talbot","AA/AO","185","155","20950","21010"
"In post","2021","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Bridgend and Neath Port Talbot","EO","230","205","27520","27570"
"In post","2021","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Bridgend and Neath Port Talbot","G6/G7","5","5","[c]","[c]"
"In post","2021","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Bridgend and Neath Port Talbot","SEO/HEO","40","35","33750","34290"
"In post","2021","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Brighton and Hove","AA/AO","40","35","21730","21010"
"In post","2021","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Brighton and Hove","EO","215","195","27840","27570"
"In post","2021","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Brighton and Hove","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Brighton and Hove","SEO/HEO","20","20","34780","34290"
"In post","2021","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Bristol, City of","AA/AO","260","220","20920","21010"
"In post","2021","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Bristol, City of","EO","530","470","27470","27570"
"In post","2021","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Bristol, City of","G6/G7","5","5","[c]","[c]"
"In post","2021","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Bristol, City of","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Bristol, City of","SEO/HEO","55","50","33750","33180"
"In post","2021","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Bromley","AA/AO","35","35","24400","25110"
"In post","2021","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Bromley","EO","215","200","31270","31060"
"In post","2021","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Bromley","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Bromley","SEO/HEO","30","25","38270","38450"
"In post","2021","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Buckinghamshire CC","AA/AO","25","20","21660","21270"
"In post","2021","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Buckinghamshire CC","EO","165","150","27890","27570"
"In post","2021","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Buckinghamshire CC","SEO/HEO","15","15","35480","34290"
"In post","2021","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Caithness and Sutherland and Ross and Cromarty","AA/AO","10","5","[c]","[c]"
"In post","2021","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Caithness and Sutherland and Ross and Cromarty","EO","40","35","27570","27570"
"In post","2021","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Caithness and Sutherland and Ross and Cromarty","SEO/HEO","5","5","[c]","[c]"
"In post","2021","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Calderdale and Kirklees","AA/AO","120","95","20800","21010"
"In post","2021","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Calderdale and Kirklees","EO","550","495","27430","27570"
"In post","2021","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Calderdale and Kirklees","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Calderdale and Kirklees","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Calderdale and Kirklees","SEO/HEO","60","55","33580","32470"
"In post","2021","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Cambridgeshire CC","AA/AO","20","15","21380","21010"
"In post","2021","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Cambridgeshire CC","EO","195","180","27740","27570"
"In post","2021","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Cambridgeshire CC","G6/G7","5","5","[c]","[c]"
"In post","2021","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Cambridgeshire CC","SEO/HEO","15","15","33630","33440"
"In post","2021","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Camden and City of London","AA/AO","5","5","[c]","[c]"
"In post","2021","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Camden and City of London","EO","60","55","31050","31060"
"In post","2021","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Camden and City of London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Cardiff and Vale of Glamorgan","AA/AO","230","205","20880","21010"
"In post","2021","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Cardiff and Vale of Glamorgan","EO","755","700","27470","27570"
"In post","2021","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Cardiff and Vale of Glamorgan","G6/G7","10","10","[c]","[c]"
"In post","2021","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Cardiff and Vale of Glamorgan","SEO/HEO","120","110","33780","33170"
"In post","2021","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Central Bedfordshire","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Central Bedfordshire","EO","30","25","27810","27570"
"In post","2021","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Central Bedfordshire","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Central Hampshire","AA/AO","15","15","20930","21010"
"In post","2021","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Central Hampshire","EO","100","85","27380","27570"
"In post","2021","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Central Hampshire","SEO/HEO","15","10","33810","32790"
"In post","2021","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Central Valleys","AA/AO","185","155","20780","21010"
"In post","2021","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Central Valleys","EO","355","320","27450","27570"
"In post","2021","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Central Valleys","G6/G7","10","10","[c]","[c]"
"In post","2021","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Central Valleys","SCS level","[c]","[c]","[c]","[c]"
