"Status","Year","Parent_department","Profession_of_post","Sex","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2021","HM Revenue and Customs","Property","Male","90","[c]","30780","28940"
"New entrant CS","2021","HM Revenue and Customs","Security","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Revenue and Customs","Security","Male","5","[c]","[c]","[c]"
"New entrant CS","2021","HM Revenue and Customs","Social Research","Female","10","[c]","[c]","[c]"
"New entrant CS","2021","HM Revenue and Customs","Social Research","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Revenue and Customs","Statistics","Female","20","[c]","[c]","[c]"
"New entrant CS","2021","HM Revenue and Customs","Statistics","Male","30","[c]","32540","31810"
"New entrant CS","2021","HM Revenue and Customs","Tax","Female","1620","[c]","22330","20140"
"New entrant CS","2021","HM Revenue and Customs","Tax","Male","1625","[c]","22830","20140"
"New entrant CS","2021","HM Revenue and Customs","Unknown","Female","475","[c]","28290","20140"
"New entrant CS","2021","HM Revenue and Customs","Unknown","Male","365","[c]","27220","20140"
"New entrant CS","2021","HM Treasury","Commercial","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Treasury","Commercial","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Treasury","Communications","Female","10","[c]","[c]","[c]"
"New entrant CS","2021","HM Treasury","Communications","Male","5","[c]","[c]","[c]"
"New entrant CS","2021","HM Treasury","Counter Fraud","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Treasury","Counter Fraud","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Treasury","Digital, Data and Technology","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Treasury","Digital, Data and Technology","Male","5","[c]","[c]","[c]"
"New entrant CS","2021","HM Treasury","Economics","Female","25","[c]","[c]","[c]"
"New entrant CS","2021","HM Treasury","Economics","Male","35","[c]","30360","28500"
"New entrant CS","2021","HM Treasury","Finance","Female","10","[c]","[c]","[c]"
"New entrant CS","2021","HM Treasury","Finance","Male","10","[c]","[c]","[c]"
"New entrant CS","2021","HM Treasury","Human Resources","Female","15","[c]","[c]","[c]"
"New entrant CS","2021","HM Treasury","Human Resources","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Treasury","Internal Audit","Female","15","[c]","[c]","[c]"
"New entrant CS","2021","HM Treasury","Internal Audit","Male","10","[c]","[c]","[c]"
"New entrant CS","2021","HM Treasury","Operational Delivery","Female","35","[c]","28930","26750"
"New entrant CS","2021","HM Treasury","Operational Delivery","Male","10","[c]","[c]","[c]"
"New entrant CS","2021","HM Treasury","Operational Research","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Treasury","Operational Research","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Treasury","Other","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Treasury","Other","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Treasury","Policy","Female","130","[c]","32440","28500"
"New entrant CS","2021","HM Treasury","Policy","Male","140","[c]","34440","32320"
"New entrant CS","2021","HM Treasury","Project Delivery","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Treasury","Project Delivery","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Treasury","Statistics","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Treasury","Statistics","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Treasury","Tax","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Treasury","Tax","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Home Office","Commercial","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Home Office","Commercial","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Home Office","Communications","Female","10","[c]","[c]","[c]"
"New entrant CS","2021","Home Office","Communications","Male","5","[c]","[c]","[c]"
"New entrant CS","2021","Home Office","Counter Fraud","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Home Office","Counter Fraud","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Home Office","Digital, Data and Technology","Female","45","[c]","47920","45400"
"New entrant CS","2021","Home Office","Digital, Data and Technology","Male","125","[c]","51770","52050"
"New entrant CS","2021","Home Office","Economics","Female","5","[c]","[c]","[c]"
"New entrant CS","2021","Home Office","Economics","Male","25","[c]","[c]","[c]"
"New entrant CS","2021","Home Office","Finance","Female","10","[c]","[c]","[c]"
"New entrant CS","2021","Home Office","Finance","Male","10","[c]","[c]","[c]"
"New entrant CS","2021","Home Office","Human Resources","Female","20","[c]","[c]","[c]"
"New entrant CS","2021","Home Office","Human Resources","Male","20","[c]","[c]","[c]"
"New entrant CS","2021","Home Office","Intelligence Analysis","Female","15","[c]","[c]","[c]"
"New entrant CS","2021","Home Office","Intelligence Analysis","Male","25","[c]","[c]","[c]"
"New entrant CS","2021","Home Office","Knowledge and Information Management","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Home Office","Knowledge and Information Management","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Home Office","Operational Delivery","Female","500","[c]","24660","24880"
"New entrant CS","2021","Home Office","Operational Delivery","Male","645","[c]","25190","24880"
"New entrant CS","2021","Home Office","Operational Research","Female","10","[c]","[c]","[c]"
"New entrant CS","2021","Home Office","Operational Research","Male","15","[c]","[c]","[c]"
"New entrant CS","2021","Home Office","Other","Female","175","[c]","33760","28650"
"New entrant CS","2021","Home Office","Other","Male","160","[c]","33160","28650"
"New entrant CS","2021","Home Office","Policy","Female","110","[c]","40150","35070"
"New entrant CS","2021","Home Office","Policy","Male","80","[c]","44200","41950"
"New entrant CS","2021","Home Office","Project Delivery","Female","45","[c]","42760","35050"
"New entrant CS","2021","Home Office","Project Delivery","Male","40","[c]","39390","35050"
"New entrant CS","2021","Home Office","Science and Engineering","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Home Office","Science and Engineering","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Home Office","Security","Female","5","[c]","[c]","[c]"
"New entrant CS","2021","Home Office","Security","Male","5","[c]","[c]","[c]"
"New entrant CS","2021","Home Office","Social Research","Female","10","[c]","[c]","[c]"
"New entrant CS","2021","Home Office","Social Research","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Home Office","Statistics","Female","10","[c]","[c]","[c]"
"New entrant CS","2021","Home Office","Statistics","Male","15","[c]","[c]","[c]"
"New entrant CS","2021","Home Office","Unknown","Female","10","[c]","[c]","[c]"
"New entrant CS","2021","Home Office","Unknown","Male","10","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Defence","Commercial","Female","80","[c]","32350","26670"
"New entrant CS","2021","Ministry of Defence","Commercial","Male","75","[c]","32880","30750"
"New entrant CS","2021","Ministry of Defence","Communications","Female","15","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Defence","Communications","Male","20","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Defence","Digital, Data and Technology","Female","40","[c]","31160","28350"
"New entrant CS","2021","Ministry of Defence","Digital, Data and Technology","Male","95","[c]","36910","33290"
"New entrant CS","2021","Ministry of Defence","Economics","Female","5","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Defence","Economics","Male","5","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Defence","Finance","Female","100","[c]","30140","26350"
"New entrant CS","2021","Ministry of Defence","Finance","Male","75","[c]","31450","26350"
"New entrant CS","2021","Ministry of Defence","Human Resources","Female","125","[c]","27860","20920"
"New entrant CS","2021","Ministry of Defence","Human Resources","Male","40","[c]","31710","20920"
"New entrant CS","2021","Ministry of Defence","Intelligence Analysis","Female","15","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Defence","Intelligence Analysis","Male","25","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Defence","Internal Audit","Female","5","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Defence","Internal Audit","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Defence","Knowledge and Information Management","Female","30","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Defence","Knowledge and Information Management","Male","45","[c]","31700","30000"
"New entrant CS","2021","Ministry of Defence","Legal","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Defence","Legal","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Defence","Medicine","Female","215","[c]","41260","34720"
"New entrant CS","2021","Ministry of Defence","Medicine","Male","70","[c]","52020","37890"
"New entrant CS","2021","Ministry of Defence","Operational Delivery","Female","80","[c]","25630","20960"
"New entrant CS","2021","Ministry of Defence","Operational Delivery","Male","55","[c]","29800","21920"
"New entrant CS","2021","Ministry of Defence","Operational Research","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Defence","Operational Research","Male","10","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Defence","Other","Female","495","[c]","23370","20920"
"New entrant CS","2021","Ministry of Defence","Other","Male","470","[c]","26100","21820"
"New entrant CS","2021","Ministry of Defence","Planning","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Defence","Planning","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Defence","Policy","Female","25","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Defence","Policy","Male","20","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Defence","Project Delivery","Female","240","[c]","32950","33000"
"New entrant CS","2021","Ministry of Defence","Project Delivery","Male","295","[c]","37890","35750"
"New entrant CS","2021","Ministry of Defence","Property","Female","70","[c]","27150","26350"
"New entrant CS","2021","Ministry of Defence","Property","Male","135","[c]","32500","33000"
"New entrant CS","2021","Ministry of Defence","Science and Engineering","Female","105","[c]","29410","27540"
"New entrant CS","2021","Ministry of Defence","Science and Engineering","Male","420","[c]","29830","27540"
"New entrant CS","2021","Ministry of Defence","Security","Female","100","[c]","23980","20920"
"New entrant CS","2021","Ministry of Defence","Security","Male","495","[c]","26650","23540"
"New entrant CS","2021","Ministry of Defence","Statistics","Female","10","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Defence","Statistics","Male","25","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Defence","Unknown","Female","25","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Defence","Unknown","Male","60","[c]","33330","33000"
"New entrant CS","2021","Ministry of Housing, Communities and Local Government","Commercial","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Housing, Communities and Local Government","Commercial","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Housing, Communities and Local Government","Communications","Female","20","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Housing, Communities and Local Government","Communications","Male","15","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Housing, Communities and Local Government","Digital, Data and Technology","Female","10","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Housing, Communities and Local Government","Digital, Data and Technology","Male","10","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Housing, Communities and Local Government","Economics","Female","5","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Housing, Communities and Local Government","Economics","Male","15","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Housing, Communities and Local Government","Finance","Female","10","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Housing, Communities and Local Government","Finance","Male","5","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Housing, Communities and Local Government","Human Resources","Female","10","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Housing, Communities and Local Government","Human Resources","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Housing, Communities and Local Government","Knowledge and Information Management","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Housing, Communities and Local Government","Knowledge and Information Management","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Housing, Communities and Local Government","Operational Delivery","Female","45","[c]","26500","24830"
"New entrant CS","2021","Ministry of Housing, Communities and Local Government","Operational Delivery","Male","45","[c]","29060","26050"
"New entrant CS","2021","Ministry of Housing, Communities and Local Government","Operational Research","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Housing, Communities and Local Government","Operational Research","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Housing, Communities and Local Government","Planning","Female","10","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Housing, Communities and Local Government","Planning","Male","5","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Housing, Communities and Local Government","Planning Inspectors","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Housing, Communities and Local Government","Planning Inspectors","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Housing, Communities and Local Government","Policy","Female","85","[c]","38290","33210"
"New entrant CS","2021","Ministry of Housing, Communities and Local Government","Policy","Male","70","[c]","42970","36340"
"New entrant CS","2021","Ministry of Housing, Communities and Local Government","Project Delivery","Female","20","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Housing, Communities and Local Government","Project Delivery","Male","15","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Housing, Communities and Local Government","Security","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Housing, Communities and Local Government","Security","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Housing, Communities and Local Government","Social Research","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Housing, Communities and Local Government","Social Research","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Housing, Communities and Local Government","Statistics","Female","10","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Housing, Communities and Local Government","Statistics","Male","5","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Housing, Communities and Local Government","Unknown","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Housing, Communities and Local Government","Unknown","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Justice","Commercial","Female","10","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Justice","Commercial","Male","20","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Justice","Communications","Female","10","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Justice","Communications","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Justice","Digital, Data and Technology","Female","75","[c]","45350","46000"
"New entrant CS","2021","Ministry of Justice","Digital, Data and Technology","Male","130","[c]","52290","52970"
"New entrant CS","2021","Ministry of Justice","Economics","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Justice","Economics","Male","10","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Justice","Finance","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Justice","Finance","Male","10","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Justice","Human Resources","Female","15","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Justice","Human Resources","Male","10","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Justice","Intelligence Analysis","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Justice","Intelligence Analysis","Male","5","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Justice","Internal Audit","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Justice","Internal Audit","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Justice","Knowledge and Information Management","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Justice","Knowledge and Information Management","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Justice","Legal","Female","105","[c]","29770","26550"
"New entrant CS","2021","Ministry of Justice","Legal","Male","50","[c]","28420","26550"
"New entrant CS","2021","Ministry of Justice","Operational Delivery","Female","4585","[c]","23110","22680"
"New entrant CS","2021","Ministry of Justice","Operational Delivery","Male","3375","[c]","24090","22850"
"New entrant CS","2021","Ministry of Justice","Operational Research","Female","5","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Justice","Operational Research","Male","15","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Justice","Other","Female","5","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Justice","Other","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Justice","Planning","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Justice","Planning","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Justice","Policy","Female","35","[c]","28490","26410"
"New entrant CS","2021","Ministry of Justice","Policy","Male","5","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Justice","Project Delivery","Female","25","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Justice","Project Delivery","Male","10","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Justice","Property","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Justice","Property","Male","10","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Justice","Psychology","Female","110","[c]","26700","24620"
"New entrant CS","2021","Ministry of Justice","Psychology","Male","5","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Justice","Security","Female","45","[c]","27750","27700"
"New entrant CS","2021","Ministry of Justice","Security","Male","35","[c]","31190","28800"
"New entrant CS","2021","Ministry of Justice","Social Research","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Justice","Social Research","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Justice","Statistics","Female","10","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Justice","Statistics","Male","5","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Justice","Unknown","Female","20","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Justice","Unknown","Male","10","[c]","[c]","[c]"
"New entrant CS","2021","National Crime Agency","Commercial","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","National Crime Agency","Commercial","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","National Crime Agency","Communications","Female","5","[c]","[c]","[c]"
"New entrant CS","2021","National Crime Agency","Communications","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","National Crime Agency","Digital, Data and Technology","Female","35","[c]","34410","32260"
"New entrant CS","2021","National Crime Agency","Digital, Data and Technology","Male","30","[c]","38280","32260"
"New entrant CS","2021","National Crime Agency","Finance","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","National Crime Agency","Finance","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","National Crime Agency","Human Resources","Female","25","[c]","[c]","[c]"
"New entrant CS","2021","National Crime Agency","Human Resources","Male","10","[c]","[c]","[c]"
"New entrant CS","2021","National Crime Agency","Legal","Female","10","[c]","[c]","[c]"
"New entrant CS","2021","National Crime Agency","Legal","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","National Crime Agency","Operational Delivery","Female","465","[c]","32060","32260"
"New entrant CS","2021","National Crime Agency","Operational Delivery","Male","430","[c]","35080","34140"
"New entrant CS","2021","National Crime Agency","Project Delivery","Female","10","[c]","[c]","[c]"
"New entrant CS","2021","National Crime Agency","Project Delivery","Male","10","[c]","[c]","[c]"
"New entrant CS","2021","National Crime Agency","Property","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","National Crime Agency","Property","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","National Crime Agency","Security","Female","5","[c]","[c]","[c]"
"New entrant CS","2021","National Crime Agency","Security","Male","5","[c]","[c]","[c]"
"New entrant CS","2021","Northern Ireland Office","Communications","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Northern Ireland Office","Communications","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Northern Ireland Office","Economics","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Northern Ireland Office","Economics","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Northern Ireland Office","Finance","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Northern Ireland Office","Finance","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Northern Ireland Office","Other","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Northern Ireland Office","Other","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Northern Ireland Office","Policy","Female","5","[c]","[c]","[c]"
"New entrant CS","2021","Northern Ireland Office","Policy","Male","5","[c]","[c]","[c]"
"New entrant CS","2021","Office for Standards in Education","Communications","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office for Standards in Education","Communications","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office for Standards in Education","Digital, Data and Technology","Female","5","[c]","[c]","[c]"
"New entrant CS","2021","Office for Standards in Education","Digital, Data and Technology","Male","10","[c]","[c]","[c]"
"New entrant CS","2021","Office for Standards in Education","Finance","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office for Standards in Education","Finance","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office for Standards in Education","Human Resources","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office for Standards in Education","Human Resources","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office for Standards in Education","Inspector of Education and Training","Female","55","[c]","61070","70500"
"New entrant CS","2021","Office for Standards in Education","Inspector of Education and Training","Male","35","[c]","67790","75500"
"New entrant CS","2021","Office for Standards in Education","Legal","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office for Standards in Education","Legal","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office for Standards in Education","Operational Delivery","Female","10","[c]","[c]","[c]"
"New entrant CS","2021","Office for Standards in Education","Operational Delivery","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office for Standards in Education","Other","Female","5","[c]","[c]","[c]"
"New entrant CS","2021","Office for Standards in Education","Other","Male","5","[c]","[c]","[c]"
"New entrant CS","2021","Office for Standards in Education","Policy","Female","5","[c]","[c]","[c]"
"New entrant CS","2021","Office for Standards in Education","Policy","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office for Standards in Education","Project Delivery","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office for Standards in Education","Project Delivery","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office for Standards in Education","Property","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office for Standards in Education","Property","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office for Standards in Education","Social Research","Female","5","[c]","[c]","[c]"
"New entrant CS","2021","Office for Standards in Education","Social Research","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office for Standards in Education","Statistics","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office for Standards in Education","Statistics","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of Gas and Electricity Markets","Communications","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of Gas and Electricity Markets","Communications","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of Gas and Electricity Markets","Corporate Finance","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of Gas and Electricity Markets","Corporate Finance","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of Gas and Electricity Markets","Digital, Data and Technology","Female","5","[c]","[c]","[c]"
"New entrant CS","2021","Office of Gas and Electricity Markets","Digital, Data and Technology","Male","25","[c]","[c]","[c]"
"New entrant CS","2021","Office of Gas and Electricity Markets","Economics","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of Gas and Electricity Markets","Economics","Male","5","[c]","[c]","[c]"
"New entrant CS","2021","Office of Gas and Electricity Markets","Finance","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of Gas and Electricity Markets","Finance","Male","5","[c]","[c]","[c]"
"New entrant CS","2021","Office of Gas and Electricity Markets","Human Resources","Female","5","[c]","[c]","[c]"
"New entrant CS","2021","Office of Gas and Electricity Markets","Human Resources","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of Gas and Electricity Markets","Legal","Female","10","[c]","[c]","[c]"
"New entrant CS","2021","Office of Gas and Electricity Markets","Legal","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of Gas and Electricity Markets","Operational Delivery","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of Gas and Electricity Markets","Operational Delivery","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of Gas and Electricity Markets","Other","Female","95","[c]","28380","25000"
"New entrant CS","2021","Office of Gas and Electricity Markets","Other","Male","105","[c]","30750","25670"
"New entrant CS","2021","Office of Gas and Electricity Markets","Policy","Female","5","[c]","[c]","[c]"
"New entrant CS","2021","Office of Gas and Electricity Markets","Policy","Male","20","[c]","[c]","[c]"
"New entrant CS","2021","Office of Gas and Electricity Markets","Project Delivery","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of Gas and Electricity Markets","Project Delivery","Male","5","[c]","[c]","[c]"
"New entrant CS","2021","Office of Gas and Electricity Markets","Property","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of Gas and Electricity Markets","Property","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of Gas and Electricity Markets","Science and Engineering","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of Gas and Electricity Markets","Science and Engineering","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of Qualifications and Examinations Regulation","Communications","Female","5","[c]","[c]","[c]"
"New entrant CS","2021","Office of Qualifications and Examinations Regulation","Communications","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of Qualifications and Examinations Regulation","Digital, Data and Technology","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of Qualifications and Examinations Regulation","Digital, Data and Technology","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of Qualifications and Examinations Regulation","Economics","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of Qualifications and Examinations Regulation","Economics","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of Qualifications and Examinations Regulation","Finance","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of Qualifications and Examinations Regulation","Finance","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of Qualifications and Examinations Regulation","Operational Delivery","Female","10","[c]","[c]","[c]"
"New entrant CS","2021","Office of Qualifications and Examinations Regulation","Operational Delivery","Male","5","[c]","[c]","[c]"
"New entrant CS","2021","Office of Qualifications and Examinations Regulation","Operational Research","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of Qualifications and Examinations Regulation","Operational Research","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of Qualifications and Examinations Regulation","Policy","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of Qualifications and Examinations Regulation","Policy","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of Qualifications and Examinations Regulation","Project Delivery","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of Qualifications and Examinations Regulation","Project Delivery","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of Rail and Road","Communications","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of Rail and Road","Communications","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of Rail and Road","Digital, Data and Technology","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of Rail and Road","Digital, Data and Technology","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of Rail and Road","Economics","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of Rail and Road","Economics","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of Rail and Road","Finance","Female","[c]","[c]","[c]","[c]"
