"Status","Year","Disability","Organisation","Parent_department","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2021","Undeclared","Office of Rail and Road","Office of Rail and Road","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Office of Rail and Road","Office of Rail and Road","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Office of the Public Guardian","Ministry of Justice","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Office of the Public Guardian","Ministry of Justice","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Office of the Scottish Charity Regulator","Scottish Government","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Office of the Scottish Charity Regulator","Scottish Government","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Planning Inspectorate","Ministry of Housing, Communities and Local Government","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Planning Inspectorate","Ministry of Housing, Communities and Local Government","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Public Health England","Department of Health and Social Care","Heterosexual / straight","105","[c]","38960","32650"
"New entrant CS","2021","Undeclared","Public Health England","Department of Health and Social Care","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Public Health England","Department of Health and Social Care","Undeclared","135","[c]","38560","32330"
"New entrant CS","2021","Undeclared","Public Health England","Department of Health and Social Care","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Registers of Scotland","Scottish Government","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Registers of Scotland","Scottish Government","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Revenue Scotland","Scottish Government","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Revenue Scotland","Scottish Government","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Rural Payments Agency","Department for Environment, Food and Rural Affairs","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Rural Payments Agency","Department for Environment, Food and Rural Affairs","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Scotland Office (incl. Office of the Advocate General for Scotland)","Scotland Office","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Scotland Office (incl. Office of the Advocate General for Scotland)","Scotland Office","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Scottish Courts and Tribunals Service","Scottish Government","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Scottish Courts and Tribunals Service","Scottish Government","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Scottish Forestry","Scottish Government","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Scottish Forestry","Scottish Government","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Scottish Government (excl. agencies)","Scottish Government","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Scottish Government (excl. agencies)","Scottish Government","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Scottish Housing Regulator","Scottish Government","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Scottish Housing Regulator","Scottish Government","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Scottish Prison Service","Scottish Government","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Scottish Prison Service","Scottish Government","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Scottish Public Pensions Agency","Scottish Government","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Scottish Public Pensions Agency","Scottish Government","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Serious Fraud Office","Attorney General's Departments","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Serious Fraud Office","Attorney General's Departments","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Social Security Scotland","Scottish Government","Heterosexual / straight","10","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Social Security Scotland","Scottish Government","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Social Security Scotland","Scottish Government","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Standards and Testing Agency","Department for Education","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Standards and Testing Agency","Department for Education","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Student Awards Agency for Scotland","Scottish Government","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Student Awards Agency for Scotland","Scottish Government","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Submarine Delivery Agency","Ministry of Defence","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Submarine Delivery Agency","Ministry of Defence","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Submarine Delivery Agency","Ministry of Defence","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Teaching Regulation Agency","Department for Education","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Teaching Regulation Agency","Department for Education","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","The National Archives","The National Archives","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","The National Archives","The National Archives","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Transport Scotland","Scottish Government","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Transport Scotland","Scottish Government","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","UK Export Finance","UK Export Finance","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","UK Export Finance","UK Export Finance","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","UK Hydrographic Office","Ministry of Defence","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","UK Hydrographic Office","Ministry of Defence","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","UK Hydrographic Office","Ministry of Defence","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","UK Intellectual Property Office","Department for Business, Energy and Industrial Strategy","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","UK Intellectual Property Office","Department for Business, Energy and Industrial Strategy","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","UK Space Agency","Department for Business, Energy and Industrial Strategy","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","UK Space Agency","Department for Business, Energy and Industrial Strategy","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","UK Supreme Court","UK Supreme Court","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","UK Supreme Court","UK Supreme Court","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","United Kingdom Statistics Authority","United Kingdom Statistics Authority","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","United Kingdom Statistics Authority","United Kingdom Statistics Authority","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","United Kingdom Statistics Authority","United Kingdom Statistics Authority","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","United Kingdom Statistics Authority","United Kingdom Statistics Authority","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Valuation Office Agency","HM Revenue and Customs","Heterosexual / straight","5","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Valuation Office Agency","HM Revenue and Customs","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Valuation Office Agency","HM Revenue and Customs","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Vehicle Certification Agency","Department for Transport","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Vehicle Certification Agency","Department for Transport","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Veterinary Medicines Directorate","Department for Environment, Food and Rural Affairs","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Veterinary Medicines Directorate","Department for Environment, Food and Rural Affairs","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Veterinary Medicines Directorate","Department for Environment, Food and Rural Affairs","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Wales Office","Wales Office","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Wales Office","Wales Office","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Water Services Regulation Authority","Water Services Regulation Authority","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Water Services Regulation Authority","Water Services Regulation Authority","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Welsh Government (excl. agencies)","Welsh Government","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Welsh Government (excl. agencies)","Welsh Government","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Welsh Government (excl. agencies)","Welsh Government","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Welsh Revenue Authority","Welsh Government","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Welsh Revenue Authority","Welsh Government","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Wilton Park","Foreign, Commonwealth and Development Office","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Wilton Park","Foreign, Commonwealth and Development Office","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Accountant in Bankruptcy","Scottish Government","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Accountant in Bankruptcy","Scottish Government","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Advisory, Conciliation and Arbitration Service","Department for Business, Energy and Industrial Strategy","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Advisory, Conciliation and Arbitration Service","Department for Business, Energy and Industrial Strategy","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Advisory, Conciliation and Arbitration Service","Department for Business, Energy and Industrial Strategy","Unknown","110","[c]","26110","24250"
"New entrant CS","2021","Unknown","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","Heterosexual / straight","5","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","Unknown","70","[c]","24870","24370"
"New entrant CS","2021","Unknown","Attorney General's Office","Attorney General's Departments","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Attorney General's Office","Attorney General's Departments","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Cabinet Office (excl. agencies)","Cabinet Office","Heterosexual / straight","15","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Cabinet Office (excl. agencies)","Cabinet Office","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Cabinet Office (excl. agencies)","Cabinet Office","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Cabinet Office (excl. agencies)","Cabinet Office","Unknown","1040","[c]","40830","28000"
"New entrant CS","2021","Unknown","Centre for Environment, Fisheries and Aquaculture Science","Department for Environment, Food and Rural Affairs","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Centre for Environment, Fisheries and Aquaculture Science","Department for Environment, Food and Rural Affairs","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Charity Commission","Charity Commission","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Charity Commission","Charity Commission","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Charity Commission","Charity Commission","Unknown","30","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Companies House","Department for Business, Energy and Industrial Strategy","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Companies House","Department for Business, Energy and Industrial Strategy","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Companies House","Department for Business, Energy and Industrial Strategy","Unknown","35","[c]","32210","32070"
"New entrant CS","2021","Unknown","Competition and Markets Authority","Competition and Markets Authority","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Competition and Markets Authority","Competition and Markets Authority","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Criminal Injuries Compensation Authority","Ministry of Justice","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Criminal Injuries Compensation Authority","Ministry of Justice","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Criminal Injuries Compensation Authority","Ministry of Justice","Unknown","10","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Crown Commercial Service","Other Cabinet Office Agencies","Heterosexual / straight","100","[c]","35950","30780"
"New entrant CS","2021","Unknown","Crown Commercial Service","Other Cabinet Office Agencies","LGBO","5","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Crown Commercial Service","Other Cabinet Office Agencies","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Crown Commercial Service","Other Cabinet Office Agencies","Unknown","30","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Crown Office and Procurator Fiscal Service","Scottish Government","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Crown Office and Procurator Fiscal Service","Scottish Government","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Crown Office and Procurator Fiscal Service","Scottish Government","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Crown Prosecution Service","Attorney General's Departments","Heterosexual / straight","495","[c]","34280","27050"
"New entrant CS","2021","Unknown","Crown Prosecution Service","Attorney General's Departments","LGBO","30","[c]","28940","23520"
"New entrant CS","2021","Unknown","Crown Prosecution Service","Attorney General's Departments","Undeclared","25","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Crown Prosecution Service","Attorney General's Departments","Unknown","135","[c]","31010","25480"
"New entrant CS","2021","Unknown","Debt Management Office","HM Treasury","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Debt Management Office","HM Treasury","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Debt Management Office","HM Treasury","Unknown","10","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Defence Equipment and Support","Ministry of Defence","Heterosexual / straight","30","[c]","33500","30250"
"New entrant CS","2021","Unknown","Defence Equipment and Support","Ministry of Defence","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Defence Equipment and Support","Ministry of Defence","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Defence Equipment and Support","Ministry of Defence","Unknown","140","[c]","26870","20400"
"New entrant CS","2021","Unknown","Defence Science and Technology Laboratory","Ministry of Defence","Heterosexual / straight","5","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Defence Science and Technology Laboratory","Ministry of Defence","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Defence Science and Technology Laboratory","Ministry of Defence","Unknown","20","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Department for Business, Energy and Industrial Strategy (excl. agencies)","Department for Business, Energy and Industrial Strategy","Heterosexual / straight","80","[c]","36750","33570"
"New entrant CS","2021","Unknown","Department for Business, Energy and Industrial Strategy (excl. agencies)","Department for Business, Energy and Industrial Strategy","LGBO","10","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Department for Business, Energy and Industrial Strategy (excl. agencies)","Department for Business, Energy and Industrial Strategy","Undeclared","5","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Department for Business, Energy and Industrial Strategy (excl. agencies)","Department for Business, Energy and Industrial Strategy","Unknown","130","[c]","37770","33570"
"New entrant CS","2021","Unknown","Department for Digital, Culture, Media and Sport","Department for Digital, Culture, Media and Sport","Heterosexual / straight","5","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Department for Digital, Culture, Media and Sport","Department for Digital, Culture, Media and Sport","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Department for Digital, Culture, Media and Sport","Department for Digital, Culture, Media and Sport","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Department for Digital, Culture, Media and Sport","Department for Digital, Culture, Media and Sport","Unknown","45","[c]","41890","34020"
"New entrant CS","2021","Unknown","Department for Education (excl. agencies)","Department for Education","Heterosexual / straight","285","[c]","36360","32940"
"New entrant CS","2021","Unknown","Department for Education (excl. agencies)","Department for Education","LGBO","30","[c]","33140","29360"
"New entrant CS","2021","Unknown","Department for Education (excl. agencies)","Department for Education","Undeclared","20","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Department for Education (excl. agencies)","Department for Education","Unknown","235","[c]","35530","32870"
"New entrant CS","2021","Unknown","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","Heterosexual / straight","15","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","Unknown","255","[c]","36620","32560"
"New entrant CS","2021","Unknown","Department for International Trade","Department for International Trade","Heterosexual / straight","50","[c]","37930","32120"
"New entrant CS","2021","Unknown","Department for International Trade","Department for International Trade","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Department for International Trade","Department for International Trade","Unknown","145","[c]","32360","31800"
"New entrant CS","2021","Unknown","Department for Transport (excl. agencies)","Department for Transport","Heterosexual / straight","20","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Department for Transport (excl. agencies)","Department for Transport","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Department for Transport (excl. agencies)","Department for Transport","Undeclared","5","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Heterosexual / straight","115","[c]","27810","27570"
"New entrant CS","2021","Unknown","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","LGBO","10","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Undeclared","10","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Unknown","1745","[c]","27620","27570"
"New entrant CS","2021","Unknown","Department of Health and Social Care (excl. agencies)","Department of Health and Social Care","Heterosexual / straight","170","[c]","37220","32790"
"New entrant CS","2021","Unknown","Department of Health and Social Care (excl. agencies)","Department of Health and Social Care","LGBO","30","[c]","36320","32790"
"New entrant CS","2021","Unknown","Department of Health and Social Care (excl. agencies)","Department of Health and Social Care","Undeclared","10","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Department of Health and Social Care (excl. agencies)","Department of Health and Social Care","Unknown","835","[c]","40680","32790"
"New entrant CS","2021","Unknown","Disclosure Scotland","Scottish Government","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Disclosure Scotland","Scottish Government","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Disclosure Scotland","Scottish Government","Unknown","20","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Driver and Vehicle Licensing Agency","Department for Transport","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Driver and Vehicle Licensing Agency","Department for Transport","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Driver and Vehicle Licensing Agency","Department for Transport","Unknown","145","[c]","22020","21590"
"New entrant CS","2021","Unknown","Driver and Vehicle Standards Agency","Department for Transport","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Driver and Vehicle Standards Agency","Department for Transport","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Driver and Vehicle Standards Agency","Department for Transport","Unknown","155","[c]","28200","26130"
"New entrant CS","2021","Unknown","Education and Skills Funding Agency","Department for Education","Heterosexual / straight","60","[c]","34670","31630"
"New entrant CS","2021","Unknown","Education and Skills Funding Agency","Department for Education","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Education and Skills Funding Agency","Department for Education","Undeclared","5","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Education and Skills Funding Agency","Department for Education","Unknown","30","[c]","38910","36500"
"New entrant CS","2021","Unknown","Education Scotland","Scottish Government","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Education Scotland","Scottish Government","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Education Scotland","Scottish Government","Unknown","10","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","ESTYN","ESTYN","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","ESTYN","ESTYN","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Food Standards Agency","Food Standards Agency","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Food Standards Agency","Food Standards Agency","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Food Standards Agency","Food Standards Agency","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Food Standards Scotland","Scottish Government","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Food Standards Scotland","Scottish Government","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Food Standards Scotland","Scottish Government","Unknown","25","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Forestry and Land Scotland","Scottish Government","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Forestry and Land Scotland","Scottish Government","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Forestry and Land Scotland","Scottish Government","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Government Actuary's Department","Chancellor's other departments","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Government Actuary's Department","Chancellor's other departments","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Government Actuary's Department","Chancellor's other departments","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Government Actuary's Department","Chancellor's other departments","Unknown","10","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Government Internal Audit Agency","HM Treasury","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Government Internal Audit Agency","HM Treasury","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Government Legal Department","Attorney General's Departments","Heterosexual / straight","25","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Government Legal Department","Attorney General's Departments","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Government Legal Department","Attorney General's Departments","Unknown","10","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Government Property Agency","Other Cabinet Office Agencies","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Government Property Agency","Other Cabinet Office Agencies","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Health and Safety Executive","Department for Work and Pensions","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Health and Safety Executive","Department for Work and Pensions","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Health and Safety Executive","Department for Work and Pensions","Unknown","20","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","HM Courts and Tribunals Service","Ministry of Justice","Heterosexual / straight","25","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","HM Courts and Tribunals Service","Ministry of Justice","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","HM Courts and Tribunals Service","Ministry of Justice","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","HM Courts and Tribunals Service","Ministry of Justice","Unknown","1070","[c]","21600","19930"
"New entrant CS","2021","Unknown","HM Land Registry","HM Land Registry","Heterosexual / straight","290","[c]","26010","22350"
"New entrant CS","2021","Unknown","HM Land Registry","HM Land Registry","LGBO","35","[c]","23580","22350"
"New entrant CS","2021","Unknown","HM Land Registry","HM Land Registry","Undeclared","15","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","HM Land Registry","HM Land Registry","Unknown","325","[c]","26320","22350"
"New entrant CS","2021","Unknown","HM Prison and Probation Service","Ministry of Justice","Heterosexual / straight","55","[c]","23430","22850"
"New entrant CS","2021","Unknown","HM Prison and Probation Service","Ministry of Justice","LGBO","10","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","HM Prison and Probation Service","Ministry of Justice","Undeclared","5","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","HM Prison and Probation Service","Ministry of Justice","Unknown","2090","[c]","24030","22850"
"New entrant CS","2021","Unknown","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","Heterosexual / straight","30","[c]","25630","20140"
"New entrant CS","2021","Unknown","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","Unknown","3345","[c]","24180","20140"
"New entrant CS","2021","Unknown","HM Treasury (excl. agencies)","HM Treasury","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","HM Treasury (excl. agencies)","HM Treasury","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","HM Treasury (excl. agencies)","HM Treasury","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","HM Treasury (excl. agencies)","HM Treasury","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Home Office (incl. agencies)","Home Office","Heterosexual / straight","235","[c]","33220","28650"
"New entrant CS","2021","Unknown","Home Office (incl. agencies)","Home Office","LGBO","20","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Home Office (incl. agencies)","Home Office","Undeclared","10","[c]","[c]","[c]"
