"Status","Year","Ethnicity","Organisation","Parent_department","Sex","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Asian","Student Awards Agency for Scotland","Scottish Government","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Submarine Delivery Agency","Ministry of Defence","Female","15","15","[c]","[c]"
"In post","2021","Asian","Submarine Delivery Agency","Ministry of Defence","Male","30","30","37700","33230"
"In post","2021","Asian","Submarine Delivery Agency","Ministry of Defence","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Teaching Regulation Agency","Department for Education","Female","10","10","[c]","[c]"
"In post","2021","Asian","Teaching Regulation Agency","Department for Education","Male","5","5","[c]","[c]"
"In post","2021","Asian","Teaching Regulation Agency","Department for Education","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","The National Archives","The National Archives","Female","30","25","[c]","[c]"
"In post","2021","Asian","The National Archives","The National Archives","Male","15","15","[c]","[c]"
"In post","2021","Asian","The National Archives","The National Archives","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Transport Scotland","Scottish Government","Female","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Transport Scotland","Scottish Government","Male","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Transport Scotland","Scottish Government","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","UK Export Finance","UK Export Finance","Female","25","25","[c]","[c]"
"In post","2021","Asian","UK Export Finance","UK Export Finance","Male","40","40","50040","46640"
"In post","2021","Asian","UK Export Finance","UK Export Finance","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","UK Hydrographic Office","Ministry of Defence","Female","[c]","[c]","[c]","[c]"
"In post","2021","Asian","UK Hydrographic Office","Ministry of Defence","Male","[c]","[c]","[c]","[c]"
"In post","2021","Asian","UK Hydrographic Office","Ministry of Defence","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","UK Intellectual Property Office","Department for Business, Energy and Industrial Strategy","Female","15","10","[c]","[c]"
"In post","2021","Asian","UK Intellectual Property Office","Department for Business, Energy and Industrial Strategy","Male","15","15","[c]","[c]"
"In post","2021","Asian","UK Intellectual Property Office","Department for Business, Energy and Industrial Strategy","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","UK Space Agency","Department for Business, Energy and Industrial Strategy","Female","5","5","[c]","[c]"
"In post","2021","Asian","UK Space Agency","Department for Business, Energy and Industrial Strategy","Male","5","5","[c]","[c]"
"In post","2021","Asian","UK Space Agency","Department for Business, Energy and Industrial Strategy","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","UK Supreme Court","UK Supreme Court","Female","[c]","[c]","[c]","[c]"
"In post","2021","Asian","UK Supreme Court","UK Supreme Court","Male","[c]","[c]","[c]","[c]"
"In post","2021","Asian","UK Supreme Court","UK Supreme Court","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","United Kingdom Statistics Authority","United Kingdom Statistics Authority","Female","70","65","30890","29540"
"In post","2021","Asian","United Kingdom Statistics Authority","United Kingdom Statistics Authority","Male","60","55","29660","26050"
"In post","2021","Asian","United Kingdom Statistics Authority","United Kingdom Statistics Authority","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Valuation Office Agency","HM Revenue and Customs","Female","100","90","31650","29660"
"In post","2021","Asian","Valuation Office Agency","HM Revenue and Customs","Male","85","85","33710","30680"
"In post","2021","Asian","Valuation Office Agency","HM Revenue and Customs","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Vehicle Certification Agency","Department for Transport","Female","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Vehicle Certification Agency","Department for Transport","Male","10","10","[c]","[c]"
"In post","2021","Asian","Vehicle Certification Agency","Department for Transport","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Veterinary Medicines Directorate","Department for Environment, Food and Rural Affairs","Female","10","10","[c]","[c]"
"In post","2021","Asian","Veterinary Medicines Directorate","Department for Environment, Food and Rural Affairs","Male","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Veterinary Medicines Directorate","Department for Environment, Food and Rural Affairs","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Wales Office","Wales Office","Female","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Wales Office","Wales Office","Male","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Wales Office","Wales Office","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Water Services Regulation Authority","Water Services Regulation Authority","Female","10","10","[c]","[c]"
"In post","2021","Asian","Water Services Regulation Authority","Water Services Regulation Authority","Male","15","15","[c]","[c]"
"In post","2021","Asian","Water Services Regulation Authority","Water Services Regulation Authority","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Welsh Government (excl. agencies)","Welsh Government","Female","25","25","[c]","[c]"
"In post","2021","Asian","Welsh Government (excl. agencies)","Welsh Government","Male","25","25","[c]","[c]"
"In post","2021","Asian","Welsh Government (excl. agencies)","Welsh Government","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Welsh Revenue Authority","Welsh Government","Female","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Welsh Revenue Authority","Welsh Government","Male","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Welsh Revenue Authority","Welsh Government","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Wilton Park","Foreign, Commonwealth and Development Office","Female","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Wilton Park","Foreign, Commonwealth and Development Office","Male","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Wilton Park","Foreign, Commonwealth and Development Office","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Black","Accountant in Bankruptcy","Scottish Government","Female","[c]","[c]","[c]","[c]"
"In post","2021","Black","Accountant in Bankruptcy","Scottish Government","Male","[c]","[c]","[c]","[c]"
"In post","2021","Black","Accountant in Bankruptcy","Scottish Government","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Black","Advisory, Conciliation and Arbitration Service","Department for Business, Energy and Industrial Strategy","Female","20","20","[c]","[c]"
"In post","2021","Black","Advisory, Conciliation and Arbitration Service","Department for Business, Energy and Industrial Strategy","Male","15","15","[c]","[c]"
"In post","2021","Black","Advisory, Conciliation and Arbitration Service","Department for Business, Energy and Industrial Strategy","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Black","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","Female","5","5","[c]","[c]"
"In post","2021","Black","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","Male","5","5","[c]","[c]"
"In post","2021","Black","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Black","Attorney General's Office","Attorney General's Departments","Female","[c]","[c]","[c]","[c]"
"In post","2021","Black","Attorney General's Office","Attorney General's Departments","Male","[c]","[c]","[c]","[c]"
"In post","2021","Black","Attorney General's Office","Attorney General's Departments","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Black","Cabinet Office (excl. agencies)","Cabinet Office","Female","170","170","40040","35590"
"In post","2021","Black","Cabinet Office (excl. agencies)","Cabinet Office","Male","85","85","45850","40600"
"In post","2021","Black","Cabinet Office (excl. agencies)","Cabinet Office","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Black","Centre for Environment, Fisheries and Aquaculture Science","Department for Environment, Food and Rural Affairs","Female","[c]","[c]","[c]","[c]"
"In post","2021","Black","Centre for Environment, Fisheries and Aquaculture Science","Department for Environment, Food and Rural Affairs","Male","[c]","[c]","[c]","[c]"
"In post","2021","Black","Centre for Environment, Fisheries and Aquaculture Science","Department for Environment, Food and Rural Affairs","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Black","Charity Commission","Charity Commission","Female","[c]","[c]","[c]","[c]"
"In post","2021","Black","Charity Commission","Charity Commission","Male","[c]","[c]","[c]","[c]"
"In post","2021","Black","Charity Commission","Charity Commission","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Black","Companies House","Department for Business, Energy and Industrial Strategy","Female","[c]","[c]","[c]","[c]"
"In post","2021","Black","Companies House","Department for Business, Energy and Industrial Strategy","Male","5","5","[c]","[c]"
"In post","2021","Black","Companies House","Department for Business, Energy and Industrial Strategy","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Black","Competition and Markets Authority","Competition and Markets Authority","Female","25","25","[c]","[c]"
"In post","2021","Black","Competition and Markets Authority","Competition and Markets Authority","Male","10","10","[c]","[c]"
"In post","2021","Black","Competition and Markets Authority","Competition and Markets Authority","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Black","Criminal Injuries Compensation Authority","Ministry of Justice","Female","[c]","[c]","[c]","[c]"
"In post","2021","Black","Criminal Injuries Compensation Authority","Ministry of Justice","Male","[c]","[c]","[c]","[c]"
"In post","2021","Black","Criminal Injuries Compensation Authority","Ministry of Justice","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Black","Crown Commercial Service","Other Cabinet Office Agencies","Female","10","10","[c]","[c]"
"In post","2021","Black","Crown Commercial Service","Other Cabinet Office Agencies","Male","10","10","[c]","[c]"
"In post","2021","Black","Crown Commercial Service","Other Cabinet Office Agencies","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Black","Crown Office and Procurator Fiscal Service","Scottish Government","Female","5","5","[c]","[c]"
"In post","2021","Black","Crown Office and Procurator Fiscal Service","Scottish Government","Male","[c]","[c]","[c]","[c]"
"In post","2021","Black","Crown Office and Procurator Fiscal Service","Scottish Government","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Black","Crown Prosecution Service","Attorney General's Departments","Female","275","260","39330","32240"
"In post","2021","Black","Crown Prosecution Service","Attorney General's Departments","Male","90","90","43300","35630"
"In post","2021","Black","Crown Prosecution Service","Attorney General's Departments","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Black","Crown Prosecution Service Inspectorate","Attorney General's Departments","Female","[c]","[c]","[c]","[c]"
"In post","2021","Black","Crown Prosecution Service Inspectorate","Attorney General's Departments","Male","[c]","[c]","[c]","[c]"
"In post","2021","Black","Crown Prosecution Service Inspectorate","Attorney General's Departments","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Black","Debt Management Office","HM Treasury","Female","5","5","[c]","[c]"
"In post","2021","Black","Debt Management Office","HM Treasury","Male","5","5","[c]","[c]"
"In post","2021","Black","Debt Management Office","HM Treasury","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Black","Defence Electronics and Components Agency","Ministry of Defence","Female","[c]","[c]","[c]","[c]"
"In post","2021","Black","Defence Electronics and Components Agency","Ministry of Defence","Male","[c]","[c]","[c]","[c]"
"In post","2021","Black","Defence Electronics and Components Agency","Ministry of Defence","Unknown","[c]","[c]","[c]","[c]"
