"Status","Year","Profession_of_post","Region_london","Responsibility_level_ungrouped","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2021","Corporate Finance","London","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Corporate Finance","Outside London","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Corporate Finance","Outside London","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Counter Fraud","London","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Counter Fraud","London","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Counter Fraud","London","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Counter Fraud","London","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Counter Fraud","London","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Counter Fraud","London","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Counter Fraud","Outside London","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Counter Fraud","Outside London","HEO","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data and Technology","London","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data and Technology","London","EO","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data and Technology","London","G6","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data and Technology","London","G7","25","[c]","57110","56020"
"Leaver Dept.","2021","Digital, Data and Technology","London","HEO","25","[c]","34650","33300"
"Leaver Dept.","2021","Digital, Data and Technology","London","SCS level","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data and Technology","London","SEO","20","[c]","41400","40500"
"Leaver Dept.","2021","Digital, Data and Technology","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data and Technology","Outside London","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data and Technology","Outside London","EO","25","[c]","25980","26570"
"Leaver Dept.","2021","Digital, Data and Technology","Outside London","G6","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data and Technology","Outside London","G7","25","[c]","51960","51690"
"Leaver Dept.","2021","Digital, Data and Technology","Outside London","HEO","25","[c]","32020","31150"
"Leaver Dept.","2021","Digital, Data and Technology","Outside London","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data and Technology","Outside London","SEO","20","[c]","41240","40840"
"Leaver Dept.","2021","Digital, Data and Technology","Outside London","Unknown","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Economics","London","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Economics","London","G6","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Economics","London","G7","35","[c]","55080","53600"
"Leaver Dept.","2021","Economics","London","HEO","50","[c]","32570","32620"
"Leaver Dept.","2021","Economics","London","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Economics","London","SEO","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Economics","Outside London","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Economics","Outside London","G7","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Economics","Outside London","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Economics","Outside London","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Economics","Unknown","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Economics","Unknown","G7","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","London","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","London","EO","10","[c]","28330","29130"
"Leaver Dept.","2021","Finance","London","G6","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","London","G7","40","[c]","56830","54260"
"Leaver Dept.","2021","Finance","London","HEO","20","[c]","33730","33630"
"Leaver Dept.","2021","Finance","London","SCS level","15","[c]","86780","78060"
"Leaver Dept.","2021","Finance","London","SEO","25","[c]","42940","42820"
"Leaver Dept.","2021","Finance","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","Outside London","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","Outside London","EO","20","[c]","24690","25690"
"Leaver Dept.","2021","Finance","Outside London","G6","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","Outside London","G7","25","[c]","55260","53130"
"Leaver Dept.","2021","Finance","Outside London","HEO","20","[c]","33490","33310"
"Leaver Dept.","2021","Finance","Outside London","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","Outside London","SEO","25","[c]","43610","44200"
"Leaver Dept.","2021","Finance","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","London","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","London","EO","15","[c]","28120","27920"
"Leaver Dept.","2021","Human Resources","London","G6","10","[c]","64740","64210"
"Leaver Dept.","2021","Human Resources","London","G7","30","[c]","56670","56270"
"Leaver Dept.","2021","Human Resources","London","HEO","45","[c]","32300","32180"
"Leaver Dept.","2021","Human Resources","London","SCS level","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","London","SEO","25","[c]","41340","40940"
"Leaver Dept.","2021","Human Resources","Outside London","AO","30","[c]","21120","20920"
"Leaver Dept.","2021","Human Resources","Outside London","EO","30","[c]","25080","25220"
"Leaver Dept.","2021","Human Resources","Outside London","G6","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","Outside London","G7","30","[c]","54020","53750"
"Leaver Dept.","2021","Human Resources","Outside London","HEO","50","[c]","31120","30920"
"Leaver Dept.","2021","Human Resources","Outside London","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","Outside London","SEO","35","[c]","41660","39330"
"Leaver Dept.","2021","Human Resources","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","Unknown","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Inspector of Education and Training","London","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Intelligence Analysis","London","EO","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Intelligence Analysis","London","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Intelligence Analysis","London","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Intelligence Analysis","London","HEO","15","[c]","35330","35050"
"Leaver Dept.","2021","Intelligence Analysis","London","SEO","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Intelligence Analysis","Outside London","EO","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Intelligence Analysis","Outside London","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Intelligence Analysis","Outside London","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Internal Audit","London","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Internal Audit","Outside London","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Internal Audit","Outside London","HEO","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Internal Audit","Outside London","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Internal Audit","Outside London","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","International Trade","London","EO","10","[c]","[c]","[c]"
"Leaver Dept.","2021","International Trade","London","G6","5","[c]","[c]","[c]"
"Leaver Dept.","2021","International Trade","London","G7","25","[c]","52140","51970"
"Leaver Dept.","2021","International Trade","London","HEO","20","[c]","32020","31180"
"Leaver Dept.","2021","International Trade","London","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","International Trade","London","SEO","25","[c]","38690","38540"
"Leaver Dept.","2021","International Trade","Outside London","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","International Trade","Outside London","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","International Trade","Outside London","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","International Trade","Overseas","G6","10","[c]","[c]","[c]"
"Leaver Dept.","2021","International Trade","Overseas","G7","15","[c]","53760","53400"
"Leaver Dept.","2021","International Trade","Overseas","HEO","5","[c]","[c]","[c]"
"Leaver Dept.","2021","International Trade","Overseas","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","International Trade","Overseas","SEO","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Knowledge and Information Management","London","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Knowledge and Information Management","London","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Knowledge and Information Management","London","G7","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Knowledge and Information Management","London","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Knowledge and Information Management","London","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Knowledge and Information Management","Outside London","EO","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Knowledge and Information Management","Outside London","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Knowledge and Information Management","Outside London","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Knowledge and Information Management","Outside London","HEO","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Knowledge and Information Management","Outside London","SEO","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Knowledge and Information Management","Unknown","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal","London","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal","London","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal","London","G6","25","[c]","66970","65350"
"Leaver Dept.","2021","Legal","London","G7","40","[c]","54150","51940"
"Leaver Dept.","2021","Legal","London","HEO","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal","London","SCS level","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal","London","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal","Outside London","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal","Outside London","G6","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal","Outside London","G7","10","[c]","57870","55130"
"Leaver Dept.","2021","Legal","Outside London","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal","Outside London","SEO","15","[c]","37930","35800"
"Leaver Dept.","2021","Medicine","London","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Medicine","Outside London","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Medicine","Outside London","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Medicine","Outside London","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Operational Delivery","London","AA","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Operational Delivery","London","AO","90","[c]","23410","22680"
"Leaver Dept.","2021","Operational Delivery","London","EO","140","[c]","28080","27760"
"Leaver Dept.","2021","Operational Delivery","London","G6","15","[c]","65740","65310"
"Leaver Dept.","2021","Operational Delivery","London","G7","60","[c]","55870","53810"
"Leaver Dept.","2021","Operational Delivery","London","HEO","120","[c]","33090","32820"
"Leaver Dept.","2021","Operational Delivery","London","SCS level","20","[c]","97230","84610"
"Leaver Dept.","2021","Operational Delivery","London","SEO","70","[c]","41670","40630"
"Leaver Dept.","2021","Operational Delivery","London","Unknown","20","[c]","[c]","[c]"
"Leaver Dept.","2021","Operational Delivery","Outside London","AA","55","[c]","18020","17540"
"Leaver Dept.","2021","Operational Delivery","Outside London","AO","670","[c]","20640","20650"
"Leaver Dept.","2021","Operational Delivery","Outside London","EO","355","[c]","24420","24440"
"Leaver Dept.","2021","Operational Delivery","Outside London","G6","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Operational Delivery","Outside London","G7","50","[c]","52280","51910"
"Leaver Dept.","2021","Operational Delivery","Outside London","HEO","185","[c]","30030","30230"
"Leaver Dept.","2021","Operational Delivery","Outside London","SCS level","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Operational Delivery","Outside London","SEO","55","[c]","38480","37230"
"Leaver Dept.","2021","Operational Delivery","Outside London","Unknown","50","[c]","[c]","[c]"
"Leaver Dept.","2021","Operational Delivery","Overseas","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Operational Delivery","Overseas","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Operational Delivery","Unknown","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Operational Delivery","Unknown","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Operational Delivery","Unknown","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Operational Delivery","Unknown","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Operational Delivery","Unknown","SEO","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Operational Research","London","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Operational Research","London","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Operational Research","London","G7","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Operational Research","London","HEO","10","[c]","35750","35120"
"Leaver Dept.","2021","Operational Research","London","SEO","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Operational Research","Outside London","AA","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Operational Research","Outside London","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Operational Research","Outside London","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Operational Research","Outside London","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Operational Research","Outside London","HEO","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Operational Research","Outside London","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other","London","AO","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Other","London","EO","45","[c]","27760","27350"
"Leaver Dept.","2021","Other","London","G6","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Other","London","G7","20","[c]","55930","55860"
"Leaver Dept.","2021","Other","London","HEO","35","[c]","33760","32830"
"Leaver Dept.","2021","Other","London","SCS level","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Other","London","SEO","15","[c]","40880","41960"
"Leaver Dept.","2021","Other","Outside London","AA","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other","Outside London","AO","30","[c]","20920","20920"
"Leaver Dept.","2021","Other","Outside London","EO","45","[c]","23760","24890"
"Leaver Dept.","2021","Other","Outside London","G6","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Other","Outside London","G7","15","[c]","53830","54270"
"Leaver Dept.","2021","Other","Outside London","HEO","35","[c]","29400","30000"
"Leaver Dept.","2021","Other","Outside London","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other","Outside London","SEO","25","[c]","36420","36280"
"Leaver Dept.","2021","Other","Overseas","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other","Overseas","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other","Overseas","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other","Overseas","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other","Unknown","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other","Unknown","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other","Unknown","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other","Unknown","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Planning","London","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Planning","London","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Planning","London","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Planning","London","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Planning","London","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Planning","Outside London","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Planning","Outside London","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Planning","Outside London","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Planning Inspectors","Outside London","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Policy","London","AA","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Policy","London","AO","15","[c]","[c]","[c]"
"Leaver Dept.","2021","Policy","London","EO","160","[c]","28150","27680"
"Leaver Dept.","2021","Policy","London","G6","115","[c]","64230","64490"
"Leaver Dept.","2021","Policy","London","G7","380","[c]","53920","53380"
"Leaver Dept.","2021","Policy","London","HEO","465","[c]","33700","33210"
"Leaver Dept.","2021","Policy","London","SCS level","80","[c]","86460","76540"
"Leaver Dept.","2021","Policy","London","SEO","225","[c]","40760","40050"
"Leaver Dept.","2021","Policy","London","Unknown","15","[c]","[c]","[c]"
"Leaver Dept.","2021","Policy","Outside London","AA","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Policy","Outside London","AO","15","[c]","21310","21330"
"Leaver Dept.","2021","Policy","Outside London","EO","25","[c]","25540","25300"
"Leaver Dept.","2021","Policy","Outside London","G6","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Policy","Outside London","G7","30","[c]","52010","51240"
"Leaver Dept.","2021","Policy","Outside London","HEO","60","[c]","32070","30750"
"Leaver Dept.","2021","Policy","Outside London","SCS level","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Policy","Outside London","SEO","65","[c]","38990","37460"
"Leaver Dept.","2021","Policy","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Policy","Overseas","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Policy","Overseas","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Policy","Unknown","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Policy","Unknown","G7","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Policy","Unknown","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Policy","Unknown","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Policy","Unknown","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","London","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","London","EO","15","[c]","27540","27070"
"Leaver Dept.","2021","Project Delivery","London","G6","15","[c]","69760","69800"
"Leaver Dept.","2021","Project Delivery","London","G7","30","[c]","56930","57460"
"Leaver Dept.","2021","Project Delivery","London","HEO","35","[c]","34020","33380"
"Leaver Dept.","2021","Project Delivery","London","SCS level","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","London","SEO","30","[c]","42460","42410"
"Leaver Dept.","2021","Project Delivery","Outside London","EO","40","[c]","23650","24750"
"Leaver Dept.","2021","Project Delivery","Outside London","G6","15","[c]","67490","65270"
"Leaver Dept.","2021","Project Delivery","Outside London","G7","50","[c]","51920","54350"
"Leaver Dept.","2021","Project Delivery","Outside London","HEO","90","[c]","29700","30490"
"Leaver Dept.","2021","Project Delivery","Outside London","SCS level","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Outside London","SEO","60","[c]","38590","39510"
"Leaver Dept.","2021","Project Delivery","Outside London","Unknown","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Overseas","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Overseas","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Overseas","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Overseas","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Unknown","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","London","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","London","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","London","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","London","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","London","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","Outside London","AA","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","Outside London","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","Outside London","EO","15","[c]","25220","25860"
"Leaver Dept.","2021","Property","Outside London","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","Outside London","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","Outside London","HEO","15","[c]","31450","32400"
"Leaver Dept.","2021","Property","Outside London","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","Outside London","SEO","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","Unknown","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","Unknown","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Psychology","London","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Psychology","London","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Psychology","London","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Psychology","Outside London","EO","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Psychology","Outside London","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Psychology","Outside London","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Science and Engineering","London","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Science and Engineering","London","G7","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Science and Engineering","London","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Science and Engineering","London","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Science and Engineering","Outside London","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Science and Engineering","Outside London","EO","20","[c]","23790","25670"
"Leaver Dept.","2021","Science and Engineering","Outside London","G6","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Science and Engineering","Outside London","G7","20","[c]","49530","49330"
"Leaver Dept.","2021","Science and Engineering","Outside London","HEO","40","[c]","29860","28650"
"Leaver Dept.","2021","Science and Engineering","Outside London","SEO","20","[c]","37480","37320"
"Leaver Dept.","2021","Science and Engineering","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Security","London","AO","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Security","London","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Security","London","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Security","London","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Security","London","HEO","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Security","London","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Security","London","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Security","Outside London","AA","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Security","Outside London","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Security","Outside London","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Security","Outside London","HEO","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Security","Outside London","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Security","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Security","Overseas","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Security","Unknown","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Security","Unknown","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Social Research","London","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Social Research","London","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Social Research","London","G7","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Social Research","London","HEO","15","[c]","33590","33040"
"Leaver Dept.","2021","Social Research","London","SEO","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Social Research","Outside London","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Social Research","Outside London","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Social Research","Outside London","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Social Research","Outside London","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Social Research","Outside London","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Statistics","London","EO","10","[c]","29090","28650"
"Leaver Dept.","2021","Statistics","London","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Statistics","London","G7","20","[c]","56520","58130"
"Leaver Dept.","2021","Statistics","London","HEO","25","[c]","33780","33990"
"Leaver Dept.","2021","Statistics","London","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Statistics","London","SEO","10","[c]","41770","41010"
"Leaver Dept.","2021","Statistics","Outside London","EO","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Statistics","Outside London","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Statistics","Outside London","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Statistics","Outside London","HEO","10","[c]","32620","32010"
"Leaver Dept.","2021","Statistics","Outside London","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Statistics","Outside London","SEO","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Tax","Outside London","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","London","AA","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","London","AO","85","[c]","24250","24800"
"Leaver Dept.","2021","Unknown","London","EO","350","[c]","29030","28570"
"Leaver Dept.","2021","Unknown","London","G6","145","[c]","67200","66250"
"Leaver Dept.","2021","Unknown","London","G7","455","[c]","55440","54700"
"Leaver Dept.","2021","Unknown","London","HEO","555","[c]","34640","34550"
"Leaver Dept.","2021","Unknown","London","SCS level","110","[c]","85300","78070"
"Leaver Dept.","2021","Unknown","London","SEO","245","[c]","41720","41700"
"Leaver Dept.","2021","Unknown","London","Unknown","60","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Outside London","AA","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Outside London","AO","1060","[c]","20960","21010"
"Leaver Dept.","2021","Unknown","Outside London","EO","920","[c]","27250","27570"
"Leaver Dept.","2021","Unknown","Outside London","G6","45","[c]","63980","61660"
"Leaver Dept.","2021","Unknown","Outside London","G7","115","[c]","52270","50890"
"Leaver Dept.","2021","Unknown","Outside London","HEO","370","[c]","32510","31990"
"Leaver Dept.","2021","Unknown","Outside London","SCS level","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Outside London","SEO","190","[c]","37730","36970"
"Leaver Dept.","2021","Unknown","Outside London","Unknown","50","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Overseas","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Overseas","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Overseas","G7","15","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Overseas","HEO","20","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Overseas","SCS level","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Overseas","SEO","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Unknown","AO","10","[c]","[c]","[c]"
