"Status","Year","Profession_of_post","Responsibility_level_ungrouped","Sex","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2021","Economics","EO","Female","Heterosexual / straight","15","[c]","[c]","[c]"
"New entrant CS","2021","Economics","EO","Female","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Economics","EO","Female","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Economics","EO","Female","Unknown","10","[c]","[c]","[c]"
"New entrant CS","2021","Economics","EO","Male","Heterosexual / straight","20","[c]","[c]","[c]"
"New entrant CS","2021","Economics","EO","Male","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Economics","EO","Male","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Economics","EO","Male","Unknown","15","[c]","[c]","[c]"
"New entrant CS","2021","Economics","EO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Economics","EO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Economics","G6","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Economics","G6","Female","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Economics","G6","Female","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Economics","G6","Female","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Economics","G6","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Economics","G6","Male","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Economics","G6","Male","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Economics","G6","Male","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Economics","G6","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Economics","G6","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Economics","G7","Female","Heterosexual / straight","10","[c]","[c]","[c]"
"New entrant CS","2021","Economics","G7","Female","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Economics","G7","Female","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Economics","G7","Female","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Economics","G7","Male","Heterosexual / straight","15","[c]","[c]","[c]"
"New entrant CS","2021","Economics","G7","Male","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Economics","G7","Male","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Economics","G7","Male","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Economics","G7","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Economics","G7","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Economics","HEO","Female","Heterosexual / straight","60","[c]","32670","32560"
"New entrant CS","2021","Economics","HEO","Female","LGBO","10","[c]","[c]","[c]"
"New entrant CS","2021","Economics","HEO","Female","Undeclared","5","[c]","[c]","[c]"
"New entrant CS","2021","Economics","HEO","Female","Unknown","25","[c]","[c]","[c]"
"New entrant CS","2021","Economics","HEO","Male","Heterosexual / straight","100","[c]","32600","32560"
"New entrant CS","2021","Economics","HEO","Male","LGBO","10","[c]","[c]","[c]"
"New entrant CS","2021","Economics","HEO","Male","Undeclared","15","[c]","[c]","[c]"
"New entrant CS","2021","Economics","HEO","Male","Unknown","60","[c]","33240","32790"
"New entrant CS","2021","Economics","HEO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Economics","HEO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Economics","SEO","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Economics","SEO","Female","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Economics","SEO","Female","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Economics","SEO","Female","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2021","Economics","SEO","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Economics","SEO","Male","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Economics","SEO","Male","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Economics","SEO","Male","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Economics","SEO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Economics","SEO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","AA","Female","Heterosexual / straight","5","[c]","[c]","[c]"
"New entrant CS","2021","Finance","AA","Female","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","AA","Female","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","AA","Female","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","AA","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","AA","Male","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","AA","Male","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","AA","Male","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","AA","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","AA","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","AO","Female","Heterosexual / straight","30","[c]","21070","20920"
"New entrant CS","2021","Finance","AO","Female","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","AO","Female","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","AO","Female","Unknown","10","[c]","[c]","[c]"
"New entrant CS","2021","Finance","AO","Male","Heterosexual / straight","15","[c]","[c]","[c]"
"New entrant CS","2021","Finance","AO","Male","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","AO","Male","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","AO","Male","Unknown","15","[c]","[c]","[c]"
"New entrant CS","2021","Finance","AO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","AO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","EO","Female","Heterosexual / straight","75","[c]","25190","26350"
"New entrant CS","2021","Finance","EO","Female","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","EO","Female","Undeclared","5","[c]","[c]","[c]"
"New entrant CS","2021","Finance","EO","Female","Unknown","20","[c]","[c]","[c]"
"New entrant CS","2021","Finance","EO","Male","Heterosexual / straight","45","[c]","24770","25000"
"New entrant CS","2021","Finance","EO","Male","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","EO","Male","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","EO","Male","Unknown","20","[c]","[c]","[c]"
"New entrant CS","2021","Finance","EO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","EO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","G6","Female","Heterosexual / straight","5","[c]","[c]","[c]"
"New entrant CS","2021","Finance","G6","Female","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","G6","Female","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","G6","Female","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2021","Finance","G6","Male","Heterosexual / straight","5","[c]","[c]","[c]"
"New entrant CS","2021","Finance","G6","Male","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","G6","Male","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","G6","Male","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","G6","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","G6","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","G7","Female","Heterosexual / straight","25","[c]","[c]","[c]"
"New entrant CS","2021","Finance","G7","Female","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","G7","Female","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","G7","Female","Unknown","10","[c]","[c]","[c]"
"New entrant CS","2021","Finance","G7","Male","Heterosexual / straight","25","[c]","[c]","[c]"
"New entrant CS","2021","Finance","G7","Male","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","G7","Male","Undeclared","5","[c]","[c]","[c]"
"New entrant CS","2021","Finance","G7","Male","Unknown","10","[c]","[c]","[c]"
"New entrant CS","2021","Finance","G7","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","G7","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","HEO","Female","Heterosexual / straight","50","[c]","34000","33000"
"New entrant CS","2021","Finance","HEO","Female","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","HEO","Female","Undeclared","5","[c]","[c]","[c]"
"New entrant CS","2021","Finance","HEO","Female","Unknown","40","[c]","31770","32790"
"New entrant CS","2021","Finance","HEO","Male","Heterosexual / straight","45","[c]","33870","32790"
"New entrant CS","2021","Finance","HEO","Male","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","HEO","Male","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","HEO","Male","Unknown","30","[c]","32300","32790"
"New entrant CS","2021","Finance","HEO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","HEO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","SCS level","Female","Heterosexual / straight","5","[c]","[c]","[c]"
"New entrant CS","2021","Finance","SCS level","Female","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","SCS level","Female","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","SCS level","Female","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","SCS level","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","SCS level","Male","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","SCS level","Male","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","SCS level","Male","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","SCS level","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","SCS level","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","SEO","Female","Heterosexual / straight","50","[c]","40430","39780"
"New entrant CS","2021","Finance","SEO","Female","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","SEO","Female","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","SEO","Female","Unknown","30","[c]","41260","40650"
"New entrant CS","2021","Finance","SEO","Male","Heterosexual / straight","45","[c]","40020","40070"
"New entrant CS","2021","Finance","SEO","Male","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","SEO","Male","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","SEO","Male","Unknown","20","[c]","[c]","[c]"
"New entrant CS","2021","Finance","SEO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","SEO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Unknown","Female","Heterosexual / straight","5","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Unknown","Female","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Unknown","Female","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Unknown","Female","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Unknown","Male","Heterosexual / straight","5","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Unknown","Male","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Unknown","Male","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Unknown","Male","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Unknown","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Unknown","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","AA","Female","Heterosexual / straight","15","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","AA","Female","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","AA","Female","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","AA","Female","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","AA","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","AA","Male","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","AA","Male","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","AA","Male","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","AA","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","AA","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","AO","Female","Heterosexual / straight","80","[c]","21180","20920"
"New entrant CS","2021","Human Resources","AO","Female","LGBO","5","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","AO","Female","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","AO","Female","Unknown","15","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","AO","Male","Heterosexual / straight","25","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","AO","Male","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","AO","Male","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","AO","Male","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","AO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","AO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","EO","Female","Heterosexual / straight","75","[c]","25900","26180"
"New entrant CS","2021","Human Resources","EO","Female","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","EO","Female","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","EO","Female","Unknown","40","[c]","25580","26300"
"New entrant CS","2021","Human Resources","EO","Male","Heterosexual / straight","30","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","EO","Male","LGBO","5","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","EO","Male","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","EO","Male","Unknown","20","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","EO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","EO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","G6","Female","Heterosexual / straight","15","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","G6","Female","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","G6","Female","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","G6","Female","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","G6","Male","Heterosexual / straight","5","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","G6","Male","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","G6","Male","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","G6","Male","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","G6","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","G6","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","G7","Female","Heterosexual / straight","30","[c]","53930","54000"
"New entrant CS","2021","Human Resources","G7","Female","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","G7","Female","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","G7","Female","Unknown","20","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","G7","Male","Heterosexual / straight","10","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","G7","Male","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","G7","Male","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","G7","Male","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","G7","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","G7","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","HEO","Female","Heterosexual / straight","85","[c]","32350","31810"
"New entrant CS","2021","Human Resources","HEO","Female","LGBO","10","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","HEO","Female","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","HEO","Female","Unknown","20","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","HEO","Male","Heterosexual / straight","30","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","HEO","Male","LGBO","10","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","HEO","Male","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","HEO","Male","Unknown","15","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","HEO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","HEO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","SCS level","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","SCS level","Female","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","SCS level","Female","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","SCS level","Female","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","SCS level","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","SCS level","Male","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","SCS level","Male","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","SCS level","Male","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","SCS level","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","SCS level","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","SEO","Female","Heterosexual / straight","45","[c]","39230","38650"
"New entrant CS","2021","Human Resources","SEO","Female","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","SEO","Female","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","SEO","Female","Unknown","20","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","SEO","Male","Heterosexual / straight","10","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","SEO","Male","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","SEO","Male","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","SEO","Male","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","SEO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","SEO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Unknown","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Unknown","Female","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Unknown","Female","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Unknown","Female","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Unknown","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Unknown","Male","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Unknown","Male","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Unknown","Male","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Unknown","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Unknown","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Inspector of Education and Training","G6","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Inspector of Education and Training","G6","Female","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Inspector of Education and Training","G6","Female","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Inspector of Education and Training","G6","Female","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Inspector of Education and Training","G6","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Inspector of Education and Training","G6","Male","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Inspector of Education and Training","G6","Male","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Inspector of Education and Training","G6","Male","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Inspector of Education and Training","G6","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Inspector of Education and Training","G6","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Inspector of Education and Training","G7","Female","Heterosexual / straight","30","[c]","[c]","[c]"
"New entrant CS","2021","Inspector of Education and Training","G7","Female","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Inspector of Education and Training","G7","Female","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Inspector of Education and Training","G7","Female","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Inspector of Education and Training","G7","Male","Heterosexual / straight","20","[c]","[c]","[c]"
"New entrant CS","2021","Inspector of Education and Training","G7","Male","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Inspector of Education and Training","G7","Male","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Inspector of Education and Training","G7","Male","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Inspector of Education and Training","G7","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Inspector of Education and Training","G7","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Inspector of Education and Training","SEO","Female","Heterosexual / straight","20","[c]","[c]","[c]"
"New entrant CS","2021","Inspector of Education and Training","SEO","Female","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Inspector of Education and Training","SEO","Female","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Inspector of Education and Training","SEO","Female","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Inspector of Education and Training","SEO","Male","Heterosexual / straight","5","[c]","[c]","[c]"
"New entrant CS","2021","Inspector of Education and Training","SEO","Male","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Inspector of Education and Training","SEO","Male","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Inspector of Education and Training","SEO","Male","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Inspector of Education and Training","SEO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Inspector of Education and Training","SEO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Intelligence Analysis","AO","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Intelligence Analysis","AO","Female","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Intelligence Analysis","AO","Female","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Intelligence Analysis","AO","Female","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Intelligence Analysis","AO","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Intelligence Analysis","AO","Male","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Intelligence Analysis","AO","Male","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Intelligence Analysis","AO","Male","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Intelligence Analysis","AO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Intelligence Analysis","AO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Intelligence Analysis","EO","Female","Heterosexual / straight","10","[c]","[c]","[c]"
"New entrant CS","2021","Intelligence Analysis","EO","Female","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Intelligence Analysis","EO","Female","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Intelligence Analysis","EO","Female","Unknown","10","[c]","[c]","[c]"
"New entrant CS","2021","Intelligence Analysis","EO","Male","Heterosexual / straight","20","[c]","[c]","[c]"
"New entrant CS","2021","Intelligence Analysis","EO","Male","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Intelligence Analysis","EO","Male","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Intelligence Analysis","EO","Male","Unknown","25","[c]","[c]","[c]"
"New entrant CS","2021","Intelligence Analysis","EO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Intelligence Analysis","EO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Intelligence Analysis","G6","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Intelligence Analysis","G6","Female","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Intelligence Analysis","G6","Female","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Intelligence Analysis","G6","Female","Unknown","10","[c]","[c]","[c]"
"New entrant CS","2021","Intelligence Analysis","G6","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Intelligence Analysis","G6","Male","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Intelligence Analysis","G6","Male","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Intelligence Analysis","G6","Male","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2021","Intelligence Analysis","G6","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Intelligence Analysis","G6","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Intelligence Analysis","G7","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Intelligence Analysis","G7","Female","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Intelligence Analysis","G7","Female","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Intelligence Analysis","G7","Female","Unknown","10","[c]","[c]","[c]"
"New entrant CS","2021","Intelligence Analysis","G7","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Intelligence Analysis","G7","Male","LGBO","[c]","[c]","[c]","[c]"
