"Status","Year","Parent_department","Profession_of_post","Responsibility_level_grouped","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2021","Attorney General's Departments","Digital, Data and Technology","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Attorney General's Departments","Finance","AA/AO","5","[c]","[c]","[c]"
"New entrant CS","2021","Attorney General's Departments","Finance","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Attorney General's Departments","Finance","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Attorney General's Departments","Finance","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Attorney General's Departments","Human Resources","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Attorney General's Departments","Human Resources","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Attorney General's Departments","Human Resources","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Attorney General's Departments","Human Resources","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Attorney General's Departments","Human Resources","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Attorney General's Departments","Knowledge and Information Management","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Attorney General's Departments","Knowledge and Information Management","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Attorney General's Departments","Legal","EO","75","[c]","27570","26970"
"New entrant CS","2021","Attorney General's Departments","Legal","G6/G7","315","[c]","52400","50520"
"New entrant CS","2021","Attorney General's Departments","Legal","SEO/HEO","140","[c]","40740","40000"
"New entrant CS","2021","Attorney General's Departments","Operational Delivery","AA/AO","305","[c]","20420","20120"
"New entrant CS","2021","Attorney General's Departments","Operational Delivery","EO","35","[c]","26960","26970"
"New entrant CS","2021","Attorney General's Departments","Operational Delivery","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Attorney General's Departments","Operational Delivery","SEO/HEO","5","[c]","[c]","[c]"
"New entrant CS","2021","Attorney General's Departments","Other","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Attorney General's Departments","Other","EO","55","[c]","26910","26950"
"New entrant CS","2021","Attorney General's Departments","Other","SEO/HEO","5","[c]","[c]","[c]"
"New entrant CS","2021","Attorney General's Departments","Policy","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Attorney General's Departments","Policy","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Cabinet Office","Communications","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Cabinet Office","Digital, Data and Technology","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Cabinet Office","Digital, Data and Technology","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Cabinet Office","Finance","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Cabinet Office","Finance","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Cabinet Office","Finance","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Cabinet Office","Human Resources","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Cabinet Office","Human Resources","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Cabinet Office","Operational Delivery","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Cabinet Office","Operational Delivery","SEO/HEO","15","[c]","37070","37300"
"New entrant CS","2021","Cabinet Office","Other","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Cabinet Office","Other","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Cabinet Office","Policy","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Cabinet Office","Policy","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Cabinet Office","Policy","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Cabinet Office","Unknown","AA/AO","160","[c]","21530","20800"
"New entrant CS","2021","Cabinet Office","Unknown","EO","250","[c]","26840","27500"
"New entrant CS","2021","Cabinet Office","Unknown","G6/G7","255","[c]","62570","54850"
"New entrant CS","2021","Cabinet Office","Unknown","SCS level","180","[c]","84030","72000"
"New entrant CS","2021","Cabinet Office","Unknown","SEO/HEO","860","[c]","30840","28000"
"New entrant CS","2021","Chancellor's other departments","Communications","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chancellor's other departments","Digital, Data and Technology","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chancellor's other departments","Digital, Data and Technology","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chancellor's other departments","Digital, Data and Technology","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chancellor's other departments","Finance","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chancellor's other departments","Human Resources","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chancellor's other departments","Human Resources","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chancellor's other departments","Human Resources","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chancellor's other departments","Human Resources","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chancellor's other departments","Knowledge and Information Management","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chancellor's other departments","Other","AA/AO","10","[c]","[c]","[c]"
"New entrant CS","2021","Chancellor's other departments","Other","G6/G7","10","[c]","69470","68840"
"New entrant CS","2021","Chancellor's other departments","Other","SEO/HEO","15","[c]","39990","40000"
"New entrant CS","2021","Chancellor's other departments","Project Delivery","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chancellor's other departments","Security","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chancellor's other departments","Security","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Charity Commission","Communications","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Charity Commission","Communications","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Charity Commission","Digital, Data and Technology","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Charity Commission","Digital, Data and Technology","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Charity Commission","Digital, Data and Technology","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Charity Commission","Finance","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Charity Commission","Knowledge and Information Management","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Charity Commission","Legal","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Charity Commission","Legal","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Charity Commission","Operational Delivery","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Charity Commission","Operational Delivery","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Charity Commission","Operational Delivery","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Charity Commission","Other","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Charity Commission","Policy","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Charity Commission","Project Delivery","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Charity Commission","Project Delivery","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Charity Commission","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Charity Commission","Unknown","EO","10","[c]","24440","24440"
"New entrant CS","2021","Charity Commission","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Charity Commission","Unknown","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Charity Commission","Unknown","SEO/HEO","10","[c]","32350","29160"
"New entrant CS","2021","Competition and Markets Authority","Commercial","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Competition and Markets Authority","Commercial","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Competition and Markets Authority","Communications","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Competition and Markets Authority","Communications","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Competition and Markets Authority","Communications","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Competition and Markets Authority","Digital, Data and Technology","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Competition and Markets Authority","Digital, Data and Technology","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Competition and Markets Authority","Digital, Data and Technology","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Competition and Markets Authority","Digital, Data and Technology","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Competition and Markets Authority","Economics","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Competition and Markets Authority","Economics","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Competition and Markets Authority","Economics","SEO/HEO","5","[c]","[c]","[c]"
"New entrant CS","2021","Competition and Markets Authority","Human Resources","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Competition and Markets Authority","Human Resources","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Competition and Markets Authority","Legal","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Competition and Markets Authority","Legal","G6/G7","15","[c]","56730","53530"
"New entrant CS","2021","Competition and Markets Authority","Policy","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Competition and Markets Authority","Policy","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Competition and Markets Authority","Policy","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Competition and Markets Authority","Project Delivery","AA/AO","5","[c]","[c]","[c]"
"New entrant CS","2021","Competition and Markets Authority","Project Delivery","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Competition and Markets Authority","Project Delivery","G6/G7","10","[c]","63950","59870"
"New entrant CS","2021","Competition and Markets Authority","Project Delivery","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Competition and Markets Authority","Project Delivery","SEO/HEO","5","[c]","[c]","[c]"
"New entrant CS","2021","Competition and Markets Authority","Property","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Business, Energy and Industrial Strategy","Commercial","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Business, Energy and Industrial Strategy","Commercial","G6/G7","5","[c]","[c]","[c]"
"New entrant CS","2021","Department for Business, Energy and Industrial Strategy","Commercial","SEO/HEO","5","[c]","[c]","[c]"
"New entrant CS","2021","Department for Business, Energy and Industrial Strategy","Communications","AA/AO","5","[c]","[c]","[c]"
"New entrant CS","2021","Department for Business, Energy and Industrial Strategy","Communications","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Business, Energy and Industrial Strategy","Communications","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Business, Energy and Industrial Strategy","Communications","SEO/HEO","15","[c]","38380","38620"
"New entrant CS","2021","Department for Business, Energy and Industrial Strategy","Counter Fraud","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Business, Energy and Industrial Strategy","Counter Fraud","SEO/HEO","15","[c]","32140","31000"
"New entrant CS","2021","Department for Business, Energy and Industrial Strategy","Digital, Data and Technology","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Business, Energy and Industrial Strategy","Digital, Data and Technology","EO","45","[c]","26320","25270"
"New entrant CS","2021","Department for Business, Energy and Industrial Strategy","Digital, Data and Technology","G6/G7","15","[c]","57860","59170"
"New entrant CS","2021","Department for Business, Energy and Industrial Strategy","Digital, Data and Technology","SEO/HEO","50","[c]","38780","39670"
"New entrant CS","2021","Department for Business, Energy and Industrial Strategy","Economics","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Business, Energy and Industrial Strategy","Economics","EO","15","[c]","29690","27680"
"New entrant CS","2021","Department for Business, Energy and Industrial Strategy","Economics","SEO/HEO","25","[c]","34520","33880"
"New entrant CS","2021","Department for Business, Energy and Industrial Strategy","Finance","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Business, Energy and Industrial Strategy","Finance","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Business, Energy and Industrial Strategy","Finance","G6/G7","5","[c]","[c]","[c]"
"New entrant CS","2021","Department for Business, Energy and Industrial Strategy","Finance","SEO/HEO","15","[c]","39830","39820"
"New entrant CS","2021","Department for Business, Energy and Industrial Strategy","Human Resources","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Business, Energy and Industrial Strategy","Human Resources","EO","5","[c]","[c]","[c]"
"New entrant CS","2021","Department for Business, Energy and Industrial Strategy","Human Resources","G6/G7","5","[c]","[c]","[c]"
"New entrant CS","2021","Department for Business, Energy and Industrial Strategy","Human Resources","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Business, Energy and Industrial Strategy","Human Resources","SEO/HEO","15","[c]","38040","39570"
"New entrant CS","2021","Department for Business, Energy and Industrial Strategy","Intelligence Analysis","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Business, Energy and Industrial Strategy","Knowledge and Information Management","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Business, Energy and Industrial Strategy","Knowledge and Information Management","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Business, Energy and Industrial Strategy","Legal","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Business, Energy and Industrial Strategy","Operational Delivery","AA/AO","205","[c]","20980","20880"
"New entrant CS","2021","Department for Business, Energy and Industrial Strategy","Operational Delivery","EO","225","[c]","24430","24250"
"New entrant CS","2021","Department for Business, Energy and Industrial Strategy","Operational Delivery","G6/G7","15","[c]","56750","55440"
"New entrant CS","2021","Department for Business, Energy and Industrial Strategy","Operational Delivery","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Business, Energy and Industrial Strategy","Operational Delivery","SEO/HEO","100","[c]","33830","33570"
"New entrant CS","2021","Department for Business, Energy and Industrial Strategy","Operational Research","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Business, Energy and Industrial Strategy","Operational Research","SEO/HEO","5","[c]","[c]","[c]"
"New entrant CS","2021","Department for Business, Energy and Industrial Strategy","Other","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Business, Energy and Industrial Strategy","Other","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Business, Energy and Industrial Strategy","Policy","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Business, Energy and Industrial Strategy","Policy","EO","85","[c]","27610","27680"
"New entrant CS","2021","Department for Business, Energy and Industrial Strategy","Policy","G6/G7","80","[c]","57830","53380"
"New entrant CS","2021","Department for Business, Energy and Industrial Strategy","Policy","SCS level","5","[c]","[c]","[c]"
"New entrant CS","2021","Department for Business, Energy and Industrial Strategy","Policy","SEO/HEO","370","[c]","35380","33570"
"New entrant CS","2021","Department for Business, Energy and Industrial Strategy","Project Delivery","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Business, Energy and Industrial Strategy","Project Delivery","EO","5","[c]","[c]","[c]"
"New entrant CS","2021","Department for Business, Energy and Industrial Strategy","Project Delivery","G6/G7","10","[c]","54960","52970"
"New entrant CS","2021","Department for Business, Energy and Industrial Strategy","Project Delivery","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Business, Energy and Industrial Strategy","Project Delivery","SEO/HEO","30","[c]","36290","36740"
"New entrant CS","2021","Department for Business, Energy and Industrial Strategy","Science and Engineering","AA/AO","15","[c]","24180","24660"
"New entrant CS","2021","Department for Business, Energy and Industrial Strategy","Science and Engineering","EO","20","[c]","27970","29020"
"New entrant CS","2021","Department for Business, Energy and Industrial Strategy","Science and Engineering","SEO/HEO","15","[c]","33950","32060"
"New entrant CS","2021","Department for Business, Energy and Industrial Strategy","Security","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Business, Energy and Industrial Strategy","Security","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Business, Energy and Industrial Strategy","Security","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Business, Energy and Industrial Strategy","Statistics","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Business, Energy and Industrial Strategy","Statistics","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Business, Energy and Industrial Strategy","Statistics","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Business, Energy and Industrial Strategy","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Business, Energy and Industrial Strategy","Unknown","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Business, Energy and Industrial Strategy","Unknown","SEO/HEO","5","[c]","[c]","[c]"
"New entrant CS","2021","Department for Digital, Culture, Media and Sport","Commercial","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Digital, Culture, Media and Sport","Commercial","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Digital, Culture, Media and Sport","Communications","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Digital, Culture, Media and Sport","Communications","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Digital, Culture, Media and Sport","Counter Fraud","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Digital, Culture, Media and Sport","Digital, Data and Technology","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Digital, Culture, Media and Sport","Digital, Data and Technology","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Digital, Culture, Media and Sport","Digital, Data and Technology","G6/G7","5","[c]","[c]","[c]"
"New entrant CS","2021","Department for Digital, Culture, Media and Sport","Economics","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Digital, Culture, Media and Sport","Economics","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Digital, Culture, Media and Sport","Economics","SEO/HEO","10","[c]","42020","42020"
"New entrant CS","2021","Department for Digital, Culture, Media and Sport","Finance","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Digital, Culture, Media and Sport","Finance","G6/G7","5","[c]","[c]","[c]"
"New entrant CS","2021","Department for Digital, Culture, Media and Sport","Finance","SEO/HEO","10","[c]","43910","43490"
"New entrant CS","2021","Department for Digital, Culture, Media and Sport","Human Resources","EO","10","[c]","[c]","[c]"
"New entrant CS","2021","Department for Digital, Culture, Media and Sport","Human Resources","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Digital, Culture, Media and Sport","Human Resources","SEO/HEO","5","[c]","[c]","[c]"
"New entrant CS","2021","Department for Digital, Culture, Media and Sport","Operational Delivery","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Digital, Culture, Media and Sport","Operational Delivery","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Digital, Culture, Media and Sport","Operational Research","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Digital, Culture, Media and Sport","Operational Research","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Digital, Culture, Media and Sport","Policy","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Digital, Culture, Media and Sport","Policy","EO","45","[c]","27790","26180"
"New entrant CS","2021","Department for Digital, Culture, Media and Sport","Policy","G6/G7","45","[c]","55860","51730"
"New entrant CS","2021","Department for Digital, Culture, Media and Sport","Policy","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Digital, Culture, Media and Sport","Policy","SEO/HEO","160","[c]","34990","34020"
"New entrant CS","2021","Department for Digital, Culture, Media and Sport","Project Delivery","EO","15","[c]","26180","26180"
"New entrant CS","2021","Department for Digital, Culture, Media and Sport","Project Delivery","G6/G7","25","[c]","54030","51730"
"New entrant CS","2021","Department for Digital, Culture, Media and Sport","Project Delivery","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Digital, Culture, Media and Sport","Project Delivery","SEO/HEO","25","[c]","34450","34020"
"New entrant CS","2021","Department for Digital, Culture, Media and Sport","Social Research","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Digital, Culture, Media and Sport","Statistics","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Digital, Culture, Media and Sport","Statistics","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Education","Commercial","EO","5","[c]","[c]","[c]"
"New entrant CS","2021","Department for Education","Commercial","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Education","Commercial","SEO/HEO","20","[c]","34600","36500"
"New entrant CS","2021","Department for Education","Communications","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Education","Communications","EO","45","[c]","26540","28500"
"New entrant CS","2021","Department for Education","Communications","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Education","Communications","SEO/HEO","20","[c]","38700","36660"
"New entrant CS","2021","Department for Education","Digital, Data and Technology","EO","10","[c]","25640","25000"
"New entrant CS","2021","Department for Education","Digital, Data and Technology","G6/G7","25","[c]","54930","53420"
"New entrant CS","2021","Department for Education","Digital, Data and Technology","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Education","Digital, Data and Technology","SEO/HEO","60","[c]","34900","36500"
"New entrant CS","2021","Department for Education","Digital, Data and Technology","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2021","Department for Education","Finance","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Education","Finance","EO","20","[c]","25750","25000"
"New entrant CS","2021","Department for Education","Finance","G6/G7","10","[c]","[c]","[c]"
"New entrant CS","2021","Department for Education","Finance","SEO/HEO","25","[c]","35530","36500"
"New entrant CS","2021","Department for Education","Human Resources","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Education","Human Resources","EO","15","[c]","25090","25000"
"New entrant CS","2021","Department for Education","Human Resources","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Education","Human Resources","SEO/HEO","10","[c]","[c]","[c]"
"New entrant CS","2021","Department for Education","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Education","Legal","G6/G7","5","[c]","[c]","[c]"
"New entrant CS","2021","Department for Education","Legal","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Education","Operational Delivery","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Education","Operational Delivery","EO","55","[c]","25520","25000"
"New entrant CS","2021","Department for Education","Operational Delivery","G6/G7","20","[c]","52100","49910"
"New entrant CS","2021","Department for Education","Operational Delivery","SEO/HEO","65","[c]","34390","36500"
"New entrant CS","2021","Department for Education","Policy","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Education","Policy","EO","75","[c]","26680","25000"
"New entrant CS","2021","Department for Education","Policy","G6/G7","50","[c]","54970","53420"
"New entrant CS","2021","Department for Education","Policy","SCS level","5","[c]","[c]","[c]"
"New entrant CS","2021","Department for Education","Policy","SEO/HEO","140","[c]","33820","32940"
"New entrant CS","2021","Department for Education","Project Delivery","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Education","Project Delivery","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Education","Project Delivery","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Education","Property","EO","15","[c]","25090","25000"
"New entrant CS","2021","Department for Education","Property","G6/G7","30","[c]","54810","49860"
"New entrant CS","2021","Department for Education","Property","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Education","Property","SEO/HEO","10","[c]","[c]","[c]"
"New entrant CS","2021","Department for Education","Security","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Education","Security","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Education","Security","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Environment, Food and Rural Affairs","Commercial","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Environment, Food and Rural Affairs","Commercial","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Environment, Food and Rural Affairs","Commercial","SEO/HEO","15","[c]","36150","35900"
"New entrant CS","2021","Department for Environment, Food and Rural Affairs","Communications","AA/AO","5","[c]","[c]","[c]"
"New entrant CS","2021","Department for Environment, Food and Rural Affairs","Communications","EO","5","[c]","[c]","[c]"
"New entrant CS","2021","Department for Environment, Food and Rural Affairs","Communications","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Environment, Food and Rural Affairs","Communications","SEO/HEO","25","[c]","32940","32560"
"New entrant CS","2021","Department for Environment, Food and Rural Affairs","Corporate Finance","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Environment, Food and Rural Affairs","Digital, Data and Technology","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Environment, Food and Rural Affairs","Digital, Data and Technology","EO","20","[c]","25830","25000"
"New entrant CS","2021","Department for Environment, Food and Rural Affairs","Digital, Data and Technology","G6/G7","50","[c]","50990","49320"
"New entrant CS","2021","Department for Environment, Food and Rural Affairs","Digital, Data and Technology","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Environment, Food and Rural Affairs","Digital, Data and Technology","SEO/HEO","70","[c]","33520","34230"
"New entrant CS","2021","Department for Environment, Food and Rural Affairs","Economics","AA/AO","5","[c]","[c]","[c]"
"New entrant CS","2021","Department for Environment, Food and Rural Affairs","Economics","EO","5","[c]","[c]","[c]"
"New entrant CS","2021","Department for Environment, Food and Rural Affairs","Economics","G6/G7","5","[c]","[c]","[c]"
"New entrant CS","2021","Department for Environment, Food and Rural Affairs","Economics","SEO/HEO","25","[c]","32990","32560"
"New entrant CS","2021","Department for Environment, Food and Rural Affairs","Finance","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Environment, Food and Rural Affairs","Finance","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Environment, Food and Rural Affairs","Finance","G6/G7","10","[c]","58010","56780"
"New entrant CS","2021","Department for Environment, Food and Rural Affairs","Finance","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Environment, Food and Rural Affairs","Finance","SEO/HEO","35","[c]","35770","36480"
"New entrant CS","2021","Department for Environment, Food and Rural Affairs","Human Resources","EO","5","[c]","[c]","[c]"
"New entrant CS","2021","Department for Environment, Food and Rural Affairs","Human Resources","G6/G7","5","[c]","[c]","[c]"
"New entrant CS","2021","Department for Environment, Food and Rural Affairs","Human Resources","SEO/HEO","15","[c]","32270","32000"
"New entrant CS","2021","Department for Environment, Food and Rural Affairs","Operational Delivery","AA/AO","240","[c]","21620","21050"
"New entrant CS","2021","Department for Environment, Food and Rural Affairs","Operational Delivery","EO","195","[c]","25590","24920"
"New entrant CS","2021","Department for Environment, Food and Rural Affairs","Operational Delivery","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Environment, Food and Rural Affairs","Operational Delivery","SEO/HEO","40","[c]","34240","35900"
"New entrant CS","2021","Department for Environment, Food and Rural Affairs","Operational Research","SEO/HEO","5","[c]","[c]","[c]"
