"Status","Year","Function_of_post","Parent_department","Profession_of_post","Responsibility_level_grouped","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2021","Unknown","Ministry of Defence","Knowledge and Information Management","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Ministry of Defence","Knowledge and Information Management","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Ministry of Defence","Medicine","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Ministry of Defence","Medicine","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Ministry of Defence","Operational Delivery","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Ministry of Defence","Operational Delivery","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Ministry of Defence","Operational Research","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Ministry of Defence","Other","AA/AO","30","[c]","21220","20920"
"Leaver Dept.","2021","Unknown","Ministry of Defence","Other","EO","20","[c]","29000","29220"
"Leaver Dept.","2021","Unknown","Ministry of Defence","Other","G6/G7","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Ministry of Defence","Other","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Ministry of Defence","Other","SEO/HEO","20","[c]","34530","33300"
"Leaver Dept.","2021","Unknown","Ministry of Defence","Other","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Ministry of Defence","Policy","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Ministry of Defence","Policy","EO","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Ministry of Defence","Policy","G6/G7","15","[c]","60980","59730"
"Leaver Dept.","2021","Unknown","Ministry of Defence","Policy","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Ministry of Defence","Policy","SEO/HEO","20","[c]","42670","45200"
"Leaver Dept.","2021","Unknown","Ministry of Defence","Project Delivery","EO","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Ministry of Defence","Project Delivery","G6/G7","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Ministry of Defence","Project Delivery","SEO/HEO","25","[c]","27750","25550"
"Leaver Dept.","2021","Unknown","Ministry of Defence","Psychology","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Ministry of Defence","Science and Engineering","EO","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Ministry of Defence","Science and Engineering","G6/G7","10","[c]","50180","49500"
"Leaver Dept.","2021","Unknown","Ministry of Defence","Science and Engineering","SEO/HEO","30","[c]","33260","32930"
"Leaver Dept.","2021","Unknown","Ministry of Defence","Security","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Ministry of Defence","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Ministry of Defence","Unknown","EO","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Ministry of Defence","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Ministry of Defence","Unknown","SEO/HEO","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Ministry of Housing, Communities and Local Government","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Ministry of Housing, Communities and Local Government","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Other Cabinet Office Agencies","Unknown","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Other Cabinet Office Agencies","Unknown","G6/G7","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Other Cabinet Office Agencies","Unknown","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Other Cabinet Office Agencies","Unknown","SEO/HEO","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Other Cabinet Office Agencies","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Scotland Office","Operational Delivery","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Scotland Office","Operational Delivery","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Scotland Office","Policy","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Scotland Office","Policy","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Scotland Office","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Scotland Office","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Scottish Government","Unknown","AA/AO","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Scottish Government","Unknown","EO","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Scottish Government","Unknown","G6/G7","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Scottish Government","Unknown","SEO/HEO","20","[c]","37270","35150"
"Leaver Dept.","2021","Unknown","Welsh Government","Communications","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Welsh Government","Digital, Data and Technology","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Welsh Government","Economics","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Welsh Government","Finance","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Welsh Government","Human Resources","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Welsh Government","Human Resources","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Welsh Government","Internal Audit","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Welsh Government","Legal","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Welsh Government","Operational Delivery","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Welsh Government","Operational Delivery","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Welsh Government","Policy","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Welsh Government","Policy","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Welsh Government","Policy","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Welsh Government","Policy","SEO/HEO","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Welsh Government","Statistics","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Welsh Government","Tax","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Welsh Government","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Analysis","Cabinet Office","Unknown","EO","5","[c]","[c]","[c]"
"New entrant CS","2021","Analysis","Cabinet Office","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Analysis","Chancellor's other departments","Communications","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Analysis","Chancellor's other departments","Other","AA/AO","5","[c]","[c]","[c]"
"New entrant CS","2021","Analysis","Chancellor's other departments","Other","G6/G7","10","[c]","71010","69690"
"New entrant CS","2021","Analysis","Chancellor's other departments","Other","SEO/HEO","10","[c]","[c]","[c]"
"New entrant CS","2021","Analysis","Charity Commission","Policy","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Analysis","Competition and Markets Authority","Digital, Data and Technology","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Analysis","Competition and Markets Authority","Economics","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Analysis","Competition and Markets Authority","Economics","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Analysis","Competition and Markets Authority","Economics","SEO/HEO","5","[c]","[c]","[c]"
"New entrant CS","2021","Analysis","Competition and Markets Authority","Project Delivery","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Analysis","Department for Business, Energy and Industrial Strategy","Economics","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Analysis","Department for Business, Energy and Industrial Strategy","Economics","EO","15","[c]","29410","27680"
"New entrant CS","2021","Analysis","Department for Business, Energy and Industrial Strategy","Economics","SEO/HEO","25","[c]","34330","33880"
"New entrant CS","2021","Analysis","Department for Business, Energy and Industrial Strategy","Human Resources","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Analysis","Department for Business, Energy and Industrial Strategy","Operational Research","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Analysis","Department for Business, Energy and Industrial Strategy","Operational Research","SEO/HEO","5","[c]","[c]","[c]"
"New entrant CS","2021","Analysis","Department for Business, Energy and Industrial Strategy","Policy","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Analysis","Department for Business, Energy and Industrial Strategy","Policy","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Analysis","Department for Business, Energy and Industrial Strategy","Statistics","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Analysis","Department for Business, Energy and Industrial Strategy","Statistics","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Analysis","Department for Business, Energy and Industrial Strategy","Statistics","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Analysis","Department for Digital, Culture, Media and Sport","Economics","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Analysis","Department for Digital, Culture, Media and Sport","Economics","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Analysis","Department for Digital, Culture, Media and Sport","Economics","SEO/HEO","10","[c]","42020","42020"
"New entrant CS","2021","Analysis","Department for Digital, Culture, Media and Sport","Operational Research","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Analysis","Department for Digital, Culture, Media and Sport","Operational Research","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Analysis","Department for Digital, Culture, Media and Sport","Social Research","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Analysis","Department for Digital, Culture, Media and Sport","Statistics","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Analysis","Department for Digital, Culture, Media and Sport","Statistics","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Analysis","Department for Education","Digital, Data and Technology","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Analysis","Department for Education","Digital, Data and Technology","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Analysis","Department for Education","Policy","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Analysis","Department for Education","Policy","EO","5","[c]","[c]","[c]"
"New entrant CS","2021","Analysis","Department for Education","Policy","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Analysis","Department for Education","Policy","SEO/HEO","15","[c]","35690","34760"
"New entrant CS","2021","Analysis","Department for Environment, Food and Rural Affairs","Science and Engineering","AA/AO","5","[c]","[c]","[c]"
"New entrant CS","2021","Analysis","Department for Environment, Food and Rural Affairs","Science and Engineering","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Analysis","Department for Environment, Food and Rural Affairs","Science and Engineering","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Analysis","Department for Environment, Food and Rural Affairs","Science and Engineering","SEO/HEO","15","[c]","30800","29270"
"New entrant CS","2021","Analysis","Department for Environment, Food and Rural Affairs","Statistics","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Analysis","Department for Environment, Food and Rural Affairs","Statistics","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Analysis","Department for Environment, Food and Rural Affairs","Statistics","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Analysis","Department for International Trade","Economics","AA/AO","10","[c]","21670","21670"
"New entrant CS","2021","Analysis","Department for International Trade","Economics","EO","5","[c]","[c]","[c]"
"New entrant CS","2021","Analysis","Department for International Trade","Economics","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Analysis","Department for International Trade","Economics","SEO/HEO","30","[c]","31040","31800"
"New entrant CS","2021","Analysis","Department for International Trade","Operational Research","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Analysis","Department for International Trade","Operational Research","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Analysis","Department for International Trade","Other","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Analysis","Department for International Trade","Other","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Analysis","Department for International Trade","Other","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Analysis","Department for International Trade","Policy","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Analysis","Department for International Trade","Policy","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Analysis","Department for International Trade","Social Research","SEO/HEO","5","[c]","[c]","[c]"
"New entrant CS","2021","Analysis","Department for International Trade","Statistics","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Analysis","Department for International Trade","Statistics","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Analysis","Department for International Trade","Statistics","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Analysis","Department for Transport","Digital, Data and Technology","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Analysis","Department for Transport","Digital, Data and Technology","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Analysis","Department for Transport","Digital, Data and Technology","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Analysis","Department for Transport","Economics","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Analysis","Department for Transport","Economics","EO","10","[c]","[c]","[c]"
"New entrant CS","2021","Analysis","Department for Transport","Economics","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Analysis","Department for Transport","Economics","SEO/HEO","35","[c]","30730","29000"
"New entrant CS","2021","Analysis","Department for Transport","Intelligence Analysis","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Analysis","Department for Transport","Operational Research","SEO/HEO","5","[c]","[c]","[c]"
"New entrant CS","2021","Analysis","Department for Transport","Other","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Analysis","Department for Transport","Other","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Analysis","Department for Transport","Policy","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Analysis","Department for Transport","Science and Engineering","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Analysis","Department for Transport","Social Research","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Analysis","Department for Transport","Social Research","SEO/HEO","10","[c]","[c]","[c]"
"New entrant CS","2021","Analysis","Department for Transport","Statistics","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Analysis","Department for Transport","Statistics","EO","15","[c]","29140","29970"
"New entrant CS","2021","Analysis","Department for Transport","Statistics","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Analysis","Department for Transport","Statistics","SEO/HEO","15","[c]","38200","36850"
"New entrant CS","2021","Analysis","Department of Health and Social Care","Intelligence Analysis","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Analysis","Department of Health and Social Care","Intelligence Analysis","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Analysis","Department of Health and Social Care","Intelligence Analysis","G6/G7","50","[c]","58260","53360"
"New entrant CS","2021","Analysis","Department of Health and Social Care","Intelligence Analysis","SEO/HEO","15","[c]","32260","32790"
"New entrant CS","2021","Analysis","Department of Health and Social Care","Knowledge and Information Management","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Analysis","Department of Health and Social Care","Statistics","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Analysis","Department of Health and Social Care","Statistics","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Analysis","Department of Health and Social Care","Statistics","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Analysis","Food Standards Agency","Economics","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Analysis","Food Standards Agency","Intelligence Analysis","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Analysis","Food Standards Agency","Social Research","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Analysis","Food Standards Agency","Social Research","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Analysis","Food Standards Agency","Statistics","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Analysis","HM Revenue and Customs","Economics","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Analysis","HM Revenue and Customs","Economics","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Analysis","HM Revenue and Customs","Economics","SEO/HEO","25","[c]","34830","36160"
"New entrant CS","2021","Analysis","HM Revenue and Customs","Operational Delivery","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Analysis","HM Revenue and Customs","Operational Research","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Analysis","HM Revenue and Customs","Operational Research","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Analysis","HM Revenue and Customs","Operational Research","SEO/HEO","15","[c]","35160","36160"
"New entrant CS","2021","Analysis","HM Revenue and Customs","Social Research","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Analysis","HM Revenue and Customs","Social Research","SEO/HEO","10","[c]","34180","36160"
"New entrant CS","2021","Analysis","HM Revenue and Customs","Statistics","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Analysis","HM Revenue and Customs","Statistics","EO","5","[c]","[c]","[c]"
"New entrant CS","2021","Analysis","HM Revenue and Customs","Statistics","SEO/HEO","40","[c]","33680","31810"
"New entrant CS","2021","Analysis","HM Revenue and Customs","Tax","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Analysis","HM Revenue and Customs","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Analysis","HM Treasury","Economics","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Analysis","HM Treasury","Operational Delivery","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Analysis","HM Treasury","Policy","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Analysis","HM Treasury","Policy","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Analysis","HM Treasury","Statistics","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Analysis","Ministry of Defence","Digital, Data and Technology","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Analysis","Ministry of Defence","Digital, Data and Technology","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Analysis","Ministry of Defence","Economics","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Analysis","Ministry of Defence","Economics","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Analysis","Ministry of Defence","Economics","SEO/HEO","10","[c]","[c]","[c]"
"New entrant CS","2021","Analysis","Ministry of Defence","Intelligence Analysis","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Analysis","Ministry of Defence","Intelligence Analysis","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Analysis","Ministry of Defence","Science and Engineering","SEO/HEO","20","[c]","27200","25520"
"New entrant CS","2021","Analysis","Ministry of Defence","Statistics","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Analysis","Ministry of Defence","Statistics","EO","20","[c]","27650","27850"
"New entrant CS","2021","Analysis","Ministry of Defence","Statistics","SEO/HEO","10","[c]","37400","37750"
"New entrant CS","2021","Analysis","Ministry of Housing, Communities and Local Government","Economics","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Analysis","Ministry of Housing, Communities and Local Government","Economics","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Analysis","Ministry of Housing, Communities and Local Government","Economics","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Analysis","Ministry of Housing, Communities and Local Government","Economics","SEO/HEO","15","[c]","30270","28280"
"New entrant CS","2021","Analysis","Ministry of Housing, Communities and Local Government","Operational Research","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Analysis","Ministry of Housing, Communities and Local Government","Social Research","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Analysis","Ministry of Housing, Communities and Local Government","Statistics","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Analysis","Ministry of Housing, Communities and Local Government","Statistics","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Analysis","Ministry of Housing, Communities and Local Government","Statistics","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Analysis","Ministry of Housing, Communities and Local Government","Statistics","SEO/HEO","10","[c]","[c]","[c]"
"New entrant CS","2021","Analysis","Ministry of Justice","Digital, Data and Technology","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Analysis","Ministry of Justice","Digital, Data and Technology","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Analysis","Ministry of Justice","Economics","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Analysis","Ministry of Justice","Economics","SEO/HEO","10","[c]","32760","33930"
"New entrant CS","2021","Analysis","Ministry of Justice","Finance","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Analysis","Ministry of Justice","Operational Delivery","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Analysis","Ministry of Justice","Operational Delivery","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Analysis","Ministry of Justice","Operational Delivery","SEO/HEO","5","[c]","[c]","[c]"
"New entrant CS","2021","Analysis","Ministry of Justice","Operational Research","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Analysis","Ministry of Justice","Operational Research","EO","5","[c]","[c]","[c]"
"New entrant CS","2021","Analysis","Ministry of Justice","Operational Research","SEO/HEO","10","[c]","36410","37200"
"New entrant CS","2021","Analysis","Ministry of Justice","Other","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Analysis","Ministry of Justice","Project Delivery","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Analysis","Ministry of Justice","Project Delivery","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Analysis","Ministry of Justice","Social Research","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Analysis","Ministry of Justice","Statistics","EO","10","[c]","[c]","[c]"
"New entrant CS","2021","Analysis","Ministry of Justice","Statistics","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Analysis","Ministry of Justice","Statistics","SEO/HEO","5","[c]","[c]","[c]"
"New entrant CS","2021","Analysis","Ministry of Justice","Unknown","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Analysis","Office for Standards in Education","Social Research","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Analysis","Office for Standards in Education","Social Research","SEO/HEO","5","[c]","[c]","[c]"
"New entrant CS","2021","Analysis","Office for Standards in Education","Statistics","SEO/HEO","5","[c]","[c]","[c]"
"New entrant CS","2021","Analysis","Office of Gas and Electricity Markets","Digital, Data and Technology","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Analysis","Office of Gas and Electricity Markets","Economics","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Analysis","Office of Gas and Electricity Markets","Economics","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Analysis","Office of Gas and Electricity Markets","Economics","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Analysis","Office of Gas and Electricity Markets","Economics","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Analysis","Office of Gas and Electricity Markets","Finance","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Analysis","Office of Gas and Electricity Markets","Finance","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Analysis","Office of Gas and Electricity Markets","Finance","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Analysis","Office of Gas and Electricity Markets","Other","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Analysis","Office of Gas and Electricity Markets","Other","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Analysis","Office of Gas and Electricity Markets","Policy","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Analysis","Office of Gas and Electricity Markets","Science and Engineering","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Analysis","Office of Gas and Electricity Markets","Science and Engineering","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Analysis","Office of Rail and Road","Economics","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Analysis","Office of Rail and Road","Economics","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Analysis","Office of Rail and Road","Statistics","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Analysis","Office of Rail and Road","Statistics","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Analysis","Scottish Government","Statistics","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Analysis","UK Export Finance","Digital, Data and Technology","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Analysis","UK Export Finance","Knowledge and Information Management","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Analysis","UK Export Finance","Knowledge and Information Management","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Analysis","United Kingdom Statistics Authority","Economics","AA/AO","25","[c]","19130","19130"
"New entrant CS","2021","Analysis","United Kingdom Statistics Authority","Economics","EO","5","[c]","[c]","[c]"
"New entrant CS","2021","Analysis","United Kingdom Statistics Authority","Economics","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Analysis","United Kingdom Statistics Authority","Economics","SEO/HEO","15","[c]","31790","32540"
"New entrant CS","2021","Analysis","United Kingdom Statistics Authority","Operational Delivery","AA/AO","10","[c]","19880","19130"
"New entrant CS","2021","Analysis","United Kingdom Statistics Authority","Operational Delivery","EO","20","[c]","23920","23050"
"New entrant CS","2021","Analysis","United Kingdom Statistics Authority","Operational Delivery","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Analysis","United Kingdom Statistics Authority","Operational Delivery","SEO/HEO","45","[c]","32570","32540"
"New entrant CS","2021","Analysis","United Kingdom Statistics Authority","Operational Research","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Analysis","United Kingdom Statistics Authority","Operational Research","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Analysis","United Kingdom Statistics Authority","Operational Research","SEO/HEO","10","[c]","[c]","[c]"
"New entrant CS","2021","Analysis","United Kingdom Statistics Authority","Social Research","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Analysis","United Kingdom Statistics Authority","Social Research","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Analysis","United Kingdom Statistics Authority","Social Research","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Analysis","United Kingdom Statistics Authority","Social Research","SEO/HEO","140","[c]","32590","32540"
