"Status","Year","Ethnicity","Responsibility_level_ungrouped","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2021","Other ethnicity","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","AA","Heterosexual / straight","10","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","AA","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","AA","Undeclared","15","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","AA","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","AO","Heterosexual / straight","60","[c]","22280","21010"
"New entrant CS","2021","Undeclared","AO","LGBO","10","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","AO","Undeclared","145","[c]","21820","21010"
"New entrant CS","2021","Undeclared","AO","Unknown","50","[c]","18320","18200"
"New entrant CS","2021","Undeclared","EO","Heterosexual / straight","90","[c]","28200","27570"
"New entrant CS","2021","Undeclared","EO","LGBO","10","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","EO","Undeclared","230","[c]","27810","27570"
"New entrant CS","2021","Undeclared","EO","Unknown","15","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","G6","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","G6","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","G6","Undeclared","15","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","G6","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","G7","Heterosexual / straight","10","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","G7","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","G7","Undeclared","55","[c]","57030","55000"
"New entrant CS","2021","Undeclared","G7","Unknown","10","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","HEO","Heterosexual / straight","30","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","HEO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","HEO","Undeclared","100","[c]","32510","32330"
"New entrant CS","2021","Undeclared","HEO","Unknown","15","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","SCS level","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","SCS level","Undeclared","5","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","SCS level","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","SEO","Heterosexual / straight","15","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","SEO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","SEO","Undeclared","60","[c]","40280","39640"
"New entrant CS","2021","Undeclared","SEO","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Unknown","Undeclared","15","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","AA","Heterosexual / straight","10","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","AA","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","AA","Undeclared","25","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","AA","Unknown","1115","[c]","19760","20060"
"New entrant CS","2021","Unknown","AO","Heterosexual / straight","50","[c]","21840","21010"
"New entrant CS","2021","Unknown","AO","LGBO","5","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","AO","Undeclared","60","[c]","21180","20850"
"New entrant CS","2021","Unknown","AO","Unknown","5835","[c]","21770","20880"
"New entrant CS","2021","Unknown","EO","Heterosexual / straight","65","[c]","27920","27570"
"New entrant CS","2021","Unknown","EO","LGBO","5","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","EO","Undeclared","20","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","EO","Unknown","3860","[c]","26640","27270"
"New entrant CS","2021","Unknown","G6","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","G6","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","G6","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","G6","Unknown","295","[c]","71200","66240"
"New entrant CS","2021","Unknown","G7","Heterosexual / straight","20","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","G7","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","G7","Undeclared","10","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","G7","Unknown","865","[c]","54880","53380"
"New entrant CS","2021","Unknown","HEO","Heterosexual / straight","35","[c]","32140","32560"
"New entrant CS","2021","Unknown","HEO","LGBO","5","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","HEO","Undeclared","20","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","HEO","Unknown","2440","[c]","31400","31800"
"New entrant CS","2021","Unknown","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","SCS level","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","SCS level","Unknown","265","[c]","88800","74000"
"New entrant CS","2021","Unknown","SEO","Heterosexual / straight","15","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","SEO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","SEO","Undeclared","10","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","SEO","Unknown","995","[c]","40140","40000"
"New entrant CS","2021","Unknown","Unknown","Heterosexual / straight","5","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Unknown","Unknown","760","[c]","23530","22920"
"New entrant CS","2021","White","AA","Heterosexual / straight","1275","[c]","19680","20060"
"New entrant CS","2021","White","AA","LGBO","140","[c]","19680","20060"
"New entrant CS","2021","White","AA","Undeclared","50","[c]","19400","19560"
"New entrant CS","2021","White","AA","Unknown","35","[c]","19190","19160"
"New entrant CS","2021","White","AO","Heterosexual / straight","7835","[c]","21790","21010"
"New entrant CS","2021","White","AO","LGBO","860","[c]","21660","21010"
"New entrant CS","2021","White","AO","Undeclared","370","[c]","21460","21010"
"New entrant CS","2021","White","AO","Unknown","235","[c]","22210","21980"
"New entrant CS","2021","White","EO","Heterosexual / straight","8555","[c]","27500","27570"
"New entrant CS","2021","White","EO","LGBO","1180","[c]","27530","27570"
"New entrant CS","2021","White","EO","Undeclared","435","[c]","27400","27570"
"New entrant CS","2021","White","EO","Unknown","140","[c]","26170","25560"
"New entrant CS","2021","White","G6","Heterosexual / straight","300","[c]","68280","66230"
"New entrant CS","2021","White","G6","LGBO","20","[c]","[c]","[c]"
"New entrant CS","2021","White","G6","Undeclared","30","[c]","71310","70380"
"New entrant CS","2021","White","G6","Unknown","10","[c]","[c]","[c]"
"New entrant CS","2021","White","G7","Heterosexual / straight","1390","[c]","54460","53360"
"New entrant CS","2021","White","G7","LGBO","105","[c]","54590","53360"
"New entrant CS","2021","White","G7","Undeclared","85","[c]","54480","53260"
"New entrant CS","2021","White","G7","Unknown","45","[c]","53490","52580"
"New entrant CS","2021","White","HEO","Heterosexual / straight","3260","[c]","32590","32350"
"New entrant CS","2021","White","HEO","LGBO","425","[c]","32000","31990"
"New entrant CS","2021","White","HEO","Undeclared","240","[c]","32380","32330"
"New entrant CS","2021","White","HEO","Unknown","125","[c]","32170","31810"
"New entrant CS","2021","White","SCS level","Heterosexual / straight","160","[c]","96330","90000"
"New entrant CS","2021","White","SCS level","LGBO","15","[c]","[c]","[c]"
"New entrant CS","2021","White","SCS level","Undeclared","15","[c]","[c]","[c]"
"New entrant CS","2021","White","SCS level","Unknown","15","[c]","[c]","[c]"
"New entrant CS","2021","White","SEO","Heterosexual / straight","1850","[c]","39830","39320"
"New entrant CS","2021","White","SEO","LGBO","170","[c]","39410","38750"
"New entrant CS","2021","White","SEO","Undeclared","125","[c]","39140","39110"
"New entrant CS","2021","White","SEO","Unknown","75","[c]","40410","39670"
"New entrant CS","2021","White","Unknown","Heterosexual / straight","875","[c]","25840","22920"
"New entrant CS","2021","White","Unknown","LGBO","90","[c]","23190","22920"
"New entrant CS","2021","White","Unknown","Undeclared","30","[c]","[c]","[c]"
"New entrant CS","2021","White","Unknown","Unknown","5","[c]","[c]","[c]"
"Notes","Summary figures are suppressed when information relates to less than 5 civil servants for FTE or Headcount, and less than 10 civil servants for median and mean salary (shown as [c]). Zero responses and salaries for less than 30 civil servants have been suppressed for GPDR special category data. FTE figures are not shown for entrants or leavers due to data quality concerns for these groups. Figures are rounded to the nearest 5, or £10 as appropriate.","","","","","","",""
"Data source","All figures are aggregated from the Cabinet Office Annual Civil Service Employment Survey collection. https://www.gov.uk/government/collections/civil-service-statistics","","","","","","",""
"Version","Generated on 2023-02-14, with GIT 71a76ea.","","","","","","",""
"Data column","Description","","","","","","",""
"Status","Employment status of the civil servants.","","","","","","",""
"","In post - includes staff that were in post on the reference date (31 March).","","","","","","",""
"","New entrant CS - includes new entrants to the Civil Service over the year (1 April to 31 March).","","","","","","",""
"","Leaver CS - includes leavers from the Civil Service over the year (1 April to 31 March). This includes employees who have an Unknown leaving cause.","","","","","","",""
"","Leaver Dept. - includes leavers from the department over the year (1 April to 31 March), who did not leave the Civil Service.","","","","","","",""
"","Five organisations do not report when their employees first entered the Civil Service and so entrants data for these organisations is not available . These are as follows: Foreign Commonwealth and Development Office (excl. agencies), Foreign Commonwealth and Development Office Services, Defence Electronics and Components Agency, Scottish Forestry and Forest and Land Scotland. A further three organisations also could not provide entrants data in 2021. These are as follows: Department for International Development, Foreign and Commonwealth Office (excl. agencies) and Royal Fleet Auxiliary.","","","","","","",""
"Year","Year of data collection (as at 31 March).","","","","","","",""
"Responsibility_level_ungrouped","With the exception of the centrally managed Senior Civil Service, government departments have delegated pay and grading. For statistical purposes departments are asked to map their grades to a common framework by responsibility level.","","","","","","",""
"","This table shows staff in their substantive responsibility level unless on temporary promotion in which case staff are recorded at the higher responsibility level.","","","","","","",""
"","Responsibility_level_ungrouped shows the mapped grades at a higher level of detail, however not all Government Departments / bodies have distinct grades that map exactly to these levels so figures should be considered as approximations and treated with caution.","","","","","","",""
"Ethnicity","Self reported ethnicity. ""Undeclared"" accounts for employees who have actively declared that they do not want to disclose their ethnicity and ""Unknown"" accounts for employees who have not made an active declaration about their ethnicity.","","","","","","",""
"","For consistency with Civil Service Statistics, 'Chinese' is shown separately in the 2021 figures, but counted within 'Asian' from 2022 onwards.","","","","","","",""
"Sexual_orientation","Self reported sexual orientation.","","","","","","",""
"","""Undeclared"" accounts for employees who have actively declared that they do not want to disclose their sexual orientation and ""Unknown"" accounts for employees who have not made an active declaration about their sexual orientation.","","","","","","",""
"Headcount","Total number of civil servants (rounded to nearest 5).","","","","","","",""
"FTE","Total full-time equivalent (FTE) employment numbers (rounded to nearest 5).","","","","","","",""
"","FTE figures are not shown for entrants or leavers due to data quality concerns for these groups.","","","","","","",""
"Mean_salary","Average salary (mean, rounded to nearest £10). For part-time employees, salaries represent the full-time equivalent earnings, while for full-time employees they are the actual annual gross salaries.","","","","","","",""
"","These figures should be interpreted with caution when the total number of employees in a group is small, as they will tend to show more variability than larger groups (i.e. may be much higher or lower than can be explained by the data shown).","","","","","","",""
"Median_salary","Median salary (rounded to nearest £10). For part-time employees, salaries represent the full-time equivalent earnings, while for full-time employees they are the actual annual gross salaries.","","","","","","",""
"","These figures should be interpreted with caution when the total number of employees in a group is small, as they will tend to show more variability than larger groups (i.e. may be much higher or lower than can be explained by the data shown).","","","","","","",""
