"Status","Year","Region_ITL1","Region_ITL2","Region_ITL3","Responsibility_level_grouped","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2021","East Midlands (England)","Derbyshire and Nottinghamshire","South and West Derbyshire","AA/AO","45","[c]","21080","20600"
"New entrant CS","2021","East Midlands (England)","Derbyshire and Nottinghamshire","South and West Derbyshire","EO","50","[c]","27210","27570"
"New entrant CS","2021","East Midlands (England)","Derbyshire and Nottinghamshire","South and West Derbyshire","SEO/HEO","5","[c]","[c]","[c]"
"New entrant CS","2021","East Midlands (England)","Derbyshire and Nottinghamshire","South and West Derbyshire","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Midlands (England)","Derbyshire and Nottinghamshire","South Nottinghamshire","AA/AO","30","[c]","20880","21010"
"New entrant CS","2021","East Midlands (England)","Derbyshire and Nottinghamshire","South Nottinghamshire","EO","15","[c]","28930","27570"
"New entrant CS","2021","East Midlands (England)","Derbyshire and Nottinghamshire","South Nottinghamshire","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Midlands (England)","Derbyshire and Nottinghamshire","South Nottinghamshire","SEO/HEO","10","[c]","34690","32080"
"New entrant CS","2021","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","Leicester","AA/AO","230","[c]","20900","21010"
"New entrant CS","2021","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","Leicester","EO","135","[c]","27420","27570"
"New entrant CS","2021","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","Leicester","G6/G7","5","[c]","[c]","[c]"
"New entrant CS","2021","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","Leicester","SEO/HEO","20","[c]","31740","31810"
"New entrant CS","2021","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","Leicester","Unknown","15","[c]","21980","22920"
"New entrant CS","2021","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","Leicestershire CC and Rutland","AA/AO","125","[c]","21030","20800"
"New entrant CS","2021","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","Leicestershire CC and Rutland","EO","40","[c]","26310","26710"
"New entrant CS","2021","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","Leicestershire CC and Rutland","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","Leicestershire CC and Rutland","SEO/HEO","25","[c]","37650","37890"
"New entrant CS","2021","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","Leicestershire CC and Rutland","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","North Northamptonshire","AA/AO","5","[c]","[c]","[c]"
"New entrant CS","2021","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","North Northamptonshire","EO","100","[c]","27590","27570"
"New entrant CS","2021","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","North Northamptonshire","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","West Northamptonshire","AA/AO","90","[c]","20070","18880"
"New entrant CS","2021","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","West Northamptonshire","EO","50","[c]","27250","27570"
"New entrant CS","2021","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","West Northamptonshire","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","West Northamptonshire","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","West Northamptonshire","Unknown","25","[c]","21710","22920"
"New entrant CS","2021","East Midlands (England)","Lincolnshire","Lincolnshire","AA/AO","125","[c]","20440","20500"
"New entrant CS","2021","East Midlands (England)","Lincolnshire","Lincolnshire","EO","95","[c]","27120","27570"
"New entrant CS","2021","East Midlands (England)","Lincolnshire","Lincolnshire","G6/G7","10","[c]","[c]","[c]"
"New entrant CS","2021","East Midlands (England)","Lincolnshire","Lincolnshire","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Midlands (England)","Lincolnshire","Lincolnshire","SEO/HEO","40","[c]","35340","33300"
"New entrant CS","2021","East Midlands (England)","Lincolnshire","Lincolnshire","Unknown","15","[c]","24240","22920"
"New entrant CS","2021","East of England","Bedfordshire and Hertfordshire","Bedford","AA/AO","75","[c]","23830","21500"
"New entrant CS","2021","East of England","Bedfordshire and Hertfordshire","Bedford","EO","55","[c]","27440","27570"
"New entrant CS","2021","East of England","Bedfordshire and Hertfordshire","Bedford","SEO/HEO","10","[c]","[c]","[c]"
"New entrant CS","2021","East of England","Bedfordshire and Hertfordshire","Bedford","Unknown","20","[c]","19670","18460"
"New entrant CS","2021","East of England","Bedfordshire and Hertfordshire","Central Bedfordshire","AA/AO","15","[c]","20490","20710"
"New entrant CS","2021","East of England","Bedfordshire and Hertfordshire","Central Bedfordshire","EO","15","[c]","27190","27570"
"New entrant CS","2021","East of England","Bedfordshire and Hertfordshire","Central Bedfordshire","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East of England","Bedfordshire and Hertfordshire","Central Bedfordshire","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East of England","Bedfordshire and Hertfordshire","Hertfordshire","AA/AO","175","[c]","23900","24180"
"New entrant CS","2021","East of England","Bedfordshire and Hertfordshire","Hertfordshire","EO","240","[c]","29080","29290"
"New entrant CS","2021","East of England","Bedfordshire and Hertfordshire","Hertfordshire","G6/G7","10","[c]","[c]","[c]"
"New entrant CS","2021","East of England","Bedfordshire and Hertfordshire","Hertfordshire","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East of England","Bedfordshire and Hertfordshire","Hertfordshire","SEO/HEO","55","[c]","35700","34640"
"New entrant CS","2021","East of England","Bedfordshire and Hertfordshire","Hertfordshire","Unknown","25","[c]","22700","22920"
"New entrant CS","2021","East of England","Bedfordshire and Hertfordshire","Luton","AA/AO","35","[c]","20600","21010"
"New entrant CS","2021","East of England","Bedfordshire and Hertfordshire","Luton","EO","65","[c]","27340","27570"
"New entrant CS","2021","East of England","Bedfordshire and Hertfordshire","Luton","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East of England","Bedfordshire and Hertfordshire","Luton","Unknown","25","[c]","21420","22920"
"New entrant CS","2021","East of England","East Anglia","Breckland and South Norfolk","AA/AO","45","[c]","21630","22850"
"New entrant CS","2021","East of England","East Anglia","Breckland and South Norfolk","EO","10","[c]","[c]","[c]"
"New entrant CS","2021","East of England","East Anglia","Breckland and South Norfolk","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East of England","East Anglia","Cambridgeshire CC","AA/AO","135","[c]","22510","21570"
"New entrant CS","2021","East of England","East Anglia","Cambridgeshire CC","EO","130","[c]","26840","27570"
"New entrant CS","2021","East of England","East Anglia","Cambridgeshire CC","G6/G7","25","[c]","61980","63440"
"New entrant CS","2021","East of England","East Anglia","Cambridgeshire CC","SCS level","5","[c]","[c]","[c]"
"New entrant CS","2021","East of England","East Anglia","Cambridgeshire CC","SEO/HEO","75","[c]","34920","33300"
"New entrant CS","2021","East of England","East Anglia","Cambridgeshire CC","Unknown","15","[c]","21040","22920"
"New entrant CS","2021","East of England","East Anglia","North and West Norfolk","AA/AO","50","[c]","21250","20600"
"New entrant CS","2021","East of England","East Anglia","North and West Norfolk","EO","30","[c]","27760","27570"
"New entrant CS","2021","East of England","East Anglia","North and West Norfolk","SEO/HEO","15","[c]","32870","33000"
"New entrant CS","2021","East of England","East Anglia","North and West Norfolk","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East of England","East Anglia","Norwich and East Norfolk","AA/AO","100","[c]","20820","20600"
"New entrant CS","2021","East of England","East Anglia","Norwich and East Norfolk","EO","80","[c]","26170","27570"
"New entrant CS","2021","East of England","East Anglia","Norwich and East Norfolk","G6/G7","10","[c]","[c]","[c]"
"New entrant CS","2021","East of England","East Anglia","Norwich and East Norfolk","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East of England","East Anglia","Norwich and East Norfolk","SEO/HEO","25","[c]","32310","30990"
"New entrant CS","2021","East of England","East Anglia","Norwich and East Norfolk","Unknown","25","[c]","23150","24020"
"New entrant CS","2021","East of England","East Anglia","Peterborough","AA/AO","55","[c]","21650","22350"
"New entrant CS","2021","East of England","East Anglia","Peterborough","EO","70","[c]","27420","27570"
"New entrant CS","2021","East of England","East Anglia","Peterborough","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East of England","East Anglia","Peterborough","SEO/HEO","15","[c]","32710","33000"
"New entrant CS","2021","East of England","East Anglia","Peterborough","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2021","East of England","East Anglia","Suffolk","AA/AO","255","[c]","22370","21010"
"New entrant CS","2021","East of England","East Anglia","Suffolk","EO","185","[c]","27010","27570"
"New entrant CS","2021","East of England","East Anglia","Suffolk","G6/G7","5","[c]","[c]","[c]"
"New entrant CS","2021","East of England","East Anglia","Suffolk","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East of England","East Anglia","Suffolk","SEO/HEO","20","[c]","32200","30350"
"New entrant CS","2021","East of England","East Anglia","Suffolk","Unknown","25","[c]","23210","24020"
"New entrant CS","2021","East of England","Essex","Essex Haven Gateway","AA/AO","35","[c]","23420","22860"
"New entrant CS","2021","East of England","Essex","Essex Haven Gateway","EO","70","[c]","28330","29290"
"New entrant CS","2021","East of England","Essex","Essex Haven Gateway","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East of England","Essex","Essex Haven Gateway","SEO/HEO","10","[c]","[c]","[c]"
"New entrant CS","2021","East of England","Essex","Essex Haven Gateway","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2021","East of England","Essex","Essex Thames Gateway","AA/AO","50","[c]","23410","24180"
"New entrant CS","2021","East of England","Essex","Essex Thames Gateway","EO","80","[c]","29210","29290"
"New entrant CS","2021","East of England","Essex","Essex Thames Gateway","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East of England","Essex","Essex Thames Gateway","Unknown","30","[c]","21370","22920"
"New entrant CS","2021","East of England","Essex","Heart of Essex","AA/AO","90","[c]","22830","20740"
"New entrant CS","2021","East of England","Essex","Heart of Essex","EO","100","[c]","28510","29290"
"New entrant CS","2021","East of England","Essex","Heart of Essex","G6/G7","5","[c]","[c]","[c]"
"New entrant CS","2021","East of England","Essex","Heart of Essex","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East of England","Essex","Heart of Essex","SEO/HEO","25","[c]","33520","32030"
"New entrant CS","2021","East of England","Essex","Heart of Essex","Unknown","10","[c]","20140","18460"
"New entrant CS","2021","East of England","Essex","Southend-on-Sea","AA/AO","30","[c]","23990","24180"
"New entrant CS","2021","East of England","Essex","Southend-on-Sea","EO","70","[c]","28300","29290"
"New entrant CS","2021","East of England","Essex","Southend-on-Sea","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East of England","Essex","Southend-on-Sea","SEO/HEO","20","[c]","34190","31810"
"New entrant CS","2021","East of England","Essex","Thurrock","AA/AO","35","[c]","21870","21430"
"New entrant CS","2021","East of England","Essex","Thurrock","EO","15","[c]","27080","27090"
"New entrant CS","2021","East of England","Essex","West Essex","AA/AO","15","[c]","22280","21600"
"New entrant CS","2021","East of England","Essex","West Essex","EO","55","[c]","28970","29290"
"New entrant CS","2021","East of England","Essex","West Essex","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East of England","Essex","West Essex","SEO/HEO","25","[c]","33200","31370"
"New entrant CS","2021","East of England","Essex","West Essex","Unknown","10","[c]","[c]","[c]"
"New entrant CS","2021","London","Inner London - East","Hackney and Newham","AA/AO","65","[c]","24900","25110"
"New entrant CS","2021","London","Inner London - East","Hackney and Newham","EO","245","[c]","30900","31060"
"New entrant CS","2021","London","Inner London - East","Hackney and Newham","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","London","Inner London - East","Hackney and Newham","SEO/HEO","25","[c]","35850","36160"
"New entrant CS","2021","London","Inner London - East","Hackney and Newham","Unknown","35","[c]","25240","26810"
"New entrant CS","2021","London","Inner London - East","Haringey and Islington","AA/AO","185","[c]","25350","25110"
"New entrant CS","2021","London","Inner London - East","Haringey and Islington","EO","195","[c]","30600","31060"
"New entrant CS","2021","London","Inner London - East","Haringey and Islington","SEO/HEO","10","[c]","33130","30850"
"New entrant CS","2021","London","Inner London - East","Haringey and Islington","Unknown","25","[c]","27780","26810"
"New entrant CS","2021","London","Inner London - East","Lambeth","AA/AO","160","[c]","25160","25110"
"New entrant CS","2021","London","Inner London - East","Lambeth","EO","460","[c]","30100","31060"
"New entrant CS","2021","London","Inner London - East","Lambeth","G6/G7","150","[c]","58240","59160"
"New entrant CS","2021","London","Inner London - East","Lambeth","SCS level","35","[c]","91450","88900"
"New entrant CS","2021","London","Inner London - East","Lambeth","SEO/HEO","450","[c]","37760","38890"
"New entrant CS","2021","London","Inner London - East","Lambeth","Unknown","10","[c]","[c]","[c]"
"New entrant CS","2021","London","Inner London - East","Lewisham and Southwark","AA/AO","70","[c]","23260","25110"
"New entrant CS","2021","London","Inner London - East","Lewisham and Southwark","EO","170","[c]","30690","31060"
"New entrant CS","2021","London","Inner London - East","Lewisham and Southwark","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","London","Inner London - East","Lewisham and Southwark","SCS level","5","[c]","[c]","[c]"
"New entrant CS","2021","London","Inner London - East","Lewisham and Southwark","SEO/HEO","10","[c]","[c]","[c]"
"New entrant CS","2021","London","Inner London - East","Lewisham and Southwark","Unknown","50","[c]","27590","26810"
"New entrant CS","2021","London","Inner London - East","Tower Hamlets","AA/AO","115","[c]","22460","22680"
"New entrant CS","2021","London","Inner London - East","Tower Hamlets","EO","245","[c]","28530","27500"
"New entrant CS","2021","London","Inner London - East","Tower Hamlets","G6/G7","235","[c]","59470","55000"
"New entrant CS","2021","London","Inner London - East","Tower Hamlets","SCS level","25","[c]","91240","89000"
"New entrant CS","2021","London","Inner London - East","Tower Hamlets","SEO/HEO","350","[c]","36790","36160"
"New entrant CS","2021","London","Inner London - East","Tower Hamlets","Unknown","10","[c]","24790","26810"
"New entrant CS","2021","London","Inner London - West","Camden and City of London","AA/AO","175","[c]","22660","22680"
"New entrant CS","2021","London","Inner London - West","Camden and City of London","EO","80","[c]","29600","29570"
"New entrant CS","2021","London","Inner London - West","Camden and City of London","G6/G7","25","[c]","62020","60780"
"New entrant CS","2021","London","Inner London - West","Camden and City of London","SCS level","5","[c]","[c]","[c]"
"New entrant CS","2021","London","Inner London - West","Camden and City of London","SEO/HEO","55","[c]","38380","36160"
"New entrant CS","2021","London","Inner London - West","Camden and City of London","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","London","Inner London - West","Kensington & Chelsea and Hammersmith & Fulham","AA/AO","100","[c]","27620","27220"
"New entrant CS","2021","London","Inner London - West","Kensington & Chelsea and Hammersmith & Fulham","EO","95","[c]","31050","31060"
"New entrant CS","2021","London","Inner London - West","Kensington & Chelsea and Hammersmith & Fulham","Unknown","15","[c]","27320","26810"
"New entrant CS","2021","London","Inner London - West","Wandsworth","AA/AO","135","[c]","27510","30220"
"New entrant CS","2021","London","Inner London - West","Wandsworth","EO","35","[c]","30790","31060"
"New entrant CS","2021","London","Inner London - West","Wandsworth","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","London","Inner London - West","Wandsworth","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2021","London","Inner London - West","Westminster","AA/AO","560","[c]","22880","22680"
"New entrant CS","2021","London","Inner London - West","Westminster","EO","1615","[c]","27730","27500"
"New entrant CS","2021","London","Inner London - West","Westminster","G6/G7","1305","[c]","58260","55000"
"New entrant CS","2021","London","Inner London - West","Westminster","SCS level","255","[c]","89500","80000"
"New entrant CS","2021","London","Inner London - West","Westminster","SEO/HEO","3865","[c]","35030","34000"
"New entrant CS","2021","London","Inner London - West","Westminster","Unknown","10","[c]","[c]","[c]"
"New entrant CS","2021","London","Outer London - East and North East","Barking & Dagenham and Havering","AA/AO","35","[c]","24660","25110"
"New entrant CS","2021","London","Outer London - East and North East","Barking & Dagenham and Havering","EO","125","[c]","31010","31060"
"New entrant CS","2021","London","Outer London - East and North East","Barking & Dagenham and Havering","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","London","Outer London - East and North East","Barking & Dagenham and Havering","Unknown","10","[c]","[c]","[c]"
"New entrant CS","2021","London","Outer London - East and North East","Bexley and Greenwich","AA/AO","165","[c]","26770","28720"
"New entrant CS","2021","London","Outer London - East and North East","Bexley and Greenwich","EO","145","[c]","31010","31060"
"New entrant CS","2021","London","Outer London - East and North East","Bexley and Greenwich","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","London","Outer London - East and North East","Bexley and Greenwich","Unknown","15","[c]","26480","26810"
"New entrant CS","2021","London","Outer London - East and North East","Enfield","AA/AO","20","[c]","24410","25110"
"New entrant CS","2021","London","Outer London - East and North East","Enfield","EO","110","[c]","31060","31060"
"New entrant CS","2021","London","Outer London - East and North East","Enfield","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","London","Outer London - East and North East","Enfield","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2021","London","Outer London - East and North East","Redbridge and Waltham Forest","AA/AO","95","[c]","23760","25110"
"New entrant CS","2021","London","Outer London - East and North East","Redbridge and Waltham Forest","EO","180","[c]","30940","31060"
"New entrant CS","2021","London","Outer London - East and North East","Redbridge and Waltham Forest","SEO/HEO","5","[c]","[c]","[c]"
"New entrant CS","2021","London","Outer London - East and North East","Redbridge and Waltham Forest","Unknown","10","[c]","27650","26810"
"New entrant CS","2021","London","Outer London - South","Bromley","AA/AO","40","[c]","23570","25110"
"New entrant CS","2021","London","Outer London - South","Bromley","EO","65","[c]","31060","31060"
"New entrant CS","2021","London","Outer London - South","Bromley","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","London","Outer London - South","Bromley","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","London","Outer London - South","Croydon","AA/AO","210","[c]","23730","24120"
"New entrant CS","2021","London","Outer London - South","Croydon","EO","210","[c]","29690","29570"
"New entrant CS","2021","London","Outer London - South","Croydon","G6/G7","95","[c]","62360","59000"
"New entrant CS","2021","London","Outer London - South","Croydon","SCS level","5","[c]","[c]","[c]"
"New entrant CS","2021","London","Outer London - South","Croydon","SEO/HEO","225","[c]","37020","36160"
"New entrant CS","2021","London","Outer London - South","Croydon","Unknown","15","[c]","23930","24580"
"New entrant CS","2021","London","Outer London - South","Merton, Kingston upon Thames and Sutton","AA/AO","40","[c]","23150","25110"
"New entrant CS","2021","London","Outer London - South","Merton, Kingston upon Thames and Sutton","EO","155","[c]","31220","31060"
"New entrant CS","2021","London","Outer London - South","Merton, Kingston upon Thames and Sutton","SEO/HEO","5","[c]","[c]","[c]"
"New entrant CS","2021","London","Outer London - South","Merton, Kingston upon Thames and Sutton","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2021","London","Outer London - West and North West","Barnet","AA/AO","85","[c]","23550","23530"
"New entrant CS","2021","London","Outer London - West and North West","Barnet","EO","155","[c]","30100","31060"
"New entrant CS","2021","London","Outer London - West and North West","Barnet","G6/G7","25","[c]","59360","55130"
"New entrant CS","2021","London","Outer London - West and North West","Barnet","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","London","Outer London - West and North West","Barnet","SEO/HEO","120","[c]","35560","32650"
"New entrant CS","2021","London","Outer London - West and North West","Barnet","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","London","Outer London - West and North West","Brent","AA/AO","30","[c]","23930","25110"
"New entrant CS","2021","London","Outer London - West and North West","Brent","EO","105","[c]","30880","31060"
"New entrant CS","2021","London","Outer London - West and North West","Brent","SEO/HEO","5","[c]","[c]","[c]"
"New entrant CS","2021","London","Outer London - West and North West","Brent","Unknown","10","[c]","[c]","[c]"
"New entrant CS","2021","London","Outer London - West and North West","Ealing","AA/AO","15","[c]","25350","25110"
"New entrant CS","2021","London","Outer London - West and North West","Ealing","EO","140","[c]","31040","31060"
"New entrant CS","2021","London","Outer London - West and North West","Ealing","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2021","London","Outer London - West and North West","Harrow and Hillingdon","AA/AO","60","[c]","24270","25110"
"New entrant CS","2021","London","Outer London - West and North West","Harrow and Hillingdon","EO","275","[c]","30000","31060"
"New entrant CS","2021","London","Outer London - West and North West","Harrow and Hillingdon","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","London","Outer London - West and North West","Harrow and Hillingdon","SEO/HEO","20","[c]","31700","28600"
"New entrant CS","2021","London","Outer London - West and North West","Harrow and Hillingdon","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2021","London","Outer London - West and North West","Hounslow and Richmond upon Thames","AA/AO","145","[c]","24680","24890"
"New entrant CS","2021","London","Outer London - West and North West","Hounslow and Richmond upon Thames","EO","160","[c]","30240","31060"
"New entrant CS","2021","London","Outer London - West and North West","Hounslow and Richmond upon Thames","G6/G7","5","[c]","[c]","[c]"
"New entrant CS","2021","London","Outer London - West and North West","Hounslow and Richmond upon Thames","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","London","Outer London - West and North West","Hounslow and Richmond upon Thames","SEO/HEO","40","[c]","34660","34190"
"New entrant CS","2021","London","Outer London - West and North West","Hounslow and Richmond upon Thames","Unknown","10","[c]","[c]","[c]"
"New entrant CS","2021","North East (England)","Northumberland and Tyne and Wear","Northumberland","AA/AO","10","[c]","20960","21010"
"New entrant CS","2021","North East (England)","Northumberland and Tyne and Wear","Northumberland","EO","20","[c]","26630","27570"
"New entrant CS","2021","North East (England)","Northumberland and Tyne and Wear","Northumberland","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North East (England)","Northumberland and Tyne and Wear","Northumberland","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2021","North East (England)","Northumberland and Tyne and Wear","Sunderland","AA/AO","135","[c]","20220","20140"
"New entrant CS","2021","North East (England)","Northumberland and Tyne and Wear","Sunderland","EO","185","[c]","27300","27570"
"New entrant CS","2021","North East (England)","Northumberland and Tyne and Wear","Sunderland","SEO/HEO","5","[c]","[c]","[c]"
"New entrant CS","2021","North East (England)","Northumberland and Tyne and Wear","Sunderland","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2021","North East (England)","Northumberland and Tyne and Wear","Tyneside","AA/AO","1260","[c]","20660","21010"
"New entrant CS","2021","North East (England)","Northumberland and Tyne and Wear","Tyneside","EO","555","[c]","25970","25560"
"New entrant CS","2021","North East (England)","Northumberland and Tyne and Wear","Tyneside","G6/G7","75","[c]","54600","52580"
"New entrant CS","2021","North East (England)","Northumberland and Tyne and Wear","Tyneside","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North East (England)","Northumberland and Tyne and Wear","Tyneside","SEO/HEO","260","[c]","33510","31810"
"New entrant CS","2021","North East (England)","Northumberland and Tyne and Wear","Tyneside","Unknown","30","[c]","22610","22920"
"New entrant CS","2021","North East (England)","Tees Valley and Durham","Darlington","AA/AO","10","[c]","[c]","[c]"
"New entrant CS","2021","North East (England)","Tees Valley and Durham","Darlington","EO","30","[c]","25480","25000"
"New entrant CS","2021","North East (England)","Tees Valley and Durham","Darlington","G6/G7","5","[c]","[c]","[c]"
"New entrant CS","2021","North East (England)","Tees Valley and Durham","Darlington","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North East (England)","Tees Valley and Durham","Darlington","SEO/HEO","15","[c]","33410","32870"
"New entrant CS","2021","North East (England)","Tees Valley and Durham","Darlington","Unknown","10","[c]","25240","22920"
"New entrant CS","2021","North East (England)","Tees Valley and Durham","Durham CC","AA/AO","340","[c]","21500","21010"
"New entrant CS","2021","North East (England)","Tees Valley and Durham","Durham CC","EO","30","[c]","25730","24620"
"New entrant CS","2021","North East (England)","Tees Valley and Durham","Durham CC","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North East (England)","Tees Valley and Durham","Durham CC","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North East (England)","Tees Valley and Durham","Durham CC","SEO/HEO","20","[c]","36520","38500"
"New entrant CS","2021","North East (England)","Tees Valley and Durham","Durham CC","Unknown","10","[c]","24990","22920"
"New entrant CS","2021","North East (England)","Tees Valley and Durham","Hartlepool and Stockton-on-Tees","AA/AO","80","[c]","21560","21010"
"New entrant CS","2021","North East (England)","Tees Valley and Durham","Hartlepool and Stockton-on-Tees","EO","30","[c]","27210","27570"
"New entrant CS","2021","North East (England)","Tees Valley and Durham","Hartlepool and Stockton-on-Tees","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North East (England)","Tees Valley and Durham","Hartlepool and Stockton-on-Tees","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2021","North East (England)","Tees Valley and Durham","South Teesside","AA/AO","80","[c]","20840","21010"
"New entrant CS","2021","North East (England)","Tees Valley and Durham","South Teesside","EO","20","[c]","25960","27570"
"New entrant CS","2021","North East (England)","Tees Valley and Durham","South Teesside","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North East (England)","Tees Valley and Durham","South Teesside","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North East (England)","Tees Valley and Durham","South Teesside","Unknown","10","[c]","[c]","[c]"
"New entrant CS","2021","North West (England)","Cheshire","Cheshire East","AA/AO","50","[c]","21390","21010"
"New entrant CS","2021","North West (England)","Cheshire","Cheshire East","EO","30","[c]","26690","27570"
"New entrant CS","2021","North West (England)","Cheshire","Cheshire East","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North West (England)","Cheshire","Cheshire East","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North West (England)","Cheshire","Cheshire East","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North West (England)","Cheshire","Cheshire East","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North West (England)","Cheshire","Cheshire West and Chester","AA/AO","100","[c]","20990","21010"
"New entrant CS","2021","North West (England)","Cheshire","Cheshire West and Chester","EO","25","[c]","27570","27570"
"New entrant CS","2021","North West (England)","Cheshire","Cheshire West and Chester","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2021","North West (England)","Cheshire","Warrington","AA/AO","90","[c]","21840","22150"
"New entrant CS","2021","North West (England)","Cheshire","Warrington","EO","275","[c]","28820","27570"
"New entrant CS","2021","North West (England)","Cheshire","Warrington","G6/G7","20","[c]","52440","49300"
"New entrant CS","2021","North West (England)","Cheshire","Warrington","SEO/HEO","65","[c]","36710","36740"
"New entrant CS","2021","North West (England)","Cheshire","Warrington","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North West (England)","Cumbria","East Cumbria","AA/AO","30","[c]","20990","21050"
"New entrant CS","2021","North West (England)","Cumbria","East Cumbria","EO","10","[c]","25900","26350"
"New entrant CS","2021","North West (England)","Cumbria","East Cumbria","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North West (England)","Cumbria","East Cumbria","SEO/HEO","15","[c]","34360","36000"
"New entrant CS","2021","North West (England)","Cumbria","East Cumbria","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North West (England)","Cumbria","West Cumbria","AA/AO","45","[c]","23970","23540"
"New entrant CS","2021","North West (England)","Cumbria","West Cumbria","EO","10","[c]","[c]","[c]"
"New entrant CS","2021","North West (England)","Cumbria","West Cumbria","SEO/HEO","5","[c]","[c]","[c]"
