"Status","Year","Age","Function_of_post","Organisation","Responsibility_level_grouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","20-29","Analysis","Office of Gas and Electricity Markets","SEO/HEO","5","5","[c]","[c]"
"In post","2021","20-29","Analysis","Office of Rail and Road","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Analysis","Office of Rail and Road","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Analysis","Office of Rail and Road","SEO/HEO","10","10","[c]","[c]"
"In post","2021","20-29","Analysis","Registers of Scotland","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Analysis","Registers of Scotland","EO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Analysis","Rural Payments Agency","EO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Analysis","UK Export Finance","EO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Analysis","UK Export Finance","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Analysis","UK Export Finance","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Analysis","UK Intellectual Property Office","EO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Analysis","UK Intellectual Property Office","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Analysis","UK Intellectual Property Office","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Analysis","United Kingdom Statistics Authority","AA/AO","45","45","19470","19130"
"In post","2021","20-29","Analysis","United Kingdom Statistics Authority","EO","55","55","23590","23050"
"In post","2021","20-29","Analysis","United Kingdom Statistics Authority","G6/G7","40","40","49840","49100"
"In post","2021","20-29","Analysis","United Kingdom Statistics Authority","SEO/HEO","495","490","32680","32540"
"In post","2021","20-29","Analysis","Valuation Office Agency","EO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Analysis","Valuation Office Agency","SEO/HEO","5","5","[c]","[c]"
"In post","2021","20-29","Analysis","Water Services Regulation Authority","EO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Analysis","Water Services Regulation Authority","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Analysis","Welsh Revenue Authority","EO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Commercial","Animal and Plant Health Agency","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Commercial","Cabinet Office (excl. agencies)","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Commercial","Cabinet Office (excl. agencies)","EO","15","15","27560","27500"
"In post","2021","20-29","Commercial","Cabinet Office (excl. agencies)","G6/G7","45","45","56180","54700"
"In post","2021","20-29","Commercial","Cabinet Office (excl. agencies)","SCS level","20","20","64970","62010"
"In post","2021","20-29","Commercial","Cabinet Office (excl. agencies)","SEO/HEO","35","35","37200","36600"
"In post","2021","20-29","Commercial","Centre for Environment, Fisheries and Aquaculture Science","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Commercial","Competition and Markets Authority","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Commercial","Crown Commercial Service","EO","25","25","22810","22230"
"In post","2021","20-29","Commercial","Crown Commercial Service","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Commercial","Crown Commercial Service","SEO/HEO","45","45","30270","27770"
"In post","2021","20-29","Commercial","Crown Prosecution Service","EO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Commercial","Crown Prosecution Service","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Commercial","Debt Management Office","EO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Commercial","Debt Management Office","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Commercial","Defence Electronics and Components Agency","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Commercial","Defence Equipment and Support","EO","20","20","25760","26670"
"In post","2021","20-29","Commercial","Defence Equipment and Support","SEO/HEO","30","30","31720","31950"
"In post","2021","20-29","Commercial","Defence Science and Technology Laboratory","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Commercial","Defence Science and Technology Laboratory","EO","10","10","22780","22780"
"In post","2021","20-29","Commercial","Defence Science and Technology Laboratory","SEO/HEO","5","5","[c]","[c]"
"In post","2021","20-29","Commercial","Department for Business, Energy and Industrial Strategy (excl. agencies)","EO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Commercial","Department for Business, Energy and Industrial Strategy (excl. agencies)","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Commercial","Department for Digital, Culture, Media and Sport","EO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Commercial","Department for Digital, Culture, Media and Sport","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Commercial","Department for Digital, Culture, Media and Sport","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Commercial","Department for Education (excl. agencies)","EO","10","10","[c]","[c]"
"In post","2021","20-29","Commercial","Department for Education (excl. agencies)","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Commercial","Department for Education (excl. agencies)","SEO/HEO","25","25","34310","36500"
"In post","2021","20-29","Commercial","Department for Environment, Food and Rural Affairs (excl. agencies)","SEO/HEO","20","20","34750","35900"
"In post","2021","20-29","Commercial","Department for International Trade","EO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Commercial","Department for International Trade","SEO/HEO","10","10","[c]","[c]"
"In post","2021","20-29","Commercial","Department for Transport (excl. agencies)","EO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Commercial","Department for Transport (excl. agencies)","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Commercial","Department of Health and Social Care (excl. agencies)","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Commercial","Department of Health and Social Care (excl. agencies)","EO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Commercial","Department of Health and Social Care (excl. agencies)","G6/G7","15","15","54270","53360"
"In post","2021","20-29","Commercial","Department of Health and Social Care (excl. agencies)","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Commercial","Department of Health and Social Care (excl. agencies)","SEO/HEO","35","35","35890","40650"
"In post","2021","20-29","Commercial","Driver and Vehicle Licensing Agency","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Commercial","Driver and Vehicle Licensing Agency","EO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Commercial","Driver and Vehicle Licensing Agency","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Commercial","Driver and Vehicle Standards Agency","EO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Commercial","Driver and Vehicle Standards Agency","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Commercial","FCDO Services","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Commercial","FCDO Services","EO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Commercial","FCDO Services","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Commercial","FCDO Services","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Commercial","Food Standards Agency","EO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Commercial","Food Standards Agency","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Commercial","Foreign, Commonwealth and Development Office (excl. agencies)","EO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Commercial","Foreign, Commonwealth and Development Office (excl. agencies)","SEO/HEO","5","5","[c]","[c]"
"In post","2021","20-29","Commercial","Government Actuary's Department","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Commercial","Health and Safety Executive","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Commercial","Health and Safety Executive","EO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Commercial","HM Land Registry","EO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Commercial","HM Land Registry","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Commercial","HM Prison and Probation Service","AA/AO","5","5","[c]","[c]"
"In post","2021","20-29","Commercial","HM Prison and Probation Service","EO","10","10","[c]","[c]"
"In post","2021","20-29","Commercial","HM Prison and Probation Service","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Commercial","HM Prison and Probation Service","SEO/HEO","20","20","36460","33520"
"In post","2021","20-29","Commercial","HM Prison and Probation Service","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Commercial","HM Revenue and Customs (excl. agencies)","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Commercial","HM Revenue and Customs (excl. agencies)","EO","15","15","25870","25560"
"In post","2021","20-29","Commercial","HM Revenue and Customs (excl. agencies)","SEO/HEO","20","20","33580","31810"
"In post","2021","20-29","Commercial","HM Treasury (excl. agencies)","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Commercial","Insolvency Service","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Commercial","Institute for Apprenticeships and Technical Education","EO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Commercial","Institute for Apprenticeships and Technical Education","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Commercial","Legal Aid Agency","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Commercial","Legal Aid Agency","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Commercial","Met Office","EO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Commercial","Met Office","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Commercial","Met Office","SEO/HEO","10","10","[c]","[c]"
"In post","2021","20-29","Commercial","Ministry of Defence (excl. agencies)","AA/AO","55","55","21040","20920"
"In post","2021","20-29","Commercial","Ministry of Defence (excl. agencies)","EO","70","70","27020","26670"
"In post","2021","20-29","Commercial","Ministry of Defence (excl. agencies)","SEO/HEO","100","100","36640","34800"
"In post","2021","20-29","Commercial","Ministry of Defence (excl. agencies)","Unknown","25","25","26670","26670"
"In post","2021","20-29","Commercial","Ministry of Housing, Communities and Local Government (excl. agencies)","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Commercial","Ministry of Justice (excl. agencies)","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Commercial","Ministry of Justice (excl. agencies)","EO","10","10","[c]","[c]"
"In post","2021","20-29","Commercial","Ministry of Justice (excl. agencies)","SEO/HEO","20","20","33080","34090"
"In post","2021","20-29","Commercial","National Crime Agency","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Commercial","National Savings and Investments","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Commercial","Office for Standards in Education, Children's Services and Skills","EO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Commercial","Public Health England","EO","5","5","[c]","[c]"
"In post","2021","20-29","Commercial","Public Health England","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Commercial","Queen Elizabeth II Centre","EO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Commercial","Registers of Scotland","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Commercial","Scottish Courts and Tribunals Service","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Commercial","Scottish Courts and Tribunals Service","EO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Commercial","Scottish Courts and Tribunals Service","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Commercial","Scottish Prison Service","AA/AO","15","15","21050","20810"
"In post","2021","20-29","Commercial","Scottish Prison Service","EO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Commercial","Scottish Prison Service","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Commercial","Submarine Delivery Agency","Unknown","25","25","30070","29750"
"In post","2021","20-29","Commercial","The National Archives","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Commercial","UK Export Finance","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Commercial","UK Export Finance","EO","5","5","[c]","[c]"
"In post","2021","20-29","Commercial","UK Export Finance","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Commercial","UK Export Finance","SEO/HEO","20","20","37200","33500"
"In post","2021","20-29","Commercial","UK Hydrographic Office","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Commercial","United Kingdom Statistics Authority","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Commercial","Water Services Regulation Authority","EO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Commercial","Wilton Park","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Commercial","Wilton Park","EO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Communications","Attorney General's Office","EO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Communications","Attorney General's Office","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Communications","Attorney General's Office","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Communications","Cabinet Office (excl. agencies)","AA/AO","10","10","[c]","[c]"
"In post","2021","20-29","Communications","Cabinet Office (excl. agencies)","EO","30","30","26990","27500"
"In post","2021","20-29","Communications","Cabinet Office (excl. agencies)","G6/G7","15","15","56600","54700"
"In post","2021","20-29","Communications","Cabinet Office (excl. agencies)","SEO/HEO","65","65","37090","35260"
"In post","2021","20-29","Communications","Centre for Environment, Fisheries and Aquaculture Science","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Communications","Centre for Environment, Fisheries and Aquaculture Science","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Communications","Charity Commission","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Communications","Companies House","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Communications","Competition and Markets Authority","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Communications","Competition and Markets Authority","EO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Communications","Competition and Markets Authority","SEO/HEO","10","10","[c]","[c]"
"In post","2021","20-29","Communications","Crown Commercial Service","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Communications","Crown Office and Procurator Fiscal Service","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Communications","Crown Prosecution Service","EO","5","5","[c]","[c]"
"In post","2021","20-29","Communications","Crown Prosecution Service","G6/G7","[c]","[c]","[c]","[c]"
