"Status","Year","Organisation","Profession_of_post","Sex","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2021","Ministry of Defence (excl. agencies)","Internal Audit","Female","5","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Defence (excl. agencies)","Internal Audit","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Defence (excl. agencies)","Knowledge and Information Management","Female","20","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Defence (excl. agencies)","Knowledge and Information Management","Male","20","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Defence (excl. agencies)","Legal","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Defence (excl. agencies)","Legal","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Defence (excl. agencies)","Medicine","Female","215","[c]","41260","34720"
"New entrant CS","2021","Ministry of Defence (excl. agencies)","Medicine","Male","70","[c]","52020","37890"
"New entrant CS","2021","Ministry of Defence (excl. agencies)","Operational Delivery","Female","45","[c]","26970","26350"
"New entrant CS","2021","Ministry of Defence (excl. agencies)","Operational Delivery","Male","15","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Defence (excl. agencies)","Operational Research","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Defence (excl. agencies)","Operational Research","Male","10","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Defence (excl. agencies)","Other","Female","425","[c]","22730","20920"
"New entrant CS","2021","Ministry of Defence (excl. agencies)","Other","Male","350","[c]","25170","20920"
"New entrant CS","2021","Ministry of Defence (excl. agencies)","Planning","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Defence (excl. agencies)","Planning","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Defence (excl. agencies)","Policy","Female","25","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Defence (excl. agencies)","Policy","Male","20","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Defence (excl. agencies)","Project Delivery","Female","175","[c]","32580","33000"
"New entrant CS","2021","Ministry of Defence (excl. agencies)","Project Delivery","Male","185","[c]","37050","33300"
"New entrant CS","2021","Ministry of Defence (excl. agencies)","Property","Female","65","[c]","27110","26350"
"New entrant CS","2021","Ministry of Defence (excl. agencies)","Property","Male","130","[c]","31870","33000"
"New entrant CS","2021","Ministry of Defence (excl. agencies)","Science and Engineering","Female","15","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Defence (excl. agencies)","Science and Engineering","Male","85","[c]","26490","25000"
"New entrant CS","2021","Ministry of Defence (excl. agencies)","Security","Female","100","[c]","23440","20310"
"New entrant CS","2021","Ministry of Defence (excl. agencies)","Security","Male","475","[c]","26110","23540"
"New entrant CS","2021","Ministry of Defence (excl. agencies)","Statistics","Female","10","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Defence (excl. agencies)","Statistics","Male","25","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Defence (excl. agencies)","Unknown","Female","25","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Defence (excl. agencies)","Unknown","Male","60","[c]","31710","33000"
"New entrant CS","2021","Ministry of Housing, Communities and Local Government (excl. agencies)","Commercial","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Housing, Communities and Local Government (excl. agencies)","Commercial","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Housing, Communities and Local Government (excl. agencies)","Communications","Female","20","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Housing, Communities and Local Government (excl. agencies)","Communications","Male","15","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Housing, Communities and Local Government (excl. agencies)","Digital, Data and Technology","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Housing, Communities and Local Government (excl. agencies)","Digital, Data and Technology","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Housing, Communities and Local Government (excl. agencies)","Economics","Female","5","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Housing, Communities and Local Government (excl. agencies)","Economics","Male","15","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Housing, Communities and Local Government (excl. agencies)","Finance","Female","5","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Housing, Communities and Local Government (excl. agencies)","Finance","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Housing, Communities and Local Government (excl. agencies)","Human Resources","Female","5","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Housing, Communities and Local Government (excl. agencies)","Human Resources","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Housing, Communities and Local Government (excl. agencies)","Operational Delivery","Female","20","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Housing, Communities and Local Government (excl. agencies)","Operational Delivery","Male","15","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Housing, Communities and Local Government (excl. agencies)","Operational Research","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Housing, Communities and Local Government (excl. agencies)","Operational Research","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Housing, Communities and Local Government (excl. agencies)","Planning","Female","10","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Housing, Communities and Local Government (excl. agencies)","Planning","Male","5","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Housing, Communities and Local Government (excl. agencies)","Policy","Female","85","[c]","38290","33210"
"New entrant CS","2021","Ministry of Housing, Communities and Local Government (excl. agencies)","Policy","Male","70","[c]","42970","36340"
"New entrant CS","2021","Ministry of Housing, Communities and Local Government (excl. agencies)","Project Delivery","Female","15","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Housing, Communities and Local Government (excl. agencies)","Project Delivery","Male","15","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Housing, Communities and Local Government (excl. agencies)","Security","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Housing, Communities and Local Government (excl. agencies)","Security","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Housing, Communities and Local Government (excl. agencies)","Social Research","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Housing, Communities and Local Government (excl. agencies)","Social Research","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Housing, Communities and Local Government (excl. agencies)","Statistics","Female","10","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Housing, Communities and Local Government (excl. agencies)","Statistics","Male","5","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Justice (excl. agencies)","Commercial","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Justice (excl. agencies)","Commercial","Male","10","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Justice (excl. agencies)","Communications","Female","10","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Justice (excl. agencies)","Communications","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Justice (excl. agencies)","Digital, Data and Technology","Female","65","[c]","46790","47100"
"New entrant CS","2021","Ministry of Justice (excl. agencies)","Digital, Data and Technology","Male","115","[c]","53980","56000"
"New entrant CS","2021","Ministry of Justice (excl. agencies)","Economics","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Justice (excl. agencies)","Economics","Male","10","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Justice (excl. agencies)","Finance","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Justice (excl. agencies)","Finance","Male","5","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Justice (excl. agencies)","Human Resources","Female","15","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Justice (excl. agencies)","Human Resources","Male","10","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Justice (excl. agencies)","Knowledge and Information Management","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Justice (excl. agencies)","Knowledge and Information Management","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Justice (excl. agencies)","Legal","Female","5","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Justice (excl. agencies)","Legal","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Justice (excl. agencies)","Operational Delivery","Female","240","[c]","33270","30990"
"New entrant CS","2021","Ministry of Justice (excl. agencies)","Operational Delivery","Male","135","[c]","32040","30850"
"New entrant CS","2021","Ministry of Justice (excl. agencies)","Operational Research","Female","5","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Justice (excl. agencies)","Operational Research","Male","15","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Justice (excl. agencies)","Other","Female","5","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Justice (excl. agencies)","Other","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Justice (excl. agencies)","Policy","Female","15","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Justice (excl. agencies)","Policy","Male","5","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Justice (excl. agencies)","Project Delivery","Female","15","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Justice (excl. agencies)","Project Delivery","Male","5","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Justice (excl. agencies)","Property","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Justice (excl. agencies)","Property","Male","10","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Justice (excl. agencies)","Social Research","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Justice (excl. agencies)","Social Research","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Justice (excl. agencies)","Statistics","Female","10","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Justice (excl. agencies)","Statistics","Male","5","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Justice (excl. agencies)","Unknown","Female","5","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Justice (excl. agencies)","Unknown","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","National Crime Agency","Commercial","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","National Crime Agency","Commercial","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","National Crime Agency","Communications","Female","5","[c]","[c]","[c]"
"New entrant CS","2021","National Crime Agency","Communications","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","National Crime Agency","Digital, Data and Technology","Female","35","[c]","34410","32260"
"New entrant CS","2021","National Crime Agency","Digital, Data and Technology","Male","30","[c]","38280","32260"
"New entrant CS","2021","National Crime Agency","Finance","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","National Crime Agency","Finance","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","National Crime Agency","Human Resources","Female","25","[c]","[c]","[c]"
"New entrant CS","2021","National Crime Agency","Human Resources","Male","10","[c]","[c]","[c]"
"New entrant CS","2021","National Crime Agency","Legal","Female","10","[c]","[c]","[c]"
"New entrant CS","2021","National Crime Agency","Legal","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","National Crime Agency","Operational Delivery","Female","465","[c]","32060","32260"
"New entrant CS","2021","National Crime Agency","Operational Delivery","Male","430","[c]","35080","34140"
"New entrant CS","2021","National Crime Agency","Project Delivery","Female","10","[c]","[c]","[c]"
"New entrant CS","2021","National Crime Agency","Project Delivery","Male","10","[c]","[c]","[c]"
"New entrant CS","2021","National Crime Agency","Property","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","National Crime Agency","Property","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","National Crime Agency","Security","Female","5","[c]","[c]","[c]"
"New entrant CS","2021","National Crime Agency","Security","Male","5","[c]","[c]","[c]"
"New entrant CS","2021","National Infrastructure Commission","Economics","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","National Infrastructure Commission","Economics","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","National Infrastructure Commission","Operational Delivery","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","National Infrastructure Commission","Operational Delivery","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","National Infrastructure Commission","Policy","Female","5","[c]","[c]","[c]"
"New entrant CS","2021","National Infrastructure Commission","Policy","Male","5","[c]","[c]","[c]"
"New entrant CS","2021","National Records of Scotland","Unknown","Female","25","[c]","[c]","[c]"
"New entrant CS","2021","National Records of Scotland","Unknown","Male","15","[c]","[c]","[c]"
"New entrant CS","2021","National Savings and Investments","Communications","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","National Savings and Investments","Communications","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","National Savings and Investments","Digital, Data and Technology","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","National Savings and Investments","Digital, Data and Technology","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","National Savings and Investments","Finance","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","National Savings and Investments","Finance","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","National Savings and Investments","Other","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","National Savings and Investments","Other","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","National Savings and Investments","Project Delivery","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","National Savings and Investments","Project Delivery","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","National Savings and Investments","Security","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","National Savings and Investments","Security","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Northern Ireland Office","Communications","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Northern Ireland Office","Communications","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Northern Ireland Office","Economics","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Northern Ireland Office","Economics","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Northern Ireland Office","Finance","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Northern Ireland Office","Finance","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Northern Ireland Office","Other","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Northern Ireland Office","Other","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Northern Ireland Office","Policy","Female","5","[c]","[c]","[c]"
"New entrant CS","2021","Northern Ireland Office","Policy","Male","5","[c]","[c]","[c]"
"New entrant CS","2021","Office for Budget Responsibility","Economics","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office for Budget Responsibility","Economics","Male","5","[c]","[c]","[c]"
"New entrant CS","2021","Office for Standards in Education, Children's Services and Skills","Communications","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office for Standards in Education, Children's Services and Skills","Communications","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office for Standards in Education, Children's Services and Skills","Digital, Data and Technology","Female","5","[c]","[c]","[c]"
"New entrant CS","2021","Office for Standards in Education, Children's Services and Skills","Digital, Data and Technology","Male","10","[c]","[c]","[c]"
"New entrant CS","2021","Office for Standards in Education, Children's Services and Skills","Finance","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office for Standards in Education, Children's Services and Skills","Finance","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office for Standards in Education, Children's Services and Skills","Human Resources","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office for Standards in Education, Children's Services and Skills","Human Resources","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office for Standards in Education, Children's Services and Skills","Inspector of Education and Training","Female","55","[c]","61070","70500"
"New entrant CS","2021","Office for Standards in Education, Children's Services and Skills","Inspector of Education and Training","Male","35","[c]","67790","75500"
"New entrant CS","2021","Office for Standards in Education, Children's Services and Skills","Legal","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office for Standards in Education, Children's Services and Skills","Legal","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office for Standards in Education, Children's Services and Skills","Operational Delivery","Female","10","[c]","[c]","[c]"
"New entrant CS","2021","Office for Standards in Education, Children's Services and Skills","Operational Delivery","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office for Standards in Education, Children's Services and Skills","Other","Female","5","[c]","[c]","[c]"
"New entrant CS","2021","Office for Standards in Education, Children's Services and Skills","Other","Male","5","[c]","[c]","[c]"
"New entrant CS","2021","Office for Standards in Education, Children's Services and Skills","Policy","Female","5","[c]","[c]","[c]"
"New entrant CS","2021","Office for Standards in Education, Children's Services and Skills","Policy","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office for Standards in Education, Children's Services and Skills","Project Delivery","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office for Standards in Education, Children's Services and Skills","Project Delivery","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office for Standards in Education, Children's Services and Skills","Property","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office for Standards in Education, Children's Services and Skills","Property","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office for Standards in Education, Children's Services and Skills","Social Research","Female","5","[c]","[c]","[c]"
"New entrant CS","2021","Office for Standards in Education, Children's Services and Skills","Social Research","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office for Standards in Education, Children's Services and Skills","Statistics","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office for Standards in Education, Children's Services and Skills","Statistics","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of Gas and Electricity Markets","Communications","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of Gas and Electricity Markets","Communications","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of Gas and Electricity Markets","Corporate Finance","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of Gas and Electricity Markets","Corporate Finance","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of Gas and Electricity Markets","Digital, Data and Technology","Female","5","[c]","[c]","[c]"
"New entrant CS","2021","Office of Gas and Electricity Markets","Digital, Data and Technology","Male","25","[c]","[c]","[c]"
"New entrant CS","2021","Office of Gas and Electricity Markets","Economics","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of Gas and Electricity Markets","Economics","Male","5","[c]","[c]","[c]"
"New entrant CS","2021","Office of Gas and Electricity Markets","Finance","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of Gas and Electricity Markets","Finance","Male","5","[c]","[c]","[c]"
"New entrant CS","2021","Office of Gas and Electricity Markets","Human Resources","Female","5","[c]","[c]","[c]"
"New entrant CS","2021","Office of Gas and Electricity Markets","Human Resources","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of Gas and Electricity Markets","Legal","Female","10","[c]","[c]","[c]"
"New entrant CS","2021","Office of Gas and Electricity Markets","Legal","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of Gas and Electricity Markets","Operational Delivery","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of Gas and Electricity Markets","Operational Delivery","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of Gas and Electricity Markets","Other","Female","95","[c]","28380","25000"
"New entrant CS","2021","Office of Gas and Electricity Markets","Other","Male","105","[c]","30750","25670"
"New entrant CS","2021","Office of Gas and Electricity Markets","Policy","Female","5","[c]","[c]","[c]"
"New entrant CS","2021","Office of Gas and Electricity Markets","Policy","Male","20","[c]","[c]","[c]"
"New entrant CS","2021","Office of Gas and Electricity Markets","Project Delivery","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of Gas and Electricity Markets","Project Delivery","Male","5","[c]","[c]","[c]"
"New entrant CS","2021","Office of Gas and Electricity Markets","Property","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of Gas and Electricity Markets","Property","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of Gas and Electricity Markets","Science and Engineering","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of Gas and Electricity Markets","Science and Engineering","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of Qualifications and Examinations Regulation","Communications","Female","5","[c]","[c]","[c]"
"New entrant CS","2021","Office of Qualifications and Examinations Regulation","Communications","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of Qualifications and Examinations Regulation","Digital, Data and Technology","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of Qualifications and Examinations Regulation","Digital, Data and Technology","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of Qualifications and Examinations Regulation","Economics","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of Qualifications and Examinations Regulation","Economics","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of Qualifications and Examinations Regulation","Finance","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of Qualifications and Examinations Regulation","Finance","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of Qualifications and Examinations Regulation","Operational Delivery","Female","10","[c]","[c]","[c]"
"New entrant CS","2021","Office of Qualifications and Examinations Regulation","Operational Delivery","Male","5","[c]","[c]","[c]"
"New entrant CS","2021","Office of Qualifications and Examinations Regulation","Operational Research","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of Qualifications and Examinations Regulation","Operational Research","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of Qualifications and Examinations Regulation","Policy","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of Qualifications and Examinations Regulation","Policy","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of Qualifications and Examinations Regulation","Project Delivery","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of Qualifications and Examinations Regulation","Project Delivery","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of Rail and Road","Communications","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of Rail and Road","Communications","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of Rail and Road","Digital, Data and Technology","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of Rail and Road","Digital, Data and Technology","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of Rail and Road","Economics","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of Rail and Road","Economics","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of Rail and Road","Finance","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of Rail and Road","Finance","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of Rail and Road","Human Resources","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of Rail and Road","Human Resources","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of Rail and Road","Legal","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of Rail and Road","Legal","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of Rail and Road","Operational Delivery","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of Rail and Road","Operational Delivery","Male","5","[c]","[c]","[c]"
"New entrant CS","2021","Office of Rail and Road","Policy","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of Rail and Road","Policy","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of Rail and Road","Science and Engineering","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of Rail and Road","Science and Engineering","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of Rail and Road","Statistics","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of Rail and Road","Statistics","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of the Public Guardian","Operational Delivery","Female","15","[c]","[c]","[c]"
"New entrant CS","2021","Office of the Public Guardian","Operational Delivery","Male","10","[c]","[c]","[c]"
"New entrant CS","2021","Office of the Scottish Charity Regulator","Unknown","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of the Scottish Charity Regulator","Unknown","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Planning Inspectorate","Communications","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Planning Inspectorate","Communications","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Planning Inspectorate","Digital, Data and Technology","Female","5","[c]","[c]","[c]"
"New entrant CS","2021","Planning Inspectorate","Digital, Data and Technology","Male","10","[c]","[c]","[c]"
"New entrant CS","2021","Planning Inspectorate","Finance","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Planning Inspectorate","Finance","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Planning Inspectorate","Human Resources","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Planning Inspectorate","Human Resources","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Planning Inspectorate","Knowledge and Information Management","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Planning Inspectorate","Knowledge and Information Management","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Planning Inspectorate","Operational Delivery","Female","30","[c]","[c]","[c]"
"New entrant CS","2021","Planning Inspectorate","Operational Delivery","Male","30","[c]","[c]","[c]"
"New entrant CS","2021","Planning Inspectorate","Operational Research","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Planning Inspectorate","Operational Research","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Planning Inspectorate","Planning Inspectors","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Planning Inspectorate","Planning Inspectors","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Planning Inspectorate","Project Delivery","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Planning Inspectorate","Project Delivery","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Planning Inspectorate","Statistics","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Planning Inspectorate","Statistics","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Planning Inspectorate","Unknown","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Planning Inspectorate","Unknown","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Public Health England","Commercial","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Public Health England","Commercial","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Public Health England","Communications","Female","5","[c]","[c]","[c]"
"New entrant CS","2021","Public Health England","Communications","Male","5","[c]","[c]","[c]"
"New entrant CS","2021","Public Health England","Digital, Data and Technology","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Public Health England","Digital, Data and Technology","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Public Health England","Finance","Female","20","[c]","[c]","[c]"
"New entrant CS","2021","Public Health England","Finance","Male","10","[c]","[c]","[c]"
"New entrant CS","2021","Public Health England","Human Resources","Female","25","[c]","[c]","[c]"
"New entrant CS","2021","Public Health England","Human Resources","Male","5","[c]","[c]","[c]"
"New entrant CS","2021","Public Health England","Knowledge and Information Management","Female","30","[c]","[c]","[c]"
"New entrant CS","2021","Public Health England","Knowledge and Information Management","Male","10","[c]","[c]","[c]"
"New entrant CS","2021","Public Health England","Medicine","Female","55","[c]","73370","82100"
"New entrant CS","2021","Public Health England","Medicine","Male","30","[c]","84660","82100"
"New entrant CS","2021","Public Health England","Operational Delivery","Female","925","[c]","31560","28590"
"New entrant CS","2021","Public Health England","Operational Delivery","Male","355","[c]","36350","31100"
"New entrant CS","2021","Public Health England","Property","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Public Health England","Property","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Public Health England","Science and Engineering","Female","400","[c]","33490","31370"
