"Status","Year","Ethnicity","Profession_of_post","Region_ITL1","Region_ITL2","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","White","Inspector of Education and Training","Wales","East Wales","60","55","74470","74730"
"In post","2021","White","Inspector of Education and Training","West Midlands (England)","West Midlands","90","90","67170","75500"
"In post","2021","White","Inspector of Education and Training","Yorkshire and The Humber","North Yorkshire","110","110","66530","70500"
"In post","2021","White","Intelligence Analysis","East Midlands (England)","Derbyshire and Nottinghamshire","25","20","[c]","[c]"
"In post","2021","White","Intelligence Analysis","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","40","35","27900","26850"
"In post","2021","White","Intelligence Analysis","East Midlands (England)","Lincolnshire","40","40","30440","32670"
"In post","2021","White","Intelligence Analysis","East of England","Bedfordshire and Hertfordshire","15","15","[c]","[c]"
"In post","2021","White","Intelligence Analysis","East of England","East Anglia","320","315","32780","33300"
"In post","2021","White","Intelligence Analysis","East of England","Essex","15","15","[c]","[c]"
"In post","2021","White","Intelligence Analysis","London","Inner London - East","55","55","46130","43210"
"In post","2021","White","Intelligence Analysis","London","Inner London - West","400","390","46510","44230"
"In post","2021","White","Intelligence Analysis","London","Outer London - East and North East","15","10","[c]","[c]"
"In post","2021","White","Intelligence Analysis","London","Outer London - South","90","85","36360","34860"
"In post","2021","White","Intelligence Analysis","London","Outer London - West and North West","310","290","33480","30500"
"In post","2021","White","Intelligence Analysis","North East (England)","Northumberland and Tyne and Wear","30","30","33640","31810"
"In post","2021","White","Intelligence Analysis","North East (England)","Tees Valley and Durham","30","30","32140","31000"
"In post","2021","White","Intelligence Analysis","North West (England)","Cheshire","5","5","[c]","[c]"
"In post","2021","White","Intelligence Analysis","North West (England)","Cumbria","[c]","[c]","[c]","[c]"
"In post","2021","White","Intelligence Analysis","North West (England)","Greater Manchester","190","185","28280","25690"
"In post","2021","White","Intelligence Analysis","North West (England)","Lancashire","15","15","[c]","[c]"
"In post","2021","White","Intelligence Analysis","North West (England)","Merseyside","90","80","28590","27370"
"In post","2021","White","Intelligence Analysis","Northern Ireland","Northern Ireland","5","5","[c]","[c]"
"In post","2021","White","Intelligence Analysis","Overseas","Overseas","50","50","44780","40570"
"In post","2021","White","Intelligence Analysis","Scotland","Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2021","White","Intelligence Analysis","Scotland","West Central Scotland","55","55","30790","30830"
"In post","2021","White","Intelligence Analysis","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","25","25","[c]","[c]"
"In post","2021","White","Intelligence Analysis","South East (England)","Hampshire and Isle of Wight","50","45","27690","26850"
"In post","2021","White","Intelligence Analysis","South East (England)","Kent","235","220","28410","27370"
"In post","2021","White","Intelligence Analysis","South East (England)","Surrey, East and West Sussex","30","25","[c]","[c]"
"In post","2021","White","Intelligence Analysis","South West (England)","Devon","10","10","[c]","[c]"
"In post","2021","White","Intelligence Analysis","South West (England)","Dorset and Somerset","10","10","[c]","[c]"
"In post","2021","White","Intelligence Analysis","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","30","30","[c]","[c]"
"In post","2021","White","Intelligence Analysis","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","White","Intelligence Analysis","Wales","East Wales","35","35","30580","27380"
"In post","2021","White","Intelligence Analysis","Wales","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"In post","2021","White","Intelligence Analysis","West Midlands (England)","Herefordshire, Worcestershire and Warwickshire","15","15","[c]","[c]"
"In post","2021","White","Intelligence Analysis","West Midlands (England)","Shropshire and Staffordshire","15","15","[c]","[c]"
"In post","2021","White","Intelligence Analysis","West Midlands (England)","West Midlands","35","35","32210","27370"
"In post","2021","White","Intelligence Analysis","Yorkshire and The Humber","East Yorkshire and Northern Lincolnshire","55","55","28600","27370"
"In post","2021","White","Intelligence Analysis","Yorkshire and The Humber","North Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","White","Intelligence Analysis","Yorkshire and The Humber","South Yorkshire","85","80","28460","27370"
"In post","2021","White","Intelligence Analysis","Yorkshire and The Humber","West Yorkshire","85","85","39210","33460"
"In post","2021","White","Internal Audit","East Midlands (England)","Derbyshire and Nottinghamshire","20","20","[c]","[c]"
"In post","2021","White","Internal Audit","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","5","5","[c]","[c]"
"In post","2021","White","Internal Audit","East of England","Bedfordshire and Hertfordshire","5","5","[c]","[c]"
"In post","2021","White","Internal Audit","East of England","East Anglia","10","10","[c]","[c]"
"In post","2021","White","Internal Audit","East of England","Essex","10","10","[c]","[c]"
"In post","2021","White","Internal Audit","London","Inner London - East","[c]","[c]","[c]","[c]"
"In post","2021","White","Internal Audit","London","Inner London - West","95","90","59950","56350"
"In post","2021","White","Internal Audit","London","Outer London - East and North East","[c]","[c]","[c]","[c]"
"In post","2021","White","Internal Audit","London","Outer London - South","5","5","[c]","[c]"
"In post","2021","White","Internal Audit","London","Outer London - West and North West","[c]","[c]","[c]","[c]"
"In post","2021","White","Internal Audit","North East (England)","Northumberland and Tyne and Wear","30","30","43990","41440"
"In post","2021","White","Internal Audit","North East (England)","Tees Valley and Durham","10","10","[c]","[c]"
"In post","2021","White","Internal Audit","North West (England)","Cheshire","[c]","[c]","[c]","[c]"
"In post","2021","White","Internal Audit","North West (England)","Greater Manchester","20","20","[c]","[c]"
"In post","2021","White","Internal Audit","North West (England)","Lancashire","15","15","[c]","[c]"
"In post","2021","White","Internal Audit","North West (England)","Merseyside","15","15","[c]","[c]"
"In post","2021","White","Internal Audit","Northern Ireland","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","White","Internal Audit","Overseas","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","White","Internal Audit","Scotland","Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2021","White","Internal Audit","Scotland","Southern Scotland","30","30","[c]","[c]"
"In post","2021","White","Internal Audit","Scotland","West Central Scotland","15","15","[c]","[c]"
"In post","2021","White","Internal Audit","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","20","20","[c]","[c]"
"In post","2021","White","Internal Audit","South East (England)","Hampshire and Isle of Wight","30","30","31650","33000"
"In post","2021","White","Internal Audit","South East (England)","Kent","[c]","[c]","[c]","[c]"
"In post","2021","White","Internal Audit","South East (England)","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"In post","2021","White","Internal Audit","South West (England)","Devon","15","15","[c]","[c]"
"In post","2021","White","Internal Audit","South West (England)","Dorset and Somerset","10","5","[c]","[c]"
"In post","2021","White","Internal Audit","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","60","60","44200","42030"
"In post","2021","White","Internal Audit","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","White","Internal Audit","Wales","East Wales","20","20","[c]","[c]"
"In post","2021","White","Internal Audit","Wales","West Wales and The Valleys","20","20","[c]","[c]"
"In post","2021","White","Internal Audit","West Midlands (England)","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"In post","2021","White","Internal Audit","West Midlands (England)","Shropshire and Staffordshire","15","10","[c]","[c]"
"In post","2021","White","Internal Audit","West Midlands (England)","West Midlands","25","25","[c]","[c]"
"In post","2021","White","Internal Audit","Yorkshire and The Humber","North Yorkshire","10","10","[c]","[c]"
"In post","2021","White","Internal Audit","Yorkshire and The Humber","South Yorkshire","15","15","[c]","[c]"
"In post","2021","White","Internal Audit","Yorkshire and The Humber","West Yorkshire","20","20","[c]","[c]"
"In post","2021","White","International Trade","East Midlands (England)","Derbyshire and Nottinghamshire","10","10","[c]","[c]"
"In post","2021","White","International Trade","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2021","White","International Trade","East of England","East Anglia","[c]","[c]","[c]","[c]"
"In post","2021","White","International Trade","East of England","Essex","[c]","[c]","[c]","[c]"
"In post","2021","White","International Trade","London","Inner London - East","[c]","[c]","[c]","[c]"
"In post","2021","White","International Trade","London","Inner London - West","515","505","50140","51970"
"In post","2021","White","International Trade","London","Outer London - South","5","5","[c]","[c]"
"In post","2021","White","International Trade","London","Outer London - West and North West","[c]","[c]","[c]","[c]"
"In post","2021","White","International Trade","North East (England)","Northumberland and Tyne and Wear","[c]","[c]","[c]","[c]"
"In post","2021","White","International Trade","North East (England)","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"In post","2021","White","International Trade","North West (England)","Greater Manchester","15","15","[c]","[c]"
"In post","2021","White","International Trade","North West (England)","Merseyside","15","15","[c]","[c]"
"In post","2021","White","International Trade","Northern Ireland","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","White","International Trade","Overseas","Overseas","95","95","55110","54470"
"In post","2021","White","International Trade","Scotland","Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2021","White","International Trade","Scotland","North Eastern Scotland","[c]","[c]","[c]","[c]"
