"Status","Year","Ethnicity","Parent_department","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2021","Mixed","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Welsh Government","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Attorney General's Departments","10","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Cabinet Office","15","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Chancellor's other departments","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Charity Commission","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Department for Business, Energy and Industrial Strategy","10","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Department for Education","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Department for Environment, Food and Rural Affairs","10","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Department for International Trade","5","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Department for Transport","10","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Department for Work and Pensions","160","[c]","28160","28430"
"New entrant CS","2021","Other ethnicity","Department of Health and Social Care","15","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","ESTYN","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Food Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","HM Land Registry","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","HM Revenue and Customs","10","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","HM Treasury","5","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Home Office","5","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Ministry of Defence","30","[c]","26670","23000"
"New entrant CS","2021","Other ethnicity","Ministry of Housing, Communities and Local Government","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Ministry of Justice","35","[c]","25700","24020"
"New entrant CS","2021","Other ethnicity","National Crime Agency","5","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Northern Ireland Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Office for Standards in Education","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Office of Rail and Road","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Other Cabinet Office Agencies","15","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Scotland Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Scottish Government","5","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","The National Archives","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","UK Export Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","UK Supreme Court","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Wales Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Welsh Government","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Attorney General's Departments","10","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Cabinet Office","25","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Chancellor's other departments","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Competition and Markets Authority","5","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Department for Business, Energy and Industrial Strategy","25","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Department for Digital, Culture, Media and Sport","5","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Department for Education","5","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Department for Environment, Food and Rural Affairs","45","[c]","31120","29180"
"New entrant CS","2021","Undeclared","Department for International Trade","50","[c]","19720","18200"
"New entrant CS","2021","Undeclared","Department for Transport","20","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Department for Work and Pensions","320","[c]","27350","27570"
"New entrant CS","2021","Undeclared","Department of Health and Social Care","115","[c]","36460","31370"
"New entrant CS","2021","Undeclared","Food Standards Agency","5","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","HM Land Registry","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","HM Revenue and Customs","15","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","HM Treasury","35","[c]","36610","32320"
"New entrant CS","2021","Undeclared","Home Office","5","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Ministry of Defence","80","[c]","32230","28650"
"New entrant CS","2021","Undeclared","Ministry of Housing, Communities and Local Government","5","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Ministry of Justice","90","[c]","25770","22850"
"New entrant CS","2021","Undeclared","National Crime Agency","45","[c]","30740","28250"
"New entrant CS","2021","Undeclared","Office of Gas and Electricity Markets","10","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Other Cabinet Office Agencies","10","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Scottish Government","15","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","UK Export Finance","5","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","UK Supreme Court","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","United Kingdom Statistics Authority","30","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Welsh Government","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Attorney General's Departments","160","[c]","32460","26970"
"New entrant CS","2021","Unknown","Cabinet Office","1045","[c]","40830","28000"
"New entrant CS","2021","Unknown","Chancellor's other departments","5","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Charity Commission","25","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Department for Business, Energy and Industrial Strategy","525","[c]","29330","24250"
"New entrant CS","2021","Unknown","Department for Digital, Culture, Media and Sport","45","[c]","41770","34020"
"New entrant CS","2021","Unknown","Department for Education","295","[c]","36220","32940"
"New entrant CS","2021","Unknown","Department for Environment, Food and Rural Affairs","380","[c]","32790","29180"
"New entrant CS","2021","Unknown","Department for International Trade","100","[c]","38710","32120"
"New entrant CS","2021","Unknown","Department for Transport","555","[c]","29800","26580"
"New entrant CS","2021","Unknown","Department for Work and Pensions","1830","[c]","27820","27570"
"New entrant CS","2021","Unknown","Department of Health and Social Care","850","[c]","40800","32790"
"New entrant CS","2021","Unknown","Food Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","HM Land Registry","265","[c]","26300","22350"
"New entrant CS","2021","Unknown","HM Revenue and Customs","3395","[c]","24200","20140"
"New entrant CS","2021","Unknown","HM Treasury","30","[c]","38150","35320"
"New entrant CS","2021","Unknown","Home Office","1430","[c]","31490","25770"
"New entrant CS","2021","Unknown","Ministry of Defence","785","[c]","29920","25540"
"New entrant CS","2021","Unknown","Ministry of Housing, Communities and Local Government","95","[c]","36130","33210"
"New entrant CS","2021","Unknown","Ministry of Justice","3485","[c]","24470","22680"
"New entrant CS","2021","Unknown","National Crime Agency","125","[c]","37670","36200"
"New entrant CS","2021","Unknown","Northern Ireland Office","10","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Office of Rail and Road","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Other Cabinet Office Agencies","25","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Scotland Office","15","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Scottish Government","1015","[c]","31030","26160"
"New entrant CS","2021","Unknown","The National Archives","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","UK Export Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","United Kingdom Statistics Authority","255","[c]","30820","29540"
"New entrant CS","2021","Unknown","Wales Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Water Services Regulation Authority","15","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Welsh Government","35","[c]","27460","20500"
"New entrant CS","2021","White","Attorney General's Departments","645","[c]","36580","38000"
"New entrant CS","2021","White","Cabinet Office","480","[c]","38020","34550"
"New entrant CS","2021","White","Chancellor's other departments","30","[c]","42530","35710"
"New entrant CS","2021","White","Charity Commission","30","[c]","[c]","[c]"
"New entrant CS","2021","White","Competition and Markets Authority","45","[c]","50910","53530"
"New entrant CS","2021","White","Department for Business, Energy and Industrial Strategy","760","[c]","35410","33570"
"New entrant CS","2021","White","Department for Digital, Culture, Media and Sport","255","[c]","39560","34020"
"New entrant CS","2021","White","Department for Education","370","[c]","35660","32870"
"New entrant CS","2021","White","Department for Environment, Food and Rural Affairs","1020","[c]","32540","29180"
"New entrant CS","2021","White","Department for International Trade","175","[c]","37050","31800"
"New entrant CS","2021","White","Department for Transport","670","[c]","32020","29970"
"New entrant CS","2021","White","Department for Work and Pensions","10700","[c]","26180","27570"
"New entrant CS","2021","White","Department of Health and Social Care","1685","[c]","36000","32330"
"New entrant CS","2021","White","ESTYN","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","Food Standards Agency","75","[c]","34630","32350"
"New entrant CS","2021","White","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","HM Land Registry","375","[c]","25930","22350"
"New entrant CS","2021","White","HM Revenue and Customs","1575","[c]","25680","20880"
"New entrant CS","2021","White","HM Treasury","295","[c]","33340","28500"
"New entrant CS","2021","White","Home Office","550","[c]","31580","24890"
"New entrant CS","2021","White","Ministry of Defence","3015","[c]","30080","26350"
"New entrant CS","2021","White","Ministry of Housing, Communities and Local Government","240","[c]","38480","33210"
"New entrant CS","2021","White","Ministry of Justice","4275","[c]","24460","22850"
"New entrant CS","2021","White","National Crime Agency","775","[c]","34000","32770"
"New entrant CS","2021","White","Northern Ireland Office","10","[c]","[c]","[c]"
"New entrant CS","2021","White","Office for Standards in Education","145","[c]","50630","46360"
"New entrant CS","2021","White","Office of Gas and Electricity Markets","235","[c]","33890","26000"
"New entrant CS","2021","White","Office of Qualifications and Examinations Regulation","25","[c]","[c]","[c]"
"New entrant CS","2021","White","Office of Rail and Road","25","[c]","[c]","[c]"
"New entrant CS","2021","White","Other Cabinet Office Agencies","140","[c]","38470","34800"
"New entrant CS","2021","White","Scotland Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","Scottish Government","980","[c]","29450","26160"
"New entrant CS","2021","White","The National Archives","45","[c]","32460","30930"
"New entrant CS","2021","White","UK Export Finance","50","[c]","46590","44080"
"New entrant CS","2021","White","UK Supreme Court","10","[c]","[c]","[c]"
"New entrant CS","2021","White","United Kingdom Statistics Authority","690","[c]","32050","29540"
"New entrant CS","2021","White","Wales Office","10","[c]","[c]","[c]"
"New entrant CS","2021","White","Water Services Regulation Authority","20","[c]","[c]","[c]"
"New entrant CS","2021","White","Welsh Government","155","[c]","28290","25030"
"Notes","Summary figures are suppressed when information relates to less than 5 civil servants for FTE or Headcount, and less than 10 civil servants for median and mean salary (shown as [c]). Zero responses and salaries for less than 30 civil servants have been suppressed for GPDR special category data. FTE figures are not shown for entrants or leavers due to data quality concerns for these groups. Figures are rounded to the nearest 5, or £10 as appropriate.","","","","","",""
"Data source","All figures are aggregated from the Cabinet Office Annual Civil Service Employment Survey collection. https://www.gov.uk/government/collections/civil-service-statistics","","","","","",""
"Version","Generated on 2023-02-14, with GIT 71a76ea.","","","","","",""
"Data column","Description","","","","","",""
"Status","Employment status of the civil servants.","","","","","",""
"","In post - includes staff that were in post on the reference date (31 March).","","","","","",""
"","New entrant CS - includes new entrants to the Civil Service over the year (1 April to 31 March).","","","","","",""
"","Leaver CS - includes leavers from the Civil Service over the year (1 April to 31 March). This includes employees who have an Unknown leaving cause.","","","","","",""
"","Leaver Dept. - includes leavers from the department over the year (1 April to 31 March), who did not leave the Civil Service.","","","","","",""
"","Five organisations do not report when their employees first entered the Civil Service and so entrants data for these organisations is not available . These are as follows: Foreign Commonwealth and Development Office (excl. agencies), Foreign Commonwealth and Development Office Services, Defence Electronics and Components Agency, Scottish Forestry and Forest and Land Scotland. A further three organisations also could not provide entrants data in 2021. These are as follows: Department for International Development, Foreign and Commonwealth Office (excl. agencies) and Royal Fleet Auxiliary.","","","","","",""
"Year","Year of data collection (as at 31 March).","","","","","",""
"Parent_department","Government Department, total figures for both Ministerial and Non-Ministerial Departments include all of their Executive Agencies.","","","","","",""
"Ethnicity","Self reported ethnicity. ""Undeclared"" accounts for employees who have actively declared that they do not want to disclose their ethnicity and ""Unknown"" accounts for employees who have not made an active declaration about their ethnicity.","","","","","",""
"","For consistency with Civil Service Statistics, 'Chinese' is shown separately in the 2021 figures, but counted within 'Asian' from 2022 onwards.","","","","","",""
"Headcount","Total number of civil servants (rounded to nearest 5).","","","","","",""
"FTE","Total full-time equivalent (FTE) employment numbers (rounded to nearest 5).","","","","","",""
"","FTE figures are not shown for entrants or leavers due to data quality concerns for these groups.","","","","","",""
"Mean_salary","Average salary (mean, rounded to nearest £10). For part-time employees, salaries represent the full-time equivalent earnings, while for full-time employees they are the actual annual gross salaries.","","","","","",""
"","These figures should be interpreted with caution when the total number of employees in a group is small, as they will tend to show more variability than larger groups (i.e. may be much higher or lower than can be explained by the data shown).","","","","","",""
"Median_salary","Median salary (rounded to nearest £10). For part-time employees, salaries represent the full-time equivalent earnings, while for full-time employees they are the actual annual gross salaries.","","","","","",""
"","These figures should be interpreted with caution when the total number of employees in a group is small, as they will tend to show more variability than larger groups (i.e. may be much higher or lower than can be explained by the data shown).","","","","","",""
