"Status","Year","Age","Parent_department","Responsibility_level_ungrouped","Sex","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2021","20-29","Department for International Trade","AO","Female","30","[c]","18430","18200"
"New entrant CS","2021","20-29","Department for International Trade","AO","Male","20","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Department for International Trade","EO","Female","30","[c]","25720","26250"
"New entrant CS","2021","20-29","Department for International Trade","EO","Male","25","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Department for International Trade","G6","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Department for International Trade","G6","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Department for International Trade","G7","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Department for International Trade","G7","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Department for International Trade","HEO","Female","55","[c]","31680","31800"
"New entrant CS","2021","20-29","Department for International Trade","HEO","Male","60","[c]","31410","31800"
"New entrant CS","2021","20-29","Department for International Trade","SEO","Female","10","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Department for International Trade","SEO","Male","10","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Department for Transport","AA","Female","30","[c]","18060","18060"
"New entrant CS","2021","20-29","Department for Transport","AA","Male","25","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Department for Transport","AO","Female","75","[c]","22230","21590"
"New entrant CS","2021","20-29","Department for Transport","AO","Male","75","[c]","23130","21590"
"New entrant CS","2021","20-29","Department for Transport","EO","Female","85","[c]","26970","29800"
"New entrant CS","2021","20-29","Department for Transport","EO","Male","85","[c]","27300","26130"
"New entrant CS","2021","20-29","Department for Transport","G6","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Department for Transport","G6","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Department for Transport","G7","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Department for Transport","G7","Male","5","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Department for Transport","HEO","Female","90","[c]","32030","34710"
"New entrant CS","2021","20-29","Department for Transport","HEO","Male","100","[c]","32190","34710"
"New entrant CS","2021","20-29","Department for Transport","SEO","Female","15","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Department for Transport","SEO","Male","15","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Department for Work and Pensions","AA","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Department for Work and Pensions","AA","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Department for Work and Pensions","AO","Female","1175","[c]","21710","21010"
"New entrant CS","2021","20-29","Department for Work and Pensions","AO","Male","1125","[c]","21540","21010"
"New entrant CS","2021","20-29","Department for Work and Pensions","EO","Female","2275","[c]","28850","27570"
"New entrant CS","2021","20-29","Department for Work and Pensions","EO","Male","1330","[c]","28670","27570"
"New entrant CS","2021","20-29","Department for Work and Pensions","G7","Female","10","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Department for Work and Pensions","G7","Male","5","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Department for Work and Pensions","HEO","Female","85","[c]","32840","31990"
"New entrant CS","2021","20-29","Department for Work and Pensions","HEO","Male","90","[c]","33310","31990"
"New entrant CS","2021","20-29","Department for Work and Pensions","SEO","Female","15","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Department for Work and Pensions","SEO","Male","25","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Department of Health and Social Care","AA","Female","25","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Department of Health and Social Care","AA","Male","10","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Department of Health and Social Care","AA","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Department of Health and Social Care","AO","Female","180","[c]","20790","19630"
"New entrant CS","2021","20-29","Department of Health and Social Care","AO","Male","85","[c]","20610","19630"
"New entrant CS","2021","20-29","Department of Health and Social Care","EO","Female","265","[c]","25850","26880"
"New entrant CS","2021","20-29","Department of Health and Social Care","EO","Male","115","[c]","25990","27140"
"New entrant CS","2021","20-29","Department of Health and Social Care","EO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Department of Health and Social Care","G6","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Department of Health and Social Care","G6","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Department of Health and Social Care","G7","Female","25","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Department of Health and Social Care","G7","Male","25","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Department of Health and Social Care","HEO","Female","340","[c]","31660","32640"
"New entrant CS","2021","20-29","Department of Health and Social Care","HEO","Male","165","[c]","31670","32790"
"New entrant CS","2021","20-29","Department of Health and Social Care","HEO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Department of Health and Social Care","SCS level","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Department of Health and Social Care","SCS level","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Department of Health and Social Care","SEO","Female","90","[c]","39280","40070"
"New entrant CS","2021","20-29","Department of Health and Social Care","SEO","Male","45","[c]","39400","40650"
"New entrant CS","2021","20-29","Department of Health and Social Care","SEO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","ESTYN","AO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","ESTYN","AO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Food Standards Agency","AO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Food Standards Agency","AO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Food Standards Agency","EO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Food Standards Agency","EO","Male","5","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Food Standards Agency","HEO","Female","10","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Food Standards Agency","HEO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Food Standards Agency","SEO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Food Standards Agency","SEO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","HM Land Registry","AA","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","HM Land Registry","AA","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","HM Land Registry","AO","Female","135","[c]","22430","22350"
"New entrant CS","2021","20-29","HM Land Registry","AO","Male","115","[c]","22570","22350"
"New entrant CS","2021","20-29","HM Land Registry","EO","Female","10","[c]","[c]","[c]"
"New entrant CS","2021","20-29","HM Land Registry","EO","Male","15","[c]","[c]","[c]"
"New entrant CS","2021","20-29","HM Land Registry","G7","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","HM Land Registry","G7","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","HM Land Registry","HEO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","HM Land Registry","HEO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","HM Land Registry","SEO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","HM Land Registry","SEO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","HM Revenue and Customs","AO","Female","785","[c]","20290","20140"
"New entrant CS","2021","20-29","HM Revenue and Customs","AO","Male","700","[c]","20320","20140"
"New entrant CS","2021","20-29","HM Revenue and Customs","EO","Female","265","[c]","25820","25560"
"New entrant CS","2021","20-29","HM Revenue and Customs","EO","Male","325","[c]","25670","25560"
"New entrant CS","2021","20-29","HM Revenue and Customs","G6","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","HM Revenue and Customs","G6","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","HM Revenue and Customs","G7","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","HM Revenue and Customs","G7","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","HM Revenue and Customs","HEO","Female","135","[c]","32710","31810"
"New entrant CS","2021","20-29","HM Revenue and Customs","HEO","Male","165","[c]","33060","31810"
"New entrant CS","2021","20-29","HM Revenue and Customs","SEO","Female","20","[c]","[c]","[c]"
"New entrant CS","2021","20-29","HM Revenue and Customs","SEO","Male","5","[c]","[c]","[c]"
"New entrant CS","2021","20-29","HM Revenue and Customs","Unknown","Female","70","[c]","[c]","[c]"
"New entrant CS","2021","20-29","HM Revenue and Customs","Unknown","Male","40","[c]","[c]","[c]"
"New entrant CS","2021","20-29","HM Treasury","AO","Female","15","[c]","[c]","[c]"
"New entrant CS","2021","20-29","HM Treasury","AO","Male","15","[c]","[c]","[c]"
"New entrant CS","2021","20-29","HM Treasury","EO","Female","25","[c]","[c]","[c]"
"New entrant CS","2021","20-29","HM Treasury","EO","Male","15","[c]","[c]","[c]"
"New entrant CS","2021","20-29","HM Treasury","G7","Female","5","[c]","[c]","[c]"
"New entrant CS","2021","20-29","HM Treasury","G7","Male","15","[c]","[c]","[c]"
"New entrant CS","2021","20-29","HM Treasury","HEO","Female","105","[c]","31360","29250"
"New entrant CS","2021","20-29","HM Treasury","HEO","Male","110","[c]","30960","28500"
"New entrant CS","2021","20-29","HM Treasury","SEO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","HM Treasury","SEO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Home Office","AA","Female","25","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Home Office","AA","Male","30","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Home Office","AO","Female","140","[c]","22000","21430"
"New entrant CS","2021","20-29","Home Office","AO","Male","145","[c]","21890","21430"
"New entrant CS","2021","20-29","Home Office","EO","Female","185","[c]","27310","28650"
"New entrant CS","2021","20-29","Home Office","EO","Male","185","[c]","26720","24890"
"New entrant CS","2021","20-29","Home Office","G7","Female","20","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Home Office","G7","Male","20","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Home Office","HEO","Female","65","[c]","34650","35050"
"New entrant CS","2021","20-29","Home Office","HEO","Male","95","[c]","34400","35050"
"New entrant CS","2021","20-29","Home Office","SEO","Female","35","[c]","42070","41950"
"New entrant CS","2021","20-29","Home Office","SEO","Male","25","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Home Office","Unknown","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Home Office","Unknown","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Ministry of Defence","AA","Female","75","[c]","19260","19560"
"New entrant CS","2021","20-29","Ministry of Defence","AA","Male","95","[c]","18910","19560"
"New entrant CS","2021","20-29","Ministry of Defence","AO","Female","195","[c]","21560","20920"
"New entrant CS","2021","20-29","Ministry of Defence","AO","Male","195","[c]","23000","23250"
"New entrant CS","2021","20-29","Ministry of Defence","EO","Female","170","[c]","24720","26350"
"New entrant CS","2021","20-29","Ministry of Defence","EO","Male","235","[c]","24230","26350"
"New entrant CS","2021","20-29","Ministry of Defence","G7","Female","5","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Ministry of Defence","G7","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Ministry of Defence","HEO","Female","95","[c]","31660","33000"
"New entrant CS","2021","20-29","Ministry of Defence","HEO","Male","140","[c]","32060","33000"
"New entrant CS","2021","20-29","Ministry of Defence","SEO","Female","20","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Ministry of Defence","SEO","Male","25","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Ministry of Defence","Unknown","Female","30","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Ministry of Defence","Unknown","Male","50","[c]","27420","27540"
"New entrant CS","2021","20-29","Ministry of Housing, Communities and Local Government","AA","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Ministry of Housing, Communities and Local Government","AA","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Ministry of Housing, Communities and Local Government","AO","Female","20","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Ministry of Housing, Communities and Local Government","AO","Male","15","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Ministry of Housing, Communities and Local Government","EO","Female","30","[c]","27470","27850"
"New entrant CS","2021","20-29","Ministry of Housing, Communities and Local Government","EO","Male","25","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Ministry of Housing, Communities and Local Government","G6","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Ministry of Housing, Communities and Local Government","G6","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Ministry of Housing, Communities and Local Government","G7","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Ministry of Housing, Communities and Local Government","G7","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Ministry of Housing, Communities and Local Government","HEO","Female","40","[c]","31560","33210"
"New entrant CS","2021","20-29","Ministry of Housing, Communities and Local Government","HEO","Male","30","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Ministry of Housing, Communities and Local Government","SCS level","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Ministry of Housing, Communities and Local Government","SCS level","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Ministry of Housing, Communities and Local Government","SEO","Female","10","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Ministry of Housing, Communities and Local Government","SEO","Male","5","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Ministry of Justice","AA","Female","410","[c]","20050","20600"
"New entrant CS","2021","20-29","Ministry of Justice","AA","Male","245","[c]","20090","20600"
"New entrant CS","2021","20-29","Ministry of Justice","AO","Female","1180","[c]","22850","22680"
"New entrant CS","2021","20-29","Ministry of Justice","AO","Male","945","[c]","23860","22850"
"New entrant CS","2021","20-29","Ministry of Justice","EO","Female","200","[c]","24320","24620"
"New entrant CS","2021","20-29","Ministry of Justice","EO","Male","85","[c]","24330","24440"
"New entrant CS","2021","20-29","Ministry of Justice","G7","Female","10","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Ministry of Justice","G7","Male","5","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Ministry of Justice","HEO","Female","175","[c]","28610","28600"
"New entrant CS","2021","20-29","Ministry of Justice","HEO","Male","100","[c]","29600","30850"
"New entrant CS","2021","20-29","Ministry of Justice","SEO","Female","60","[c]","37820","36800"
"New entrant CS","2021","20-29","Ministry of Justice","SEO","Male","35","[c]","38420","36800"
"New entrant CS","2021","20-29","Ministry of Justice","Unknown","Female","600","[c]","22720","22920"
"New entrant CS","2021","20-29","Ministry of Justice","Unknown","Male","110","[c]","22760","22920"
"New entrant CS","2021","20-29","National Crime Agency","AO","Female","30","[c]","22040","20800"
"New entrant CS","2021","20-29","National Crime Agency","AO","Male","10","[c]","[c]","[c]"
"New entrant CS","2021","20-29","National Crime Agency","EO","Female","185","[c]","30140","30640"
"New entrant CS","2021","20-29","National Crime Agency","EO","Male","125","[c]","30020","28840"
"New entrant CS","2021","20-29","National Crime Agency","G7","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","National Crime Agency","G7","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","National Crime Agency","HEO","Female","20","[c]","[c]","[c]"
"New entrant CS","2021","20-29","National Crime Agency","HEO","Male","15","[c]","[c]","[c]"
"New entrant CS","2021","20-29","National Crime Agency","SEO","Female","5","[c]","[c]","[c]"
"New entrant CS","2021","20-29","National Crime Agency","SEO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Northern Ireland Office","AO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Northern Ireland Office","AO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Northern Ireland Office","EO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Northern Ireland Office","EO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Northern Ireland Office","G7","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Northern Ireland Office","G7","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Northern Ireland Office","HEO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Northern Ireland Office","HEO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Northern Ireland Office","SEO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Northern Ireland Office","SEO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Office for Standards in Education","AA","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Office for Standards in Education","AA","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Office for Standards in Education","AO","Female","10","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Office for Standards in Education","AO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Office for Standards in Education","EO","Female","5","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Office for Standards in Education","EO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Office for Standards in Education","HEO","Female","10","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Office for Standards in Education","HEO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Office for Standards in Education","SEO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Office for Standards in Education","SEO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Office of Gas and Electricity Markets","AO","Female","20","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Office of Gas and Electricity Markets","AO","Male","15","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Office of Gas and Electricity Markets","EO","Female","40","[c]","24620","23450"
"New entrant CS","2021","20-29","Office of Gas and Electricity Markets","EO","Male","40","[c]","25240","25750"
"New entrant CS","2021","20-29","Office of Gas and Electricity Markets","G6","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Office of Gas and Electricity Markets","G6","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Office of Gas and Electricity Markets","G7","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Office of Gas and Electricity Markets","G7","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Office of Gas and Electricity Markets","HEO","Female","15","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Office of Gas and Electricity Markets","HEO","Male","10","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Office of Gas and Electricity Markets","SEO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Office of Gas and Electricity Markets","SEO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Office of Qualifications and Examinations Regulation","AA","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Office of Qualifications and Examinations Regulation","AA","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Office of Qualifications and Examinations Regulation","EO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Office of Qualifications and Examinations Regulation","EO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Office of Qualifications and Examinations Regulation","G7","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Office of Qualifications and Examinations Regulation","G7","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Office of Qualifications and Examinations Regulation","HEO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Office of Qualifications and Examinations Regulation","HEO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Office of Rail and Road","AO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Office of Rail and Road","AO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Office of Rail and Road","EO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Office of Rail and Road","EO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Office of Rail and Road","G7","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Office of Rail and Road","G7","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Office of Rail and Road","HEO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Office of Rail and Road","HEO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Other Cabinet Office Agencies","AO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Other Cabinet Office Agencies","AO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Other Cabinet Office Agencies","EO","Female","10","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Other Cabinet Office Agencies","EO","Male","10","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Other Cabinet Office Agencies","G6","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Other Cabinet Office Agencies","G6","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Other Cabinet Office Agencies","G7","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Other Cabinet Office Agencies","G7","Male","5","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Other Cabinet Office Agencies","HEO","Female","5","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Other Cabinet Office Agencies","HEO","Male","5","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Other Cabinet Office Agencies","SEO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Other Cabinet Office Agencies","SEO","Male","10","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Scotland Office","AA","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Scotland Office","AA","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Scotland Office","AO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Scotland Office","AO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Scotland Office","EO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Scotland Office","EO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Scotland Office","HEO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Scotland Office","HEO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Scotland Office","SEO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Scotland Office","SEO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Scottish Government","AA","Female","95","[c]","19960","20060"
"New entrant CS","2021","20-29","Scottish Government","AA","Male","80","[c]","19890","20060"
"New entrant CS","2021","20-29","Scottish Government","AO","Female","125","[c]","21520","20810"
"New entrant CS","2021","20-29","Scottish Government","AO","Male","85","[c]","21740","20810"
"New entrant CS","2021","20-29","Scottish Government","EO","Female","95","[c]","26240","26160"
"New entrant CS","2021","20-29","Scottish Government","EO","Male","45","[c]","26130","26160"
"New entrant CS","2021","20-29","Scottish Government","G7","Female","15","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Scottish Government","G7","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Scottish Government","HEO","Female","75","[c]","31070","30650"
"New entrant CS","2021","20-29","Scottish Government","HEO","Male","40","[c]","31670","30650"
"New entrant CS","2021","20-29","Scottish Government","SEO","Female","25","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Scottish Government","SEO","Male","20","[c]","[c]","[c]"
"New entrant CS","2021","20-29","The National Archives","AA","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","The National Archives","AA","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","The National Archives","AO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","The National Archives","AO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","The National Archives","EO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","The National Archives","EO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","The National Archives","HEO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","The National Archives","HEO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","The National Archives","SEO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","The National Archives","SEO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","UK Export Finance","AO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","UK Export Finance","AO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","UK Export Finance","EO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","UK Export Finance","EO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","UK Export Finance","G7","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","UK Export Finance","G7","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","UK Export Finance","HEO","Female","5","[c]","[c]","[c]"
"New entrant CS","2021","20-29","UK Export Finance","HEO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","UK Export Finance","SEO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","UK Export Finance","SEO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","UK Supreme Court","EO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","UK Supreme Court","EO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","UK Supreme Court","SEO","Female","5","[c]","[c]","[c]"
"New entrant CS","2021","20-29","UK Supreme Court","SEO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","United Kingdom Statistics Authority","AA","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","United Kingdom Statistics Authority","AA","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","United Kingdom Statistics Authority","AO","Female","40","[c]","19510","19130"
"New entrant CS","2021","20-29","United Kingdom Statistics Authority","AO","Male","40","[c]","19360","19130"
"New entrant CS","2021","20-29","United Kingdom Statistics Authority","AO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","United Kingdom Statistics Authority","EO","Female","60","[c]","23690","23050"
"New entrant CS","2021","20-29","United Kingdom Statistics Authority","EO","Male","40","[c]","23550","23050"
"New entrant CS","2021","20-29","United Kingdom Statistics Authority","EO","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2021","20-29","United Kingdom Statistics Authority","G6","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","United Kingdom Statistics Authority","G6","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","United Kingdom Statistics Authority","G6","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","United Kingdom Statistics Authority","G7","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","United Kingdom Statistics Authority","G7","Male","5","[c]","[c]","[c]"
"New entrant CS","2021","20-29","United Kingdom Statistics Authority","HEO","Female","145","[c]","30910","29540"
"New entrant CS","2021","20-29","United Kingdom Statistics Authority","HEO","Male","95","[c]","31040","29540"
"New entrant CS","2021","20-29","United Kingdom Statistics Authority","HEO","Unknown","10","[c]","[c]","[c]"
"New entrant CS","2021","20-29","United Kingdom Statistics Authority","SEO","Female","30","[c]","37730","37020"
"New entrant CS","2021","20-29","United Kingdom Statistics Authority","SEO","Male","15","[c]","[c]","[c]"
