"Status","Year","Profession_of_post","Responsibility_level_grouped","Sex","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2021","Project Delivery","Unknown","Female","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","Unknown","Female","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","Unknown","Male","Heterosexual / straight","30","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","Unknown","Male","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","Unknown","Male","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","Unknown","Male","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","Unknown","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","Unknown","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","AA/AO","Female","Heterosexual / straight","25","[c]","[c]","[c]"
"New entrant CS","2021","Property","AA/AO","Female","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","AA/AO","Female","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","AA/AO","Female","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2021","Property","AA/AO","Male","Heterosexual / straight","25","[c]","[c]","[c]"
"New entrant CS","2021","Property","AA/AO","Male","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","AA/AO","Male","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","AA/AO","Male","Unknown","15","[c]","[c]","[c]"
"New entrant CS","2021","Property","AA/AO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","AA/AO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","EO","Female","Heterosexual / straight","30","[c]","25800","26240"
"New entrant CS","2021","Property","EO","Female","LGBO","5","[c]","[c]","[c]"
"New entrant CS","2021","Property","EO","Female","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","EO","Female","Unknown","15","[c]","[c]","[c]"
"New entrant CS","2021","Property","EO","Male","Heterosexual / straight","45","[c]","25870","26140"
"New entrant CS","2021","Property","EO","Male","LGBO","5","[c]","[c]","[c]"
"New entrant CS","2021","Property","EO","Male","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","EO","Male","Unknown","25","[c]","[c]","[c]"
"New entrant CS","2021","Property","EO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","EO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","G6/G7","Female","Heterosexual / straight","10","[c]","[c]","[c]"
"New entrant CS","2021","Property","G6/G7","Female","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","G6/G7","Female","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","G6/G7","Female","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","G6/G7","Male","Heterosexual / straight","35","[c]","57460","54540"
"New entrant CS","2021","Property","G6/G7","Male","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","G6/G7","Male","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","G6/G7","Male","Unknown","15","[c]","[c]","[c]"
"New entrant CS","2021","Property","G6/G7","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","G6/G7","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","G6/G7","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","SCS level","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","SCS level","Female","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","SCS level","Female","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","SCS level","Female","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","SCS level","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","SCS level","Male","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","SCS level","Male","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","SCS level","Male","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","SCS level","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","SCS level","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","SEO/HEO","Female","Heterosexual / straight","55","[c]","35080","33000"
"New entrant CS","2021","Property","SEO/HEO","Female","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","SEO/HEO","Female","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","SEO/HEO","Female","Unknown","15","[c]","[c]","[c]"
"New entrant CS","2021","Property","SEO/HEO","Male","Heterosexual / straight","110","[c]","34510","33300"
"New entrant CS","2021","Property","SEO/HEO","Male","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","SEO/HEO","Male","Undeclared","5","[c]","[c]","[c]"
"New entrant CS","2021","Property","SEO/HEO","Male","Unknown","25","[c]","[c]","[c]"
"New entrant CS","2021","Property","SEO/HEO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","SEO/HEO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","Unknown","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","Unknown","Female","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","Unknown","Female","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","Unknown","Female","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","Unknown","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","Unknown","Male","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","Unknown","Male","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","Unknown","Male","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","Unknown","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","Unknown","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Psychology","AA/AO","Female","Heterosexual / straight","5","[c]","[c]","[c]"
"New entrant CS","2021","Psychology","AA/AO","Female","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Psychology","AA/AO","Female","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Psychology","AA/AO","Female","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Psychology","AA/AO","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Psychology","AA/AO","Male","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Psychology","AA/AO","Male","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Psychology","AA/AO","Male","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Psychology","AA/AO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Psychology","AA/AO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Psychology","EO","Female","Heterosexual / straight","30","[c]","24930","24620"
"New entrant CS","2021","Psychology","EO","Female","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Psychology","EO","Female","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Psychology","EO","Female","Unknown","20","[c]","[c]","[c]"
"New entrant CS","2021","Psychology","EO","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Psychology","EO","Male","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Psychology","EO","Male","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Psychology","EO","Male","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Psychology","EO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Psychology","EO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Psychology","G6/G7","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Psychology","G6/G7","Female","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Psychology","G6/G7","Female","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Psychology","G6/G7","Female","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Psychology","G6/G7","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Psychology","G6/G7","Male","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Psychology","G6/G7","Male","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Psychology","G6/G7","Male","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Psychology","G6/G7","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Psychology","G6/G7","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Psychology","SEO/HEO","Female","Heterosexual / straight","20","[c]","[c]","[c]"
"New entrant CS","2021","Psychology","SEO/HEO","Female","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Psychology","SEO/HEO","Female","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Psychology","SEO/HEO","Female","Unknown","20","[c]","[c]","[c]"
"New entrant CS","2021","Psychology","SEO/HEO","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Psychology","SEO/HEO","Male","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Psychology","SEO/HEO","Male","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Psychology","SEO/HEO","Male","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Psychology","SEO/HEO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Psychology","SEO/HEO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Science and Engineering","AA/AO","Female","Heterosexual / straight","80","[c]","21540","21050"
"New entrant CS","2021","Science and Engineering","AA/AO","Female","LGBO","15","[c]","[c]","[c]"
"New entrant CS","2021","Science and Engineering","AA/AO","Female","Undeclared","10","[c]","[c]","[c]"
"New entrant CS","2021","Science and Engineering","AA/AO","Female","Unknown","15","[c]","[c]","[c]"
"New entrant CS","2021","Science and Engineering","AA/AO","Male","Heterosexual / straight","70","[c]","20090","20500"
"New entrant CS","2021","Science and Engineering","AA/AO","Male","LGBO","5","[c]","[c]","[c]"
"New entrant CS","2021","Science and Engineering","AA/AO","Male","Undeclared","10","[c]","[c]","[c]"
"New entrant CS","2021","Science and Engineering","AA/AO","Male","Unknown","30","[c]","[c]","[c]"
"New entrant CS","2021","Science and Engineering","AA/AO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Science and Engineering","AA/AO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Science and Engineering","EO","Female","Heterosexual / straight","80","[c]","25490","26370"
"New entrant CS","2021","Science and Engineering","EO","Female","LGBO","15","[c]","[c]","[c]"
"New entrant CS","2021","Science and Engineering","EO","Female","Undeclared","10","[c]","[c]","[c]"
"New entrant CS","2021","Science and Engineering","EO","Female","Unknown","15","[c]","[c]","[c]"
"New entrant CS","2021","Science and Engineering","EO","Male","Heterosexual / straight","90","[c]","26700","27210"
"New entrant CS","2021","Science and Engineering","EO","Male","LGBO","15","[c]","[c]","[c]"
"New entrant CS","2021","Science and Engineering","EO","Male","Undeclared","5","[c]","[c]","[c]"
"New entrant CS","2021","Science and Engineering","EO","Male","Unknown","65","[c]","21020","16780"
"New entrant CS","2021","Science and Engineering","EO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Science and Engineering","EO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Science and Engineering","G6/G7","Female","Heterosexual / straight","35","[c]","55150","52610"
"New entrant CS","2021","Science and Engineering","G6/G7","Female","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Science and Engineering","G6/G7","Female","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Science and Engineering","G6/G7","Female","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2021","Science and Engineering","G6/G7","Male","Heterosexual / straight","25","[c]","[c]","[c]"
"New entrant CS","2021","Science and Engineering","G6/G7","Male","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Science and Engineering","G6/G7","Male","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Science and Engineering","G6/G7","Male","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2021","Science and Engineering","G6/G7","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Science and Engineering","G6/G7","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Science and Engineering","SCS level","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Science and Engineering","SCS level","Female","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Science and Engineering","SCS level","Female","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Science and Engineering","SCS level","Female","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Science and Engineering","SCS level","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Science and Engineering","SCS level","Male","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Science and Engineering","SCS level","Male","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Science and Engineering","SCS level","Male","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Science and Engineering","SCS level","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Science and Engineering","SCS level","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Science and Engineering","SEO/HEO","Female","Heterosexual / straight","255","[c]","34620","33800"
"New entrant CS","2021","Science and Engineering","SEO/HEO","Female","LGBO","25","[c]","[c]","[c]"
"New entrant CS","2021","Science and Engineering","SEO/HEO","Female","Undeclared","35","[c]","35840","36330"
"New entrant CS","2021","Science and Engineering","SEO/HEO","Female","Unknown","25","[c]","[c]","[c]"
"New entrant CS","2021","Science and Engineering","SEO/HEO","Male","Heterosexual / straight","190","[c]","35330","33000"
"New entrant CS","2021","Science and Engineering","SEO/HEO","Male","LGBO","10","[c]","[c]","[c]"
"New entrant CS","2021","Science and Engineering","SEO/HEO","Male","Undeclared","20","[c]","[c]","[c]"
"New entrant CS","2021","Science and Engineering","SEO/HEO","Male","Unknown","40","[c]","34200","33000"
"New entrant CS","2021","Science and Engineering","SEO/HEO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Science and Engineering","SEO/HEO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Science and Engineering","Unknown","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Science and Engineering","Unknown","Female","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Science and Engineering","Unknown","Female","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Science and Engineering","Unknown","Female","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Science and Engineering","Unknown","Male","Heterosexual / straight","50","[c]","36710","33000"
"New entrant CS","2021","Science and Engineering","Unknown","Male","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Science and Engineering","Unknown","Male","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Science and Engineering","Unknown","Male","Unknown","25","[c]","[c]","[c]"
"New entrant CS","2021","Science and Engineering","Unknown","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Science and Engineering","Unknown","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Security","AA/AO","Female","Heterosexual / straight","55","[c]","21730","19560"
"New entrant CS","2021","Security","AA/AO","Female","LGBO","10","[c]","[c]","[c]"
"New entrant CS","2021","Security","AA/AO","Female","Undeclared","5","[c]","[c]","[c]"
"New entrant CS","2021","Security","AA/AO","Female","Unknown","30","[c]","23160","21450"
"New entrant CS","2021","Security","AA/AO","Male","Heterosexual / straight","260","[c]","24600","22650"
"New entrant CS","2021","Security","AA/AO","Male","LGBO","10","[c]","[c]","[c]"
"New entrant CS","2021","Security","AA/AO","Male","Undeclared","15","[c]","[c]","[c]"
"New entrant CS","2021","Security","AA/AO","Male","Unknown","160","[c]","27450","25540"
"New entrant CS","2021","Security","AA/AO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Security","AA/AO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Security","EO","Female","Heterosexual / straight","20","[c]","[c]","[c]"
"New entrant CS","2021","Security","EO","Female","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Security","EO","Female","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Security","EO","Female","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2021","Security","EO","Male","Heterosexual / straight","35","[c]","28060","26250"
"New entrant CS","2021","Security","EO","Male","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Security","EO","Male","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Security","EO","Male","Unknown","20","[c]","[c]","[c]"
"New entrant CS","2021","Security","EO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Security","EO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Security","G6/G7","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Security","G6/G7","Female","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Security","G6/G7","Female","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Security","G6/G7","Female","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Security","G6/G7","Male","Heterosexual / straight","5","[c]","[c]","[c]"
"New entrant CS","2021","Security","G6/G7","Male","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Security","G6/G7","Male","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Security","G6/G7","Male","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2021","Security","G6/G7","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Security","G6/G7","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Security","SEO/HEO","Female","Heterosexual / straight","20","[c]","[c]","[c]"
"New entrant CS","2021","Security","SEO/HEO","Female","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Security","SEO/HEO","Female","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Security","SEO/HEO","Female","Unknown","10","[c]","[c]","[c]"
"New entrant CS","2021","Security","SEO/HEO","Male","Heterosexual / straight","35","[c]","36270","36720"
"New entrant CS","2021","Security","SEO/HEO","Male","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Security","SEO/HEO","Male","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Security","SEO/HEO","Male","Unknown","20","[c]","[c]","[c]"
"New entrant CS","2021","Security","SEO/HEO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Security","SEO/HEO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Security","SEO/HEO","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Security","Unknown","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Security","Unknown","Female","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Security","Unknown","Female","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Security","Unknown","Female","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Security","Unknown","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Security","Unknown","Male","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Security","Unknown","Male","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Security","Unknown","Male","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Security","Unknown","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Security","Unknown","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Social Research","AA/AO","Female","Heterosexual / straight","5","[c]","[c]","[c]"
"New entrant CS","2021","Social Research","AA/AO","Female","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Social Research","AA/AO","Female","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Social Research","AA/AO","Female","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Social Research","AA/AO","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Social Research","AA/AO","Male","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Social Research","AA/AO","Male","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Social Research","AA/AO","Male","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Social Research","AA/AO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Social Research","AA/AO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Social Research","EO","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Social Research","EO","Female","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Social Research","EO","Female","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Social Research","EO","Female","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Social Research","EO","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Social Research","EO","Male","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Social Research","EO","Male","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Social Research","EO","Male","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Social Research","EO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Social Research","EO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Social Research","G6/G7","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Social Research","G6/G7","Female","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Social Research","G6/G7","Female","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Social Research","G6/G7","Female","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Social Research","G6/G7","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Social Research","G6/G7","Male","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Social Research","G6/G7","Male","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Social Research","G6/G7","Male","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Social Research","G6/G7","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Social Research","G6/G7","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Social Research","G6/G7","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Social Research","SCS level","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Social Research","SCS level","Female","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Social Research","SCS level","Female","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Social Research","SCS level","Female","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Social Research","SCS level","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Social Research","SCS level","Male","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Social Research","SCS level","Male","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Social Research","SCS level","Male","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Social Research","SCS level","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Social Research","SCS level","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Social Research","SEO/HEO","Female","Heterosexual / straight","90","[c]","33630","32540"
"New entrant CS","2021","Social Research","SEO/HEO","Female","LGBO","10","[c]","[c]","[c]"
"New entrant CS","2021","Social Research","SEO/HEO","Female","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Social Research","SEO/HEO","Female","Unknown","25","[c]","[c]","[c]"
"New entrant CS","2021","Social Research","SEO/HEO","Male","Heterosexual / straight","35","[c]","33280","32540"
"New entrant CS","2021","Social Research","SEO/HEO","Male","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Social Research","SEO/HEO","Male","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Social Research","SEO/HEO","Male","Unknown","10","[c]","[c]","[c]"
"New entrant CS","2021","Social Research","SEO/HEO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Social Research","SEO/HEO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Social Research","SEO/HEO","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Statistics","AA/AO","Female","Heterosexual / straight","5","[c]","[c]","[c]"
"New entrant CS","2021","Statistics","AA/AO","Female","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Statistics","AA/AO","Female","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Statistics","AA/AO","Female","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2021","Statistics","AA/AO","Male","Heterosexual / straight","5","[c]","[c]","[c]"
"New entrant CS","2021","Statistics","AA/AO","Male","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Statistics","AA/AO","Male","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Statistics","AA/AO","Male","Unknown","10","[c]","[c]","[c]"
"New entrant CS","2021","Statistics","AA/AO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Statistics","AA/AO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Statistics","AA/AO","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Statistics","EO","Female","Heterosexual / straight","30","[c]","[c]","[c]"
"New entrant CS","2021","Statistics","EO","Female","LGBO","5","[c]","[c]","[c]"
"New entrant CS","2021","Statistics","EO","Female","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Statistics","EO","Female","Unknown","10","[c]","[c]","[c]"
"New entrant CS","2021","Statistics","EO","Male","Heterosexual / straight","20","[c]","[c]","[c]"
"New entrant CS","2021","Statistics","EO","Male","LGBO","5","[c]","[c]","[c]"
"New entrant CS","2021","Statistics","EO","Male","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Statistics","EO","Male","Unknown","15","[c]","[c]","[c]"
