"Status","Year","Ethnicity","Profession_of_post","Responsibility_level_grouped","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2021","Black","Internal Audit","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Internal Audit","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","International Trade","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","International Trade","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","International Trade","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","International Trade","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","International Trade","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Knowledge and Information Management","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Knowledge and Information Management","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Knowledge and Information Management","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Knowledge and Information Management","SEO/HEO","5","[c]","[c]","[c]"
"New entrant CS","2021","Black","Knowledge and Information Management","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Legal","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Legal","EO","5","[c]","[c]","[c]"
"New entrant CS","2021","Black","Legal","G6/G7","10","[c]","[c]","[c]"
"New entrant CS","2021","Black","Legal","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Legal","SEO/HEO","15","[c]","[c]","[c]"
"New entrant CS","2021","Black","Medicine","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Medicine","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Medicine","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Medicine","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Medicine","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Operational Delivery","AA/AO","230","[c]","23500","22680"
"New entrant CS","2021","Black","Operational Delivery","EO","85","[c]","26370","26410"
"New entrant CS","2021","Black","Operational Delivery","G6/G7","20","[c]","[c]","[c]"
"New entrant CS","2021","Black","Operational Delivery","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Operational Delivery","SEO/HEO","100","[c]","34500","32900"
"New entrant CS","2021","Black","Operational Delivery","Unknown","100","[c]","24670","24020"
"New entrant CS","2021","Black","Operational Research","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Operational Research","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Operational Research","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Operational Research","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Operational Research","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Other","AA/AO","15","[c]","[c]","[c]"
"New entrant CS","2021","Black","Other","EO","25","[c]","[c]","[c]"
"New entrant CS","2021","Black","Other","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Other","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Other","SEO/HEO","10","[c]","[c]","[c]"
"New entrant CS","2021","Black","Other","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Planning","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Planning","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Planning","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Planning","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Planning","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Planning Inspectors","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Policy","AA/AO","5","[c]","[c]","[c]"
"New entrant CS","2021","Black","Policy","EO","30","[c]","[c]","[c]"
"New entrant CS","2021","Black","Policy","G6/G7","15","[c]","[c]","[c]"
"New entrant CS","2021","Black","Policy","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Policy","SEO/HEO","75","[c]","34520","33570"
"New entrant CS","2021","Black","Policy","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Project Delivery","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Project Delivery","EO","15","[c]","[c]","[c]"
"New entrant CS","2021","Black","Project Delivery","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Project Delivery","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Project Delivery","SEO/HEO","35","[c]","36810","37450"
"New entrant CS","2021","Black","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Property","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Property","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Property","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Property","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Property","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Property","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Psychology","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Psychology","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Psychology","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Psychology","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Science and Engineering","AA/AO","10","[c]","[c]","[c]"
"New entrant CS","2021","Black","Science and Engineering","EO","10","[c]","[c]","[c]"
"New entrant CS","2021","Black","Science and Engineering","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Science and Engineering","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Science and Engineering","SEO/HEO","35","[c]","34880","32330"
"New entrant CS","2021","Black","Science and Engineering","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Security","AA/AO","5","[c]","[c]","[c]"
"New entrant CS","2021","Black","Security","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Security","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Security","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Security","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Social Research","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Social Research","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Social Research","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Social Research","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Social Research","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Statistics","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Statistics","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Statistics","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Statistics","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Statistics","SEO/HEO","5","[c]","[c]","[c]"
"New entrant CS","2021","Black","Tax","AA/AO","30","[c]","20760","20140"
"New entrant CS","2021","Black","Tax","EO","10","[c]","[c]","[c]"
"New entrant CS","2021","Black","Tax","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Tax","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Unknown","AA/AO","335","[c]","23340","24180"
"New entrant CS","2021","Black","Unknown","EO","1110","[c]","29880","31060"
"New entrant CS","2021","Black","Unknown","G6/G7","15","[c]","[c]","[c]"
"New entrant CS","2021","Black","Unknown","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Unknown","SEO/HEO","55","[c]","35410","36100"
"New entrant CS","2021","Black","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Veterinarian","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Veterinarian","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Veterinarian","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Veterinarian","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Commercial","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Commercial","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Commercial","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Commercial","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Commercial","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Commercial","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Communications","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Communications","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Communications","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Communications","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Communications","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Corporate Finance","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Corporate Finance","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Corporate Finance","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Counter Fraud","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Counter Fraud","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Counter Fraud","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Counter Fraud","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Counter Fraud","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Digital, Data and Technology","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Digital, Data and Technology","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Digital, Data and Technology","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Digital, Data and Technology","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Digital, Data and Technology","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Digital, Data and Technology","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Economics","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Economics","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Economics","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Economics","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Finance","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Finance","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Finance","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Finance","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Finance","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Finance","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Human Resources","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Human Resources","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Human Resources","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Human Resources","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Human Resources","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Inspector of Education and Training","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Inspector of Education and Training","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Intelligence Analysis","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Intelligence Analysis","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Intelligence Analysis","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Intelligence Analysis","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Internal Audit","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Internal Audit","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Internal Audit","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Internal Audit","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Internal Audit","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","International Trade","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","International Trade","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","International Trade","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","International Trade","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","International Trade","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Knowledge and Information Management","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Knowledge and Information Management","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Knowledge and Information Management","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Knowledge and Information Management","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Knowledge and Information Management","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Legal","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Legal","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Legal","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Legal","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Legal","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Medicine","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Medicine","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Medicine","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Medicine","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Medicine","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Operational Delivery","AA/AO","5","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Operational Delivery","EO","5","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Operational Delivery","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Operational Delivery","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Operational Delivery","SEO/HEO","10","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Operational Delivery","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Operational Research","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Operational Research","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Operational Research","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Operational Research","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Operational Research","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Other","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Other","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Other","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Other","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Other","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Other","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Planning","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Planning","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Planning","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Planning","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Planning","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Planning Inspectors","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Policy","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Policy","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Policy","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Policy","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Policy","SEO/HEO","10","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Policy","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Project Delivery","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Project Delivery","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Project Delivery","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Project Delivery","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Project Delivery","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Property","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Property","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Property","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Property","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Property","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Property","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Psychology","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Psychology","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Psychology","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Psychology","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Science and Engineering","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Science and Engineering","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Science and Engineering","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Science and Engineering","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Science and Engineering","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Science and Engineering","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Security","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Security","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Security","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Security","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Security","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Social Research","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Social Research","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Social Research","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Social Research","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Social Research","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Statistics","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Statistics","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Statistics","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Statistics","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Statistics","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Tax","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Tax","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Tax","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Tax","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Unknown","AA/AO","15","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Unknown","EO","25","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Unknown","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Unknown","SEO/HEO","5","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Veterinarian","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Veterinarian","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Veterinarian","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Veterinarian","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Commercial","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Commercial","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Commercial","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Commercial","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Commercial","SEO/HEO","5","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Commercial","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Communications","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Communications","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Communications","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Communications","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Communications","SEO/HEO","5","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Corporate Finance","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Corporate Finance","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Corporate Finance","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Counter Fraud","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Counter Fraud","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Counter Fraud","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Counter Fraud","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Counter Fraud","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Digital, Data and Technology","AA/AO","5","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Digital, Data and Technology","EO","10","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Digital, Data and Technology","G6/G7","10","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Digital, Data and Technology","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Digital, Data and Technology","SEO/HEO","15","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Digital, Data and Technology","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Economics","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Economics","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Economics","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Economics","SEO/HEO","15","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Finance","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Finance","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Finance","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Finance","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Finance","SEO/HEO","10","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Finance","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Human Resources","AA/AO","5","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Human Resources","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Human Resources","G6/G7","5","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Human Resources","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Human Resources","SEO/HEO","10","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Inspector of Education and Training","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Inspector of Education and Training","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Intelligence Analysis","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Intelligence Analysis","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Intelligence Analysis","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Intelligence Analysis","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Internal Audit","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Internal Audit","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Internal Audit","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Internal Audit","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Internal Audit","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","International Trade","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","International Trade","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","International Trade","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","International Trade","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","International Trade","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Knowledge and Information Management","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Knowledge and Information Management","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Knowledge and Information Management","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Knowledge and Information Management","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Knowledge and Information Management","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Legal","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Legal","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Legal","G6/G7","10","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Legal","SCS level","[c]","[c]","[c]","[c]"
