"Status","Year","Organisation","Parent_department","Profession_of_post","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2021","Valuation Office Agency","HM Revenue and Customs","Property","20","[c]","30370","25860"
"Leaver Dept.","2021","Valuation Office Agency","HM Revenue and Customs","Statistics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Vehicle Certification Agency","Department for Transport","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Vehicle Certification Agency","Department for Transport","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Wales Office","Wales Office","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Wales Office","Wales Office","Economics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Wales Office","Wales Office","International Trade","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Wales Office","Wales Office","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Wales Office","Wales Office","Policy","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Water Services Regulation Authority","Water Services Regulation Authority","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Water Services Regulation Authority","Water Services Regulation Authority","Economics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Welsh Government (excl. agencies)","Welsh Government","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Welsh Government (excl. agencies)","Welsh Government","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Welsh Government (excl. agencies)","Welsh Government","Economics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Welsh Government (excl. agencies)","Welsh Government","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Welsh Government (excl. agencies)","Welsh Government","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Welsh Government (excl. agencies)","Welsh Government","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Welsh Government (excl. agencies)","Welsh Government","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Welsh Government (excl. agencies)","Welsh Government","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Welsh Government (excl. agencies)","Welsh Government","Policy","10","[c]","37820","37410"
"Leaver Dept.","2021","Welsh Government (excl. agencies)","Welsh Government","Statistics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Welsh Revenue Authority","Welsh Government","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Welsh Revenue Authority","Welsh Government","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Welsh Revenue Authority","Welsh Government","Tax","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Welsh Revenue Authority","Welsh Government","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Wilton Park","Foreign, Commonwealth and Development Office","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Wilton Park","Foreign, Commonwealth and Development Office","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Accountant in Bankruptcy","Scottish Government","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Advisory, Conciliation and Arbitration Service","Department for Business, Energy and Industrial Strategy","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Advisory, Conciliation and Arbitration Service","Department for Business, Energy and Industrial Strategy","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Advisory, Conciliation and Arbitration Service","Department for Business, Energy and Industrial Strategy","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Advisory, Conciliation and Arbitration Service","Department for Business, Energy and Industrial Strategy","Human Resources","5","[c]","[c]","[c]"
"New entrant CS","2021","Advisory, Conciliation and Arbitration Service","Department for Business, Energy and Industrial Strategy","Operational Delivery","145","[c]","25640","24250"
"New entrant CS","2021","Advisory, Conciliation and Arbitration Service","Department for Business, Energy and Industrial Strategy","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","Operational Delivery","400","[c]","24480","24370"
"New entrant CS","2021","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","Science and Engineering","55","[c]","27530","24370"
"New entrant CS","2021","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2021","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","Veterinarian","20","[c]","32360","35900"
"New entrant CS","2021","Attorney General's Office","Attorney General's Departments","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Attorney General's Office","Attorney General's Departments","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Cabinet Office (excl. agencies)","Cabinet Office","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Cabinet Office (excl. agencies)","Cabinet Office","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Cabinet Office (excl. agencies)","Cabinet Office","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Cabinet Office (excl. agencies)","Cabinet Office","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Cabinet Office (excl. agencies)","Cabinet Office","Operational Delivery","15","[c]","36130","37300"
"New entrant CS","2021","Cabinet Office (excl. agencies)","Cabinet Office","Other","5","[c]","[c]","[c]"
"New entrant CS","2021","Cabinet Office (excl. agencies)","Cabinet Office","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Cabinet Office (excl. agencies)","Cabinet Office","Unknown","1705","[c]","39790","28000"
"New entrant CS","2021","Centre for Environment, Fisheries and Aquaculture Science","Department for Environment, Food and Rural Affairs","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Centre for Environment, Fisheries and Aquaculture Science","Department for Environment, Food and Rural Affairs","Corporate Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Centre for Environment, Fisheries and Aquaculture Science","Department for Environment, Food and Rural Affairs","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Centre for Environment, Fisheries and Aquaculture Science","Department for Environment, Food and Rural Affairs","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Centre for Environment, Fisheries and Aquaculture Science","Department for Environment, Food and Rural Affairs","Science and Engineering","20","[c]","29500","29270"
"New entrant CS","2021","Charity Commission","Charity Commission","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Charity Commission","Charity Commission","Digital, Data and Technology","5","[c]","[c]","[c]"
"New entrant CS","2021","Charity Commission","Charity Commission","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Charity Commission","Charity Commission","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Charity Commission","Charity Commission","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Charity Commission","Charity Commission","Operational Delivery","5","[c]","[c]","[c]"
"New entrant CS","2021","Charity Commission","Charity Commission","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Charity Commission","Charity Commission","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Charity Commission","Charity Commission","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Charity Commission","Charity Commission","Unknown","30","[c]","33870","29160"
"New entrant CS","2021","Companies House","Department for Business, Energy and Industrial Strategy","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Companies House","Department for Business, Energy and Industrial Strategy","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Companies House","Department for Business, Energy and Industrial Strategy","Digital, Data and Technology","25","[c]","37530","36070"
"New entrant CS","2021","Companies House","Department for Business, Energy and Industrial Strategy","Finance","5","[c]","[c]","[c]"
"New entrant CS","2021","Companies House","Department for Business, Energy and Industrial Strategy","Human Resources","5","[c]","[c]","[c]"
"New entrant CS","2021","Companies House","Department for Business, Energy and Industrial Strategy","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Companies House","Department for Business, Energy and Industrial Strategy","Operational Delivery","20","[c]","21720","19850"
"New entrant CS","2021","Companies House","Department for Business, Energy and Industrial Strategy","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Companies House","Department for Business, Energy and Industrial Strategy","Project Delivery","5","[c]","[c]","[c]"
"New entrant CS","2021","Competition and Markets Authority","Competition and Markets Authority","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Competition and Markets Authority","Competition and Markets Authority","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Competition and Markets Authority","Competition and Markets Authority","Digital, Data and Technology","10","[c]","[c]","[c]"
"New entrant CS","2021","Competition and Markets Authority","Competition and Markets Authority","Economics","5","[c]","[c]","[c]"
"New entrant CS","2021","Competition and Markets Authority","Competition and Markets Authority","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Competition and Markets Authority","Competition and Markets Authority","Legal","20","[c]","53840","53530"
"New entrant CS","2021","Competition and Markets Authority","Competition and Markets Authority","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Competition and Markets Authority","Competition and Markets Authority","Project Delivery","25","[c]","45930","36000"
"New entrant CS","2021","Competition and Markets Authority","Competition and Markets Authority","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Criminal Injuries Compensation Authority","Ministry of Justice","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Criminal Injuries Compensation Authority","Ministry of Justice","Operational Delivery","20","[c]","26060","26550"
"New entrant CS","2021","Crown Commercial Service","Other Cabinet Office Agencies","Commercial","55","[c]","31800","30000"
"New entrant CS","2021","Crown Commercial Service","Other Cabinet Office Agencies","Digital, Data and Technology","40","[c]","42070","40000"
"New entrant CS","2021","Crown Commercial Service","Other Cabinet Office Agencies","Finance","5","[c]","[c]","[c]"
"New entrant CS","2021","Crown Commercial Service","Other Cabinet Office Agencies","Human Resources","5","[c]","[c]","[c]"
"New entrant CS","2021","Crown Commercial Service","Other Cabinet Office Agencies","Operational Delivery","55","[c]","33840","27770"
"New entrant CS","2021","Crown Commercial Service","Other Cabinet Office Agencies","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Crown Office and Procurator Fiscal Service","Scottish Government","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Crown Office and Procurator Fiscal Service","Scottish Government","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Crown Office and Procurator Fiscal Service","Scottish Government","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Crown Office and Procurator Fiscal Service","Scottish Government","Legal","30","[c]","33550","33550"
"New entrant CS","2021","Crown Office and Procurator Fiscal Service","Scottish Government","Operational Delivery","110","[c]","22090","20760"
"New entrant CS","2021","Crown Office and Procurator Fiscal Service","Scottish Government","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Crown Prosecution Service","Attorney General's Departments","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Crown Prosecution Service","Attorney General's Departments","Communications","5","[c]","[c]","[c]"
"New entrant CS","2021","Crown Prosecution Service","Attorney General's Departments","Digital, Data and Technology","5","[c]","[c]","[c]"
"New entrant CS","2021","Crown Prosecution Service","Attorney General's Departments","Finance","5","[c]","[c]","[c]"
"New entrant CS","2021","Crown Prosecution Service","Attorney General's Departments","Human Resources","5","[c]","[c]","[c]"
"New entrant CS","2021","Crown Prosecution Service","Attorney General's Departments","Legal","345","[c]","44830","48080"
"New entrant CS","2021","Crown Prosecution Service","Attorney General's Departments","Operational Delivery","350","[c]","21520","20120"
"New entrant CS","2021","Crown Prosecution Service","Attorney General's Departments","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Debt Management Office","HM Treasury","Digital, Data and Technology","5","[c]","[c]","[c]"
"New entrant CS","2021","Debt Management Office","HM Treasury","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Debt Management Office","HM Treasury","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Defence Equipment and Support","Ministry of Defence","Commercial","45","[c]","37470","41000"
"New entrant CS","2021","Defence Equipment and Support","Ministry of Defence","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Defence Equipment and Support","Ministry of Defence","Digital, Data and Technology","55","[c]","41650","45000"
"New entrant CS","2021","Defence Equipment and Support","Ministry of Defence","Finance","60","[c]","26910","24000"
"New entrant CS","2021","Defence Equipment and Support","Ministry of Defence","Human Resources","30","[c]","36580","35000"
"New entrant CS","2021","Defence Equipment and Support","Ministry of Defence","Knowledge and Information Management","30","[c]","30040","30000"
"New entrant CS","2021","Defence Equipment and Support","Ministry of Defence","Other","190","[c]","27860","23230"
"New entrant CS","2021","Defence Equipment and Support","Ministry of Defence","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Defence Equipment and Support","Ministry of Defence","Project Delivery","115","[c]","36490","34000"
"New entrant CS","2021","Defence Equipment and Support","Ministry of Defence","Property","10","[c]","[c]","[c]"
"New entrant CS","2021","Defence Equipment and Support","Ministry of Defence","Science and Engineering","190","[c]","30690","28770"
"New entrant CS","2021","Defence Equipment and Support","Ministry of Defence","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Defence Science and Technology Laboratory","Ministry of Defence","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Defence Science and Technology Laboratory","Ministry of Defence","Communications","5","[c]","[c]","[c]"
"New entrant CS","2021","Defence Science and Technology Laboratory","Ministry of Defence","Digital, Data and Technology","5","[c]","[c]","[c]"
"New entrant CS","2021","Defence Science and Technology Laboratory","Ministry of Defence","Economics","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Defence Science and Technology Laboratory","Ministry of Defence","Finance","5","[c]","[c]","[c]"
"New entrant CS","2021","Defence Science and Technology Laboratory","Ministry of Defence","Human Resources","20","[c]","25220","22780"
"New entrant CS","2021","Defence Science and Technology Laboratory","Ministry of Defence","Intelligence Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Defence Science and Technology Laboratory","Ministry of Defence","Operational Delivery","5","[c]","[c]","[c]"
"New entrant CS","2021","Defence Science and Technology Laboratory","Ministry of Defence","Operational Research","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Defence Science and Technology Laboratory","Ministry of Defence","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Defence Science and Technology Laboratory","Ministry of Defence","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Defence Science and Technology Laboratory","Ministry of Defence","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Defence Science and Technology Laboratory","Ministry of Defence","Science and Engineering","150","[c]","29200","26480"
"New entrant CS","2021","Defence Science and Technology Laboratory","Ministry of Defence","Security","15","[c]","42130","40000"
"New entrant CS","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","Department for Business, Energy and Industrial Strategy","Communications","20","[c]","40020","38620"
"New entrant CS","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","Department for Business, Energy and Industrial Strategy","Digital, Data and Technology","10","[c]","[c]","[c]"
"New entrant CS","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","Department for Business, Energy and Industrial Strategy","Economics","45","[c]","32280","33570"
"New entrant CS","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","Department for Business, Energy and Industrial Strategy","Finance","10","[c]","49130","48890"
"New entrant CS","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","Department for Business, Energy and Industrial Strategy","Human Resources","5","[c]","[c]","[c]"
"New entrant CS","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","Department for Business, Energy and Industrial Strategy","Operational Delivery","80","[c]","37300","33570"
"New entrant CS","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","Department for Business, Energy and Industrial Strategy","Operational Research","5","[c]","[c]","[c]"
"New entrant CS","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","Department for Business, Energy and Industrial Strategy","Policy","525","[c]","38140","33570"
"New entrant CS","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","Department for Business, Energy and Industrial Strategy","Project Delivery","15","[c]","50430","38390"
"New entrant CS","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","Department for Business, Energy and Industrial Strategy","Security","5","[c]","[c]","[c]"
"New entrant CS","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","Department for Business, Energy and Industrial Strategy","Statistics","5","[c]","[c]","[c]"
"New entrant CS","2021","Department for Digital, Culture, Media and Sport","Department for Digital, Culture, Media and Sport","Commercial","5","[c]","[c]","[c]"
"New entrant CS","2021","Department for Digital, Culture, Media and Sport","Department for Digital, Culture, Media and Sport","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Digital, Culture, Media and Sport","Department for Digital, Culture, Media and Sport","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Digital, Culture, Media and Sport","Department for Digital, Culture, Media and Sport","Digital, Data and Technology","5","[c]","[c]","[c]"
"New entrant CS","2021","Department for Digital, Culture, Media and Sport","Department for Digital, Culture, Media and Sport","Economics","15","[c]","41990","42020"
"New entrant CS","2021","Department for Digital, Culture, Media and Sport","Department for Digital, Culture, Media and Sport","Finance","15","[c]","49850","53520"
"New entrant CS","2021","Department for Digital, Culture, Media and Sport","Department for Digital, Culture, Media and Sport","Human Resources","15","[c]","33690","31600"
"New entrant CS","2021","Department for Digital, Culture, Media and Sport","Department for Digital, Culture, Media and Sport","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Digital, Culture, Media and Sport","Department for Digital, Culture, Media and Sport","Operational Research","5","[c]","[c]","[c]"
"New entrant CS","2021","Department for Digital, Culture, Media and Sport","Department for Digital, Culture, Media and Sport","Policy","255","[c]","37600","34020"
"New entrant CS","2021","Department for Digital, Culture, Media and Sport","Department for Digital, Culture, Media and Sport","Project Delivery","65","[c]","41440","34020"
"New entrant CS","2021","Department for Digital, Culture, Media and Sport","Department for Digital, Culture, Media and Sport","Social Research","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Digital, Culture, Media and Sport","Department for Digital, Culture, Media and Sport","Statistics","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Education (excl. agencies)","Department for Education","Commercial","20","[c]","31470","29360"
"New entrant CS","2021","Department for Education (excl. agencies)","Department for Education","Communications","70","[c]","29870","28500"
"New entrant CS","2021","Department for Education (excl. agencies)","Department for Education","Digital, Data and Technology","75","[c]","39450","36500"
"New entrant CS","2021","Department for Education (excl. agencies)","Department for Education","Finance","40","[c]","32810","29360"
"New entrant CS","2021","Department for Education (excl. agencies)","Department for Education","Human Resources","30","[c]","27840","25000"
"New entrant CS","2021","Department for Education (excl. agencies)","Department for Education","Legal","5","[c]","[c]","[c]"
"New entrant CS","2021","Department for Education (excl. agencies)","Department for Education","Operational Delivery","50","[c]","30730","28500"
"New entrant CS","2021","Department for Education (excl. agencies)","Department for Education","Policy","275","[c]","36480","32940"
"New entrant CS","2021","Department for Education (excl. agencies)","Department for Education","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Education (excl. agencies)","Department for Education","Property","50","[c]","44430","49860"
"New entrant CS","2021","Department for Education (excl. agencies)","Department for Education","Security","5","[c]","[c]","[c]"
"New entrant CS","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","Commercial","15","[c]","38300","35900"
"New entrant CS","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","Communications","40","[c]","32310","29180"
"New entrant CS","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","Digital, Data and Technology","140","[c]","39630","35900"
"New entrant CS","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","Economics","40","[c]","32510","31500"
"New entrant CS","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","Finance","50","[c]","40960","37870"
"New entrant CS","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","Human Resources","25","[c]","34190","32000"
"New entrant CS","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","Operational Delivery","20","[c]","28290","29180"
"New entrant CS","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","Operational Research","5","[c]","[c]","[c]"
"New entrant CS","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","Policy","585","[c]","36460","32560"
"New entrant CS","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","Project Delivery","40","[c]","39790","35900"
"New entrant CS","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","Property","45","[c]","39600","29180"
"New entrant CS","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","Science and Engineering","10","[c]","33140","29920"
"New entrant CS","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","Social Research","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","Statistics","5","[c]","[c]","[c]"
"New entrant CS","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2021","Department for International Trade","Department for International Trade","Commercial","5","[c]","[c]","[c]"
"New entrant CS","2021","Department for International Trade","Department for International Trade","Communications","15","[c]","31160","26250"
"New entrant CS","2021","Department for International Trade","Department for International Trade","Digital, Data and Technology","50","[c]","45290","43000"
"New entrant CS","2021","Department for International Trade","Department for International Trade","Economics","55","[c]","30150","31800"
"New entrant CS","2021","Department for International Trade","Department for International Trade","Finance","5","[c]","[c]","[c]"
"New entrant CS","2021","Department for International Trade","Department for International Trade","Human Resources","20","[c]","30230","29470"
"New entrant CS","2021","Department for International Trade","Department for International Trade","International Trade","140","[c]","33280","31800"
"New entrant CS","2021","Department for International Trade","Department for International Trade","Knowledge and Information Management","5","[c]","[c]","[c]"
"New entrant CS","2021","Department for International Trade","Department for International Trade","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for International Trade","Department for International Trade","Operational Delivery","10","[c]","[c]","[c]"
"New entrant CS","2021","Department for International Trade","Department for International Trade","Operational Research","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for International Trade","Department for International Trade","Other","25","[c]","36950","28000"
"New entrant CS","2021","Department for International Trade","Department for International Trade","Planning","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for International Trade","Department for International Trade","Policy","40","[c]","33440","31800"
"New entrant CS","2021","Department for International Trade","Department for International Trade","Project Delivery","5","[c]","[c]","[c]"
"New entrant CS","2021","Department for International Trade","Department for International Trade","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for International Trade","Department for International Trade","Social Research","5","[c]","[c]","[c]"
"New entrant CS","2021","Department for International Trade","Department for International Trade","Statistics","5","[c]","[c]","[c]"
"New entrant CS","2021","Department for Transport (excl. agencies)","Department for Transport","Commercial","30","[c]","43840","34710"
"New entrant CS","2021","Department for Transport (excl. agencies)","Department for Transport","Communications","25","[c]","42270","42470"
"New entrant CS","2021","Department for Transport (excl. agencies)","Department for Transport","Corporate Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Transport (excl. agencies)","Department for Transport","Digital, Data and Technology","15","[c]","41100","38650"
"New entrant CS","2021","Department for Transport (excl. agencies)","Department for Transport","Economics","45","[c]","30870","29640"
"New entrant CS","2021","Department for Transport (excl. agencies)","Department for Transport","Finance","15","[c]","46510","45620"
"New entrant CS","2021","Department for Transport (excl. agencies)","Department for Transport","Human Resources","10","[c]","46870","48770"
"New entrant CS","2021","Department for Transport (excl. agencies)","Department for Transport","International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Transport (excl. agencies)","Department for Transport","Operational Delivery","10","[c]","29710","29970"
"New entrant CS","2021","Department for Transport (excl. agencies)","Department for Transport","Operational Research","5","[c]","[c]","[c]"
"New entrant CS","2021","Department for Transport (excl. agencies)","Department for Transport","Other","65","[c]","34380","29970"
"New entrant CS","2021","Department for Transport (excl. agencies)","Department for Transport","Policy","140","[c]","35250","34710"
"New entrant CS","2021","Department for Transport (excl. agencies)","Department for Transport","Project Delivery","70","[c]","37620","34710"
"New entrant CS","2021","Department for Transport (excl. agencies)","Department for Transport","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Transport (excl. agencies)","Department for Transport","Science and Engineering","10","[c]","[c]","[c]"
"New entrant CS","2021","Department for Transport (excl. agencies)","Department for Transport","Security","10","[c]","31940","34710"
"New entrant CS","2021","Department for Transport (excl. agencies)","Department for Transport","Social Research","10","[c]","41210","42470"
"New entrant CS","2021","Department for Transport (excl. agencies)","Department for Transport","Statistics","30","[c]","35510","34710"
"New entrant CS","2021","Department for Transport (excl. agencies)","Department for Transport","Unknown","55","[c]","37910","31070"
"New entrant CS","2021","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Unknown","16980","[c]","26790","27570"
"New entrant CS","2021","Department of Health and Social Care (excl. agencies)","Department of Health and Social Care","Commercial","75","[c]","45600","40650"
"New entrant CS","2021","Department of Health and Social Care (excl. agencies)","Department of Health and Social Care","Communications","55","[c]","40450","27270"
"New entrant CS","2021","Department of Health and Social Care (excl. agencies)","Department of Health and Social Care","Digital, Data and Technology","50","[c]","38260","32790"
"New entrant CS","2021","Department of Health and Social Care (excl. agencies)","Department of Health and Social Care","Economics","35","[c]","32540","32790"
"New entrant CS","2021","Department of Health and Social Care (excl. agencies)","Department of Health and Social Care","Finance","115","[c]","35340","32790"
"New entrant CS","2021","Department of Health and Social Care (excl. agencies)","Department of Health and Social Care","Human Resources","50","[c]","30060","27270"
"New entrant CS","2021","Department of Health and Social Care (excl. agencies)","Department of Health and Social Care","Intelligence Analysis","65","[c]","51160","53360"
"New entrant CS","2021","Department of Health and Social Care (excl. agencies)","Department of Health and Social Care","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department of Health and Social Care (excl. agencies)","Department of Health and Social Care","Medicine","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department of Health and Social Care (excl. agencies)","Department of Health and Social Care","Operational Delivery","30","[c]","34180","31390"
"New entrant CS","2021","Department of Health and Social Care (excl. agencies)","Department of Health and Social Care","Operational Research","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department of Health and Social Care (excl. agencies)","Department of Health and Social Care","Policy","595","[c]","39320","32790"
"New entrant CS","2021","Department of Health and Social Care (excl. agencies)","Department of Health and Social Care","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department of Health and Social Care (excl. agencies)","Department of Health and Social Care","Property","5","[c]","[c]","[c]"
"New entrant CS","2021","Department of Health and Social Care (excl. agencies)","Department of Health and Social Care","Science and Engineering","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department of Health and Social Care (excl. agencies)","Department of Health and Social Care","Social Research","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department of Health and Social Care (excl. agencies)","Department of Health and Social Care","Statistics","5","[c]","[c]","[c]"
"New entrant CS","2021","Department of Health and Social Care (excl. agencies)","Department of Health and Social Care","Unknown","20","[c]","53170","53360"
"New entrant CS","2021","Disclosure Scotland","Scottish Government","Unknown","45","[c]","23650","20060"
"New entrant CS","2021","Driver and Vehicle Licensing Agency","Department for Transport","Commercial","5","[c]","[c]","[c]"
