"Status","Year","Age","Profession_of_post","Sex","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2021","65+","Policy","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","65+","Policy","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","65+","Property","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","65+","Property","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","65+","Science and Engineering","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","65+","Science and Engineering","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","65+","Unknown","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2021","65+","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Policy","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Policy","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Unknown","Female","65","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Unknown","Male","60","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Commercial","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Commercial","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Communications","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Communications","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Digital, Data and Technology","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Digital, Data and Technology","Male","5","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Digital, Data and Technology","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Economics","Female","15","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Economics","Male","10","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Finance","Female","10","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Finance","Male","10","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Human Resources","Female","5","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Human Resources","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","International Trade","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","International Trade","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Operational Delivery","Female","200","[c]","21080","20830"
"New entrant CS","2021","16-19","Operational Delivery","Male","115","[c]","21090","20810"
"New entrant CS","2021","16-19","Other","Female","15","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Other","Male","15","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Policy","Female","10","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Policy","Male","20","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Project Delivery","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Project Delivery","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Property","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Property","Male","10","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Science and Engineering","Female","10","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Science and Engineering","Male","45","[c]","17340","16780"
"New entrant CS","2021","16-19","Security","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Security","Male","10","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Statistics","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Statistics","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Tax","Female","55","[c]","20330","20140"
"New entrant CS","2021","16-19","Tax","Male","50","[c]","20450","20140"
"New entrant CS","2021","16-19","Unknown","Female","155","[c]","22440","21010"
"New entrant CS","2021","16-19","Unknown","Male","110","[c]","22290","21010"
"New entrant CS","2021","20-29","Commercial","Female","90","[c]","29700","26670"
"New entrant CS","2021","20-29","Commercial","Male","90","[c]","29320","27640"
"New entrant CS","2021","20-29","Communications","Female","155","[c]","29400","28500"
"New entrant CS","2021","20-29","Communications","Male","75","[c]","30860","28180"
"New entrant CS","2021","20-29","Communications","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Corporate Finance","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Corporate Finance","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Counter Fraud","Female","10","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Counter Fraud","Male","5","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Digital, Data and Technology","Female","200","[c]","30290","29360"
"New entrant CS","2021","20-29","Digital, Data and Technology","Male","345","[c]","31890","30650"
"New entrant CS","2021","20-29","Digital, Data and Technology","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Economics","Female","150","[c]","30640","31800"
"New entrant CS","2021","20-29","Economics","Male","265","[c]","31150","31810"
"New entrant CS","2021","20-29","Finance","Female","145","[c]","29050","27270"
"New entrant CS","2021","20-29","Finance","Male","110","[c]","30200","26750"
"New entrant CS","2021","20-29","Human Resources","Female","185","[c]","26610","26550"
"New entrant CS","2021","20-29","Human Resources","Male","75","[c]","28280","26910"
"New entrant CS","2021","20-29","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Inspector of Education and Training","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Inspector of Education and Training","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Intelligence Analysis","Female","30","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Intelligence Analysis","Male","40","[c]","32730","28700"
"New entrant CS","2021","20-29","Internal Audit","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Internal Audit","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","International Trade","Female","55","[c]","28500","31800"
"New entrant CS","2021","20-29","International Trade","Male","40","[c]","30570","31800"
"New entrant CS","2021","20-29","Knowledge and Information Management","Female","40","[c]","26170","26050"
"New entrant CS","2021","20-29","Knowledge and Information Management","Male","30","[c]","27660","26620"
"New entrant CS","2021","20-29","Legal","Female","220","[c]","34270","30850"
"New entrant CS","2021","20-29","Legal","Male","105","[c]","33480","29570"
"New entrant CS","2021","20-29","Medicine","Female","35","[c]","28850","24910"
"New entrant CS","2021","20-29","Medicine","Male","10","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Operational Delivery","Female","4425","[c]","23750","22850"
"New entrant CS","2021","20-29","Operational Delivery","Male","2810","[c]","24170","22850"
"New entrant CS","2021","20-29","Operational Delivery","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Operational Research","Female","40","[c]","31370","32540"
"New entrant CS","2021","20-29","Operational Research","Male","50","[c]","30380","31500"
"New entrant CS","2021","20-29","Operational Research","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Other","Female","415","[c]","25440","24490"
"New entrant CS","2021","20-29","Other","Male","300","[c]","25780","25000"
"New entrant CS","2021","20-29","Planning","Female","5","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Planning","Male","5","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Policy","Female","1115","[c]","32520","32560"
"New entrant CS","2021","20-29","Policy","Male","855","[c]","33560","32790"
"New entrant CS","2021","20-29","Policy","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Project Delivery","Female","205","[c]","30940","30730"
"New entrant CS","2021","20-29","Project Delivery","Male","165","[c]","31270","31810"
"New entrant CS","2021","20-29","Property","Female","75","[c]","27400","24920"
"New entrant CS","2021","20-29","Property","Male","90","[c]","28110","27880"
"New entrant CS","2021","20-29","Psychology","Female","75","[c]","25110","24620"
"New entrant CS","2021","20-29","Psychology","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Science and Engineering","Female","280","[c]","26740","26370"
"New entrant CS","2021","20-29","Science and Engineering","Male","295","[c]","26030","26480"
"New entrant CS","2021","20-29","Security","Female","65","[c]","23650","23090"
"New entrant CS","2021","20-29","Security","Male","165","[c]","24030","23540"
"New entrant CS","2021","20-29","Security","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Social Research","Female","105","[c]","31570","31810"
"New entrant CS","2021","20-29","Social Research","Male","35","[c]","32550","32540"
"New entrant CS","2021","20-29","Social Research","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Statistics","Female","125","[c]","30280","30000"
"New entrant CS","2021","20-29","Statistics","Male","110","[c]","30300","30100"
"New entrant CS","2021","20-29","Statistics","Unknown","10","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Tax","Female","775","[c]","22300","20140"
"New entrant CS","2021","20-29","Tax","Male","775","[c]","22560","20140"
"New entrant CS","2021","20-29","Unknown","Female","4685","[c]","27060","27570"
"New entrant CS","2021","20-29","Unknown","Male","3330","[c]","26410","27570"
"New entrant CS","2021","20-29","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Veterinarian","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Veterinarian","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Commercial","Female","65","[c]","39130","36660"
"New entrant CS","2021","30-39","Commercial","Male","60","[c]","40000","40500"
"New entrant CS","2021","30-39","Communications","Female","70","[c]","41230","39310"
"New entrant CS","2021","30-39","Communications","Male","45","[c]","41230","38660"
"New entrant CS","2021","30-39","Communications","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Corporate Finance","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Corporate Finance","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Counter Fraud","Female","5","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Counter Fraud","Male","5","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Digital, Data and Technology","Female","235","[c]","40550","38630"
"New entrant CS","2021","30-39","Digital, Data and Technology","Male","320","[c]","43490","39330"
"New entrant CS","2021","30-39","Economics","Female","15","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Economics","Male","15","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Economics","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Finance","Female","100","[c]","37080","33000"
"New entrant CS","2021","30-39","Finance","Male","85","[c]","38250","35850"
"New entrant CS","2021","30-39","Human Resources","Female","140","[c]","34910","30890"
"New entrant CS","2021","30-39","Human Resources","Male","45","[c]","36110","34020"
"New entrant CS","2021","30-39","Inspector of Education and Training","Female","10","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Inspector of Education and Training","Male","15","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Intelligence Analysis","Female","15","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Intelligence Analysis","Male","25","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Internal Audit","Female","10","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Internal Audit","Male","5","[c]","[c]","[c]"
"New entrant CS","2021","30-39","International Trade","Female","15","[c]","[c]","[c]"
"New entrant CS","2021","30-39","International Trade","Male","15","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Knowledge and Information Management","Female","15","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Knowledge and Information Management","Male","25","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Legal","Female","205","[c]","45120","48080"
"New entrant CS","2021","30-39","Legal","Male","115","[c]","43510","48040"
"New entrant CS","2021","30-39","Medicine","Female","90","[c]","44250","35000"
"New entrant CS","2021","30-39","Medicine","Male","30","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Operational Delivery","Female","2055","[c]","26290","22920"
"New entrant CS","2021","30-39","Operational Delivery","Male","1705","[c]","26690","24120"
"New entrant CS","2021","30-39","Operational Delivery","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Operational Research","Female","5","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Operational Research","Male","15","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Other","Female","215","[c]","29290","25000"
"New entrant CS","2021","30-39","Other","Male","150","[c]","32140","27450"
"New entrant CS","2021","30-39","Planning","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Planning","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Planning Inspectors","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Planning Inspectors","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Policy","Female","405","[c]","40850","36820"
"New entrant CS","2021","30-39","Policy","Male","330","[c]","42490","38750"
"New entrant CS","2021","30-39","Project Delivery","Female","185","[c]","37700","35900"
"New entrant CS","2021","30-39","Project Delivery","Male","170","[c]","39740","38630"
"New entrant CS","2021","30-39","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Property","Female","45","[c]","31910","30000"
"New entrant CS","2021","30-39","Property","Male","55","[c]","36630","30990"
"New entrant CS","2021","30-39","Psychology","Female","25","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Psychology","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Science and Engineering","Female","150","[c]","35000","33000"
"New entrant CS","2021","30-39","Science and Engineering","Male","115","[c]","34510","33000"
"New entrant CS","2021","30-39","Security","Female","50","[c]","27550","25080"
"New entrant CS","2021","30-39","Security","Male","130","[c]","28000","25540"
"New entrant CS","2021","30-39","Social Research","Female","25","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Social Research","Male","20","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Social Research","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Statistics","Female","30","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Statistics","Male","40","[c]","36210","32790"
"New entrant CS","2021","30-39","Statistics","Unknown","10","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Tax","Female","385","[c]","22720","20140"
"New entrant CS","2021","30-39","Tax","Male","405","[c]","23400","20140"
"New entrant CS","2021","30-39","Unknown","Female","2900","[c]","29420","27570"
"New entrant CS","2021","30-39","Unknown","Male","2170","[c]","29700","27570"
"New entrant CS","2021","30-39","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Veterinarian","Female","10","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Veterinarian","Male","5","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Commercial","Female","55","[c]","40080","40000"
"New entrant CS","2021","40-49","Commercial","Male","40","[c]","47120","40620"
"New entrant CS","2021","40-49","Commercial","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Communications","Female","45","[c]","41790","34170"
"New entrant CS","2021","40-49","Communications","Male","35","[c]","47720","42670"
"New entrant CS","2021","40-49","Corporate Finance","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Corporate Finance","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Counter Fraud","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Counter Fraud","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Digital, Data and Technology","Female","140","[c]","45280","41950"
"New entrant CS","2021","40-49","Digital, Data and Technology","Male","315","[c]","46380","44310"
"New entrant CS","2021","40-49","Digital, Data and Technology","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Economics","Female","5","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Economics","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Finance","Female","80","[c]","41670","38980"
"New entrant CS","2021","40-49","Finance","Male","65","[c]","42840","38630"
"New entrant CS","2021","40-49","Human Resources","Female","105","[c]","38480","37000"
"New entrant CS","2021","40-49","Human Resources","Male","45","[c]","42960","33120"
"New entrant CS","2021","40-49","Inspector of Education and Training","Female","30","[c]","61820","70500"
"New entrant CS","2021","40-49","Inspector of Education and Training","Male","10","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Intelligence Analysis","Female","15","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Intelligence Analysis","Male","10","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Internal Audit","Female","10","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Internal Audit","Male","5","[c]","[c]","[c]"
"New entrant CS","2021","40-49","International Trade","Female","15","[c]","[c]","[c]"
"New entrant CS","2021","40-49","International Trade","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Knowledge and Information Management","Female","20","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Knowledge and Information Management","Male","25","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Legal","Female","115","[c]","47060","50500"
"New entrant CS","2021","40-49","Legal","Male","70","[c]","48340","48080"
"New entrant CS","2021","40-49","Medicine","Female","85","[c]","51270","38890"
"New entrant CS","2021","40-49","Medicine","Male","35","[c]","61770","74730"
"New entrant CS","2021","40-49","Operational Delivery","Female","1265","[c]","27050","22920"
"New entrant CS","2021","40-49","Operational Delivery","Male","990","[c]","28960","24880"
"New entrant CS","2021","40-49","Operational Delivery","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Operational Research","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Operational Research","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Other","Female","170","[c]","29030","20920"
"New entrant CS","2021","40-49","Other","Male","170","[c]","32940","26510"
"New entrant CS","2021","40-49","Planning","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Planning","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Planning Inspectors","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Planning Inspectors","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Policy","Female","195","[c]","45850","40290"
"New entrant CS","2021","40-49","Policy","Male","135","[c]","53750","49530"
"New entrant CS","2021","40-49","Project Delivery","Female","110","[c]","40270","38640"
"New entrant CS","2021","40-49","Project Delivery","Male","115","[c]","43080","40000"
"New entrant CS","2021","40-49","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Property","Female","40","[c]","34110","33000"
"New entrant CS","2021","40-49","Property","Male","55","[c]","40550","33000"
"New entrant CS","2021","40-49","Psychology","Female","10","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Psychology","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Science and Engineering","Female","115","[c]","38210","36330"
"New entrant CS","2021","40-49","Science and Engineering","Male","85","[c]","38590","37320"
"New entrant CS","2021","40-49","Security","Female","30","[c]","29990","27020"
"New entrant CS","2021","40-49","Security","Male","105","[c]","29290","25540"
"New entrant CS","2021","40-49","Social Research","Female","15","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Social Research","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Statistics","Female","15","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Statistics","Male","15","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Tax","Female","220","[c]","22590","20140"
"New entrant CS","2021","40-49","Tax","Male","205","[c]","23240","20140"
"New entrant CS","2021","40-49","Unknown","Female","2280","[c]","29690","27570"
"New entrant CS","2021","40-49","Unknown","Male","1670","[c]","31300","27570"
"New entrant CS","2021","40-49","Veterinarian","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Veterinarian","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Commercial","Female","30","[c]","38040","34400"
"New entrant CS","2021","50-59","Commercial","Male","30","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Communications","Female","15","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Communications","Male","20","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Corporate Finance","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Corporate Finance","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Counter Fraud","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Counter Fraud","Male","15","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Digital, Data and Technology","Female","60","[c]","48550","47870"
"New entrant CS","2021","50-59","Digital, Data and Technology","Male","180","[c]","47690","48210"
"New entrant CS","2021","50-59","Economics","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Economics","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Finance","Female","50","[c]","36460","32890"
"New entrant CS","2021","50-59","Finance","Male","45","[c]","45260","38880"
"New entrant CS","2021","50-59","Human Resources","Female","65","[c]","38850","32040"
"New entrant CS","2021","50-59","Human Resources","Male","25","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Inspector of Education and Training","Female","15","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Inspector of Education and Training","Male","5","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Intelligence Analysis","Female","10","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Intelligence Analysis","Male","15","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Internal Audit","Female","10","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Internal Audit","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","International Trade","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","International Trade","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Knowledge and Information Management","Female","10","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Knowledge and Information Management","Male","10","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Legal","Female","40","[c]","49730","50520"
"New entrant CS","2021","50-59","Legal","Male","50","[c]","47990","48080"
"New entrant CS","2021","50-59","Medicine","Female","55","[c]","49800","37890"
"New entrant CS","2021","50-59","Medicine","Male","20","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Operational Delivery","Female","1025","[c]","26110","22350"
"New entrant CS","2021","50-59","Operational Delivery","Male","975","[c]","29000","24880"
"New entrant CS","2021","50-59","Operational Research","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Operational Research","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Other","Female","120","[c]","26820","20920"
"New entrant CS","2021","50-59","Other","Male","215","[c]","31490","26350"
"New entrant CS","2021","50-59","Planning Inspectors","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Planning Inspectors","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Policy","Female","115","[c]","42760","38750"
"New entrant CS","2021","50-59","Policy","Male","105","[c]","48880","44850"
"New entrant CS","2021","50-59","Policy","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Project Delivery","Female","75","[c]","38730","35900"
"New entrant CS","2021","50-59","Project Delivery","Male","115","[c]","45600","40000"
"New entrant CS","2021","50-59","Property","Female","20","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Property","Male","85","[c]","40830","33300"
"New entrant CS","2021","50-59","Property","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Psychology","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Psychology","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Science and Engineering","Female","60","[c]","40130","38040"
"New entrant CS","2021","50-59","Science and Engineering","Male","110","[c]","38590","36330"
"New entrant CS","2021","50-59","Security","Female","20","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Security","Male","140","[c]","30590","26510"
"New entrant CS","2021","50-59","Social Research","Female","5","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Social Research","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Statistics","Female","5","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Statistics","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Tax","Female","165","[c]","22190","20140"
"New entrant CS","2021","50-59","Tax","Male","160","[c]","23060","20140"
"New entrant CS","2021","50-59","Unknown","Female","2065","[c]","28380","27570"
"New entrant CS","2021","50-59","Unknown","Male","1325","[c]","31410","27570"
"New entrant CS","2021","50-59","Veterinarian","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Veterinarian","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","60-64","Commercial","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","60-64","Commercial","Male","5","[c]","[c]","[c]"
"New entrant CS","2021","60-64","Communications","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","60-64","Communications","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","60-64","Counter Fraud","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","60-64","Counter Fraud","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","60-64","Digital, Data and Technology","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","60-64","Digital, Data and Technology","Male","30","[c]","44400","38810"
"New entrant CS","2021","60-64","Digital, Data and Technology","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","60-64","Finance","Female","5","[c]","[c]","[c]"
"New entrant CS","2021","60-64","Finance","Male","5","[c]","[c]","[c]"
"New entrant CS","2021","60-64","Human Resources","Female","5","[c]","[c]","[c]"
"New entrant CS","2021","60-64","Human Resources","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","60-64","Inspector of Education and Training","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","60-64","Inspector of Education and Training","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","60-64","Intelligence Analysis","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","60-64","Intelligence Analysis","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","60-64","Internal Audit","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","60-64","Internal Audit","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","60-64","International Trade","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","60-64","International Trade","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","60-64","Knowledge and Information Management","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","60-64","Knowledge and Information Management","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","60-64","Legal","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","60-64","Legal","Male","5","[c]","[c]","[c]"
"New entrant CS","2021","60-64","Medicine","Female","15","[c]","[c]","[c]"
"New entrant CS","2021","60-64","Medicine","Male","10","[c]","[c]","[c]"
"New entrant CS","2021","60-64","Operational Delivery","Female","185","[c]","26080","21050"
"New entrant CS","2021","60-64","Operational Delivery","Male","165","[c]","27940","21590"
"New entrant CS","2021","60-64","Operational Delivery","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","60-64","Other","Female","10","[c]","[c]","[c]"
"New entrant CS","2021","60-64","Other","Male","30","[c]","29780","25170"
"New entrant CS","2021","60-64","Policy","Female","20","[c]","[c]","[c]"
"New entrant CS","2021","60-64","Policy","Male","20","[c]","[c]","[c]"
"New entrant CS","2021","60-64","Policy","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","60-64","Project Delivery","Female","5","[c]","[c]","[c]"
"New entrant CS","2021","60-64","Project Delivery","Male","30","[c]","[c]","[c]"
"New entrant CS","2021","60-64","Property","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","60-64","Property","Male","15","[c]","[c]","[c]"
"New entrant CS","2021","60-64","Psychology","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","60-64","Psychology","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","60-64","Science and Engineering","Female","15","[c]","[c]","[c]"
