"Status","Year","Disability","Profession_of_post","Region_london","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2021","Declared non-disabled","Digital, Data and Technology","London","215","[c]","50010","46000"
"New entrant CS","2021","Declared non-disabled","Digital, Data and Technology","Outside London","535","[c]","37660","34110"
"New entrant CS","2021","Declared non-disabled","Digital, Data and Technology","Overseas","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Economics","London","225","[c]","32440","31800"
"New entrant CS","2021","Declared non-disabled","Economics","Outside London","30","[c]","34720","31810"
"New entrant CS","2021","Declared non-disabled","Finance","London","115","[c]","42900","35820"
"New entrant CS","2021","Declared non-disabled","Finance","Outside London","240","[c]","33250","30730"
"New entrant CS","2021","Declared non-disabled","Finance","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Human Resources","London","115","[c]","38230","34000"
"New entrant CS","2021","Declared non-disabled","Human Resources","Outside London","245","[c]","31160","27000"
"New entrant CS","2021","Declared non-disabled","Inspector of Education and Training","London","20","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Inspector of Education and Training","Outside London","60","[c]","64460","70500"
"New entrant CS","2021","Declared non-disabled","Intelligence Analysis","London","15","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Intelligence Analysis","Outside London","25","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Internal Audit","London","10","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Internal Audit","Outside London","20","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","International Trade","London","45","[c]","36290","32120"
"New entrant CS","2021","Declared non-disabled","International Trade","Outside London","25","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Knowledge and Information Management","London","30","[c]","34210","32330"
"New entrant CS","2021","Declared non-disabled","Knowledge and Information Management","Outside London","90","[c]","30980","28790"
"New entrant CS","2021","Declared non-disabled","Knowledge and Information Management","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Legal","London","230","[c]","46660","50500"
"New entrant CS","2021","Declared non-disabled","Legal","Outside London","130","[c]","32590","26550"
"New entrant CS","2021","Declared non-disabled","Legal","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Medicine","London","30","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Medicine","Outside London","205","[c]","47460","37890"
"New entrant CS","2021","Declared non-disabled","Medicine","Overseas","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Medicine","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Operational Delivery","London","1535","[c]","32280","28720"
"New entrant CS","2021","Declared non-disabled","Operational Delivery","Outside London","5525","[c]","24180","22850"
"New entrant CS","2021","Declared non-disabled","Operational Delivery","Overseas","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Operational Delivery","Unknown","10","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Operational Research","London","45","[c]","35780","34710"
"New entrant CS","2021","Declared non-disabled","Operational Research","Outside London","25","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Other","London","290","[c]","34290","27750"
"New entrant CS","2021","Declared non-disabled","Other","Outside London","790","[c]","25600","20920"
"New entrant CS","2021","Declared non-disabled","Other","Overseas","5","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Other","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Planning","London","10","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Planning","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Planning","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Planning Inspectors","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Policy","London","1115","[c]","37360","33570"
"New entrant CS","2021","Declared non-disabled","Policy","Outside London","300","[c]","34070","30360"
"New entrant CS","2021","Declared non-disabled","Policy","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Project Delivery","London","160","[c]","42890","36350"
"New entrant CS","2021","Declared non-disabled","Project Delivery","Outside London","550","[c]","36530","33300"
"New entrant CS","2021","Declared non-disabled","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Property","London","25","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Property","Outside London","255","[c]","32480","30000"
"New entrant CS","2021","Declared non-disabled","Property","Overseas","5","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Property","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Psychology","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Psychology","Outside London","60","[c]","25310","24620"
"New entrant CS","2021","Declared non-disabled","Science and Engineering","London","160","[c]","36190","35260"
"New entrant CS","2021","Declared non-disabled","Science and Engineering","Outside London","785","[c]","31300","28590"
"New entrant CS","2021","Declared non-disabled","Science and Engineering","Overseas","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Science and Engineering","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Security","London","40","[c]","30260","29370"
"New entrant CS","2021","Declared non-disabled","Security","Outside London","355","[c]","25470","23540"
"New entrant CS","2021","Declared non-disabled","Security","Overseas","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Social Research","London","55","[c]","34600","32540"
"New entrant CS","2021","Declared non-disabled","Social Research","Outside London","40","[c]","32030","29540"
"New entrant CS","2021","Declared non-disabled","Statistics","London","85","[c]","37670","32880"
"New entrant CS","2021","Declared non-disabled","Statistics","Outside London","95","[c]","31240","30190"
"New entrant CS","2021","Declared non-disabled","Tax","London","35","[c]","30010","29570"
"New entrant CS","2021","Declared non-disabled","Tax","Outside London","945","[c]","22750","20140"
"New entrant CS","2021","Declared non-disabled","Unknown","London","2935","[c]","31970","31060"
"New entrant CS","2021","Declared non-disabled","Unknown","Outside London","10820","[c]","26180","27570"
"New entrant CS","2021","Declared non-disabled","Unknown","Overseas","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Unknown","Unknown","265","[c]","29720","27570"
"New entrant CS","2021","Declared non-disabled","Veterinarian","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Veterinarian","Outside London","20","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Commercial","London","15","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Commercial","Outside London","10","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Communications","London","15","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Communications","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Counter Fraud","London","5","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Counter Fraud","Outside London","5","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Digital, Data and Technology","London","10","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Digital, Data and Technology","Outside London","35","[c]","37840","35810"
"New entrant CS","2021","Undeclared","Digital, Data and Technology","Overseas","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Economics","London","30","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Finance","London","15","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Finance","Outside London","20","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Human Resources","London","10","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Human Resources","Outside London","5","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Intelligence Analysis","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Intelligence Analysis","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Internal Audit","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Internal Audit","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","International Trade","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Knowledge and Information Management","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Knowledge and Information Management","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Legal","London","5","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Legal","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Medicine","London","10","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Medicine","Outside London","20","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Operational Delivery","London","145","[c]","35720","32330"
"New entrant CS","2021","Undeclared","Operational Delivery","Outside London","290","[c]","25680","22430"
"New entrant CS","2021","Undeclared","Operational Research","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Operational Research","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Other","London","25","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Other","Outside London","45","[c]","25830","20920"
"New entrant CS","2021","Undeclared","Planning","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Policy","London","160","[c]","37670","34020"
"New entrant CS","2021","Undeclared","Policy","Outside London","30","[c]","32770","30730"
"New entrant CS","2021","Undeclared","Project Delivery","London","25","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Project Delivery","Outside London","25","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Property","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Property","Outside London","15","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Psychology","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Science and Engineering","London","20","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Science and Engineering","Outside London","60","[c]","32950","30460"
"New entrant CS","2021","Undeclared","Security","London","10","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Security","Outside London","15","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Social Research","London","5","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Social Research","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Statistics","London","10","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Statistics","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Tax","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Tax","Outside London","40","[c]","24060","25560"
"New entrant CS","2021","Undeclared","Unknown","London","175","[c]","33480","31060"
"New entrant CS","2021","Undeclared","Unknown","Outside London","530","[c]","26090","27570"
"New entrant CS","2021","Undeclared","Unknown","Overseas","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Unknown","Unknown","15","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Veterinarian","Outside London","5","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Commercial","London","55","[c]","49180","40650"
"New entrant CS","2021","Unknown","Commercial","Outside London","165","[c]","33670","30860"
"New entrant CS","2021","Unknown","Communications","London","175","[c]","37390","32560"
"New entrant CS","2021","Unknown","Communications","Outside London","80","[c]","32500","29180"
"New entrant CS","2021","Unknown","Counter Fraud","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Counter Fraud","Outside London","10","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Digital, Data and Technology","London","325","[c]","47010","43000"
"New entrant CS","2021","Unknown","Digital, Data and Technology","Outside London","650","[c]","36970","32870"
"New entrant CS","2021","Unknown","Economics","London","135","[c]","33300","32700"
"New entrant CS","2021","Unknown","Economics","Outside London","45","[c]","24690","19250"
"New entrant CS","2021","Unknown","Finance","London","115","[c]","39490","32940"
"New entrant CS","2021","Unknown","Finance","Outside London","185","[c]","31930","28970"
"New entrant CS","2021","Unknown","Finance","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Human Resources","London","90","[c]","37650","32120"
"New entrant CS","2021","Unknown","Human Resources","Outside London","190","[c]","31140","27890"
"New entrant CS","2021","Unknown","Inspector of Education and Training","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Inspector of Education and Training","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Intelligence Analysis","London","65","[c]","50540","53360"
"New entrant CS","2021","Unknown","Intelligence Analysis","Outside London","50","[c]","28920","24880"
"New entrant CS","2021","Unknown","Internal Audit","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Internal Audit","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","International Trade","London","55","[c]","30550","31800"
"New entrant CS","2021","Unknown","International Trade","Outside London","5","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Knowledge and Information Management","London","15","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Knowledge and Information Management","Outside London","25","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Knowledge and Information Management","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Legal","London","150","[c]","46100","50520"
"New entrant CS","2021","Unknown","Legal","Outside London","380","[c]","41100","40000"
"New entrant CS","2021","Unknown","Legal","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Medicine","London","10","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Medicine","Outside London","105","[c]","47610","37890"
"New entrant CS","2021","Unknown","Medicine","Overseas","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Medicine","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Operational Delivery","London","1620","[c]","29050","27660"
"New entrant CS","2021","Unknown","Operational Delivery","Outside London","6085","[c]","23970","22350"
"New entrant CS","2021","Unknown","Operational Delivery","Overseas","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Operational Delivery","Unknown","15","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Operational Research","London","30","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Operational Research","Outside London","10","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Other","London","255","[c]","34040","28650"
"New entrant CS","2021","Unknown","Other","Outside London","295","[c]","25690","22000"
"New entrant CS","2021","Unknown","Other","Overseas","15","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Other","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Planning","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Planning","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Planning Inspectors","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Policy","London","1085","[c]","39430","33570"
"New entrant CS","2021","Unknown","Policy","Outside London","415","[c]","36340","31000"
"New entrant CS","2021","Unknown","Policy","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Project Delivery","London","95","[c]","42920","39530"
"New entrant CS","2021","Unknown","Project Delivery","Outside London","255","[c]","35040","33000"
"New entrant CS","2021","Unknown","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Property","London","25","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Property","Outside London","140","[c]","33650","29160"
"New entrant CS","2021","Unknown","Property","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Psychology","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Psychology","Outside London","40","[c]","27330","24620"
"New entrant CS","2021","Unknown","Science and Engineering","London","20","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Science and Engineering","Outside London","165","[c]","26820","24370"
"New entrant CS","2021","Unknown","Science and Engineering","Overseas","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Security","London","50","[c]","32880","29370"
"New entrant CS","2021","Unknown","Security","Outside London","255","[c]","28270","25390"
"New entrant CS","2021","Unknown","Social Research","London","35","[c]","38000","32540"
"New entrant CS","2021","Unknown","Social Research","Outside London","60","[c]","30860","29540"
"New entrant CS","2021","Unknown","Statistics","London","80","[c]","34400","32540"
"New entrant CS","2021","Unknown","Statistics","Outside London","70","[c]","31160","29540"
"New entrant CS","2021","Unknown","Tax","London","60","[c]","32600","36160"
"New entrant CS","2021","Unknown","Tax","Outside London","2075","[c]","22000","20140"
"New entrant CS","2021","Unknown","Unknown","London","1195","[c]","39050","31060"
"New entrant CS","2021","Unknown","Unknown","Outside London","2760","[c]","29960","27570"
"New entrant CS","2021","Unknown","Unknown","Unknown","520","[c]","36040","28000"
"New entrant CS","2021","Unknown","Veterinarian","Outside London","[c]","[c]","[c]","[c]"
"Notes","Summary figures are suppressed when information relates to less than 5 civil servants for FTE or Headcount, and less than 10 civil servants for median and mean salary (shown as [c]). Zero responses and salaries for less than 30 civil servants have been suppressed for GPDR special category data. FTE figures are not shown for entrants or leavers due to data quality concerns for these groups. Figures are rounded to the nearest 5, or £10 as appropriate.","","","","","","",""
"Data source","All figures are aggregated from the Cabinet Office Annual Civil Service Employment Survey collection. https://www.gov.uk/government/collections/civil-service-statistics","","","","","","",""
"Version","Generated on 2023-02-14, with GIT 71a76ea.","","","","","","",""
"Data column","Description","","","","","","",""
"Status","Employment status of the civil servants.","","","","","","",""
"","In post - includes staff that were in post on the reference date (31 March).","","","","","","",""
"","New entrant CS - includes new entrants to the Civil Service over the year (1 April to 31 March).","","","","","","",""
"","Leaver CS - includes leavers from the Civil Service over the year (1 April to 31 March). This includes employees who have an Unknown leaving cause.","","","","","","",""
"","Leaver Dept. - includes leavers from the department over the year (1 April to 31 March), who did not leave the Civil Service.","","","","","","",""
"","Five organisations do not report when their employees first entered the Civil Service and so entrants data for these organisations is not available . These are as follows: Foreign Commonwealth and Development Office (excl. agencies), Foreign Commonwealth and Development Office Services, Defence Electronics and Components Agency, Scottish Forestry and Forest and Land Scotland. A further three organisations also could not provide entrants data in 2021. These are as follows: Department for International Development, Foreign and Commonwealth Office (excl. agencies) and Royal Fleet Auxiliary.","","","","","","",""
"Year","Year of data collection (as at 31 March).","","","","","","",""
"Region_london","Workplace postcode data are used to derive geographical information using the International Territorial Level (ITL) classification standard.","","","","","","",""
"","Region_london groups the ITL classifications into ""London"", ""Outside London"": all UK regions excluding London, ""Overseas"", and ""Unknown"".","","","","","","",""
"Profession_of_post","Professions relate to the post occupied by the person and are not dependent on qualifications the individual may have.","","","","","","",""
"","The Department for Work and Pensions provided aggregated professions data for 2021, which are available in the Civil Service Statistics publication. However, figures in this browser are derived from individual level data and so are not available for this department in 2021.","","","","","","",""
"","Of the 20 bodies under the Scottish Government, 16 did not report any professions information for their employees.","","","","","","",""
"Disability","Self reported disability.","","","","","","",""
"","""Undeclared"" accounts for employees who have actively declared that they do not want to disclose their disability status and ""Unknown"" accounts for employees who have not made an active declaration about their disability status.","","","","","","",""
"Headcount","Total number of civil servants (rounded to nearest 5).","","","","","","",""
"FTE","Total full-time equivalent (FTE) employment numbers (rounded to nearest 5).","","","","","","",""
"","FTE figures are not shown for entrants or leavers due to data quality concerns for these groups.","","","","","","",""
"Mean_salary","Average salary (mean, rounded to nearest £10). For part-time employees, salaries represent the full-time equivalent earnings, while for full-time employees they are the actual annual gross salaries.","","","","","","",""
"","These figures should be interpreted with caution when the total number of employees in a group is small, as they will tend to show more variability than larger groups (i.e. may be much higher or lower than can be explained by the data shown).","","","","","","",""
"Median_salary","Median salary (rounded to nearest £10). For part-time employees, salaries represent the full-time equivalent earnings, while for full-time employees they are the actual annual gross salaries.","","","","","","",""
"","These figures should be interpreted with caution when the total number of employees in a group is small, as they will tend to show more variability than larger groups (i.e. may be much higher or lower than can be explained by the data shown).","","","","","","",""
