"Status","Year","Function_of_post","Parent_department","Responsibility_level_grouped","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Analysis","Ministry of Defence","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Ministry of Defence","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Ministry of Defence","EO","Heterosexual / straight","40","40","28360","27850"
"In post","2021","Analysis","Ministry of Defence","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Ministry of Defence","EO","Undeclared","5","5","[c]","[c]"
"In post","2021","Analysis","Ministry of Defence","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Ministry of Defence","G6/G7","Heterosexual / straight","165","155","50870","46550"
"In post","2021","Analysis","Ministry of Defence","G6/G7","LGBO","5","5","[c]","[c]"
"In post","2021","Analysis","Ministry of Defence","G6/G7","Undeclared","25","25","[c]","[c]"
"In post","2021","Analysis","Ministry of Defence","G6/G7","Unknown","35","35","50690","46720"
"In post","2021","Analysis","Ministry of Defence","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Ministry of Defence","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Ministry of Defence","SEO/HEO","Heterosexual / straight","275","265","35740","37320"
"In post","2021","Analysis","Ministry of Defence","SEO/HEO","LGBO","20","20","[c]","[c]"
"In post","2021","Analysis","Ministry of Defence","SEO/HEO","Undeclared","35","35","37320","37320"
"In post","2021","Analysis","Ministry of Defence","SEO/HEO","Unknown","35","35","35620","37320"
"In post","2021","Analysis","Ministry of Housing, Communities and Local Government","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Ministry of Housing, Communities and Local Government","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Ministry of Housing, Communities and Local Government","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Ministry of Housing, Communities and Local Government","EO","Heterosexual / straight","20","20","[c]","[c]"
"In post","2021","Analysis","Ministry of Housing, Communities and Local Government","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Ministry of Housing, Communities and Local Government","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Ministry of Housing, Communities and Local Government","G6/G7","Heterosexual / straight","80","80","58560","55050"
"In post","2021","Analysis","Ministry of Housing, Communities and Local Government","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Ministry of Housing, Communities and Local Government","G6/G7","Undeclared","5","5","[c]","[c]"
"In post","2021","Analysis","Ministry of Housing, Communities and Local Government","G6/G7","Unknown","5","5","[c]","[c]"
"In post","2021","Analysis","Ministry of Housing, Communities and Local Government","SCS level","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","Analysis","Ministry of Housing, Communities and Local Government","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Ministry of Housing, Communities and Local Government","SEO/HEO","Heterosexual / straight","65","65","35230","34000"
"In post","2021","Analysis","Ministry of Housing, Communities and Local Government","SEO/HEO","LGBO","10","10","[c]","[c]"
"In post","2021","Analysis","Ministry of Housing, Communities and Local Government","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Ministry of Housing, Communities and Local Government","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Ministry of Justice","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Ministry of Justice","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Ministry of Justice","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Ministry of Justice","EO","Heterosexual / straight","30","30","26200","26410"
"In post","2021","Analysis","Ministry of Justice","EO","LGBO","5","5","[c]","[c]"
"In post","2021","Analysis","Ministry of Justice","EO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Ministry of Justice","EO","Unknown","15","15","[c]","[c]"
"In post","2021","Analysis","Ministry of Justice","G6/G7","Heterosexual / straight","95","90","60270","58130"
"In post","2021","Analysis","Ministry of Justice","G6/G7","LGBO","10","10","[c]","[c]"
"In post","2021","Analysis","Ministry of Justice","G6/G7","Undeclared","20","15","[c]","[c]"
"In post","2021","Analysis","Ministry of Justice","G6/G7","Unknown","15","15","[c]","[c]"
"In post","2021","Analysis","Ministry of Justice","SCS level","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","Analysis","Ministry of Justice","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Ministry of Justice","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Ministry of Justice","SEO/HEO","Heterosexual / straight","145","145","38070","39890"
"In post","2021","Analysis","Ministry of Justice","SEO/HEO","LGBO","10","10","[c]","[c]"
"In post","2021","Analysis","Ministry of Justice","SEO/HEO","Undeclared","25","25","[c]","[c]"
"In post","2021","Analysis","Ministry of Justice","SEO/HEO","Unknown","30","30","[c]","[c]"
"In post","2021","Analysis","Office for Standards in Education","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Office for Standards in Education","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Office for Standards in Education","EO","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","Analysis","Office for Standards in Education","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Office for Standards in Education","EO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Office for Standards in Education","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Office for Standards in Education","G6/G7","Heterosexual / straight","20","20","[c]","[c]"
"In post","2021","Analysis","Office for Standards in Education","G6/G7","LGBO","5","5","[c]","[c]"
"In post","2021","Analysis","Office for Standards in Education","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Office for Standards in Education","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Office for Standards in Education","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Office for Standards in Education","SEO/HEO","Heterosexual / straight","85","80","36100","35010"
"In post","2021","Analysis","Office for Standards in Education","SEO/HEO","LGBO","10","10","[c]","[c]"
"In post","2021","Analysis","Office for Standards in Education","SEO/HEO","Undeclared","5","5","[c]","[c]"
"In post","2021","Analysis","Office for Standards in Education","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Office of Gas and Electricity Markets","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Office of Gas and Electricity Markets","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Office of Gas and Electricity Markets","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Office of Gas and Electricity Markets","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Office of Gas and Electricity Markets","EO","Unknown","5","5","[c]","[c]"
"In post","2021","Analysis","Office of Gas and Electricity Markets","G6/G7","Heterosexual / straight","20","20","[c]","[c]"
"In post","2021","Analysis","Office of Gas and Electricity Markets","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Office of Gas and Electricity Markets","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Office of Gas and Electricity Markets","G6/G7","Unknown","15","15","[c]","[c]"
"In post","2021","Analysis","Office of Gas and Electricity Markets","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Office of Gas and Electricity Markets","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Office of Gas and Electricity Markets","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Office of Gas and Electricity Markets","SEO/HEO","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","Analysis","Office of Gas and Electricity Markets","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Office of Gas and Electricity Markets","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Office of Gas and Electricity Markets","SEO/HEO","Unknown","5","5","[c]","[c]"
"In post","2021","Analysis","Office of Rail and Road","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Office of Rail and Road","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Office of Rail and Road","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Office of Rail and Road","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Office of Rail and Road","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Office of Rail and Road","G6/G7","Heterosexual / straight","15","15","[c]","[c]"
"In post","2021","Analysis","Office of Rail and Road","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Office of Rail and Road","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Office of Rail and Road","G6/G7","Unknown","10","10","[c]","[c]"
"In post","2021","Analysis","Office of Rail and Road","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Office of Rail and Road","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Office of Rail and Road","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Office of Rail and Road","SEO/HEO","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","Analysis","Office of Rail and Road","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Office of Rail and Road","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Scottish Government","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Scottish Government","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Scottish Government","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Scottish Government","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Scottish Government","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Scottish Government","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Scottish Government","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Scottish Government","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Scottish Government","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Scottish Government","SEO/HEO","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","Analysis","Scottish Government","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Scottish Government","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Scottish Government","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","UK Export Finance","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","UK Export Finance","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","UK Export Finance","G6/G7","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","Analysis","UK Export Finance","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","UK Export Finance","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","UK Export Finance","SEO/HEO","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","Analysis","UK Export Finance","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","UK Export Finance","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","United Kingdom Statistics Authority","AA/AO","Heterosexual / straight","30","25","[c]","[c]"
"In post","2021","Analysis","United Kingdom Statistics Authority","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","United Kingdom Statistics Authority","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","United Kingdom Statistics Authority","AA/AO","Unknown","30","30","19600","19130"
"In post","2021","Analysis","United Kingdom Statistics Authority","EO","Heterosexual / straight","105","95","24140","23520"
"In post","2021","Analysis","United Kingdom Statistics Authority","EO","LGBO","15","15","[c]","[c]"
"In post","2021","Analysis","United Kingdom Statistics Authority","EO","Undeclared","5","5","[c]","[c]"
"In post","2021","Analysis","United Kingdom Statistics Authority","EO","Unknown","70","60","24130","23050"
"In post","2021","Analysis","United Kingdom Statistics Authority","G6/G7","Heterosexual / straight","255","250","52610","50090"
"In post","2021","Analysis","United Kingdom Statistics Authority","G6/G7","LGBO","5","5","[c]","[c]"
"In post","2021","Analysis","United Kingdom Statistics Authority","G6/G7","Undeclared","10","10","[c]","[c]"
"In post","2021","Analysis","United Kingdom Statistics Authority","G6/G7","Unknown","80","75","52990","50090"
"In post","2021","Analysis","United Kingdom Statistics Authority","SCS level","Heterosexual / straight","20","20","[c]","[c]"
"In post","2021","Analysis","United Kingdom Statistics Authority","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","United Kingdom Statistics Authority","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","United Kingdom Statistics Authority","SCS level","Unknown","10","10","[c]","[c]"
"In post","2021","Analysis","United Kingdom Statistics Authority","SEO/HEO","Heterosexual / straight","650","625","33780","32540"
"In post","2021","Analysis","United Kingdom Statistics Authority","SEO/HEO","LGBO","70","65","33310","32540"
"In post","2021","Analysis","United Kingdom Statistics Authority","SEO/HEO","Undeclared","45","40","33830","32540"
"In post","2021","Analysis","United Kingdom Statistics Authority","SEO/HEO","Unknown","290","280","33230","32540"
"In post","2021","Analysis","Wales Office","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Wales Office","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Water Services Regulation Authority","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Water Services Regulation Authority","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Water Services Regulation Authority","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Water Services Regulation Authority","G6/G7","Heterosexual / straight","5","5","[c]","[c]"
