"Status","Year","Function_of_post","Profession_of_post","Responsibility_level_grouped","Responsibility_level_ungrouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Debt","Tax","AA/AO","AO","940","910","20280","20140"
"In post","2021","Debt","Tax","EO","EO","45","45","25880","25560"
"In post","2021","Debt","Tax","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2021","Debt","Tax","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2021","Debt","Tax","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Debt","Tax","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Debt","Unknown","AA/AO","AO","70","65","20480","20140"
"In post","2021","Debt","Unknown","EO","EO","20","20","26240","25560"
"In post","2021","Debt","Unknown","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2021","Debt","Unknown","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Debt","Unknown","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Commercial","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Communications","EO","EO","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Communications","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Communications","SEO/HEO","HEO","5","5","[c]","[c]"
"In post","2021","Digital, Data & Technology","Digital, Data and Technology","AA/AO","AA","55","55","20170","19900"
"In post","2021","Digital, Data & Technology","Digital, Data and Technology","AA/AO","AO","340","330","22080","21580"
"In post","2021","Digital, Data & Technology","Digital, Data and Technology","EO","EO","1950","1880","27620","26710"
"In post","2021","Digital, Data & Technology","Digital, Data and Technology","G6/G7","G6","545","540","66940","65060"
"In post","2021","Digital, Data & Technology","Digital, Data and Technology","G6/G7","G7","2130","2090","55210","52850"
"In post","2021","Digital, Data & Technology","Digital, Data and Technology","SCS level","SCS level","185","185","88050","83030"
"In post","2021","Digital, Data & Technology","Digital, Data and Technology","SEO/HEO","HEO","2835","2745","33630","33000"
"In post","2021","Digital, Data & Technology","Digital, Data and Technology","SEO/HEO","SEO","2745","2680","41370","40580"
"In post","2021","Digital, Data & Technology","Digital, Data and Technology","Unknown","Unknown","60","60","36230","33950"
"In post","2021","Digital, Data & Technology","Finance","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Finance","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Finance","SEO/HEO","SEO","5","5","[c]","[c]"
"In post","2021","Digital, Data & Technology","Human Resources","EO","EO","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Human Resources","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Human Resources","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Human Resources","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Human Resources","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Intelligence Analysis","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","International Trade","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Knowledge and Information Management","AA/AO","AO","10","10","23750","23070"
"In post","2021","Digital, Data & Technology","Knowledge and Information Management","EO","EO","20","15","26530","26470"
"In post","2021","Digital, Data & Technology","Knowledge and Information Management","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Knowledge and Information Management","G6/G7","G7","20","15","53000","53130"
"In post","2021","Digital, Data & Technology","Knowledge and Information Management","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Knowledge and Information Management","SEO/HEO","HEO","30","30","33640","33350"
"In post","2021","Digital, Data & Technology","Knowledge and Information Management","SEO/HEO","SEO","25","25","42590","41650"
"In post","2021","Digital, Data & Technology","Knowledge and Information Management","Unknown","Unknown","40","35","37600","37670"
"In post","2021","Digital, Data & Technology","Operational Delivery","AA/AO","AO","20","20","20760","20140"
"In post","2021","Digital, Data & Technology","Operational Delivery","EO","EO","105","100","25910","25560"
"In post","2021","Digital, Data & Technology","Operational Delivery","G6/G7","G6","10","10","67300","64670"
"In post","2021","Digital, Data & Technology","Operational Delivery","G6/G7","G7","50","50","54220","52580"
"In post","2021","Digital, Data & Technology","Operational Delivery","SCS level","SCS level","5","5","[c]","[c]"
"In post","2021","Digital, Data & Technology","Operational Delivery","SEO/HEO","HEO","165","155","31210","31810"
"In post","2021","Digital, Data & Technology","Operational Delivery","SEO/HEO","SEO","120","115","37920","38630"
"In post","2021","Digital, Data & Technology","Operational Research","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Operational Research","EO","EO","5","5","[c]","[c]"
"In post","2021","Digital, Data & Technology","Operational Research","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Operational Research","G6/G7","G7","10","10","49460","52580"
"In post","2021","Digital, Data & Technology","Operational Research","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Operational Research","SEO/HEO","SEO","15","15","38660","38630"
"In post","2021","Digital, Data & Technology","Other","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Other","EO","EO","20","15","22880","21200"
"In post","2021","Digital, Data & Technology","Other","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Other","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Other","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Policy","EO","EO","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Policy","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Policy","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Policy","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Project Delivery","EO","EO","5","5","[c]","[c]"
"In post","2021","Digital, Data & Technology","Project Delivery","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Project Delivery","G6/G7","G7","15","15","57020","55350"
"In post","2021","Digital, Data & Technology","Project Delivery","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Project Delivery","SEO/HEO","HEO","5","5","[c]","[c]"
"In post","2021","Digital, Data & Technology","Project Delivery","SEO/HEO","SEO","10","10","[c]","[c]"
"In post","2021","Digital, Data & Technology","Science and Engineering","AA/AO","AA","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Science and Engineering","EO","EO","30","30","26530","27520"
"In post","2021","Digital, Data & Technology","Science and Engineering","G6/G7","G6","55","50","61780","60640"
"In post","2021","Digital, Data & Technology","Science and Engineering","G6/G7","G7","125","115","48570","48080"
"In post","2021","Digital, Data & Technology","Science and Engineering","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Science and Engineering","SEO/HEO","HEO","90","85","32610","32730"
"In post","2021","Digital, Data & Technology","Science and Engineering","SEO/HEO","SEO","235","215","40050","39660"
"In post","2021","Digital, Data & Technology","Security","EO","EO","10","5","[c]","[c]"
"In post","2021","Digital, Data & Technology","Security","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Security","G6/G7","G7","10","10","[c]","[c]"
"In post","2021","Digital, Data & Technology","Security","SEO/HEO","HEO","10","10","33600","33930"
"In post","2021","Digital, Data & Technology","Security","SEO/HEO","SEO","20","20","39100","39440"
"In post","2021","Digital, Data & Technology","Statistics","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Statistics","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Tax","EO","EO","15","10","25970","25560"
"In post","2021","Digital, Data & Technology","Tax","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Tax","G6/G7","G7","5","5","[c]","[c]"
"In post","2021","Digital, Data & Technology","Tax","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Tax","SEO/HEO","HEO","20","20","31220","31810"
"In post","2021","Digital, Data & Technology","Tax","SEO/HEO","SEO","30","30","37640","38630"
"In post","2021","Digital, Data & Technology","Unknown","AA/AO","AO","20","20","22210","21530"
"In post","2021","Digital, Data & Technology","Unknown","EO","EO","125","125","27100","27500"
"In post","2021","Digital, Data & Technology","Unknown","G6/G7","G6","125","120","67520","66700"
"In post","2021","Digital, Data & Technology","Unknown","G6/G7","G7","555","545","56000","54700"
"In post","2021","Digital, Data & Technology","Unknown","SCS level","SCS level","50","50","102590","96190"
"In post","2021","Digital, Data & Technology","Unknown","SEO/HEO","HEO","265","260","33700","34550"
"In post","2021","Digital, Data & Technology","Unknown","SEO/HEO","SEO","195","195","40210","40600"
"In post","2021","Digital, Data & Technology","Unknown","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Commercial","EO","EO","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Commercial","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Commercial","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Commercial","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Commercial","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Communications","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Corporate Finance","AA/AO","AO","5","5","[c]","[c]"
"In post","2021","Finance","Corporate Finance","EO","EO","20","15","26210","26640"
"In post","2021","Finance","Corporate Finance","G6/G7","G6","15","15","70330","71810"
"In post","2021","Finance","Corporate Finance","G6/G7","G7","35","35","54930","55410"
"In post","2021","Finance","Corporate Finance","SCS level","SCS level","5","5","[c]","[c]"
"In post","2021","Finance","Corporate Finance","SEO/HEO","HEO","25","25","32260","30540"
"In post","2021","Finance","Corporate Finance","SEO/HEO","SEO","25","25","41890","41160"
"In post","2021","Finance","Counter Fraud","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Digital, Data and Technology","EO","EO","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Digital, Data and Technology","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Digital, Data and Technology","SEO/HEO","HEO","5","5","[c]","[c]"
"In post","2021","Finance","Digital, Data and Technology","SEO/HEO","SEO","5","5","[c]","[c]"
"In post","2021","Finance","Economics","AA/AO","AO","10","10","[c]","[c]"
"In post","2021","Finance","Economics","EO","EO","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Economics","G6/G7","G6","10","10","[c]","[c]"
"In post","2021","Finance","Economics","G6/G7","G7","25","25","52550","53360"
"In post","2021","Finance","Economics","SCS level","SCS level","5","5","[c]","[c]"
"In post","2021","Finance","Economics","SEO/HEO","HEO","30","30","32810","32790"
"In post","2021","Finance","Economics","SEO/HEO","SEO","15","15","38180","38730"
"In post","2021","Finance","Finance","AA/AO","AA","70","55","19730","20070"
"In post","2021","Finance","Finance","AA/AO","AO","990","830","21420","21440"
"In post","2021","Finance","Finance","EO","EO","1390","1320","26520","26670"
"In post","2021","Finance","Finance","G6/G7","G6","475","465","67480","67220"
"In post","2021","Finance","Finance","G6/G7","G7","1240","1215","55460","54540"
"In post","2021","Finance","Finance","SCS level","SCS level","225","220","90180","83610"
"In post","2021","Finance","Finance","SEO/HEO","HEO","1525","1470","33570","33070"
"In post","2021","Finance","Finance","SEO/HEO","SEO","1590","1545","41830","40650"
"In post","2021","Finance","Finance","Unknown","Unknown","45","45","44860","40320"
"In post","2021","Finance","Human Resources","EO","EO","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Human Resources","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Human Resources","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Human Resources","SEO/HEO","SEO","5","5","[c]","[c]"
"In post","2021","Finance","Internal Audit","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Finance","International Trade","EO","EO","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Knowledge and Information Management","EO","EO","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Knowledge and Information Management","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Knowledge and Information Management","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Knowledge and Information Management","SEO/HEO","HEO","5","5","[c]","[c]"
"In post","2021","Finance","Knowledge and Information Management","SEO/HEO","SEO","5","5","[c]","[c]"
"In post","2021","Finance","Legal","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Operational Delivery","AA/AO","AA","80","75","20070","20070"
"In post","2021","Finance","Operational Delivery","AA/AO","AO","280","235","20710","20140"
"In post","2021","Finance","Operational Delivery","EO","EO","180","165","26350","25560"
"In post","2021","Finance","Operational Delivery","G6/G7","G6","5","5","[c]","[c]"
"In post","2021","Finance","Operational Delivery","G6/G7","G7","50","50","55480","54270"
"In post","2021","Finance","Operational Delivery","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Operational Delivery","SEO/HEO","HEO","165","160","32010","31810"
"In post","2021","Finance","Operational Delivery","SEO/HEO","SEO","95","95","38830","38630"
"In post","2021","Finance","Operational Research","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Other","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Other","EO","EO","35","30","23650","22650"
"In post","2021","Finance","Other","G6/G7","G6","20","20","67680","66130"
"In post","2021","Finance","Other","G6/G7","G7","20","15","52430","53970"
"In post","2021","Finance","Other","SCS level","SCS level","15","15","102910","86350"
"In post","2021","Finance","Other","SEO/HEO","HEO","35","35","29210","29050"
"In post","2021","Finance","Other","SEO/HEO","SEO","30","25","37780","37830"
"In post","2021","Finance","Policy","EO","EO","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Policy","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Policy","G6/G7","G7","10","10","52220","52250"
"In post","2021","Finance","Policy","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Policy","SEO/HEO","HEO","10","10","[c]","[c]"
"In post","2021","Finance","Policy","SEO/HEO","SEO","10","10","39310","38670"
