"Status","Year","Disability","Function_of_post","Profession_of_post","Sex","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2021","Declared non-disabled","No function","Planning Inspectors","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","No function","Planning Inspectors","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","No function","Policy","Female","690","[c]","36000","33570"
"New entrant CS","2021","Declared non-disabled","No function","Policy","Male","605","[c]","37540","33570"
"New entrant CS","2021","Declared non-disabled","No function","Policy","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","No function","Project Delivery","Female","5","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","No function","Project Delivery","Male","5","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","No function","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","No function","Psychology","Female","60","[c]","25420","24620"
"New entrant CS","2021","Declared non-disabled","No function","Psychology","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","No function","Psychology","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","No function","Science and Engineering","Female","420","[c]","32440","31370"
"New entrant CS","2021","Declared non-disabled","No function","Science and Engineering","Male","220","[c]","30570","28590"
"New entrant CS","2021","Declared non-disabled","No function","Science and Engineering","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","No function","Security","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","No function","Security","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","No function","Security","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","No function","Social Research","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","No function","Social Research","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","No function","Social Research","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","No function","Statistics","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","No function","Statistics","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","No function","Statistics","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","No function","Tax","Female","275","[c]","22150","20140"
"New entrant CS","2021","Declared non-disabled","No function","Tax","Male","240","[c]","22340","20140"
"New entrant CS","2021","Declared non-disabled","No function","Tax","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","No function","Unknown","Female","175","[c]","31980","27500"
"New entrant CS","2021","Declared non-disabled","No function","Unknown","Male","135","[c]","34030","27500"
"New entrant CS","2021","Declared non-disabled","No function","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","No function","Veterinarian","Female","10","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","No function","Veterinarian","Male","10","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","No function","Veterinarian","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Project Delivery","Commercial","Female","10","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Project Delivery","Commercial","Male","25","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Project Delivery","Commercial","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Project Delivery","Communications","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Project Delivery","Communications","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Project Delivery","Communications","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Project Delivery","Digital, Data and Technology","Female","5","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Project Delivery","Digital, Data and Technology","Male","30","[c]","43670","50000"
"New entrant CS","2021","Declared non-disabled","Project Delivery","Digital, Data and Technology","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Project Delivery","Finance","Female","10","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Project Delivery","Finance","Male","10","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Project Delivery","Finance","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Project Delivery","Human Resources","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Project Delivery","Human Resources","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Project Delivery","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Project Delivery","Knowledge and Information Management","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Project Delivery","Knowledge and Information Management","Male","10","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Project Delivery","Knowledge and Information Management","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Project Delivery","Operational Delivery","Female","50","[c]","33040","30990"
"New entrant CS","2021","Declared non-disabled","Project Delivery","Operational Delivery","Male","35","[c]","37640","35290"
"New entrant CS","2021","Declared non-disabled","Project Delivery","Operational Delivery","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Project Delivery","Other","Female","35","[c]","28950","25000"
"New entrant CS","2021","Declared non-disabled","Project Delivery","Other","Male","65","[c]","28180","25000"
"New entrant CS","2021","Declared non-disabled","Project Delivery","Other","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Project Delivery","Policy","Female","15","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Project Delivery","Policy","Male","10","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Project Delivery","Policy","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Project Delivery","Project Delivery","Female","315","[c]","35900","33300"
"New entrant CS","2021","Declared non-disabled","Project Delivery","Project Delivery","Male","340","[c]","39560","37500"
"New entrant CS","2021","Declared non-disabled","Project Delivery","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Project Delivery","Property","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Project Delivery","Property","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Project Delivery","Property","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Project Delivery","Science and Engineering","Female","15","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Project Delivery","Science and Engineering","Male","145","[c]","35400","33000"
"New entrant CS","2021","Declared non-disabled","Project Delivery","Science and Engineering","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Project Delivery","Security","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Project Delivery","Security","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Project Delivery","Security","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Project Delivery","Tax","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Project Delivery","Tax","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Project Delivery","Tax","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Project Delivery","Unknown","Female","30","[c]","41800","29140"
"New entrant CS","2021","Declared non-disabled","Project Delivery","Unknown","Male","20","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Project Delivery","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Property","Commercial","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Property","Commercial","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Property","Commercial","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Property","Digital, Data and Technology","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Property","Digital, Data and Technology","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Property","Digital, Data and Technology","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Property","Knowledge and Information Management","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Property","Knowledge and Information Management","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Property","Knowledge and Information Management","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Property","Operational Delivery","Female","45","[c]","22400","20880"
"New entrant CS","2021","Declared non-disabled","Property","Operational Delivery","Male","40","[c]","27830","20880"
"New entrant CS","2021","Declared non-disabled","Property","Operational Delivery","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Property","Other","Female","5","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Property","Other","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Property","Other","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Property","Planning","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Property","Planning","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Property","Planning","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Property","Project Delivery","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Property","Project Delivery","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Property","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Property","Property","Female","95","[c]","29610","26930"
"New entrant CS","2021","Declared non-disabled","Property","Property","Male","190","[c]","35070","33000"
"New entrant CS","2021","Declared non-disabled","Property","Property","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Property","Security","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Property","Security","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Property","Security","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Property","Unknown","Female","20","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Property","Unknown","Male","40","[c]","28300","25140"
"New entrant CS","2021","Declared non-disabled","Property","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Security","Knowledge and Information Management","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Security","Knowledge and Information Management","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Security","Knowledge and Information Management","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Security","Security","Female","85","[c]","24290","20920"
"New entrant CS","2021","Declared non-disabled","Security","Security","Male","295","[c]","26110","23540"
"New entrant CS","2021","Declared non-disabled","Security","Security","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Security","Unknown","Female","25","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Security","Unknown","Male","20","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Security","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Unknown","Commercial","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Unknown","Commercial","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Unknown","Commercial","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Unknown","Communications","Female","5","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Unknown","Communications","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Unknown","Communications","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Unknown","Counter Fraud","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Unknown","Counter Fraud","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Unknown","Counter Fraud","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Unknown","Digital, Data and Technology","Female","15","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Unknown","Digital, Data and Technology","Male","30","[c]","49950","41950"
"New entrant CS","2021","Declared non-disabled","Unknown","Digital, Data and Technology","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Unknown","Economics","Female","5","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Unknown","Economics","Male","10","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Unknown","Economics","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Unknown","Finance","Female","5","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Unknown","Finance","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Unknown","Finance","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Unknown","Human Resources","Female","10","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Unknown","Human Resources","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Unknown","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Unknown","Intelligence Analysis","Female","10","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Unknown","Intelligence Analysis","Male","15","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Unknown","Intelligence Analysis","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Unknown","Knowledge and Information Management","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Unknown","Knowledge and Information Management","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Unknown","Knowledge and Information Management","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Unknown","Legal","Female","5","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Unknown","Legal","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Unknown","Legal","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Unknown","Medicine","Female","135","[c]","39130","33480"
"New entrant CS","2021","Declared non-disabled","Unknown","Medicine","Male","40","[c]","50820","38890"
"New entrant CS","2021","Declared non-disabled","Unknown","Medicine","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Unknown","Operational Delivery","Female","155","[c]","24870","24440"
"New entrant CS","2021","Declared non-disabled","Unknown","Operational Delivery","Male","140","[c]","24370","24880"
"New entrant CS","2021","Declared non-disabled","Unknown","Operational Delivery","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Unknown","Operational Research","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Unknown","Operational Research","Male","10","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Unknown","Operational Research","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Unknown","Other","Female","350","[c]","23840","20920"
"New entrant CS","2021","Declared non-disabled","Unknown","Other","Male","300","[c]","26880","26350"
"New entrant CS","2021","Declared non-disabled","Unknown","Other","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Unknown","Planning","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Unknown","Planning","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Unknown","Planning","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Unknown","Policy","Female","45","[c]","33110","29430"
"New entrant CS","2021","Declared non-disabled","Unknown","Policy","Male","25","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Unknown","Policy","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Unknown","Project Delivery","Female","15","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Unknown","Project Delivery","Male","5","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Unknown","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Unknown","Property","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Unknown","Property","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Unknown","Property","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Unknown","Science and Engineering","Female","10","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Unknown","Science and Engineering","Male","65","[c]","27480","25000"
"New entrant CS","2021","Declared non-disabled","Unknown","Science and Engineering","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Unknown","Security","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Unknown","Security","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Unknown","Security","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Unknown","Social Research","Female","10","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Unknown","Social Research","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Unknown","Social Research","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Unknown","Statistics","Female","5","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Unknown","Statistics","Male","5","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Unknown","Statistics","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Unknown","Unknown","Female","7755","[c]","27000","27570"
"New entrant CS","2021","Declared non-disabled","Unknown","Unknown","Male","5475","[c]","26940","27570"
"New entrant CS","2021","Declared non-disabled","Unknown","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Unknown","Veterinarian","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Unknown","Veterinarian","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Unknown","Veterinarian","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Analysis","Communications","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Analysis","Communications","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Analysis","Digital, Data and Technology","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Analysis","Digital, Data and Technology","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Analysis","Economics","Female","5","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Analysis","Economics","Male","15","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Analysis","Finance","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Analysis","Finance","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Analysis","Human Resources","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Analysis","Human Resources","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Analysis","Intelligence Analysis","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Analysis","Intelligence Analysis","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Analysis","Knowledge and Information Management","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Analysis","Knowledge and Information Management","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Analysis","Operational Delivery","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Analysis","Operational Delivery","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Analysis","Operational Research","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Analysis","Operational Research","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Analysis","Other","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Analysis","Other","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Analysis","Policy","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Analysis","Policy","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Analysis","Project Delivery","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Analysis","Project Delivery","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Analysis","Science and Engineering","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Analysis","Science and Engineering","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Analysis","Social Research","Female","5","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Analysis","Social Research","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Analysis","Statistics","Female","5","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Analysis","Statistics","Male","10","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Analysis","Tax","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Analysis","Tax","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Analysis","Unknown","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Analysis","Unknown","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Commercial","Commercial","Female","10","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Commercial","Commercial","Male","5","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Commercial","Finance","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Commercial","Finance","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Commercial","Knowledge and Information Management","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Commercial","Knowledge and Information Management","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Commercial","Operational Delivery","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Commercial","Operational Delivery","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Commercial","Other","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Commercial","Other","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Commercial","Project Delivery","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Commercial","Project Delivery","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Commercial","Science and Engineering","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Commercial","Science and Engineering","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Commercial","Tax","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Commercial","Tax","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Commercial","Unknown","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Commercial","Unknown","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Communications","Communications","Female","10","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Communications","Communications","Male","10","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Communications","Digital, Data and Technology","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Communications","Digital, Data and Technology","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Communications","Economics","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Communications","Economics","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Communications","Operational Delivery","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Communications","Operational Delivery","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Communications","Other","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Communications","Other","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Communications","Project Delivery","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Communications","Project Delivery","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Communications","Tax","Female","10","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Communications","Tax","Male","10","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Communications","Unknown","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Communications","Unknown","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Counter Fraud","Counter Fraud","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Counter Fraud","Counter Fraud","Male","10","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Counter Fraud","Intelligence Analysis","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Counter Fraud","Intelligence Analysis","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Counter Fraud","Knowledge and Information Management","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Counter Fraud","Knowledge and Information Management","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Counter Fraud","Legal","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Counter Fraud","Legal","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Counter Fraud","Operational Delivery","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Counter Fraud","Operational Delivery","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Counter Fraud","Policy","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Counter Fraud","Policy","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Counter Fraud","Tax","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Counter Fraud","Tax","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Counter Fraud","Unknown","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Counter Fraud","Unknown","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Debt","Operational Delivery","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Debt","Operational Delivery","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Debt","Tax","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Debt","Tax","Male","5","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Debt","Unknown","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Debt","Unknown","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Digital, Data & Technology","Communications","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Digital, Data & Technology","Communications","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Digital, Data & Technology","Digital, Data and Technology","Female","20","[c]","[c]","[c]"
