"Status","Year","Age","Organisation","Profession_of_post","Sex","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2021","20-29","Scottish Prison Service","Human Resources","Female","5","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Scottish Prison Service","Human Resources","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Scottish Prison Service","Operational Delivery","Female","45","[c]","21500","20810"
"New entrant CS","2021","20-29","Scottish Prison Service","Operational Delivery","Male","45","[c]","21280","20810"
"New entrant CS","2021","20-29","Scottish Prison Service","Other","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Scottish Prison Service","Other","Male","5","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Scottish Prison Service","Psychology","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Scottish Prison Service","Psychology","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Serious Fraud Office","Counter Fraud","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Serious Fraud Office","Counter Fraud","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Serious Fraud Office","Digital, Data and Technology","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Serious Fraud Office","Digital, Data and Technology","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Serious Fraud Office","Policy","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Serious Fraud Office","Policy","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Social Security Scotland","Unknown","Female","60","[c]","23230","20060"
"New entrant CS","2021","20-29","Social Security Scotland","Unknown","Male","45","[c]","23010","20060"
"New entrant CS","2021","20-29","Standards and Testing Agency","Operational Delivery","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Standards and Testing Agency","Operational Delivery","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Standards and Testing Agency","Policy","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Standards and Testing Agency","Policy","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Student Awards Agency for Scotland","Unknown","Female","5","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Student Awards Agency for Scotland","Unknown","Male","5","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Submarine Delivery Agency","Commercial","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Submarine Delivery Agency","Commercial","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Submarine Delivery Agency","Digital, Data and Technology","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Submarine Delivery Agency","Digital, Data and Technology","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Submarine Delivery Agency","Finance","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Submarine Delivery Agency","Finance","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Submarine Delivery Agency","Human Resources","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Submarine Delivery Agency","Human Resources","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Submarine Delivery Agency","Knowledge and Information Management","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Submarine Delivery Agency","Knowledge and Information Management","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Submarine Delivery Agency","Operational Delivery","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Submarine Delivery Agency","Operational Delivery","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Submarine Delivery Agency","Project Delivery","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Submarine Delivery Agency","Project Delivery","Male","5","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Submarine Delivery Agency","Science and Engineering","Female","5","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Submarine Delivery Agency","Science and Engineering","Male","30","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Teaching Regulation Agency","Operational Delivery","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Teaching Regulation Agency","Operational Delivery","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","The National Archives","Communications","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","The National Archives","Communications","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","The National Archives","Digital, Data and Technology","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","The National Archives","Digital, Data and Technology","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","The National Archives","Finance","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","The National Archives","Finance","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","The National Archives","Knowledge and Information Management","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","The National Archives","Knowledge and Information Management","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","The National Archives","Operational Delivery","Female","5","[c]","[c]","[c]"
"New entrant CS","2021","20-29","The National Archives","Operational Delivery","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","The National Archives","Other","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","The National Archives","Other","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Transport Scotland","Unknown","Female","5","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Transport Scotland","Unknown","Male","5","[c]","[c]","[c]"
"New entrant CS","2021","20-29","UK Export Finance","Communications","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","UK Export Finance","Communications","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","UK Export Finance","Human Resources","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","UK Export Finance","Human Resources","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","UK Export Finance","Knowledge and Information Management","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","UK Export Finance","Knowledge and Information Management","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","UK Export Finance","Legal","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","UK Export Finance","Legal","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","UK Export Finance","Operational Delivery","Female","10","[c]","[c]","[c]"
"New entrant CS","2021","20-29","UK Export Finance","Operational Delivery","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","UK Hydrographic Office","Commercial","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","UK Hydrographic Office","Commercial","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","UK Hydrographic Office","Digital, Data and Technology","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","UK Hydrographic Office","Digital, Data and Technology","Male","5","[c]","[c]","[c]"
"New entrant CS","2021","20-29","UK Hydrographic Office","Finance","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","UK Hydrographic Office","Finance","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","UK Hydrographic Office","Human Resources","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","UK Hydrographic Office","Human Resources","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","UK Hydrographic Office","Operational Delivery","Female","10","[c]","[c]","[c]"
"New entrant CS","2021","20-29","UK Hydrographic Office","Operational Delivery","Male","25","[c]","[c]","[c]"
"New entrant CS","2021","20-29","UK Intellectual Property Office","Digital, Data and Technology","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","UK Intellectual Property Office","Digital, Data and Technology","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","UK Intellectual Property Office","Economics","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","UK Intellectual Property Office","Economics","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","UK Intellectual Property Office","Finance","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","UK Intellectual Property Office","Finance","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","UK Intellectual Property Office","Human Resources","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","UK Intellectual Property Office","Human Resources","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","UK Intellectual Property Office","Knowledge and Information Management","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","UK Intellectual Property Office","Knowledge and Information Management","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","UK Intellectual Property Office","Operational Delivery","Female","30","[c]","23940","23320"
"New entrant CS","2021","20-29","UK Intellectual Property Office","Operational Delivery","Male","25","[c]","[c]","[c]"
"New entrant CS","2021","20-29","UK Intellectual Property Office","Project Delivery","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","UK Intellectual Property Office","Project Delivery","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","UK Intellectual Property Office","Science and Engineering","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","UK Intellectual Property Office","Science and Engineering","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","UK Space Agency","Policy","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","UK Space Agency","Policy","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","UK Space Agency","Project Delivery","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","UK Space Agency","Project Delivery","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","UK Supreme Court","Communications","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","UK Supreme Court","Communications","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","UK Supreme Court","Legal","Female","5","[c]","[c]","[c]"
"New entrant CS","2021","20-29","UK Supreme Court","Legal","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","UK Supreme Court","Operational Delivery","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","UK Supreme Court","Operational Delivery","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","United Kingdom Statistics Authority","Commercial","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","United Kingdom Statistics Authority","Commercial","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","United Kingdom Statistics Authority","Communications","Female","5","[c]","[c]","[c]"
"New entrant CS","2021","20-29","United Kingdom Statistics Authority","Communications","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","United Kingdom Statistics Authority","Digital, Data and Technology","Female","20","[c]","[c]","[c]"
"New entrant CS","2021","20-29","United Kingdom Statistics Authority","Digital, Data and Technology","Male","30","[c]","29980","29540"
"New entrant CS","2021","20-29","United Kingdom Statistics Authority","Digital, Data and Technology","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","United Kingdom Statistics Authority","Economics","Female","20","[c]","[c]","[c]"
"New entrant CS","2021","20-29","United Kingdom Statistics Authority","Economics","Male","25","[c]","[c]","[c]"
"New entrant CS","2021","20-29","United Kingdom Statistics Authority","Finance","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","United Kingdom Statistics Authority","Finance","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","United Kingdom Statistics Authority","Human Resources","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","United Kingdom Statistics Authority","Human Resources","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","United Kingdom Statistics Authority","Operational Delivery","Female","95","[c]","26570","25530"
"New entrant CS","2021","20-29","United Kingdom Statistics Authority","Operational Delivery","Male","75","[c]","26520","23050"
"New entrant CS","2021","20-29","United Kingdom Statistics Authority","Operational Delivery","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","United Kingdom Statistics Authority","Operational Research","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","United Kingdom Statistics Authority","Operational Research","Male","5","[c]","[c]","[c]"
"New entrant CS","2021","20-29","United Kingdom Statistics Authority","Operational Research","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","United Kingdom Statistics Authority","Policy","Female","5","[c]","[c]","[c]"
"New entrant CS","2021","20-29","United Kingdom Statistics Authority","Policy","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","United Kingdom Statistics Authority","Project Delivery","Female","5","[c]","[c]","[c]"
"New entrant CS","2021","20-29","United Kingdom Statistics Authority","Project Delivery","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","United Kingdom Statistics Authority","Security","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","United Kingdom Statistics Authority","Security","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","United Kingdom Statistics Authority","Security","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","United Kingdom Statistics Authority","Social Research","Female","70","[c]","30990","29540"
"New entrant CS","2021","20-29","United Kingdom Statistics Authority","Social Research","Male","30","[c]","[c]","[c]"
"New entrant CS","2021","20-29","United Kingdom Statistics Authority","Social Research","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","United Kingdom Statistics Authority","Statistics","Female","55","[c]","30350","32040"
"New entrant CS","2021","20-29","United Kingdom Statistics Authority","Statistics","Male","25","[c]","[c]","[c]"
"New entrant CS","2021","20-29","United Kingdom Statistics Authority","Statistics","Unknown","10","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Valuation Office Agency","Operational Delivery","Female","35","[c]","21100","20880"
"New entrant CS","2021","20-29","Valuation Office Agency","Operational Delivery","Male","20","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Valuation Office Agency","Project Delivery","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Valuation Office Agency","Project Delivery","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Valuation Office Agency","Property","Female","30","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Valuation Office Agency","Property","Male","50","[c]","26970","24820"
"New entrant CS","2021","20-29","Valuation Office Agency","Statistics","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Valuation Office Agency","Statistics","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Vehicle Certification Agency","Human Resources","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Vehicle Certification Agency","Human Resources","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Vehicle Certification Agency","Operational Delivery","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Vehicle Certification Agency","Operational Delivery","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Vehicle Certification Agency","Property","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Vehicle Certification Agency","Property","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Vehicle Certification Agency","Science and Engineering","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Vehicle Certification Agency","Science and Engineering","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Veterinary Medicines Directorate","Unknown","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Veterinary Medicines Directorate","Unknown","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Wales Office","Communications","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Wales Office","Communications","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Wales Office","Human Resources","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Wales Office","Human Resources","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Wales Office","Operational Delivery","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Wales Office","Operational Delivery","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Wales Office","Policy","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Wales Office","Policy","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Water Services Regulation Authority","Digital, Data and Technology","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Water Services Regulation Authority","Digital, Data and Technology","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Water Services Regulation Authority","Finance","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Water Services Regulation Authority","Finance","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Water Services Regulation Authority","Human Resources","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Water Services Regulation Authority","Human Resources","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Water Services Regulation Authority","Policy","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Water Services Regulation Authority","Policy","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Water Services Regulation Authority","Science and Engineering","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Water Services Regulation Authority","Science and Engineering","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Welsh Government (excl. agencies)","Communications","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Welsh Government (excl. agencies)","Communications","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Welsh Government (excl. agencies)","Digital, Data and Technology","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Welsh Government (excl. agencies)","Digital, Data and Technology","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Welsh Government (excl. agencies)","Economics","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Welsh Government (excl. agencies)","Economics","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Welsh Government (excl. agencies)","Finance","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Welsh Government (excl. agencies)","Finance","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Welsh Government (excl. agencies)","Human Resources","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Welsh Government (excl. agencies)","Human Resources","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Welsh Government (excl. agencies)","Knowledge and Information Management","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Welsh Government (excl. agencies)","Knowledge and Information Management","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Welsh Government (excl. agencies)","Legal","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Welsh Government (excl. agencies)","Legal","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Welsh Government (excl. agencies)","Medicine","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Welsh Government (excl. agencies)","Medicine","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Welsh Government (excl. agencies)","Operational Delivery","Female","20","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Welsh Government (excl. agencies)","Operational Delivery","Male","15","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Welsh Government (excl. agencies)","Other","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Welsh Government (excl. agencies)","Other","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Welsh Government (excl. agencies)","Policy","Female","10","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Welsh Government (excl. agencies)","Policy","Male","5","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Welsh Government (excl. agencies)","Project Delivery","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Welsh Government (excl. agencies)","Project Delivery","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Welsh Government (excl. agencies)","Social Research","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Welsh Government (excl. agencies)","Social Research","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Welsh Government (excl. agencies)","Statistics","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Welsh Government (excl. agencies)","Statistics","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Welsh Revenue Authority","Unknown","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Welsh Revenue Authority","Unknown","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Advisory, Conciliation and Arbitration Service","Digital, Data and Technology","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Advisory, Conciliation and Arbitration Service","Digital, Data and Technology","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Advisory, Conciliation and Arbitration Service","Finance","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Advisory, Conciliation and Arbitration Service","Finance","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Advisory, Conciliation and Arbitration Service","Human Resources","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Advisory, Conciliation and Arbitration Service","Human Resources","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Advisory, Conciliation and Arbitration Service","Operational Delivery","Female","25","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Advisory, Conciliation and Arbitration Service","Operational Delivery","Male","20","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Animal and Plant Health Agency","Operational Delivery","Female","50","[c]","24740","23400"
"New entrant CS","2021","30-39","Animal and Plant Health Agency","Operational Delivery","Male","30","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Animal and Plant Health Agency","Science and Engineering","Female","5","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Animal and Plant Health Agency","Science and Engineering","Male","5","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Animal and Plant Health Agency","Unknown","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Animal and Plant Health Agency","Unknown","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Animal and Plant Health Agency","Veterinarian","Female","5","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Animal and Plant Health Agency","Veterinarian","Male","5","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Attorney General's Office","Communications","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Attorney General's Office","Communications","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Attorney General's Office","Other","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Attorney General's Office","Other","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Cabinet Office (excl. agencies)","Digital, Data and Technology","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Cabinet Office (excl. agencies)","Digital, Data and Technology","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Cabinet Office (excl. agencies)","Finance","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Cabinet Office (excl. agencies)","Finance","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Cabinet Office (excl. agencies)","Operational Delivery","Female","5","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Cabinet Office (excl. agencies)","Operational Delivery","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Cabinet Office (excl. agencies)","Other","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Cabinet Office (excl. agencies)","Other","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Cabinet Office (excl. agencies)","Unknown","Female","170","[c]","45590","40600"
"New entrant CS","2021","30-39","Cabinet Office (excl. agencies)","Unknown","Male","140","[c]","49800","54700"
"New entrant CS","2021","30-39","Centre for Environment, Fisheries and Aquaculture Science","Science and Engineering","Female","5","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Centre for Environment, Fisheries and Aquaculture Science","Science and Engineering","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Charity Commission","Communications","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Charity Commission","Communications","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Charity Commission","Digital, Data and Technology","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Charity Commission","Digital, Data and Technology","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Charity Commission","Legal","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Charity Commission","Legal","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Charity Commission","Operational Delivery","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Charity Commission","Operational Delivery","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Charity Commission","Other","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Charity Commission","Other","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Charity Commission","Project Delivery","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Charity Commission","Project Delivery","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Charity Commission","Unknown","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Charity Commission","Unknown","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Companies House","Commercial","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Companies House","Commercial","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Companies House","Digital, Data and Technology","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Companies House","Digital, Data and Technology","Male","10","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Companies House","Finance","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Companies House","Finance","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Companies House","Human Resources","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Companies House","Human Resources","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Companies House","Operational Delivery","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Companies House","Operational Delivery","Male","5","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Companies House","Other","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Companies House","Other","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Companies House","Project Delivery","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Companies House","Project Delivery","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Competition and Markets Authority","Communications","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Competition and Markets Authority","Communications","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Competition and Markets Authority","Digital, Data and Technology","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Competition and Markets Authority","Digital, Data and Technology","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Competition and Markets Authority","Economics","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Competition and Markets Authority","Economics","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Competition and Markets Authority","Human Resources","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Competition and Markets Authority","Human Resources","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Competition and Markets Authority","Legal","Female","10","[c]","[c]","[c]"
