"Status","Year","Disability","Function_of_post","Responsibility_level_ungrouped","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2021","Declared disabled","Unknown","AA","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Unknown","AO","90","[c]","21250","21010"
"Leaver Dept.","2021","Declared disabled","Unknown","EO","140","[c]","27410","27570"
"Leaver Dept.","2021","Declared disabled","Unknown","G6","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Unknown","G7","40","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Unknown","HEO","70","[c]","33790","33670"
"Leaver Dept.","2021","Declared disabled","Unknown","SCS level","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Unknown","SEO","55","[c]","39310","39610"
"Leaver Dept.","2021","Declared disabled","Unknown","Unknown","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Analysis","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Analysis","EO","20","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Analysis","G6","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Analysis","G7","40","[c]","56780","57600"
"Leaver Dept.","2021","Declared non-disabled","Analysis","HEO","65","[c]","33440","33570"
"Leaver Dept.","2021","Declared non-disabled","Analysis","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Analysis","SEO","25","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Analysis","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Commercial","AA","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Commercial","AO","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Commercial","EO","15","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Commercial","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Commercial","G7","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Commercial","HEO","15","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Commercial","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Commercial","SEO","25","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Commercial","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Communications","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Communications","EO","20","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Communications","G6","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Communications","G7","20","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Communications","HEO","35","[c]","34220","33640"
"Leaver Dept.","2021","Declared non-disabled","Communications","SCS level","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Communications","SEO","25","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Counter Fraud","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Counter Fraud","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Counter Fraud","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Counter Fraud","HEO","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Counter Fraud","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Counter Fraud","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Debt","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Digital, Data & Technology","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Digital, Data & Technology","EO","20","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Digital, Data & Technology","G6","20","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Digital, Data & Technology","G7","35","[c]","55590","54700"
"Leaver Dept.","2021","Declared non-disabled","Digital, Data & Technology","HEO","30","[c]","33080","32910"
"Leaver Dept.","2021","Declared non-disabled","Digital, Data & Technology","SCS level","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Digital, Data & Technology","SEO","25","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Digital, Data & Technology","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Finance","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Finance","EO","25","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Finance","G6","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Finance","G7","35","[c]","57460","57440"
"Leaver Dept.","2021","Declared non-disabled","Finance","HEO","20","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Finance","SCS level","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Finance","SEO","25","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Finance","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Grants Management","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Grants Management","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Grants Management","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Grants Management","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Grants Management","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Human Resources","AA","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Human Resources","AO","40","[c]","21040","20860"
"Leaver Dept.","2021","Declared non-disabled","Human Resources","EO","50","[c]","26390","26170"
"Leaver Dept.","2021","Declared non-disabled","Human Resources","G6","15","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Human Resources","G7","45","[c]","55800","56810"
"Leaver Dept.","2021","Declared non-disabled","Human Resources","HEO","95","[c]","31770","31640"
"Leaver Dept.","2021","Declared non-disabled","Human Resources","SCS level","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Human Resources","SEO","40","[c]","42120","40600"
"Leaver Dept.","2021","Declared non-disabled","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Internal Audit","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Internal Audit","HEO","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Internal Audit","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Internal Audit","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Legal","AO","25","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Legal","EO","25","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Legal","G6","20","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Legal","G7","40","[c]","55110","51940"
"Leaver Dept.","2021","Declared non-disabled","Legal","HEO","15","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Legal","SCS level","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Legal","SEO","15","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","No function","AA","35","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","No function","AO","365","[c]","20740","20020"
"Leaver Dept.","2021","Declared non-disabled","No function","EO","275","[c]","25590","26390"
"Leaver Dept.","2021","Declared non-disabled","No function","G6","110","[c]","64250","64140"
"Leaver Dept.","2021","Declared non-disabled","No function","G7","370","[c]","53630","53380"
"Leaver Dept.","2021","Declared non-disabled","No function","HEO","555","[c]","32660","32560"
"Leaver Dept.","2021","Declared non-disabled","No function","SCS level","90","[c]","85830","75920"
"Leaver Dept.","2021","Declared non-disabled","No function","SEO","175","[c]","39510","39250"
"Leaver Dept.","2021","Declared non-disabled","No function","Unknown","65","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Project Delivery","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Project Delivery","EO","55","[c]","23800","24020"
"Leaver Dept.","2021","Declared non-disabled","Project Delivery","G6","20","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Project Delivery","G7","65","[c]","54100","54130"
"Leaver Dept.","2021","Declared non-disabled","Project Delivery","HEO","110","[c]","31350","31950"
"Leaver Dept.","2021","Declared non-disabled","Project Delivery","SCS level","15","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Project Delivery","SEO","70","[c]","39670","40270"
"Leaver Dept.","2021","Declared non-disabled","Project Delivery","Unknown","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Property","AA","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Property","AO","15","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Property","EO","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Property","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Property","G7","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Property","HEO","20","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Property","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Property","SEO","15","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Security","AA","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Security","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Security","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Security","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Security","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Security","HEO","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Security","SEO","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Security","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Unknown","AA","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Unknown","AO","755","[c]","21380","21010"
"Leaver Dept.","2021","Declared non-disabled","Unknown","EO","1035","[c]","27400","27570"
"Leaver Dept.","2021","Declared non-disabled","Unknown","G6","125","[c]","66370","66560"
"Leaver Dept.","2021","Declared non-disabled","Unknown","G7","320","[c]","55000","55640"
"Leaver Dept.","2021","Declared non-disabled","Unknown","HEO","650","[c]","33130","33300"
"Leaver Dept.","2021","Declared non-disabled","Unknown","SCS level","70","[c]","91870","80000"
"Leaver Dept.","2021","Declared non-disabled","Unknown","SEO","395","[c]","40380","40640"
"Leaver Dept.","2021","Declared non-disabled","Unknown","Unknown","25","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Analysis","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Analysis","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Analysis","G7","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Analysis","HEO","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Analysis","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Analysis","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Commercial","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Communications","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Communications","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Communications","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Counter Fraud","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Digital, Data & Technology","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Digital, Data & Technology","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Digital, Data & Technology","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Digital, Data & Technology","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Digital, Data & Technology","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Digital, Data & Technology","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Digital, Data & Technology","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Finance","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Finance","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Finance","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Finance","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Finance","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Human Resources","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Human Resources","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Human Resources","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Human Resources","HEO","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Human Resources","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Human Resources","SEO","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Legal","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Legal","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Legal","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","No function","AA","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","No function","AO","45","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","No function","EO","25","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","No function","G6","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","No function","G7","20","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","No function","HEO","55","[c]","32350","32120"
"Leaver Dept.","2021","Undeclared","No function","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","No function","SEO","25","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","No function","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Project Delivery","EO","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Project Delivery","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Project Delivery","G7","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Project Delivery","HEO","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Project Delivery","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Project Delivery","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Property","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Property","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Security","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Security","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Security","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Security","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Unknown","AA","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Unknown","AO","50","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Unknown","EO","85","[c]","28070","27570"
"Leaver Dept.","2021","Undeclared","Unknown","G6","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Unknown","G7","40","[c]","54300","54130"
"Leaver Dept.","2021","Undeclared","Unknown","HEO","65","[c]","33020","33770"
"Leaver Dept.","2021","Undeclared","Unknown","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Unknown","SEO","40","[c]","42020","42460"
"Leaver Dept.","2021","Undeclared","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Analysis","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Analysis","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Analysis","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Analysis","G7","20","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Analysis","HEO","30","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Analysis","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Analysis","SEO","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Commercial","AA","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Commercial","EO","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Commercial","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Commercial","G7","20","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Commercial","HEO","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Commercial","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Commercial","SEO","15","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Communications","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Communications","EO","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Communications","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Communications","G7","15","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Communications","HEO","25","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Communications","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Communications","SEO","30","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Counter Fraud","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Counter Fraud","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Counter Fraud","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Digital, Data & Technology","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Digital, Data & Technology","EO","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Digital, Data & Technology","G6","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Digital, Data & Technology","G7","20","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Digital, Data & Technology","HEO","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Digital, Data & Technology","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Digital, Data & Technology","SEO","15","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Finance","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Finance","G6","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Finance","G7","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Finance","HEO","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Finance","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Finance","SEO","15","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Grants Management","AO","20","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Grants Management","EO","15","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Grants Management","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Grants Management","HEO","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Grants Management","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Human Resources","AO","15","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Human Resources","EO","15","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Human Resources","G6","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Human Resources","G7","20","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Human Resources","HEO","20","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Human Resources","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Human Resources","SEO","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Legal","AO","15","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Legal","EO","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Legal","G6","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Legal","G7","15","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Legal","HEO","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Legal","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Legal","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","No function","AA","20","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","No function","AO","160","[c]","21040","20470"
"Leaver Dept.","2021","Unknown","No function","EO","155","[c]","27140","27000"
"Leaver Dept.","2021","Unknown","No function","G6","55","[c]","63930","64060"
"Leaver Dept.","2021","Unknown","No function","G7","215","[c]","53490","53200"
"Leaver Dept.","2021","Unknown","No function","HEO","660","[c]","31880","32000"
"Leaver Dept.","2021","Unknown","No function","SCS level","40","[c]","94630","82500"
"Leaver Dept.","2021","Unknown","No function","SEO","160","[c]","40070","39250"
"Leaver Dept.","2021","Unknown","No function","Unknown","15","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Project Delivery","EO","15","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Project Delivery","G6","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Project Delivery","G7","30","[c]","53080","52670"
"Leaver Dept.","2021","Unknown","Project Delivery","HEO","25","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Project Delivery","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Project Delivery","SEO","20","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Property","AO","15","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Property","EO","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Property","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Property","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Property","HEO","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Property","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Property","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Security","AO","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Security","EO","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Security","HEO","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Security","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Unknown","AA","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Unknown","AO","350","[c]","21300","21010"
"Leaver Dept.","2021","Unknown","Unknown","EO","225","[c]","27970","27570"
"Leaver Dept.","2021","Unknown","Unknown","G6","65","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Unknown","G7","150","[c]","54210","53830"
"Leaver Dept.","2021","Unknown","Unknown","HEO","255","[c]","32920","32710"
"Leaver Dept.","2021","Unknown","Unknown","SCS level","35","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Unknown","SEO","100","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Unknown","Unknown","80","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Analysis","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Analysis","AO","5","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Analysis","EO","10","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Analysis","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Analysis","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Analysis","HEO","45","[c]","32230","31810"
"New entrant CS","2021","Declared disabled","Analysis","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Analysis","SEO","5","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Commercial","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Commercial","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Commercial","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Commercial","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Commercial","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Commercial","HEO","10","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Commercial","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Commercial","SEO","5","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Commercial","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Communications","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Communications","AO","5","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Communications","EO","20","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Communications","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Communications","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Communications","HEO","10","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Communications","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Communications","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Counter Fraud","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Counter Fraud","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Counter Fraud","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Counter Fraud","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Counter Fraud","HEO","10","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Counter Fraud","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Counter Fraud","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Debt","AO","25","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Debt","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Debt","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Digital, Data & Technology","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Digital, Data & Technology","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Digital, Data & Technology","EO","15","[c]","[c]","[c]"
