"Status","Year","Ethnicity","Function_of_post","Profession_of_post","Region_ITL1","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2021","Chinese","Analysis","Operational Research","South East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Analysis","Operational Research","South West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Analysis","Operational Research","Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Analysis","Operational Research","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Analysis","Other","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Analysis","Other","Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Analysis","Policy","East Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Analysis","Policy","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Analysis","Policy","North West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Analysis","Policy","South West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Analysis","Policy","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Analysis","Project Delivery","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Analysis","Science and Engineering","East of England","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Analysis","Science and Engineering","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Analysis","Science and Engineering","Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Analysis","Science and Engineering","South East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Analysis","Science and Engineering","South West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Analysis","Science and Engineering","West Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Analysis","Social Research","East Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Analysis","Social Research","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Analysis","Social Research","North West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Analysis","Social Research","South East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Analysis","Social Research","Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Analysis","Social Research","West Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Analysis","Social Research","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Analysis","Statistics","East of England","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Analysis","Statistics","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Analysis","Statistics","North East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Analysis","Statistics","North West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Analysis","Statistics","Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Analysis","Statistics","South East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Analysis","Statistics","South West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Analysis","Statistics","Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Analysis","Statistics","West Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Analysis","Statistics","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Analysis","Tax","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Analysis","Unknown","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Analysis","Unknown","North West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Analysis","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Commercial","Commercial","East Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Commercial","Commercial","East of England","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Commercial","Commercial","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Commercial","Commercial","North East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Commercial","Commercial","North West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Commercial","Commercial","Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Commercial","Commercial","South East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Commercial","Commercial","South West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Commercial","Commercial","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Commercial","Commercial","Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Commercial","Commercial","West Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Commercial","Commercial","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Commercial","Finance","North West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Commercial","Finance","South West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Commercial","Finance","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Commercial","Knowledge and Information Management","East Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Commercial","Knowledge and Information Management","East of England","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Commercial","Knowledge and Information Management","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Commercial","Knowledge and Information Management","Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Commercial","Knowledge and Information Management","South East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Commercial","Knowledge and Information Management","South West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Commercial","Knowledge and Information Management","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Commercial","Knowledge and Information Management","Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Commercial","Knowledge and Information Management","West Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Commercial","Knowledge and Information Management","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Commercial","Operational Delivery","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Commercial","Operational Delivery","North West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Commercial","Operational Delivery","South East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Commercial","Operational Delivery","West Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Commercial","Operational Delivery","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Commercial","Other","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Commercial","Other","South West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Commercial","Project Delivery","South West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Commercial","Science and Engineering","Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Commercial","Science and Engineering","South West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Commercial","Tax","North West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Commercial","Unknown","East Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Commercial","Unknown","East of England","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Commercial","Unknown","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Commercial","Unknown","North East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Commercial","Unknown","North West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Commercial","Unknown","Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Commercial","Unknown","South East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Commercial","Unknown","South West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Commercial","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Commercial","Unknown","Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Commercial","Unknown","West Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Commercial","Unknown","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Communications","Communications","East Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Communications","Communications","East of England","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Communications","Communications","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Communications","Communications","North East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Communications","Communications","North West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Communications","Communications","Northern Ireland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Communications","Communications","Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Communications","Communications","South East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Communications","Communications","South West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Communications","Communications","Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Communications","Communications","West Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Communications","Communications","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Communications","Digital, Data and Technology","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Communications","Digital, Data and Technology","South East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Communications","Digital, Data and Technology","South West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Communications","Economics","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Communications","Operational Delivery","East Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Communications","Operational Delivery","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Communications","Operational Delivery","North East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Communications","Operational Delivery","North West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Communications","Operational Delivery","South East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Communications","Operational Delivery","Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Communications","Operational Delivery","West Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Communications","Operational Delivery","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Communications","Other","East of England","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Communications","Other","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Communications","Other","South West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Communications","Other","West Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Communications","Other","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Communications","Project Delivery","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Communications","Tax","East Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Communications","Tax","North East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Communications","Tax","North West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Communications","Tax","Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Communications","Tax","Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Communications","Tax","West Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Communications","Tax","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Communications","Unknown","East Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Communications","Unknown","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Communications","Unknown","North East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Communications","Unknown","North West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Communications","Unknown","Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Communications","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Communications","Unknown","West Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Communications","Unknown","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Counter Fraud","Counter Fraud","East Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Counter Fraud","Counter Fraud","East of England","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Counter Fraud","Counter Fraud","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Counter Fraud","Counter Fraud","North West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Counter Fraud","Counter Fraud","Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Counter Fraud","Counter Fraud","South West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Counter Fraud","Counter Fraud","Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Counter Fraud","Counter Fraud","West Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Counter Fraud","Counter Fraud","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Counter Fraud","Intelligence Analysis","East Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Counter Fraud","Intelligence Analysis","West Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Counter Fraud","Knowledge and Information Management","Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Counter Fraud","Legal","East Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Counter Fraud","Legal","East of England","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Counter Fraud","Legal","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Counter Fraud","Legal","North East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Counter Fraud","Legal","North West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Counter Fraud","Legal","Northern Ireland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Counter Fraud","Legal","Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Counter Fraud","Legal","South East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Counter Fraud","Legal","South West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Counter Fraud","Legal","West Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Counter Fraud","Legal","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Counter Fraud","Operational Delivery","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Counter Fraud","Operational Delivery","North West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Counter Fraud","Operational Delivery","Northern Ireland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Counter Fraud","Operational Delivery","Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Counter Fraud","Operational Delivery","South East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Counter Fraud","Operational Delivery","West Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Counter Fraud","Operational Delivery","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Counter Fraud","Policy","Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Counter Fraud","Tax","East Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Counter Fraud","Tax","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Counter Fraud","Tax","North East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Counter Fraud","Tax","North West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Counter Fraud","Tax","Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Counter Fraud","Tax","Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Counter Fraud","Tax","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Counter Fraud","Unknown","East Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Counter Fraud","Unknown","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Counter Fraud","Unknown","North West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Counter Fraud","Unknown","Northern Ireland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Counter Fraud","Unknown","South West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Counter Fraud","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Counter Fraud","Unknown","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Debt","Operational Delivery","East Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Debt","Operational Delivery","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Debt","Operational Delivery","North East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Debt","Operational Delivery","North West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Debt","Operational Delivery","Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Debt","Operational Delivery","West Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Debt","Tax","East Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Debt","Tax","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Debt","Tax","North East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Debt","Tax","North West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Debt","Tax","Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Debt","Tax","West Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Debt","Tax","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Debt","Unknown","East Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Debt","Unknown","North East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Debt","Unknown","Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Debt","Unknown","West Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Digital, Data & Technology","Communications","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Digital, Data & Technology","Digital, Data and Technology","East Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Digital, Data & Technology","Digital, Data and Technology","East of England","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Digital, Data & Technology","Digital, Data and Technology","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Digital, Data & Technology","Digital, Data and Technology","North East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Digital, Data & Technology","Digital, Data and Technology","North West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Digital, Data & Technology","Digital, Data and Technology","Northern Ireland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Digital, Data & Technology","Digital, Data and Technology","Overseas","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Digital, Data & Technology","Digital, Data and Technology","Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Digital, Data & Technology","Digital, Data and Technology","South East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Digital, Data & Technology","Digital, Data and Technology","South West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Digital, Data & Technology","Digital, Data and Technology","Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Digital, Data & Technology","Digital, Data and Technology","West Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Digital, Data & Technology","Digital, Data and Technology","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Digital, Data & Technology","Finance","Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Digital, Data & Technology","Knowledge and Information Management","East Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Digital, Data & Technology","Knowledge and Information Management","North West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Digital, Data & Technology","Knowledge and Information Management","South East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Digital, Data & Technology","Knowledge and Information Management","South West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Digital, Data & Technology","Knowledge and Information Management","Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Digital, Data & Technology","Operational Delivery","East of England","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Digital, Data & Technology","Operational Delivery","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Digital, Data & Technology","Operational Delivery","North East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Digital, Data & Technology","Operational Delivery","North West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Digital, Data & Technology","Operational Delivery","Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Digital, Data & Technology","Operational Delivery","South East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Digital, Data & Technology","Operational Delivery","South West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Digital, Data & Technology","Operational Delivery","Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Digital, Data & Technology","Operational Delivery","West Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Digital, Data & Technology","Operational Delivery","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Digital, Data & Technology","Operational Research","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Digital, Data & Technology","Operational Research","North West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Digital, Data & Technology","Operational Research","South West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Digital, Data & Technology","Other","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Digital, Data & Technology","Other","South West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Digital, Data & Technology","Other","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Digital, Data & Technology","Policy","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Digital, Data & Technology","Project Delivery","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Digital, Data & Technology","Project Delivery","Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Digital, Data & Technology","Science and Engineering","East Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Digital, Data & Technology","Science and Engineering","South East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Digital, Data & Technology","Science and Engineering","South West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Digital, Data & Technology","Science and Engineering","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Digital, Data & Technology","Security","South West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Digital, Data & Technology","Tax","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Digital, Data & Technology","Tax","North East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Digital, Data & Technology","Tax","Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Digital, Data & Technology","Tax","West Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Digital, Data & Technology","Unknown","East Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Digital, Data & Technology","Unknown","East of England","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Digital, Data & Technology","Unknown","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Digital, Data & Technology","Unknown","North East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Digital, Data & Technology","Unknown","North West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Digital, Data & Technology","Unknown","Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Digital, Data & Technology","Unknown","South West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Digital, Data & Technology","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Digital, Data & Technology","Unknown","West Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Digital, Data & Technology","Unknown","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Finance","Corporate Finance","East of England","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Finance","Corporate Finance","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Finance","Corporate Finance","Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Finance","Corporate Finance","West Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Finance","Digital, Data and Technology","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Finance","Digital, Data and Technology","South West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Finance","Economics","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Finance","Economics","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Finance","Finance","East Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Finance","Finance","East of England","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Finance","Finance","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Finance","Finance","North East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Finance","Finance","North West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Finance","Finance","Northern Ireland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Finance","Finance","Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Finance","Finance","South East (England)","[c]","[c]","[c]","[c]"
