"Status","Year","Organisation","Parent_department","Sex","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2021","Office for Budget Responsibility","HM Treasury","Female","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office for Budget Responsibility","HM Treasury","Female","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office for Budget Responsibility","HM Treasury","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office for Budget Responsibility","HM Treasury","Male","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office for Budget Responsibility","HM Treasury","Male","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office for Budget Responsibility","HM Treasury","Male","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2021","Office for Budget Responsibility","HM Treasury","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office for Budget Responsibility","HM Treasury","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education","Female","Heterosexual / straight","90","[c]","48410","46360"
"New entrant CS","2021","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education","Female","LGBO","10","[c]","[c]","[c]"
"New entrant CS","2021","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education","Female","Undeclared","5","[c]","[c]","[c]"
"New entrant CS","2021","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education","Female","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education","Male","Heterosexual / straight","50","[c]","52530","51360"
"New entrant CS","2021","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education","Male","LGBO","10","[c]","[c]","[c]"
"New entrant CS","2021","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education","Male","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education","Male","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","Female","Heterosexual / straight","100","[c]","32950","25750"
"New entrant CS","2021","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","Female","LGBO","10","[c]","[c]","[c]"
"New entrant CS","2021","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","Female","Undeclared","15","[c]","[c]","[c]"
"New entrant CS","2021","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","Female","Unknown","15","[c]","[c]","[c]"
"New entrant CS","2021","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","Male","Heterosexual / straight","120","[c]","36060","29980"
"New entrant CS","2021","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","Male","LGBO","15","[c]","[c]","[c]"
"New entrant CS","2021","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","Male","Undeclared","15","[c]","[c]","[c]"
"New entrant CS","2021","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","Male","Unknown","25","[c]","[c]","[c]"
"New entrant CS","2021","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of Qualifications and Examinations Regulation","Office of Qualifications and Examinations Regulation","Female","Heterosexual / straight","15","[c]","[c]","[c]"
"New entrant CS","2021","Office of Qualifications and Examinations Regulation","Office of Qualifications and Examinations Regulation","Female","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of Qualifications and Examinations Regulation","Office of Qualifications and Examinations Regulation","Female","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of Qualifications and Examinations Regulation","Office of Qualifications and Examinations Regulation","Female","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of Qualifications and Examinations Regulation","Office of Qualifications and Examinations Regulation","Male","Heterosexual / straight","10","[c]","[c]","[c]"
"New entrant CS","2021","Office of Qualifications and Examinations Regulation","Office of Qualifications and Examinations Regulation","Male","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of Qualifications and Examinations Regulation","Office of Qualifications and Examinations Regulation","Male","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of Qualifications and Examinations Regulation","Office of Qualifications and Examinations Regulation","Male","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2021","Office of Qualifications and Examinations Regulation","Office of Qualifications and Examinations Regulation","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of Qualifications and Examinations Regulation","Office of Qualifications and Examinations Regulation","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of Rail and Road","Office of Rail and Road","Female","Heterosexual / straight","15","[c]","[c]","[c]"
"New entrant CS","2021","Office of Rail and Road","Office of Rail and Road","Female","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of Rail and Road","Office of Rail and Road","Female","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of Rail and Road","Office of Rail and Road","Female","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of Rail and Road","Office of Rail and Road","Male","Heterosexual / straight","15","[c]","[c]","[c]"
"New entrant CS","2021","Office of Rail and Road","Office of Rail and Road","Male","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of Rail and Road","Office of Rail and Road","Male","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of Rail and Road","Office of Rail and Road","Male","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of Rail and Road","Office of Rail and Road","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of Rail and Road","Office of Rail and Road","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of the Public Guardian","Ministry of Justice","Female","Heterosexual / straight","10","[c]","[c]","[c]"
"New entrant CS","2021","Office of the Public Guardian","Ministry of Justice","Female","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of the Public Guardian","Ministry of Justice","Female","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of the Public Guardian","Ministry of Justice","Female","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2021","Office of the Public Guardian","Ministry of Justice","Male","Heterosexual / straight","10","[c]","[c]","[c]"
"New entrant CS","2021","Office of the Public Guardian","Ministry of Justice","Male","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of the Public Guardian","Ministry of Justice","Male","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of the Public Guardian","Ministry of Justice","Male","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of the Public Guardian","Ministry of Justice","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of the Public Guardian","Ministry of Justice","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of the Scottish Charity Regulator","Scottish Government","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of the Scottish Charity Regulator","Scottish Government","Female","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of the Scottish Charity Regulator","Scottish Government","Female","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of the Scottish Charity Regulator","Scottish Government","Female","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of the Scottish Charity Regulator","Scottish Government","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of the Scottish Charity Regulator","Scottish Government","Male","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of the Scottish Charity Regulator","Scottish Government","Male","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of the Scottish Charity Regulator","Scottish Government","Male","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of the Scottish Charity Regulator","Scottish Government","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of the Scottish Charity Regulator","Scottish Government","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Planning Inspectorate","Ministry of Housing, Communities and Local Government","Female","Heterosexual / straight","25","[c]","[c]","[c]"
"New entrant CS","2021","Planning Inspectorate","Ministry of Housing, Communities and Local Government","Female","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Planning Inspectorate","Ministry of Housing, Communities and Local Government","Female","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Planning Inspectorate","Ministry of Housing, Communities and Local Government","Female","Unknown","15","[c]","[c]","[c]"
"New entrant CS","2021","Planning Inspectorate","Ministry of Housing, Communities and Local Government","Male","Heterosexual / straight","35","[c]","33780","26050"
"New entrant CS","2021","Planning Inspectorate","Ministry of Housing, Communities and Local Government","Male","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Planning Inspectorate","Ministry of Housing, Communities and Local Government","Male","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Planning Inspectorate","Ministry of Housing, Communities and Local Government","Male","Unknown","15","[c]","[c]","[c]"
"New entrant CS","2021","Planning Inspectorate","Ministry of Housing, Communities and Local Government","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Planning Inspectorate","Ministry of Housing, Communities and Local Government","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Public Health England","Department of Health and Social Care","Female","Heterosexual / straight","1160","[c]","33690","31370"
"New entrant CS","2021","Public Health England","Department of Health and Social Care","Female","LGBO","60","[c]","30150","28390"
"New entrant CS","2021","Public Health England","Department of Health and Social Care","Female","Undeclared","210","[c]","34660","31370"
"New entrant CS","2021","Public Health England","Department of Health and Social Care","Female","Unknown","35","[c]","41460","32330"
"New entrant CS","2021","Public Health England","Department of Health and Social Care","Male","Heterosexual / straight","395","[c]","37670","32330"
"New entrant CS","2021","Public Health England","Department of Health and Social Care","Male","LGBO","50","[c]","33730","28590"
"New entrant CS","2021","Public Health England","Department of Health and Social Care","Male","Undeclared","95","[c]","42860","33110"
"New entrant CS","2021","Public Health England","Department of Health and Social Care","Male","Unknown","15","[c]","[c]","[c]"
"New entrant CS","2021","Public Health England","Department of Health and Social Care","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Public Health England","Department of Health and Social Care","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Registers of Scotland","Scottish Government","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Registers of Scotland","Scottish Government","Female","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Registers of Scotland","Scottish Government","Female","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Registers of Scotland","Scottish Government","Female","Unknown","10","[c]","[c]","[c]"
"New entrant CS","2021","Registers of Scotland","Scottish Government","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Registers of Scotland","Scottish Government","Male","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Registers of Scotland","Scottish Government","Male","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Registers of Scotland","Scottish Government","Male","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Registers of Scotland","Scottish Government","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Registers of Scotland","Scottish Government","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Revenue Scotland","Scottish Government","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Revenue Scotland","Scottish Government","Female","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Revenue Scotland","Scottish Government","Female","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Revenue Scotland","Scottish Government","Female","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Revenue Scotland","Scottish Government","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Revenue Scotland","Scottish Government","Male","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Revenue Scotland","Scottish Government","Male","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Revenue Scotland","Scottish Government","Male","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Revenue Scotland","Scottish Government","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Revenue Scotland","Scottish Government","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Rural Payments Agency","Department for Environment, Food and Rural Affairs","Female","Heterosexual / straight","10","[c]","[c]","[c]"
"New entrant CS","2021","Rural Payments Agency","Department for Environment, Food and Rural Affairs","Female","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Rural Payments Agency","Department for Environment, Food and Rural Affairs","Female","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Rural Payments Agency","Department for Environment, Food and Rural Affairs","Female","Unknown","25","[c]","[c]","[c]"
"New entrant CS","2021","Rural Payments Agency","Department for Environment, Food and Rural Affairs","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Rural Payments Agency","Department for Environment, Food and Rural Affairs","Male","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Rural Payments Agency","Department for Environment, Food and Rural Affairs","Male","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Rural Payments Agency","Department for Environment, Food and Rural Affairs","Male","Unknown","20","[c]","[c]","[c]"
"New entrant CS","2021","Rural Payments Agency","Department for Environment, Food and Rural Affairs","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Rural Payments Agency","Department for Environment, Food and Rural Affairs","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scotland Office (incl. Office of the Advocate General for Scotland)","Scotland Office","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scotland Office (incl. Office of the Advocate General for Scotland)","Scotland Office","Female","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scotland Office (incl. Office of the Advocate General for Scotland)","Scotland Office","Female","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scotland Office (incl. Office of the Advocate General for Scotland)","Scotland Office","Female","Unknown","10","[c]","[c]","[c]"
"New entrant CS","2021","Scotland Office (incl. Office of the Advocate General for Scotland)","Scotland Office","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scotland Office (incl. Office of the Advocate General for Scotland)","Scotland Office","Male","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scotland Office (incl. Office of the Advocate General for Scotland)","Scotland Office","Male","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scotland Office (incl. Office of the Advocate General for Scotland)","Scotland Office","Male","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2021","Scotland Office (incl. Office of the Advocate General for Scotland)","Scotland Office","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scotland Office (incl. Office of the Advocate General for Scotland)","Scotland Office","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scottish Courts and Tribunals Service","Scottish Government","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scottish Courts and Tribunals Service","Scottish Government","Female","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scottish Courts and Tribunals Service","Scottish Government","Female","Undeclared","60","[c]","22840","20850"
"New entrant CS","2021","Scottish Courts and Tribunals Service","Scottish Government","Female","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scottish Courts and Tribunals Service","Scottish Government","Male","Heterosexual / straight","5","[c]","[c]","[c]"
"New entrant CS","2021","Scottish Courts and Tribunals Service","Scottish Government","Male","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scottish Courts and Tribunals Service","Scottish Government","Male","Undeclared","30","[c]","23110","20850"
"New entrant CS","2021","Scottish Courts and Tribunals Service","Scottish Government","Male","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scottish Courts and Tribunals Service","Scottish Government","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scottish Courts and Tribunals Service","Scottish Government","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scottish Forestry","Scottish Government","Female","Heterosexual / straight","5","[c]","[c]","[c]"
"New entrant CS","2021","Scottish Forestry","Scottish Government","Female","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scottish Forestry","Scottish Government","Female","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scottish Forestry","Scottish Government","Female","Unknown","10","[c]","[c]","[c]"
"New entrant CS","2021","Scottish Forestry","Scottish Government","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scottish Forestry","Scottish Government","Male","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scottish Forestry","Scottish Government","Male","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scottish Forestry","Scottish Government","Male","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2021","Scottish Forestry","Scottish Government","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scottish Forestry","Scottish Government","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scottish Government (excl. agencies)","Scottish Government","Female","Heterosexual / straight","195","[c]","36590","30650"
"New entrant CS","2021","Scottish Government (excl. agencies)","Scottish Government","Female","LGBO","25","[c]","[c]","[c]"
"New entrant CS","2021","Scottish Government (excl. agencies)","Scottish Government","Female","Undeclared","15","[c]","[c]","[c]"
"New entrant CS","2021","Scottish Government (excl. agencies)","Scottish Government","Female","Unknown","255","[c]","37860","30650"
"New entrant CS","2021","Scottish Government (excl. agencies)","Scottish Government","Male","Heterosexual / straight","95","[c]","36070","30650"
"New entrant CS","2021","Scottish Government (excl. agencies)","Scottish Government","Male","LGBO","20","[c]","[c]","[c]"
"New entrant CS","2021","Scottish Government (excl. agencies)","Scottish Government","Male","Undeclared","15","[c]","[c]","[c]"
"New entrant CS","2021","Scottish Government (excl. agencies)","Scottish Government","Male","Unknown","165","[c]","39060","32140"
"New entrant CS","2021","Scottish Government (excl. agencies)","Scottish Government","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scottish Government (excl. agencies)","Scottish Government","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scottish Housing Regulator","Scottish Government","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scottish Housing Regulator","Scottish Government","Female","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scottish Housing Regulator","Scottish Government","Female","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scottish Housing Regulator","Scottish Government","Female","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scottish Housing Regulator","Scottish Government","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scottish Housing Regulator","Scottish Government","Male","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scottish Housing Regulator","Scottish Government","Male","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scottish Housing Regulator","Scottish Government","Male","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scottish Housing Regulator","Scottish Government","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scottish Housing Regulator","Scottish Government","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scottish Prison Service","Scottish Government","Female","Heterosexual / straight","5","[c]","[c]","[c]"
"New entrant CS","2021","Scottish Prison Service","Scottish Government","Female","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scottish Prison Service","Scottish Government","Female","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scottish Prison Service","Scottish Government","Female","Unknown","115","[c]","21680","20810"
"New entrant CS","2021","Scottish Prison Service","Scottish Government","Male","Heterosexual / straight","10","[c]","[c]","[c]"
"New entrant CS","2021","Scottish Prison Service","Scottish Government","Male","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scottish Prison Service","Scottish Government","Male","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scottish Prison Service","Scottish Government","Male","Unknown","145","[c]","22420","20810"
"New entrant CS","2021","Scottish Prison Service","Scottish Government","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scottish Prison Service","Scottish Government","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scottish Public Pensions Agency","Scottish Government","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scottish Public Pensions Agency","Scottish Government","Female","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scottish Public Pensions Agency","Scottish Government","Female","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scottish Public Pensions Agency","Scottish Government","Female","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scottish Public Pensions Agency","Scottish Government","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scottish Public Pensions Agency","Scottish Government","Male","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scottish Public Pensions Agency","Scottish Government","Male","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scottish Public Pensions Agency","Scottish Government","Male","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scottish Public Pensions Agency","Scottish Government","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scottish Public Pensions Agency","Scottish Government","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Serious Fraud Office","Attorney General's Departments","Female","Heterosexual / straight","10","[c]","[c]","[c]"
"New entrant CS","2021","Serious Fraud Office","Attorney General's Departments","Female","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Serious Fraud Office","Attorney General's Departments","Female","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Serious Fraud Office","Attorney General's Departments","Female","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Serious Fraud Office","Attorney General's Departments","Male","Heterosexual / straight","15","[c]","[c]","[c]"
"New entrant CS","2021","Serious Fraud Office","Attorney General's Departments","Male","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Serious Fraud Office","Attorney General's Departments","Male","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Serious Fraud Office","Attorney General's Departments","Male","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Serious Fraud Office","Attorney General's Departments","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Serious Fraud Office","Attorney General's Departments","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Social Security Scotland","Scottish Government","Female","Heterosexual / straight","150","[c]","24240","20060"
"New entrant CS","2021","Social Security Scotland","Scottish Government","Female","LGBO","15","[c]","[c]","[c]"
"New entrant CS","2021","Social Security Scotland","Scottish Government","Female","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Social Security Scotland","Scottish Government","Female","Unknown","65","[c]","26630","22250"
"New entrant CS","2021","Social Security Scotland","Scottish Government","Male","Heterosexual / straight","80","[c]","26340","20060"
"New entrant CS","2021","Social Security Scotland","Scottish Government","Male","LGBO","15","[c]","[c]","[c]"
"New entrant CS","2021","Social Security Scotland","Scottish Government","Male","Undeclared","10","[c]","[c]","[c]"
"New entrant CS","2021","Social Security Scotland","Scottish Government","Male","Unknown","50","[c]","27860","20060"
"New entrant CS","2021","Social Security Scotland","Scottish Government","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Social Security Scotland","Scottish Government","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Standards and Testing Agency","Department for Education","Female","Heterosexual / straight","5","[c]","[c]","[c]"
"New entrant CS","2021","Standards and Testing Agency","Department for Education","Female","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Standards and Testing Agency","Department for Education","Female","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Standards and Testing Agency","Department for Education","Female","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Standards and Testing Agency","Department for Education","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Standards and Testing Agency","Department for Education","Male","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Standards and Testing Agency","Department for Education","Male","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Standards and Testing Agency","Department for Education","Male","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Standards and Testing Agency","Department for Education","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Standards and Testing Agency","Department for Education","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Student Awards Agency for Scotland","Scottish Government","Female","Heterosexual / straight","10","[c]","[c]","[c]"
"New entrant CS","2021","Student Awards Agency for Scotland","Scottish Government","Female","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Student Awards Agency for Scotland","Scottish Government","Female","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Student Awards Agency for Scotland","Scottish Government","Female","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Student Awards Agency for Scotland","Scottish Government","Male","Heterosexual / straight","10","[c]","[c]","[c]"
"New entrant CS","2021","Student Awards Agency for Scotland","Scottish Government","Male","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Student Awards Agency for Scotland","Scottish Government","Male","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Student Awards Agency for Scotland","Scottish Government","Male","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2021","Student Awards Agency for Scotland","Scottish Government","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Student Awards Agency for Scotland","Scottish Government","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Submarine Delivery Agency","Ministry of Defence","Female","Heterosexual / straight","50","[c]","33360","27520"
"New entrant CS","2021","Submarine Delivery Agency","Ministry of Defence","Female","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Submarine Delivery Agency","Ministry of Defence","Female","Undeclared","5","[c]","[c]","[c]"
"New entrant CS","2021","Submarine Delivery Agency","Ministry of Defence","Female","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2021","Submarine Delivery Agency","Ministry of Defence","Male","Heterosexual / straight","95","[c]","40850","39700"
"New entrant CS","2021","Submarine Delivery Agency","Ministry of Defence","Male","LGBO","5","[c]","[c]","[c]"
"New entrant CS","2021","Submarine Delivery Agency","Ministry of Defence","Male","Undeclared","5","[c]","[c]","[c]"
