"Status","Year","Ethnicity","Function_of_post","Parent_department","Responsibility_level_grouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Other ethnicity","Unknown","Scottish Government","SEO/HEO","10","10","[c]","[c]"
"In post","2021","Other ethnicity","Unknown","Welsh Government","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Unknown","Welsh Government","EO","10","10","[c]","[c]"
"In post","2021","Other ethnicity","Unknown","Welsh Government","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Unknown","Welsh Government","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Unknown","Welsh Government","SEO/HEO","5","5","[c]","[c]"
"In post","2021","Undeclared","Analysis","Attorney General's Departments","EO","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Analysis","Cabinet Office","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Analysis","Cabinet Office","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Analysis","Chancellor's other departments","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Analysis","Chancellor's other departments","EO","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Analysis","Chancellor's other departments","G6/G7","5","5","[c]","[c]"
"In post","2021","Undeclared","Analysis","Chancellor's other departments","SEO/HEO","5","5","[c]","[c]"
"In post","2021","Undeclared","Analysis","Competition and Markets Authority","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Analysis","Competition and Markets Authority","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Analysis","Competition and Markets Authority","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Analysis","Department for Business, Energy and Industrial Strategy","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Analysis","Department for Business, Energy and Industrial Strategy","EO","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Analysis","Department for Business, Energy and Industrial Strategy","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Analysis","Department for Business, Energy and Industrial Strategy","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Analysis","Department for Business, Energy and Industrial Strategy","SEO/HEO","5","5","[c]","[c]"
"In post","2021","Undeclared","Analysis","Department for Digital, Culture, Media and Sport","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Analysis","Department for Digital, Culture, Media and Sport","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Analysis","Department for Education","EO","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Analysis","Department for Education","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Analysis","Department for Education","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Analysis","Department for Education","SEO/HEO","5","5","[c]","[c]"
"In post","2021","Undeclared","Analysis","Department for Environment, Food and Rural Affairs","EO","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Analysis","Department for Environment, Food and Rural Affairs","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Analysis","Department for Environment, Food and Rural Affairs","SEO/HEO","10","10","[c]","[c]"
"In post","2021","Undeclared","Analysis","Department for International Trade","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Analysis","Department for International Trade","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Analysis","Department for Transport","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Analysis","Department for Transport","EO","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Analysis","Department for Transport","G6/G7","10","10","[c]","[c]"
"In post","2021","Undeclared","Analysis","Department for Transport","SEO/HEO","10","10","[c]","[c]"
"In post","2021","Undeclared","Analysis","Department for Work and Pensions","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Analysis","Foreign, Commonwealth and Development Office","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Analysis","HM Land Registry","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Analysis","HM Revenue and Customs","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Analysis","HM Revenue and Customs","EO","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Analysis","HM Revenue and Customs","G6/G7","5","5","[c]","[c]"
"In post","2021","Undeclared","Analysis","HM Revenue and Customs","SEO/HEO","10","10","[c]","[c]"
"In post","2021","Undeclared","Analysis","HM Treasury","EO","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Analysis","HM Treasury","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Analysis","HM Treasury","SEO/HEO","5","5","[c]","[c]"
"In post","2021","Undeclared","Analysis","Ministry of Defence","EO","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Analysis","Ministry of Defence","G6/G7","30","30","48210","46090"
"In post","2021","Undeclared","Analysis","Ministry of Defence","SEO/HEO","30","30","36280","37320"
"In post","2021","Undeclared","Analysis","Ministry of Housing, Communities and Local Government","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Analysis","Ministry of Housing, Communities and Local Government","EO","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Analysis","Ministry of Housing, Communities and Local Government","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Analysis","Ministry of Justice","EO","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Analysis","Ministry of Justice","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Analysis","Ministry of Justice","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Analysis","Ministry of Justice","SEO/HEO","10","10","[c]","[c]"
"In post","2021","Undeclared","Analysis","Office for Standards in Education","EO","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Analysis","Office for Standards in Education","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Analysis","Office of Gas and Electricity Markets","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Analysis","Office of Gas and Electricity Markets","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Analysis","Office of Rail and Road","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Analysis","Office of Rail and Road","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Analysis","United Kingdom Statistics Authority","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Analysis","United Kingdom Statistics Authority","EO","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Analysis","United Kingdom Statistics Authority","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Analysis","United Kingdom Statistics Authority","SEO/HEO","5","5","[c]","[c]"
"In post","2021","Undeclared","Analysis","Water Services Regulation Authority","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Analysis","Water Services Regulation Authority","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Commercial","Cabinet Office","G6/G7","10","10","[c]","[c]"
"In post","2021","Undeclared","Commercial","Cabinet Office","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Commercial","Cabinet Office","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Commercial","Chancellor's other departments","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Commercial","Department for Business, Energy and Industrial Strategy","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Commercial","Department for Business, Energy and Industrial Strategy","SEO/HEO","5","5","[c]","[c]"
"In post","2021","Undeclared","Commercial","Department for Education","EO","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Commercial","Department for Education","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Commercial","Department for Education","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Commercial","Department for Environment, Food and Rural Affairs","EO","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Commercial","Department for Environment, Food and Rural Affairs","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Commercial","Department for Environment, Food and Rural Affairs","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Commercial","Department for Transport","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Commercial","Department for Transport","EO","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Commercial","Department for Transport","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Commercial","Department for Transport","SEO/HEO","5","5","[c]","[c]"
"In post","2021","Undeclared","Commercial","Department for Work and Pensions","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Commercial","Department for Work and Pensions","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Commercial","Department of Health and Social Care","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Commercial","Foreign, Commonwealth and Development Office","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Commercial","Foreign, Commonwealth and Development Office","EO","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Commercial","Foreign, Commonwealth and Development Office","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Commercial","Foreign, Commonwealth and Development Office","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Commercial","HM Revenue and Customs","SEO/HEO","5","5","[c]","[c]"
"In post","2021","Undeclared","Commercial","Ministry of Defence","AA/AO","10","10","[c]","[c]"
"In post","2021","Undeclared","Commercial","Ministry of Defence","EO","25","20","[c]","[c]"
"In post","2021","Undeclared","Commercial","Ministry of Defence","G6/G7","15","15","[c]","[c]"
"In post","2021","Undeclared","Commercial","Ministry of Defence","SEO/HEO","80","75","37480","36890"
"In post","2021","Undeclared","Commercial","Ministry of Defence","Unknown","15","15","[c]","[c]"
"In post","2021","Undeclared","Commercial","Ministry of Housing, Communities and Local Government","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Commercial","Ministry of Justice","AA/AO","5","5","[c]","[c]"
"In post","2021","Undeclared","Commercial","Ministry of Justice","EO","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Commercial","Ministry of Justice","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Commercial","Ministry of Justice","SEO/HEO","20","20","[c]","[c]"
"In post","2021","Undeclared","Commercial","Ministry of Justice","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Commercial","National Crime Agency","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Commercial","Office for Standards in Education","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Commercial","Office of Rail and Road","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Commercial","Other Cabinet Office Agencies","EO","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Commercial","Other Cabinet Office Agencies","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Commercial","Other Cabinet Office Agencies","SEO/HEO","15","15","[c]","[c]"
"In post","2021","Undeclared","Commercial","Scottish Government","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Commercial","Scottish Government","EO","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Commercial","Scottish Government","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Commercial","Scottish Government","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Commercial","UK Export Finance","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Commercial","UK Export Finance","EO","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Commercial","UK Export Finance","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Commercial","UK Export Finance","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Commercial","United Kingdom Statistics Authority","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Communications","Cabinet Office","EO","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Communications","Cabinet Office","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Communications","Cabinet Office","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Communications","Chancellor's other departments","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Communications","Department for Business, Energy and Industrial Strategy","EO","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Communications","Department for Business, Energy and Industrial Strategy","G6/G7","5","5","[c]","[c]"
"In post","2021","Undeclared","Communications","Department for Education","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Communications","Department for Education","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Communications","Department for Education","SEO/HEO","5","5","[c]","[c]"
"In post","2021","Undeclared","Communications","Department for Environment, Food and Rural Affairs","EO","5","5","[c]","[c]"
"In post","2021","Undeclared","Communications","Department for Environment, Food and Rural Affairs","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Communications","Department for Environment, Food and Rural Affairs","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Communications","Department for International Trade","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Communications","Department for International Trade","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Communications","Department for Transport","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Communications","Department for Transport","EO","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Communications","Department for Transport","SEO/HEO","5","5","[c]","[c]"
"In post","2021","Undeclared","Communications","Department for Work and Pensions","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Communications","Department of Health and Social Care","SEO/HEO","5","5","[c]","[c]"
"In post","2021","Undeclared","Communications","Foreign, Commonwealth and Development Office","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Communications","HM Land Registry","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Communications","HM Revenue and Customs","AA/AO","20","20","[c]","[c]"
"In post","2021","Undeclared","Communications","HM Revenue and Customs","EO","45","40","26180","25560"
"In post","2021","Undeclared","Communications","HM Revenue and Customs","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Communications","HM Revenue and Customs","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Communications","HM Revenue and Customs","SEO/HEO","35","35","33950","31810"
"In post","2021","Undeclared","Communications","HM Treasury","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Communications","Ministry of Defence","AA/AO","[c]","[c]","[c]","[c]"
