"Status","Year","Disability","Ethnicity","Parent_department","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2021","Declared non-disabled","Unknown","Charity Commission","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Unknown","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Unknown","Department for Business, Energy and Industrial Strategy","20","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Unknown","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Unknown","Department for Education","20","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Unknown","Department for Environment, Food and Rural Affairs","45","[c]","24220","21050"
"New entrant CS","2021","Declared non-disabled","Unknown","Department for International Trade","5","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Unknown","Department for Transport","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Unknown","Department for Work and Pensions","30","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Unknown","Department of Health and Social Care","15","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Unknown","ESTYN","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Unknown","Food Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Unknown","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Unknown","HM Land Registry","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Unknown","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Unknown","HM Treasury","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Unknown","Home Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Unknown","Ministry of Defence","60","[c]","30500","26350"
"New entrant CS","2021","Declared non-disabled","Unknown","Ministry of Housing, Communities and Local Government","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Unknown","Ministry of Justice","20","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Unknown","National Crime Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Unknown","Northern Ireland Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Unknown","Office for Standards in Education","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Unknown","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Unknown","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Unknown","Office of Rail and Road","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Unknown","Other Cabinet Office Agencies","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Unknown","Scotland Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Unknown","Scottish Government","25","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Unknown","The National Archives","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Unknown","UK Export Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Unknown","UK Supreme Court","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Unknown","United Kingdom Statistics Authority","10","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Unknown","Wales Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Unknown","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Unknown","Welsh Government","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","White","Attorney General's Departments","180","[c]","42150","43920"
"New entrant CS","2021","Declared non-disabled","White","Cabinet Office","405","[c]","38080","34550"
"New entrant CS","2021","Declared non-disabled","White","Chancellor's other departments","30","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","White","Charity Commission","20","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","White","Competition and Markets Authority","45","[c]","51540","53530"
"New entrant CS","2021","Declared non-disabled","White","Department for Business, Energy and Industrial Strategy","565","[c]","36340","33570"
"New entrant CS","2021","Declared non-disabled","White","Department for Digital, Culture, Media and Sport","225","[c]","39750","34020"
"New entrant CS","2021","Declared non-disabled","White","Department for Education","40","[c]","38500","36570"
"New entrant CS","2021","Declared non-disabled","White","Department for Environment, Food and Rural Affairs","840","[c]","32550","29180"
"New entrant CS","2021","Declared non-disabled","White","Department for International Trade","120","[c]","36330","31800"
"New entrant CS","2021","Declared non-disabled","White","Department for Transport","545","[c]","31830","29970"
"New entrant CS","2021","Declared non-disabled","White","Department for Work and Pensions","8765","[c]","26180","27570"
"New entrant CS","2021","Declared non-disabled","White","Department of Health and Social Care","1205","[c]","35370","31370"
"New entrant CS","2021","Declared non-disabled","White","ESTYN","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","White","Food Standards Agency","20","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","White","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","White","HM Land Registry","5","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","White","HM Revenue and Customs","1325","[c]","25690","20880"
"New entrant CS","2021","Declared non-disabled","White","HM Treasury","210","[c]","33120","28500"
"New entrant CS","2021","Declared non-disabled","White","Home Office","295","[c]","30940","24880"
"New entrant CS","2021","Declared non-disabled","White","Ministry of Defence","2485","[c]","30410","26440"
"New entrant CS","2021","Declared non-disabled","White","Ministry of Housing, Communities and Local Government","190","[c]","39410","33210"
"New entrant CS","2021","Declared non-disabled","White","Ministry of Justice","3670","[c]","24480","22850"
"New entrant CS","2021","Declared non-disabled","White","National Crime Agency","55","[c]","38150","34140"
"New entrant CS","2021","Declared non-disabled","White","Northern Ireland Office","10","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","White","Office for Standards in Education","125","[c]","51450","46360"
"New entrant CS","2021","Declared non-disabled","White","Office of Gas and Electricity Markets","190","[c]","33880","25750"
"New entrant CS","2021","Declared non-disabled","White","Office of Qualifications and Examinations Regulation","20","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","White","Office of Rail and Road","25","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","White","Other Cabinet Office Agencies","45","[c]","42160","38750"
"New entrant CS","2021","Declared non-disabled","White","Scotland Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","White","Scottish Government","755","[c]","29600","26160"
"New entrant CS","2021","Declared non-disabled","White","The National Archives","40","[c]","33610","33000"
"New entrant CS","2021","Declared non-disabled","White","UK Export Finance","45","[c]","47560","47000"
"New entrant CS","2021","Declared non-disabled","White","UK Supreme Court","10","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","White","United Kingdom Statistics Authority","310","[c]","32610","29540"
"New entrant CS","2021","Declared non-disabled","White","Wales Office","5","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","White","Water Services Regulation Authority","15","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","White","Welsh Government","130","[c]","27720","25030"
"New entrant CS","2021","Undeclared","Asian","Attorney General's Departments","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Asian","Cabinet Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Asian","Chancellor's other departments","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Asian","Charity Commission","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Asian","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Asian","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Asian","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Asian","Department for Education","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Asian","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Asian","Department for International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Asian","Department for Transport","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Asian","Department for Work and Pensions","75","[c]","27880","27570"
"New entrant CS","2021","Undeclared","Asian","Department of Health and Social Care","30","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Asian","ESTYN","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Asian","Food Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Asian","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Asian","HM Land Registry","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Asian","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Asian","HM Treasury","10","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Asian","Home Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Asian","Ministry of Defence","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Asian","Ministry of Housing, Communities and Local Government","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Asian","Ministry of Justice","15","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Asian","National Crime Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Asian","Northern Ireland Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Asian","Office for Standards in Education","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Asian","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Asian","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Asian","Office of Rail and Road","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Asian","Other Cabinet Office Agencies","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Asian","Scotland Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Asian","Scottish Government","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Asian","The National Archives","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Asian","UK Export Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Asian","UK Supreme Court","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Asian","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Asian","Wales Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Asian","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Asian","Welsh Government","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Black","Attorney General's Departments","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Black","Cabinet Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Black","Chancellor's other departments","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Black","Charity Commission","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Black","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Black","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Black","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Black","Department for Education","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Black","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Black","Department for International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Black","Department for Transport","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Black","Department for Work and Pensions","50","[c]","28310","31060"
"New entrant CS","2021","Undeclared","Black","Department of Health and Social Care","15","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Black","ESTYN","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Black","Food Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Black","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Black","HM Land Registry","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Black","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Black","HM Treasury","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Black","Home Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Black","Ministry of Defence","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Black","Ministry of Housing, Communities and Local Government","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Black","Ministry of Justice","10","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Black","National Crime Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Black","Northern Ireland Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Black","Office for Standards in Education","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Black","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Black","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Black","Office of Rail and Road","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Black","Other Cabinet Office Agencies","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Black","Scotland Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Black","Scottish Government","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Black","The National Archives","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Black","UK Export Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Black","UK Supreme Court","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Black","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Black","Wales Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Black","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Black","Welsh Government","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Chinese","Attorney General's Departments","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Chinese","Cabinet Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Chinese","Chancellor's other departments","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Chinese","Charity Commission","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Chinese","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Chinese","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Chinese","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Chinese","Department for Education","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Chinese","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Chinese","Department for International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Chinese","Department for Transport","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Chinese","Department for Work and Pensions","5","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Chinese","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Chinese","ESTYN","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Chinese","Food Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Chinese","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Chinese","HM Land Registry","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Chinese","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Chinese","HM Treasury","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Chinese","Home Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Chinese","Ministry of Defence","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Chinese","Ministry of Housing, Communities and Local Government","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Chinese","Ministry of Justice","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Chinese","National Crime Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Chinese","Northern Ireland Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Chinese","Office for Standards in Education","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Chinese","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Chinese","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Chinese","Office of Rail and Road","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Chinese","Other Cabinet Office Agencies","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Chinese","Scotland Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Chinese","Scottish Government","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Chinese","The National Archives","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Chinese","UK Export Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Chinese","UK Supreme Court","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Chinese","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Chinese","Wales Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Chinese","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Chinese","Welsh Government","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Mixed","Attorney General's Departments","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Mixed","Cabinet Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Mixed","Chancellor's other departments","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Mixed","Charity Commission","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Mixed","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Mixed","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Mixed","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Mixed","Department for Education","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Mixed","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Mixed","Department for International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Mixed","Department for Transport","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Mixed","Department for Work and Pensions","30","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Mixed","Department of Health and Social Care","5","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Mixed","ESTYN","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Mixed","Food Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Mixed","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Mixed","HM Land Registry","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Mixed","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Mixed","HM Treasury","5","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Mixed","Home Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Mixed","Ministry of Defence","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Mixed","Ministry of Housing, Communities and Local Government","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Mixed","Ministry of Justice","10","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Mixed","National Crime Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Mixed","Northern Ireland Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Mixed","Office for Standards in Education","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Mixed","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Mixed","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Mixed","Office of Rail and Road","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Mixed","Other Cabinet Office Agencies","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Mixed","Scotland Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Mixed","Scottish Government","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Mixed","The National Archives","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Mixed","UK Export Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Mixed","UK Supreme Court","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Mixed","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Mixed","Wales Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Mixed","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Mixed","Welsh Government","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Other ethnicity","Attorney General's Departments","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Other ethnicity","Cabinet Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Other ethnicity","Chancellor's other departments","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Other ethnicity","Charity Commission","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Other ethnicity","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Other ethnicity","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Other ethnicity","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Other ethnicity","Department for Education","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Other ethnicity","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Other ethnicity","Department for International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Other ethnicity","Department for Transport","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Other ethnicity","Department for Work and Pensions","10","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Other ethnicity","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Other ethnicity","ESTYN","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Other ethnicity","Food Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Other ethnicity","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Other ethnicity","HM Land Registry","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Other ethnicity","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Other ethnicity","HM Treasury","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Other ethnicity","Home Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Other ethnicity","Ministry of Defence","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Other ethnicity","Ministry of Housing, Communities and Local Government","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Other ethnicity","Ministry of Justice","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Other ethnicity","National Crime Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Other ethnicity","Northern Ireland Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Other ethnicity","Office for Standards in Education","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Other ethnicity","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Other ethnicity","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Other ethnicity","Office of Rail and Road","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Other ethnicity","Other Cabinet Office Agencies","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Other ethnicity","Scotland Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Other ethnicity","Scottish Government","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Other ethnicity","The National Archives","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Other ethnicity","UK Export Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Other ethnicity","UK Supreme Court","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Other ethnicity","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Other ethnicity","Wales Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Other ethnicity","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Other ethnicity","Welsh Government","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Undeclared","Attorney General's Departments","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Undeclared","Cabinet Office","10","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Undeclared","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Undeclared","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Undeclared","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Undeclared","Department for Environment, Food and Rural Affairs","20","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Undeclared","Department for International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Undeclared","Department for Transport","5","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Undeclared","Department for Work and Pensions","95","[c]","28190","27570"
"New entrant CS","2021","Undeclared","Undeclared","Department of Health and Social Care","75","[c]","37080","31370"
"New entrant CS","2021","Undeclared","Undeclared","Food Standards Agency","5","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Undeclared","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Undeclared","HM Treasury","25","[c]","[c]","[c]"
