"Status","Year","Ethnicity","Function_of_post","Region_london","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2021","Unknown","Commercial","Unknown","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Communications","London","55","[c]","41470","39270"
"Leaver Dept.","2021","Unknown","Communications","Outside London","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Communications","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Counter Fraud","London","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Digital, Data & Technology","London","25","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Digital, Data & Technology","Outside London","20","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Digital, Data & Technology","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Finance","London","25","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Finance","Outside London","15","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Grants Management","Outside London","45","[c]","26340","25070"
"Leaver Dept.","2021","Unknown","Human Resources","London","40","[c]","45710","44640"
"Leaver Dept.","2021","Unknown","Human Resources","Outside London","35","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Human Resources","Unknown","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Legal","London","25","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Legal","Outside London","30","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","No function","London","630","[c]","42490","37410"
"Leaver Dept.","2021","Unknown","No function","Outside London","300","[c]","28870","24250"
"Leaver Dept.","2021","Unknown","No function","Overseas","15","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","No function","Unknown","375","[c]","32800","32000"
"Leaver Dept.","2021","Unknown","Project Delivery","London","30","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Project Delivery","Outside London","50","[c]","38580","36130"
"Leaver Dept.","2021","Unknown","Project Delivery","Overseas","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Property","London","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Property","Outside London","30","[c]","27330","21180"
"Leaver Dept.","2021","Unknown","Security","London","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Security","Outside London","20","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Security","Overseas","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Security","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Unknown","London","560","[c]","41820","37280"
"Leaver Dept.","2021","Unknown","Unknown","Outside London","680","[c]","30620","27570"
"Leaver Dept.","2021","Unknown","Unknown","Overseas","20","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Unknown","Unknown","15","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Analysis","London","120","[c]","42740","39350"
"Leaver Dept.","2021","White","Analysis","Outside London","50","[c]","38070","32010"
"Leaver Dept.","2021","White","Analysis","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Commercial","London","20","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Commercial","Outside London","60","[c]","38070","37390"
"Leaver Dept.","2021","White","Commercial","Overseas","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Commercial","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Communications","London","80","[c]","45240","40220"
"Leaver Dept.","2021","White","Communications","Outside London","25","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Communications","Unknown","5","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Counter Fraud","London","10","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Counter Fraud","Outside London","5","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Counter Fraud","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Debt","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Digital, Data & Technology","London","65","[c]","53710","54700"
"Leaver Dept.","2021","White","Digital, Data & Technology","Outside London","60","[c]","37610","33000"
"Leaver Dept.","2021","White","Digital, Data & Technology","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Finance","London","45","[c]","54920","52850"
"Leaver Dept.","2021","White","Finance","Outside London","70","[c]","39420","37730"
"Leaver Dept.","2021","White","Finance","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Grants Management","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Human Resources","London","120","[c]","43310","36800"
"Leaver Dept.","2021","White","Human Resources","Outside London","175","[c]","35150","31750"
"Leaver Dept.","2021","White","Human Resources","Unknown","15","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Internal Audit","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Internal Audit","Outside London","10","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Legal","London","80","[c]","48810","51040"
"Leaver Dept.","2021","White","Legal","Outside London","45","[c]","39320","33840"
"Leaver Dept.","2021","White","No function","London","985","[c]","47000","41820"
"Leaver Dept.","2021","White","No function","Outside London","735","[c]","28090","22570"
"Leaver Dept.","2021","White","No function","Overseas","15","[c]","[c]","[c]"
"Leaver Dept.","2021","White","No function","Unknown","180","[c]","37610","32000"
"Leaver Dept.","2021","White","Project Delivery","London","90","[c]","48850","45200"
"Leaver Dept.","2021","White","Project Delivery","Outside London","260","[c]","37400","32950"
"Leaver Dept.","2021","White","Project Delivery","Overseas","10","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Property","London","10","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Property","Outside London","55","[c]","35310","31950"
"Leaver Dept.","2021","White","Property","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Security","London","15","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Security","Outside London","15","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Security","Overseas","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Security","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Unknown","London","900","[c]","46890","41950"
"Leaver Dept.","2021","White","Unknown","Outside London","2095","[c]","29540","27570"
"Leaver Dept.","2021","White","Unknown","Overseas","35","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Unknown","Unknown","15","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Analysis","London","55","[c]","33790","32540"
"New entrant CS","2021","Asian","Analysis","Outside London","20","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Analysis","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Commercial","London","20","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Commercial","Outside London","20","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Commercial","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Communications","London","25","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Communications","Outside London","35","[c]","26900","25560"
"New entrant CS","2021","Asian","Communications","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Counter Fraud","London","5","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Counter Fraud","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Counter Fraud","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Debt","London","5","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Debt","Outside London","35","[c]","20140","20140"
"New entrant CS","2021","Asian","Digital, Data & Technology","London","75","[c]","45910","42230"
"New entrant CS","2021","Asian","Digital, Data & Technology","Outside London","85","[c]","35280","31810"
"New entrant CS","2021","Asian","Digital, Data & Technology","Overseas","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Digital, Data & Technology","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Finance","London","35","[c]","37050","33950"
"New entrant CS","2021","Asian","Finance","Outside London","35","[c]","33750","33000"
"New entrant CS","2021","Asian","Grants Management","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Human Resources","London","35","[c]","33930","32480"
"New entrant CS","2021","Asian","Human Resources","Outside London","30","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Internal Audit","London","10","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Internal Audit","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Legal","London","75","[c]","39300","41000"
"New entrant CS","2021","Asian","Legal","Outside London","60","[c]","33010","26550"
"New entrant CS","2021","Asian","Legal","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","No function","London","505","[c]","33050","30060"
"New entrant CS","2021","Asian","No function","Outside London","550","[c]","25050","22350"
"New entrant CS","2021","Asian","No function","Overseas","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","No function","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Project Delivery","London","40","[c]","42050","35430"
"New entrant CS","2021","Asian","Project Delivery","Outside London","60","[c]","35420","33000"
"New entrant CS","2021","Asian","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Property","London","10","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Property","Outside London","10","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Property","Overseas","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Property","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Security","London","15","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Security","Outside London","10","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Security","Overseas","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Security","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Unknown","London","895","[c]","31220","31060"
"New entrant CS","2021","Asian","Unknown","Outside London","1310","[c]","26900","27570"
"New entrant CS","2021","Asian","Unknown","Overseas","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Unknown","Unknown","30","[c]","28080","27570"
"New entrant CS","2021","Black","Analysis","London","25","[c]","[c]","[c]"
"New entrant CS","2021","Black","Analysis","Outside London","5","[c]","[c]","[c]"
"New entrant CS","2021","Black","Analysis","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Commercial","London","10","[c]","[c]","[c]"
"New entrant CS","2021","Black","Commercial","Outside London","5","[c]","[c]","[c]"
"New entrant CS","2021","Black","Commercial","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Communications","London","20","[c]","[c]","[c]"
"New entrant CS","2021","Black","Communications","Outside London","15","[c]","[c]","[c]"
"New entrant CS","2021","Black","Communications","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Counter Fraud","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Counter Fraud","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Counter Fraud","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Debt","London","5","[c]","[c]","[c]"
"New entrant CS","2021","Black","Debt","Outside London","10","[c]","[c]","[c]"
"New entrant CS","2021","Black","Digital, Data & Technology","London","30","[c]","[c]","[c]"
"New entrant CS","2021","Black","Digital, Data & Technology","Outside London","40","[c]","36750","36260"
"New entrant CS","2021","Black","Digital, Data & Technology","Overseas","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Digital, Data & Technology","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Finance","London","30","[c]","39670","37700"
"New entrant CS","2021","Black","Finance","Outside London","10","[c]","[c]","[c]"
"New entrant CS","2021","Black","Grants Management","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Human Resources","London","25","[c]","[c]","[c]"
"New entrant CS","2021","Black","Human Resources","Outside London","5","[c]","[c]","[c]"
"New entrant CS","2021","Black","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Internal Audit","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Internal Audit","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Legal","London","30","[c]","[c]","[c]"
"New entrant CS","2021","Black","Legal","Outside London","25","[c]","[c]","[c]"
"New entrant CS","2021","Black","Legal","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","No function","London","465","[c]","30800","27680"
"New entrant CS","2021","Black","No function","Outside London","260","[c]","27280","23140"
"New entrant CS","2021","Black","No function","Overseas","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","No function","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Project Delivery","London","30","[c]","38130","35850"
"New entrant CS","2021","Black","Project Delivery","Outside London","40","[c]","31880","30000"
"New entrant CS","2021","Black","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Property","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Property","Outside London","5","[c]","[c]","[c]"
"New entrant CS","2021","Black","Property","Overseas","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Property","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Security","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Security","Outside London","5","[c]","[c]","[c]"
"New entrant CS","2021","Black","Security","Overseas","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Security","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Unknown","London","890","[c]","30410","31060"
"New entrant CS","2021","Black","Unknown","Outside London","630","[c]","27070","27570"
"New entrant CS","2021","Black","Unknown","Overseas","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Unknown","Unknown","15","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Analysis","London","5","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Analysis","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Analysis","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Commercial","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Commercial","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Commercial","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Communications","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Communications","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Communications","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Counter Fraud","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Counter Fraud","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Counter Fraud","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Debt","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Debt","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Digital, Data & Technology","London","5","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Digital, Data & Technology","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Digital, Data & Technology","Overseas","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Digital, Data & Technology","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Finance","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Finance","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Grants Management","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Human Resources","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Human Resources","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Internal Audit","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Internal Audit","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Legal","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Legal","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Legal","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","No function","London","25","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","No function","Outside London","20","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","No function","Overseas","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","No function","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Project Delivery","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Project Delivery","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Property","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Property","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Property","Overseas","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Property","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Security","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Security","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Security","Overseas","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Security","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Unknown","London","20","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Unknown","Outside London","30","[c]","25330","24180"
"New entrant CS","2021","Chinese","Unknown","Overseas","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Analysis","London","35","[c]","34300","32540"
"New entrant CS","2021","Mixed","Analysis","Outside London","15","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Analysis","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Commercial","London","15","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Commercial","Outside London","5","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Commercial","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Communications","London","10","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Communications","Outside London","10","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Communications","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Counter Fraud","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Counter Fraud","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Counter Fraud","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Debt","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Debt","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Digital, Data & Technology","London","20","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Digital, Data & Technology","Outside London","20","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Digital, Data & Technology","Overseas","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Digital, Data & Technology","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Finance","London","10","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Finance","Outside London","10","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Grants Management","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Human Resources","London","15","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Human Resources","Outside London","15","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Internal Audit","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Internal Audit","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Legal","London","20","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Legal","Outside London","20","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Legal","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","No function","London","230","[c]","33520","31800"
"New entrant CS","2021","Mixed","No function","Outside London","255","[c]","25560","22920"
"New entrant CS","2021","Mixed","No function","Overseas","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","No function","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Project Delivery","London","5","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Project Delivery","Outside London","35","[c]","33450","28450"
"New entrant CS","2021","Mixed","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Property","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Property","Outside London","10","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Property","Overseas","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Property","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Security","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Security","Outside London","5","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Security","Overseas","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Security","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Unknown","London","265","[c]","30460","31060"
"New entrant CS","2021","Mixed","Unknown","Outside London","495","[c]","26430","27570"
"New entrant CS","2021","Mixed","Unknown","Overseas","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Unknown","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Analysis","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Analysis","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Analysis","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Commercial","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Commercial","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Commercial","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Communications","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Communications","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Communications","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Counter Fraud","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Counter Fraud","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Counter Fraud","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Debt","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Debt","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Digital, Data & Technology","London","10","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Digital, Data & Technology","Outside London","5","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Digital, Data & Technology","Overseas","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Digital, Data & Technology","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Finance","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Finance","Outside London","10","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Grants Management","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Human Resources","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Human Resources","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Internal Audit","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Internal Audit","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Legal","London","10","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Legal","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Legal","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","No function","London","60","[c]","33210","32320"
"New entrant CS","2021","Other ethnicity","No function","Outside London","45","[c]","26210","23140"
"New entrant CS","2021","Other ethnicity","No function","Overseas","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","No function","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Project Delivery","London","5","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Project Delivery","Outside London","10","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Property","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Property","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Property","Overseas","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Property","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Security","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Security","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Security","Overseas","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Security","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Unknown","London","80","[c]","31050","31060"
"New entrant CS","2021","Other ethnicity","Unknown","Outside London","110","[c]","27330","27570"
"New entrant CS","2021","Other ethnicity","Unknown","Overseas","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Unknown","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Analysis","London","20","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Analysis","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Commercial","London","5","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Commercial","Outside London","10","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Communications","London","5","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Communications","Outside London","5","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Counter Fraud","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Counter Fraud","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Debt","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Digital, Data & Technology","London","15","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Digital, Data & Technology","Outside London","30","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Finance","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Finance","Outside London","10","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Human Resources","London","5","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Human Resources","Outside London","5","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Internal Audit","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Internal Audit","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Legal","London","10","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Legal","Outside London","[c]","[c]","[c]","[c]"
