"Status","Year","Age","Organisation","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2021","30-39","Student Awards Agency for Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Submarine Delivery Agency","10","[c]","[c]","[c]"
"Leaver CS","2021","30-39","The National Archives","10","[c]","32000","28460"
"Leaver CS","2021","30-39","Transport Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","UK Export Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","UK Hydrographic Office","10","[c]","[c]","[c]"
"Leaver CS","2021","30-39","UK Intellectual Property Office","5","[c]","[c]","[c]"
"Leaver CS","2021","30-39","UK Supreme Court","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","United Kingdom Statistics Authority","50","[c]","36860","36720"
"Leaver CS","2021","30-39","Valuation Office Agency","15","[c]","30760","21100"
"Leaver CS","2021","30-39","Vehicle Certification Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Veterinary Medicines Directorate","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Wales Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Water Services Regulation Authority","10","[c]","44230","40980"
"Leaver CS","2021","30-39","Welsh Government (excl. agencies)","20","[c]","36690","30700"
"Leaver CS","2021","30-39","Wilton Park","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Accountant in Bankruptcy","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Advisory, Conciliation and Arbitration Service","10","[c]","25850","24250"
"Leaver CS","2021","40-49","Animal and Plant Health Agency","15","[c]","29470","26520"
"Leaver CS","2021","40-49","Cabinet Office (excl. agencies)","45","[c]","62930","59720"
"Leaver CS","2021","40-49","Centre for Environment, Fisheries and Aquaculture Science","5","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Charity Commission","5","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Companies House","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Competition and Markets Authority","10","[c]","60100","58270"
"Leaver CS","2021","40-49","Criminal Injuries Compensation Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Crown Commercial Service","10","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Crown Office and Procurator Fiscal Service","10","[c]","35300","29040"
"Leaver CS","2021","40-49","Crown Prosecution Service","25","[c]","46130","55000"
"Leaver CS","2021","40-49","Debt Management Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Defence Equipment and Support","40","[c]","38150","34830"
"Leaver CS","2021","40-49","Defence Science and Technology Laboratory","25","[c]","38080","37320"
"Leaver CS","2021","40-49","Department for Business, Energy and Industrial Strategy (excl. agencies)","25","[c]","59510","60900"
"Leaver CS","2021","40-49","Department for Digital, Culture, Media and Sport","15","[c]","49890","53000"
"Leaver CS","2021","40-49","Department for Education (excl. agencies)","45","[c]","53480","50130"
"Leaver CS","2021","40-49","Department for Environment, Food and Rural Affairs (excl. agencies)","30","[c]","50750","48580"
"Leaver CS","2021","40-49","Department for International Development","10","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Department for International Trade","15","[c]","64520","59580"
"Leaver CS","2021","40-49","Department for Transport (excl. agencies)","10","[c]","47600","42140"
"Leaver CS","2021","40-49","Department for Work and Pensions (excl. agencies)","520","[c]","26680","25110"
"Leaver CS","2021","40-49","Department of Health and Social Care (excl. agencies)","15","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Disclosure Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Driver and Vehicle Licensing Agency","30","[c]","23690","21590"
"Leaver CS","2021","40-49","Driver and Vehicle Standards Agency","30","[c]","27660","26580"
"Leaver CS","2021","40-49","Education and Skills Funding Agency","5","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Education Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","FCDO Services","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Food Standards Agency","5","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Food Standards Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Foreign and Commonwealth Office (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Foreign, Commonwealth and Development Office (excl. agencies)","10","[c]","59130","60720"
"Leaver CS","2021","40-49","Forestry and Land Scotland","5","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Government Actuary's Department","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Government Internal Audit Agency","5","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Government Legal Department","15","[c]","61000","57940"
"Leaver CS","2021","40-49","Health and Safety Executive","10","[c]","40500","41840"
"Leaver CS","2021","40-49","HM Courts and Tribunals Service","140","[c]","27260","21610"
"Leaver CS","2021","40-49","HM Land Registry","35","[c]","35900","27130"
"Leaver CS","2021","40-49","HM Prison and Probation Service","540","[c]","[c]","[c]"
"Leaver CS","2021","40-49","HM Revenue and Customs (excl. agencies)","630","[c]","[c]","[c]"
"Leaver CS","2021","40-49","HM Treasury (excl. agencies)","10","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Home Office (incl. agencies)","165","[c]","33480","26460"
"Leaver CS","2021","40-49","Insolvency Service","15","[c]","25670","25710"
"Leaver CS","2021","40-49","Legal Aid Agency","5","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Maritime and Coastguard Agency","25","[c]","39680","38650"
"Leaver CS","2021","40-49","Medicines and Healthcare Products Regulatory Agency","10","[c]","51250","53100"
"Leaver CS","2021","40-49","Met Office","20","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Ministry of Defence (excl. agencies)","280","[c]","34040","30620"
"Leaver CS","2021","40-49","Ministry of Housing, Communities and Local Government (excl. agencies)","15","[c]","50810","42000"
"Leaver CS","2021","40-49","Ministry of Justice (excl. agencies)","50","[c]","41640","35900"
"Leaver CS","2021","40-49","National Crime Agency","25","[c]","50280","45480"
"Leaver CS","2021","40-49","National Infrastructure Commission","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","National Records of Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","National Savings and Investments","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Northern Ireland Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Office for Standards in Education, Children's Services and Skills","20","[c]","52240","51360"
"Leaver CS","2021","40-49","Office of Gas and Electricity Markets","25","[c]","52800","45000"
"Leaver CS","2021","40-49","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Office of Rail and Road","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Office of the Public Guardian","5","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Planning Inspectorate","10","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Public Health England","135","[c]","42180","40070"
"Leaver CS","2021","40-49","Registers of Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Royal Fleet Auxiliary","10","[c]","31180","23240"
"Leaver CS","2021","40-49","Rural Payments Agency","10","[c]","25390","25190"
"Leaver CS","2021","40-49","Scotland Office (incl. Office of the Advocate General for Scotland)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Scottish Courts and Tribunals Service","5","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Scottish Government (excl. agencies)","40","[c]","44750","39660"
"Leaver CS","2021","40-49","Scottish Prison Service","30","[c]","30720","25870"
"Leaver CS","2021","40-49","Scottish Public Pensions Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Serious Fraud Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Social Security Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Student Awards Agency for Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Submarine Delivery Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","The National Archives","5","[c]","[c]","[c]"
"Leaver CS","2021","40-49","UK Export Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","UK Hydrographic Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","UK Intellectual Property Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","United Kingdom Statistics Authority","30","[c]","33830","36030"
"Leaver CS","2021","40-49","Valuation Office Agency","20","[c]","29210","25930"
"Leaver CS","2021","40-49","Vehicle Certification Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Veterinary Medicines Directorate","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Wales Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Water Services Regulation Authority","10","[c]","62900","62530"
"Leaver CS","2021","40-49","Welsh Government (excl. agencies)","15","[c]","49120","41560"
"Leaver CS","2021","40-49","Welsh Revenue Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Wilton Park","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Accountant in Bankruptcy","5","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Advisory, Conciliation and Arbitration Service","10","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Animal and Plant Health Agency","20","[c]","31490","26170"
"Leaver CS","2021","50-59","Cabinet Office (excl. agencies)","60","[c]","73860","64500"
"Leaver CS","2021","50-59","Centre for Environment, Fisheries and Aquaculture Science","5","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Charity Commission","15","[c]","47700","37910"
"Leaver CS","2021","50-59","Companies House","10","[c]","35620","36240"
"Leaver CS","2021","50-59","Competition and Markets Authority","10","[c]","78460","76940"
"Leaver CS","2021","50-59","Criminal Injuries Compensation Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Crown Commercial Service","10","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Crown Office and Procurator Fiscal Service","10","[c]","38920","32930"
"Leaver CS","2021","50-59","Crown Prosecution Service","60","[c]","51410","55610"
"Leaver CS","2021","50-59","Crown Prosecution Service Inspectorate","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Defence Electronics and Components Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Defence Equipment and Support","95","[c]","41990","40120"
"Leaver CS","2021","50-59","Defence Science and Technology Laboratory","20","[c]","42740","39420"
"Leaver CS","2021","50-59","Department for Business, Energy and Industrial Strategy (excl. agencies)","30","[c]","60310","53600"
"Leaver CS","2021","50-59","Department for Digital, Culture, Media and Sport","10","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Department for Education (excl. agencies)","40","[c]","49510","50630"
"Leaver CS","2021","50-59","Department for Environment, Food and Rural Affairs (excl. agencies)","35","[c]","47240","47080"
"Leaver CS","2021","50-59","Department for International Development","5","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Department for International Trade","10","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Department for Transport (excl. agencies)","15","[c]","64840","70350"
"Leaver CS","2021","50-59","Department for Work and Pensions (excl. agencies)","1000","[c]","27360","27570"
"Leaver CS","2021","50-59","Department of Health and Social Care (excl. agencies)","10","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Disclosure Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Driver and Vehicle Licensing Agency","35","[c]","24940","21590"
"Leaver CS","2021","50-59","Driver and Vehicle Standards Agency","55","[c]","30780","26380"
"Leaver CS","2021","50-59","Education and Skills Funding Agency","10","[c]","49260","50850"
"Leaver CS","2021","50-59","Education Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","ESTYN","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","FCDO Services","20","[c]","44870","40960"
"Leaver CS","2021","50-59","Food Standards Agency","10","[c]","37840","37050"
"Leaver CS","2021","50-59","Food Standards Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Foreign and Commonwealth Office (excl. agencies)","10","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Foreign, Commonwealth and Development Office (excl. agencies)","20","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Forestry and Land Scotland","5","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Government Actuary's Department","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Government Internal Audit Agency","15","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Government Legal Department","20","[c]","73110","65990"
"Leaver CS","2021","50-59","Health and Safety Executive","30","[c]","47040","45200"
"Leaver CS","2021","50-59","HM Courts and Tribunals Service","280","[c]","25650","20690"
"Leaver CS","2021","50-59","HM Land Registry","60","[c]","33090","30150"
"Leaver CS","2021","50-59","HM Prison and Probation Service","750","[c]","45660","34070"
"Leaver CS","2021","50-59","HM Revenue and Customs (excl. agencies)","1940","[c]","[c]","[c]"
"Leaver CS","2021","50-59","HM Treasury (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Home Office (incl. agencies)","320","[c]","33630","27300"
"Leaver CS","2021","50-59","Insolvency Service","10","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Institute for Apprenticeships and Technical Education","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Legal Aid Agency","5","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Maritime and Coastguard Agency","20","[c]","36730","32090"
"Leaver CS","2021","50-59","Medicines and Healthcare Products Regulatory Agency","20","[c]","58230","59580"
"Leaver CS","2021","50-59","Met Office","15","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Ministry of Defence (excl. agencies)","545","[c]","33640","30690"
"Leaver CS","2021","50-59","Ministry of Housing, Communities and Local Government (excl. agencies)","10","[c]","48380","48200"
"Leaver CS","2021","50-59","Ministry of Justice (excl. agencies)","40","[c]","53490","48170"
"Leaver CS","2021","50-59","National Crime Agency","60","[c]","49170","44080"
"Leaver CS","2021","50-59","National Records of Scotland","5","[c]","[c]","[c]"
"Leaver CS","2021","50-59","National Savings and Investments","10","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Northern Ireland Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Office for Standards in Education, Children's Services and Skills","30","[c]","64230","75500"
"Leaver CS","2021","50-59","Office of Gas and Electricity Markets","10","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Office of Qualifications and Examinations Regulation","5","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Office of Rail and Road","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Office of the Public Guardian","15","[c]","22880","21170"
"Leaver CS","2021","50-59","Planning Inspectorate","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Public Health England","125","[c]","51340","44500"
"Leaver CS","2021","50-59","Registers of Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Revenue Scotland","[c]","[c]","[c]","[c]"
