"Status","Year","Ethnicity","Parent_department","Profession_of_post","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2021","Asian","Office for Standards in Education","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Office for Standards in Education","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Office for Standards in Education","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Office for Standards in Education","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Office for Standards in Education","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Office for Standards in Education","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Office for Standards in Education","Social Research","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Office for Standards in Education","Statistics","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Office of Gas and Electricity Markets","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Office of Gas and Electricity Markets","Corporate Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Office of Gas and Electricity Markets","Digital, Data and Technology","5","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Office of Gas and Electricity Markets","Economics","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Office of Gas and Electricity Markets","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Office of Gas and Electricity Markets","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Office of Gas and Electricity Markets","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Office of Gas and Electricity Markets","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Office of Gas and Electricity Markets","Other","15","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Office of Gas and Electricity Markets","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Office of Gas and Electricity Markets","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Office of Gas and Electricity Markets","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Office of Gas and Electricity Markets","Science and Engineering","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Office of Qualifications and Examinations Regulation","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Office of Qualifications and Examinations Regulation","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Office of Qualifications and Examinations Regulation","Economics","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Office of Qualifications and Examinations Regulation","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Office of Qualifications and Examinations Regulation","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Office of Qualifications and Examinations Regulation","Operational Research","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Office of Qualifications and Examinations Regulation","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Office of Qualifications and Examinations Regulation","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Office of Rail and Road","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Office of Rail and Road","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Office of Rail and Road","Economics","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Office of Rail and Road","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Office of Rail and Road","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Office of Rail and Road","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Office of Rail and Road","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Office of Rail and Road","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Office of Rail and Road","Science and Engineering","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Office of Rail and Road","Statistics","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Other Cabinet Office Agencies","Commercial","5","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Other Cabinet Office Agencies","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Other Cabinet Office Agencies","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Other Cabinet Office Agencies","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Other Cabinet Office Agencies","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Other Cabinet Office Agencies","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Other Cabinet Office Agencies","Planning","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Other Cabinet Office Agencies","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Other Cabinet Office Agencies","Science and Engineering","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Other Cabinet Office Agencies","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Scotland Office","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Scotland Office","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Scotland Office","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Scotland Office","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Scottish Government","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Scottish Government","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Scottish Government","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Scottish Government","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Scottish Government","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Scottish Government","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Scottish Government","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Scottish Government","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Scottish Government","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Scottish Government","Psychology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Scottish Government","Statistics","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Scottish Government","Unknown","20","[c]","[c]","[c]"
"New entrant CS","2021","Asian","The National Archives","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","The National Archives","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","The National Archives","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","The National Archives","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","The National Archives","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","The National Archives","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","The National Archives","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","The National Archives","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","UK Export Finance","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","UK Export Finance","Digital, Data and Technology","5","[c]","[c]","[c]"
"New entrant CS","2021","Asian","UK Export Finance","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","UK Export Finance","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","UK Export Finance","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","UK Export Finance","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","UK Export Finance","Operational Delivery","5","[c]","[c]","[c]"
"New entrant CS","2021","Asian","UK Export Finance","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","UK Supreme Court","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","UK Supreme Court","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","UK Supreme Court","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","UK Supreme Court","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","United Kingdom Statistics Authority","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","United Kingdom Statistics Authority","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","United Kingdom Statistics Authority","Digital, Data and Technology","10","[c]","[c]","[c]"
"New entrant CS","2021","Asian","United Kingdom Statistics Authority","Economics","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","United Kingdom Statistics Authority","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","United Kingdom Statistics Authority","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","United Kingdom Statistics Authority","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","United Kingdom Statistics Authority","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","United Kingdom Statistics Authority","Operational Delivery","15","[c]","[c]","[c]"
"New entrant CS","2021","Asian","United Kingdom Statistics Authority","Operational Research","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","United Kingdom Statistics Authority","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","United Kingdom Statistics Authority","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","United Kingdom Statistics Authority","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","United Kingdom Statistics Authority","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","United Kingdom Statistics Authority","Social Research","5","[c]","[c]","[c]"
"New entrant CS","2021","Asian","United Kingdom Statistics Authority","Statistics","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Wales Office","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Wales Office","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Wales Office","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Wales Office","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Water Services Regulation Authority","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Water Services Regulation Authority","Corporate Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Water Services Regulation Authority","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Water Services Regulation Authority","Economics","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Water Services Regulation Authority","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Water Services Regulation Authority","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Water Services Regulation Authority","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Water Services Regulation Authority","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Water Services Regulation Authority","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Water Services Regulation Authority","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Water Services Regulation Authority","Science and Engineering","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Water Services Regulation Authority","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Welsh Government","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Welsh Government","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Welsh Government","Economics","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Welsh Government","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Welsh Government","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Welsh Government","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Welsh Government","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Welsh Government","Medicine","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Welsh Government","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Welsh Government","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Welsh Government","Planning","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Welsh Government","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Welsh Government","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Welsh Government","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Welsh Government","Science and Engineering","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Welsh Government","Social Research","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Welsh Government","Statistics","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Welsh Government","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Welsh Government","Veterinarian","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Attorney General's Departments","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Attorney General's Departments","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Attorney General's Departments","Corporate Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Attorney General's Departments","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Attorney General's Departments","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Attorney General's Departments","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Attorney General's Departments","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Attorney General's Departments","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Attorney General's Departments","Legal","15","[c]","[c]","[c]"
"New entrant CS","2021","Black","Attorney General's Departments","Operational Delivery","15","[c]","[c]","[c]"
"New entrant CS","2021","Black","Attorney General's Departments","Other","10","[c]","[c]","[c]"
"New entrant CS","2021","Black","Attorney General's Departments","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Cabinet Office","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Cabinet Office","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Cabinet Office","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Cabinet Office","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Cabinet Office","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Cabinet Office","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Cabinet Office","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Cabinet Office","Unknown","45","[c]","34970","32860"
"New entrant CS","2021","Black","Chancellor's other departments","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Chancellor's other departments","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Chancellor's other departments","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Chancellor's other departments","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Chancellor's other departments","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Chancellor's other departments","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Chancellor's other departments","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Chancellor's other departments","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Charity Commission","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Charity Commission","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Charity Commission","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Charity Commission","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Charity Commission","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Charity Commission","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Charity Commission","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Charity Commission","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Charity Commission","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Charity Commission","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Competition and Markets Authority","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Competition and Markets Authority","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Competition and Markets Authority","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Competition and Markets Authority","Economics","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Competition and Markets Authority","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Competition and Markets Authority","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Competition and Markets Authority","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Competition and Markets Authority","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Competition and Markets Authority","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Department for Business, Energy and Industrial Strategy","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Department for Business, Energy and Industrial Strategy","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Department for Business, Energy and Industrial Strategy","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Department for Business, Energy and Industrial Strategy","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Department for Business, Energy and Industrial Strategy","Economics","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Department for Business, Energy and Industrial Strategy","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Department for Business, Energy and Industrial Strategy","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Department for Business, Energy and Industrial Strategy","Intelligence Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Department for Business, Energy and Industrial Strategy","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Department for Business, Energy and Industrial Strategy","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Department for Business, Energy and Industrial Strategy","Operational Delivery","5","[c]","[c]","[c]"
"New entrant CS","2021","Black","Department for Business, Energy and Industrial Strategy","Operational Research","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Department for Business, Energy and Industrial Strategy","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Department for Business, Energy and Industrial Strategy","Policy","25","[c]","[c]","[c]"
"New entrant CS","2021","Black","Department for Business, Energy and Industrial Strategy","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Department for Business, Energy and Industrial Strategy","Science and Engineering","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Department for Business, Energy and Industrial Strategy","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Department for Business, Energy and Industrial Strategy","Statistics","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Department for Business, Energy and Industrial Strategy","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Department for Digital, Culture, Media and Sport","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Department for Digital, Culture, Media and Sport","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Department for Digital, Culture, Media and Sport","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Department for Digital, Culture, Media and Sport","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Department for Digital, Culture, Media and Sport","Economics","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Department for Digital, Culture, Media and Sport","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Department for Digital, Culture, Media and Sport","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Department for Digital, Culture, Media and Sport","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Department for Digital, Culture, Media and Sport","Operational Research","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Department for Digital, Culture, Media and Sport","Policy","15","[c]","[c]","[c]"
"New entrant CS","2021","Black","Department for Digital, Culture, Media and Sport","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Department for Digital, Culture, Media and Sport","Social Research","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Department for Digital, Culture, Media and Sport","Statistics","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Department for Education","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Department for Education","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Department for Education","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Department for Education","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Department for Education","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Department for Education","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Department for Education","Operational Delivery","10","[c]","[c]","[c]"
"New entrant CS","2021","Black","Department for Education","Policy","10","[c]","[c]","[c]"
"New entrant CS","2021","Black","Department for Education","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Department for Education","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Department for Education","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Department for Environment, Food and Rural Affairs","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Department for Environment, Food and Rural Affairs","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Department for Environment, Food and Rural Affairs","Corporate Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Department for Environment, Food and Rural Affairs","Digital, Data and Technology","15","[c]","[c]","[c]"
"New entrant CS","2021","Black","Department for Environment, Food and Rural Affairs","Economics","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Department for Environment, Food and Rural Affairs","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Department for Environment, Food and Rural Affairs","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Department for Environment, Food and Rural Affairs","Operational Delivery","5","[c]","[c]","[c]"
"New entrant CS","2021","Black","Department for Environment, Food and Rural Affairs","Operational Research","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Department for Environment, Food and Rural Affairs","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Department for Environment, Food and Rural Affairs","Policy","15","[c]","[c]","[c]"
"New entrant CS","2021","Black","Department for Environment, Food and Rural Affairs","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Department for Environment, Food and Rural Affairs","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Department for Environment, Food and Rural Affairs","Science and Engineering","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Department for Environment, Food and Rural Affairs","Social Research","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Department for Environment, Food and Rural Affairs","Statistics","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Department for Environment, Food and Rural Affairs","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Department for Environment, Food and Rural Affairs","Veterinarian","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Department for International Trade","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Department for International Trade","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Department for International Trade","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Department for International Trade","Economics","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Department for International Trade","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Department for International Trade","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Department for International Trade","International Trade","5","[c]","[c]","[c]"
"New entrant CS","2021","Black","Department for International Trade","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Department for International Trade","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Department for International Trade","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Department for International Trade","Operational Research","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Department for International Trade","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Department for International Trade","Planning","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Department for International Trade","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Department for International Trade","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Department for International Trade","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Department for International Trade","Social Research","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Department for International Trade","Statistics","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Department for Transport","Commercial","5","[c]","[c]","[c]"
"New entrant CS","2021","Black","Department for Transport","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Department for Transport","Corporate Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Department for Transport","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Department for Transport","Digital, Data and Technology","5","[c]","[c]","[c]"
"New entrant CS","2021","Black","Department for Transport","Economics","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Department for Transport","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Department for Transport","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Department for Transport","Intelligence Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Department for Transport","International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Department for Transport","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Department for Transport","Medicine","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Department for Transport","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Department for Transport","Operational Research","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Department for Transport","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Department for Transport","Policy","5","[c]","[c]","[c]"
"New entrant CS","2021","Black","Department for Transport","Project Delivery","5","[c]","[c]","[c]"
"New entrant CS","2021","Black","Department for Transport","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Department for Transport","Science and Engineering","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Department for Transport","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Department for Transport","Social Research","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Department for Transport","Statistics","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Department for Transport","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Department for Work and Pensions","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Department for Work and Pensions","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Department for Work and Pensions","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Department for Work and Pensions","Human Resources","[c]","[c]","[c]","[c]"
