"Status","Year","Age","Profession_of_post","Region_london","Sex","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","30-39","Other","Unknown","Female","45","45","37980","36180"
"In post","2021","30-39","Other","Unknown","Male","370","370","37290","33860"
"In post","2021","30-39","Planning","London","Female","10","10","[c]","[c]"
"In post","2021","30-39","Planning","London","Male","10","10","[c]","[c]"
"In post","2021","30-39","Planning","Outside London","Female","15","15","[c]","[c]"
"In post","2021","30-39","Planning","Outside London","Male","15","15","[c]","[c]"
"In post","2021","30-39","Planning Inspectors","Outside London","Female","10","10","[c]","[c]"
"In post","2021","30-39","Planning Inspectors","Outside London","Male","35","35","51880","47660"
"In post","2021","30-39","Policy","London","Female","3035","2910","51840","53400"
"In post","2021","30-39","Policy","London","Male","2650","2630","52420","53600"
"In post","2021","30-39","Policy","Outside London","Female","1180","1105","39900","37100"
"In post","2021","30-39","Policy","Outside London","Male","805","800","40740","37410"
"In post","2021","30-39","Policy","Overseas","Female","235","235","48610","52430"
"In post","2021","30-39","Policy","Overseas","Male","300","300","47960","52410"
"In post","2021","30-39","Policy","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Policy","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Project Delivery","London","Female","500","485","48340","44480"
"In post","2021","30-39","Project Delivery","London","Male","425","425","50700","48910"
"In post","2021","30-39","Project Delivery","Outside London","Female","1455","1370","36920","35630"
"In post","2021","30-39","Project Delivery","Outside London","Male","1270","1265","39380","38630"
"In post","2021","30-39","Project Delivery","Overseas","Female","30","30","[c]","[c]"
"In post","2021","30-39","Project Delivery","Overseas","Male","25","25","[c]","[c]"
"In post","2021","30-39","Project Delivery","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Project Delivery","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Property","London","Female","70","70","44370","37890"
"In post","2021","30-39","Property","London","Male","80","80","45500","42250"
"In post","2021","30-39","Property","Outside London","Female","390","365","33850","32730"
"In post","2021","30-39","Property","Outside London","Male","435","435","34540","32110"
"In post","2021","30-39","Property","Overseas","Female","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Property","Overseas","Male","35","35","35680","33020"
"In post","2021","30-39","Property","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Property","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Psychology","London","Female","20","20","[c]","[c]"
"In post","2021","30-39","Psychology","London","Male","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Psychology","Outside London","Female","505","475","34860","31180"
"In post","2021","30-39","Psychology","Outside London","Male","60","60","33970","30450"
"In post","2021","30-39","Science and Engineering","London","Female","250","230","43230","40630"
"In post","2021","30-39","Science and Engineering","London","Male","115","115","46250","43360"
"In post","2021","30-39","Science and Engineering","Outside London","Female","955","890","35460","36330"
"In post","2021","30-39","Science and Engineering","Outside London","Male","1600","1585","38560","37960"
"In post","2021","30-39","Science and Engineering","Overseas","Female","10","10","[c]","[c]"
"In post","2021","30-39","Science and Engineering","Overseas","Male","25","25","[c]","[c]"
"In post","2021","30-39","Science and Engineering","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Science and Engineering","Unknown","Male","5","5","[c]","[c]"
"In post","2021","30-39","Security","London","Female","115","105","40530","38600"
"In post","2021","30-39","Security","London","Male","155","155","39500","39640"
"In post","2021","30-39","Security","Outside London","Female","290","280","31150","29060"
"In post","2021","30-39","Security","Outside London","Male","975","970","31120","28890"
"In post","2021","30-39","Security","Overseas","Female","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Security","Overseas","Male","5","5","[c]","[c]"
"In post","2021","30-39","Social Research","London","Female","85","80","49860","52010"
"In post","2021","30-39","Social Research","London","Male","45","40","51120","53130"
"In post","2021","30-39","Social Research","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Social Research","Outside London","Female","145","135","40390","38010"
"In post","2021","30-39","Social Research","Outside London","Male","80","80","38730","37020"
"In post","2021","30-39","Social Research","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Statistics","London","Female","110","105","50180","53000"
"In post","2021","30-39","Statistics","London","Male","135","130","47480","43220"
"In post","2021","30-39","Statistics","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Statistics","Outside London","Female","180","165","41330","38650"
"In post","2021","30-39","Statistics","Outside London","Male","170","170","41340","38000"
"In post","2021","30-39","Statistics","Outside London","Unknown","5","5","[c]","[c]"
"In post","2021","30-39","Statistics","Overseas","Female","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Statistics","Overseas","Male","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Tax","London","Female","145","140","43630","36160"
"In post","2021","30-39","Tax","London","Male","230","230","46100","41760"
"In post","2021","30-39","Tax","Outside London","Female","1715","1600","30440","31810"
"In post","2021","30-39","Tax","Outside London","Male","2280","2260","32490","31810"
"In post","2021","30-39","Tax","Overseas","Female","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Tax","Overseas","Male","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Unknown","London","Female","2185","2080","43500","36300"
"In post","2021","30-39","Unknown","London","Male","1770","1765","45390","39360"
"In post","2021","30-39","Unknown","Outside London","Female","10460","9200","28860","27570"
"In post","2021","30-39","Unknown","Outside London","Male","7450","7355","29840","27570"
"In post","2021","30-39","Unknown","Overseas","Female","55","55","[c]","[c]"
"In post","2021","30-39","Unknown","Overseas","Male","50","50","[c]","[c]"
"In post","2021","30-39","Unknown","Unknown","Female","160","150","33490","28000"
"In post","2021","30-39","Unknown","Unknown","Male","155","155","35560","31990"
"In post","2021","30-39","Veterinarian","London","Female","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Veterinarian","London","Male","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Veterinarian","Outside London","Female","70","65","39870","37240"
"In post","2021","30-39","Veterinarian","Outside London","Male","30","30","37100","37240"
"In post","2021","40-49","Commercial","London","Female","130","125","50430","45550"
"In post","2021","40-49","Commercial","London","Male","95","95","55260","48000"
"In post","2021","40-49","Commercial","Outside London","Female","660","620","40640","38450"
"In post","2021","40-49","Commercial","Outside London","Male","435","435","42910","40040"
"In post","2021","40-49","Commercial","Overseas","Female","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Commercial","Overseas","Male","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Commercial","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Commercial","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Communications","London","Female","265","245","54200","53570"
"In post","2021","40-49","Communications","London","Male","210","205","53680","52370"
"In post","2021","40-49","Communications","Outside London","Female","330","300","39840","37410"
"In post","2021","40-49","Communications","Outside London","Male","240","240","38420","37090"
"In post","2021","40-49","Communications","Overseas","Female","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Communications","Overseas","Male","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Communications","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Communications","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Corporate Finance","London","Female","10","10","[c]","[c]"
"In post","2021","40-49","Corporate Finance","London","Male","10","10","[c]","[c]"
"In post","2021","40-49","Corporate Finance","Outside London","Female","20","20","[c]","[c]"
"In post","2021","40-49","Corporate Finance","Outside London","Male","10","10","[c]","[c]"
"In post","2021","40-49","Counter Fraud","London","Female","35","30","42210","40390"
"In post","2021","40-49","Counter Fraud","London","Male","40","40","49670","43150"
"In post","2021","40-49","Counter Fraud","Outside London","Female","75","70","32330","34050"
"In post","2021","40-49","Counter Fraud","Outside London","Male","65","65","35830","34730"
"In post","2021","40-49","Digital, Data and Technology","London","Female","335","320","51880","50590"
"In post","2021","40-49","Digital, Data and Technology","London","Male","575","575","54650","52850"
"In post","2021","40-49","Digital, Data and Technology","Outside London","Female","940","885","40380","38450"
"In post","2021","40-49","Digital, Data and Technology","Outside London","Male","1865","1855","42800","39630"
"In post","2021","40-49","Digital, Data and Technology","Overseas","Female","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Digital, Data and Technology","Overseas","Male","5","5","[c]","[c]"
"In post","2021","40-49","Economics","London","Female","65","60","68970","66230"
"In post","2021","40-49","Economics","London","Male","105","105","66910","66330"
"In post","2021","40-49","Economics","Outside London","Female","25","20","[c]","[c]"
"In post","2021","40-49","Economics","Outside London","Male","35","35","57480","59630"
"In post","2021","40-49","Economics","Overseas","Female","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Economics","Overseas","Male","5","5","[c]","[c]"
"In post","2021","40-49","Finance","London","Female","335","320","50920","46570"
"In post","2021","40-49","Finance","London","Male","365","365","54800","53520"
"In post","2021","40-49","Finance","Outside London","Female","1025","945","38370","34920"
"In post","2021","40-49","Finance","Outside London","Male","710","705","42330","38630"
"In post","2021","40-49","Finance","Overseas","Female","5","5","[c]","[c]"
"In post","2021","40-49","Finance","Overseas","Male","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Finance","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Finance","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Human Resources","London","Female","440","415","50570","45850"
"In post","2021","40-49","Human Resources","London","Male","180","180","51500","48900"
"In post","2021","40-49","Human Resources","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Human Resources","Outside London","Female","1075","995","37530","33630"
"In post","2021","40-49","Human Resources","Outside London","Male","380","380","38330","34070"
"In post","2021","40-49","Human Resources","Overseas","Female","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Human Resources","Overseas","Male","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Human Resources","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Human Resources","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Inspector of Education and Training","London","Female","55","55","61030","51360"
"In post","2021","40-49","Inspector of Education and Training","London","Male","20","20","[c]","[c]"
"In post","2021","40-49","Inspector of Education and Training","Outside London","Female","130","130","63110","64500"
"In post","2021","40-49","Inspector of Education and Training","Outside London","Male","65","65","73400","75500"
"In post","2021","40-49","Intelligence Analysis","London","Female","135","120","42250","36360"
"In post","2021","40-49","Intelligence Analysis","London","Male","170","165","44610","41800"
"In post","2021","40-49","Intelligence Analysis","Outside London","Female","265","245","30590","27380"
"In post","2021","40-49","Intelligence Analysis","Outside London","Male","260","255","32030","30830"
