"Status","Year","Disability","Organisation","Region_london","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2021","Declared disabled","Valuation Office Agency","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Valuation Office Agency","Outside London","5","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Vehicle Certification Agency","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Veterinary Medicines Directorate","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Wales Office","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Wales Office","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Water Services Regulation Authority","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Water Services Regulation Authority","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Welsh Government (excl. agencies)","Outside London","15","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Welsh Revenue Authority","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Wilton Park","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Accountant in Bankruptcy","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Advisory, Conciliation and Arbitration Service","London","5","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Advisory, Conciliation and Arbitration Service","Outside London","30","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Animal and Plant Health Agency","London","20","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Animal and Plant Health Agency","Outside London","330","[c]","24980","24370"
"New entrant CS","2021","Declared non-disabled","Attorney General's Office","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Cabinet Office (excl. agencies)","London","445","[c]","39720","34550"
"New entrant CS","2021","Declared non-disabled","Cabinet Office (excl. agencies)","Outside London","70","[c]","30850","25930"
"New entrant CS","2021","Declared non-disabled","Cabinet Office (excl. agencies)","Unknown","50","[c]","36290","34550"
"New entrant CS","2021","Declared non-disabled","Centre for Environment, Fisheries and Aquaculture Science","Outside London","25","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Charity Commission","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Charity Commission","Outside London","20","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Companies House","Outside London","35","[c]","36800","35570"
"New entrant CS","2021","Declared non-disabled","Competition and Markets Authority","London","65","[c]","49870","53530"
"New entrant CS","2021","Declared non-disabled","Competition and Markets Authority","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Criminal Injuries Compensation Authority","Outside London","10","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Crown Commercial Service","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Crown Commercial Service","Outside London","15","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Crown Office and Procurator Fiscal Service","Outside London","140","[c]","25120","20760"
"New entrant CS","2021","Declared non-disabled","Crown Prosecution Service","London","5","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Crown Prosecution Service","Outside London","10","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Debt Management Office","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Defence Equipment and Support","London","10","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Defence Equipment and Support","Outside London","490","[c]","33700","30000"
"New entrant CS","2021","Declared non-disabled","Defence Science and Technology Laboratory","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Defence Science and Technology Laboratory","Outside London","150","[c]","32890","28650"
"New entrant CS","2021","Declared non-disabled","Department for Business, Energy and Industrial Strategy (excl. agencies)","London","410","[c]","39040","33570"
"New entrant CS","2021","Declared non-disabled","Department for Business, Energy and Industrial Strategy (excl. agencies)","Outside London","30","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Department for Digital, Culture, Media and Sport","London","265","[c]","38990","34020"
"New entrant CS","2021","Declared non-disabled","Department for Digital, Culture, Media and Sport","Outside London","35","[c]","39410","34020"
"New entrant CS","2021","Declared non-disabled","Department for Education (excl. agencies)","London","5","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Department for Education (excl. agencies)","Outside London","15","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Department for Education (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Department for Environment, Food and Rural Affairs (excl. agencies)","London","290","[c]","37230","32560"
"New entrant CS","2021","Declared non-disabled","Department for Environment, Food and Rural Affairs (excl. agencies)","Outside London","325","[c]","36500","30320"
"New entrant CS","2021","Declared non-disabled","Department for International Trade","London","135","[c]","35760","31800"
"New entrant CS","2021","Declared non-disabled","Department for International Trade","Outside London","30","[c]","35550","31800"
"New entrant CS","2021","Declared non-disabled","Department for Transport (excl. agencies)","London","270","[c]","37280","34710"
"New entrant CS","2021","Declared non-disabled","Department for Transport (excl. agencies)","Outside London","50","[c]","32720","30730"
"New entrant CS","2021","Declared non-disabled","Department for Work and Pensions (excl. agencies)","London","2395","[c]","30320","31060"
"New entrant CS","2021","Declared non-disabled","Department for Work and Pensions (excl. agencies)","Outside London","9860","[c]","25770","27570"
"New entrant CS","2021","Declared non-disabled","Department for Work and Pensions (excl. agencies)","Unknown","215","[c]","28210","27570"
"New entrant CS","2021","Declared non-disabled","Department of Health and Social Care (excl. agencies)","London","30","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Department of Health and Social Care (excl. agencies)","Outside London","5","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Disclosure Scotland","Outside London","20","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Driver and Vehicle Licensing Agency","Outside London","180","[c]","25100","21590"
"New entrant CS","2021","Declared non-disabled","Driver and Vehicle Standards Agency","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Driver and Vehicle Standards Agency","Outside London","95","[c]","28970","26130"
"New entrant CS","2021","Declared non-disabled","Education and Skills Funding Agency","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Education and Skills Funding Agency","Outside London","5","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Education Scotland","Outside London","5","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","ESTYN","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Food Standards Agency","London","15","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Food Standards Agency","Outside London","15","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Food Standards Scotland","Outside London","25","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Food Standards Scotland","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Forestry and Land Scotland","Outside London","85","[c]","27700","25140"
"New entrant CS","2021","Declared non-disabled","Government Actuary's Department","London","20","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Government Actuary's Department","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Government Internal Audit Agency","London","10","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Government Internal Audit Agency","Outside London","10","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Government Legal Department","London","200","[c]","42370","43920"
"New entrant CS","2021","Declared non-disabled","Government Legal Department","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Government Property Agency","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Government Property Agency","Outside London","30","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Government Property Agency","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Health and Safety Executive","London","15","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Health and Safety Executive","Outside London","130","[c]","30350","26370"
"New entrant CS","2021","Declared non-disabled","HM Courts and Tribunals Service","London","275","[c]","25830","22680"
"New entrant CS","2021","Declared non-disabled","HM Courts and Tribunals Service","Outside London","620","[c]","20970","18880"
"New entrant CS","2021","Declared non-disabled","HM Courts and Tribunals Service","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","HM Land Registry","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","HM Land Registry","Outside London","5","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","HM Prison and Probation Service","London","385","[c]","27710","26810"
"New entrant CS","2021","Declared non-disabled","HM Prison and Probation Service","Outside London","2775","[c]","23320","22850"
"New entrant CS","2021","Declared non-disabled","HM Prison and Probation Service","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","HM Revenue and Customs (excl. agencies)","London","120","[c]","33770","36160"
"New entrant CS","2021","Declared non-disabled","HM Revenue and Customs (excl. agencies)","Outside London","1435","[c]","24960","20140"
"New entrant CS","2021","Declared non-disabled","HM Revenue and Customs (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","HM Treasury (excl. agencies)","London","245","[c]","32210","28500"
"New entrant CS","2021","Declared non-disabled","HM Treasury (excl. agencies)","Outside London","15","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Home Office (incl. agencies)","London","165","[c]","40600","35070"
"New entrant CS","2021","Declared non-disabled","Home Office (incl. agencies)","Outside London","235","[c]","25490","24880"
"New entrant CS","2021","Declared non-disabled","Home Office (incl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Insolvency Service","London","5","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Insolvency Service","Outside London","35","[c]","26250","20880"
"New entrant CS","2021","Declared non-disabled","Institute for Apprenticeships and Technical Education","London","20","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Institute for Apprenticeships and Technical Education","Outside London","20","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Legal Aid Agency","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Legal Aid Agency","Outside London","25","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Maritime and Coastguard Agency","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Maritime and Coastguard Agency","Outside London","85","[c]","35000","31040"
"New entrant CS","2021","Declared non-disabled","Medicines and Healthcare Products Regulatory Agency","London","65","[c]","38650","32960"
"New entrant CS","2021","Declared non-disabled","Medicines and Healthcare Products Regulatory Agency","Outside London","5","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Met Office","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Met Office","Outside London","125","[c]","34010","30930"
"New entrant CS","2021","Declared non-disabled","Met Office","Overseas","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Ministry of Defence (excl. agencies)","London","165","[c]","33720","30750"
"New entrant CS","2021","Declared non-disabled","Ministry of Defence (excl. agencies)","Outside London","1850","[c]","28530","26350"
"New entrant CS","2021","Declared non-disabled","Ministry of Defence (excl. agencies)","Overseas","15","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Ministry of Defence (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Ministry of Housing, Communities and Local Government (excl. agencies)","London","135","[c]","40750","33210"
"New entrant CS","2021","Declared non-disabled","Ministry of Housing, Communities and Local Government (excl. agencies)","Outside London","70","[c]","38650","36340"
"New entrant CS","2021","Declared non-disabled","Ministry of Justice (excl. agencies)","London","240","[c]","39180","36800"
"New entrant CS","2021","Declared non-disabled","Ministry of Justice (excl. agencies)","Outside London","150","[c]","34190","30990"
"New entrant CS","2021","Declared non-disabled","Ministry of Justice (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","National Crime Agency","London","20","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","National Crime Agency","Outside London","45","[c]","35340","34140"
"New entrant CS","2021","Declared non-disabled","National Crime Agency","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","National Infrastructure Commission","London","5","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","National Records of Scotland","Outside London","10","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","National Savings and Investments","London","10","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","National Savings and Investments","Outside London","5","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Northern Ireland Office","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Northern Ireland Office","Outside London","5","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Office for Budget Responsibility","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Office for Standards in Education, Children's Services and Skills","London","45","[c]","48670","46360"
"New entrant CS","2021","Declared non-disabled","Office for Standards in Education, Children's Services and Skills","Outside London","105","[c]","50550","46360"
"New entrant CS","2021","Declared non-disabled","Office of Gas and Electricity Markets","London","120","[c]","40980","34000"
"New entrant CS","2021","Declared non-disabled","Office of Gas and Electricity Markets","Outside London","135","[c]","29560","23450"
"New entrant CS","2021","Declared non-disabled","Office of Qualifications and Examinations Regulation","Outside London","30","[c]","36470","31500"
"New entrant CS","2021","Declared non-disabled","Office of Rail and Road","London","20","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Office of Rail and Road","Outside London","15","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Office of the Public Guardian","Outside London","15","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Office of the Scottish Charity Regulator","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Planning Inspectorate","Outside London","60","[c]","29940","26050"
"New entrant CS","2021","Declared non-disabled","Public Health England","London","740","[c]","37700","32330"
"New entrant CS","2021","Declared non-disabled","Public Health England","Outside London","865","[c]","31770","28590"
"New entrant CS","2021","Declared non-disabled","Registers of Scotland","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Revenue Scotland","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Rural Payments Agency","Outside London","55","[c]","23860","21050"
"New entrant CS","2021","Declared non-disabled","Scotland Office (incl. Office of the Advocate General for Scotland)","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Scotland Office (incl. Office of the Advocate General for Scotland)","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Scottish Courts and Tribunals Service","Outside London","30","[c]","23590","20850"
"New entrant CS","2021","Declared non-disabled","Scottish Forestry","Outside London","25","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Scottish Government (excl. agencies)","Outside London","270","[c]","36060","30650"
"New entrant CS","2021","Declared non-disabled","Scottish Housing Regulator","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Scottish Prison Service","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Scottish Public Pensions Agency","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Serious Fraud Office","London","25","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Social Security Scotland","Outside London","195","[c]","25380","20060"
"New entrant CS","2021","Declared non-disabled","Standards and Testing Agency","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Standards and Testing Agency","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Student Awards Agency for Scotland","Outside London","10","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Submarine Delivery Agency","Outside London","145","[c]","38290","35700"
"New entrant CS","2021","Declared non-disabled","Teaching Regulation Agency","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","The National Archives","London","50","[c]","33690","33000"
"New entrant CS","2021","Declared non-disabled","Transport Scotland","Outside London","10","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","UK Export Finance","London","85","[c]","46370","44080"
"New entrant CS","2021","Declared non-disabled","UK Hydrographic Office","Outside London","35","[c]","26740","20170"
"New entrant CS","2021","Declared non-disabled","UK Hydrographic Office","Overseas","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","UK Intellectual Property Office","Outside London","45","[c]","31700","29890"
"New entrant CS","2021","Declared non-disabled","UK Space Agency","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","UK Space Agency","Outside London","10","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","UK Supreme Court","London","15","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","United Kingdom Statistics Authority","London","90","[c]","39240","32540"
"New entrant CS","2021","Declared non-disabled","United Kingdom Statistics Authority","Outside London","270","[c]","30470","29540"
"New entrant CS","2021","Declared non-disabled","Valuation Office Agency","London","15","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Valuation Office Agency","Outside London","115","[c]","25190","20880"
"New entrant CS","2021","Declared non-disabled","Vehicle Certification Agency","Outside London","15","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Veterinary Medicines Directorate","Outside London","5","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Wales Office","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Wales Office","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Water Services Regulation Authority","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Water Services Regulation Authority","Outside London","15","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Welsh Government (excl. agencies)","Outside London","145","[c]","27890","25030"
"New entrant CS","2021","Declared non-disabled","Welsh Revenue Authority","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Wilton Park","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Advisory, Conciliation and Arbitration Service","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Advisory, Conciliation and Arbitration Service","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Animal and Plant Health Agency","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Animal and Plant Health Agency","Outside London","15","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Cabinet Office (excl. agencies)","London","25","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Cabinet Office (excl. agencies)","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Cabinet Office (excl. agencies)","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Companies House","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Competition and Markets Authority","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Criminal Injuries Compensation Authority","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Crown Commercial Service","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Crown Commercial Service","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Crown Office and Procurator Fiscal Service","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Defence Equipment and Support","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Defence Equipment and Support","Outside London","15","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Defence Science and Technology Laboratory","Outside London","5","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Department for Business, Energy and Industrial Strategy (excl. agencies)","London","20","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Department for Digital, Culture, Media and Sport","London","15","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Department for Digital, Culture, Media and Sport","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Department for Education (excl. agencies)","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Department for Education (excl. agencies)","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Department for Environment, Food and Rural Affairs (excl. agencies)","London","15","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Department for Environment, Food and Rural Affairs (excl. agencies)","Outside London","20","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Department for International Trade","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Department for Transport (excl. agencies)","London","155","[c]","38360","34710"
"New entrant CS","2021","Undeclared","Department for Transport (excl. agencies)","Outside London","35","[c]","32310","30730"
"New entrant CS","2021","Undeclared","Department for Work and Pensions (excl. agencies)","London","125","[c]","30500","31060"
"New entrant CS","2021","Undeclared","Department for Work and Pensions (excl. agencies)","Outside London","500","[c]","25840","27570"
"New entrant CS","2021","Undeclared","Department for Work and Pensions (excl. agencies)","Unknown","10","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Driver and Vehicle Licensing Agency","Outside London","10","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Driver and Vehicle Standards Agency","Outside London","10","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Food Standards Agency","London","25","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Food Standards Agency","Outside London","40","[c]","34900","37350"
"New entrant CS","2021","Undeclared","Food Standards Scotland","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Government Internal Audit Agency","London","5","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Government Internal Audit Agency","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Government Legal Department","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Government Legal Department","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Government Property Agency","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Government Property Agency","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Government Property Agency","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Health and Safety Executive","Outside London","5","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","HM Courts and Tribunals Service","London","15","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","HM Courts and Tribunals Service","Outside London","35","[c]","20840","18880"
"New entrant CS","2021","Undeclared","HM Land Registry","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","HM Prison and Probation Service","London","20","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","HM Prison and Probation Service","Outside London","90","[c]","22570","22850"
"New entrant CS","2021","Undeclared","HM Revenue and Customs (excl. agencies)","London","5","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","HM Revenue and Customs (excl. agencies)","Outside London","65","[c]","26190","25560"
"New entrant CS","2021","Undeclared","HM Treasury (excl. agencies)","London","90","[c]","35510","32320"
"New entrant CS","2021","Undeclared","HM Treasury (excl. agencies)","Outside London","5","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Home Office (incl. agencies)","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Home Office (incl. agencies)","Outside London","5","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Institute for Apprenticeships and Technical Education","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Institute for Apprenticeships and Technical Education","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Maritime and Coastguard Agency","Outside London","5","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Ministry of Defence (excl. agencies)","London","15","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Ministry of Defence (excl. agencies)","Outside London","95","[c]","27940","23720"
"New entrant CS","2021","Undeclared","Ministry of Defence (excl. agencies)","Overseas","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Ministry of Housing, Communities and Local Government (excl. agencies)","London","10","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Ministry of Housing, Communities and Local Government (excl. agencies)","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Ministry of Justice (excl. agencies)","London","15","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Ministry of Justice (excl. agencies)","Outside London","5","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","National Infrastructure Commission","London","5","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Office of Qualifications and Examinations Regulation","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Office of Rail and Road","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Planning Inspectorate","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Public Health England","London","115","[c]","45110","40070"
"New entrant CS","2021","Undeclared","Public Health England","Outside London","135","[c]","34660","29670"
"New entrant CS","2021","Undeclared","Scottish Government (excl. agencies)","Outside London","5","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Serious Fraud Office","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Social Security Scotland","Outside London","10","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Student Awards Agency for Scotland","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Submarine Delivery Agency","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","UK Hydrographic Office","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","UK Space Agency","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","United Kingdom Statistics Authority","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","United Kingdom Statistics Authority","Outside London","10","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Valuation Office Agency","Outside London","10","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Vehicle Certification Agency","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Veterinary Medicines Directorate","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Welsh Government (excl. agencies)","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Advisory, Conciliation and Arbitration Service","London","10","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Advisory, Conciliation and Arbitration Service","Outside London","105","[c]","25120","24250"
"New entrant CS","2021","Unknown","Animal and Plant Health Agency","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Animal and Plant Health Agency","Outside London","75","[c]","24760","24370"
"New entrant CS","2021","Unknown","Cabinet Office (excl. agencies)","London","675","[c]","42580","28000"
"New entrant CS","2021","Unknown","Cabinet Office (excl. agencies)","Outside London","230","[c]","37980","28000"
"New entrant CS","2021","Unknown","Cabinet Office (excl. agencies)","Unknown","150","[c]","37420","28000"
"New entrant CS","2021","Unknown","Charity Commission","London","10","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Charity Commission","Outside London","25","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Companies House","Outside London","40","[c]","32700","32640"
"New entrant CS","2021","Unknown","Criminal Injuries Compensation Authority","Outside London","10","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Crown Commercial Service","London","10","[c]","[c]","[c]"
