"Status","Year","Function_of_post","Organisation","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2021","Analysis","Valuation Office Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Analysis","Water Services Regulation Authority","5","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","Animal and Plant Health Agency","5","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","Cabinet Office (excl. agencies)","240","[c]","75170","71000"
"New entrant CS","2021","Commercial","Companies House","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","Crown Commercial Service","55","[c]","31800","30000"
"New entrant CS","2021","Commercial","Crown Prosecution Service","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","Debt Management Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","Defence Equipment and Support","15","[c]","43080","40000"
"New entrant CS","2021","Commercial","Defence Science and Technology Laboratory","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","Department for Business, Energy and Industrial Strategy (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","Department for Digital, Culture, Media and Sport","10","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","Department for Education (excl. agencies)","20","[c]","31470","29360"
"New entrant CS","2021","Commercial","Department for Environment, Food and Rural Affairs (excl. agencies)","15","[c]","38300","35900"
"New entrant CS","2021","Commercial","Department for International Trade","5","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","Department for Transport (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","Department of Health and Social Care (excl. agencies)","75","[c]","45600","40650"
"New entrant CS","2021","Commercial","Driver and Vehicle Licensing Agency","5","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","Driver and Vehicle Standards Agency","10","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","Government Actuary's Department","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","Health and Safety Executive","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","HM Land Registry","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","HM Prison and Probation Service","15","[c]","38120","39080"
"New entrant CS","2021","Commercial","HM Revenue and Customs (excl. agencies)","10","[c]","39110","38630"
"New entrant CS","2021","Commercial","HM Treasury (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","Insolvency Service","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","Legal Aid Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","Met Office","10","[c]","39940","37420"
"New entrant CS","2021","Commercial","Ministry of Defence (excl. agencies)","135","[c]","28290","26670"
"New entrant CS","2021","Commercial","Ministry of Housing, Communities and Local Government (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","Ministry of Justice (excl. agencies)","35","[c]","30510","26550"
"New entrant CS","2021","Commercial","National Crime Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","Public Health England","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","Registers of Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","Scottish Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","Scottish Prison Service","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","Submarine Delivery Agency","15","[c]","44180","44000"
"New entrant CS","2021","Commercial","The National Archives","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","UK Export Finance","45","[c]","49180","47000"
"New entrant CS","2021","Commercial","UK Hydrographic Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","United Kingdom Statistics Authority","10","[c]","44750","49100"
"New entrant CS","2021","Communications","Advisory, Conciliation and Arbitration Service","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Communications","Attorney General's Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Communications","Cabinet Office (excl. agencies)","90","[c]","35180","34550"
"New entrant CS","2021","Communications","Centre for Environment, Fisheries and Aquaculture Science","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Communications","Charity Commission","5","[c]","[c]","[c]"
"New entrant CS","2021","Communications","Companies House","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Communications","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Communications","Crown Prosecution Service","5","[c]","[c]","[c]"
"New entrant CS","2021","Communications","Debt Management Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Communications","Defence Equipment and Support","25","[c]","25480","25000"
"New entrant CS","2021","Communications","Defence Science and Technology Laboratory","10","[c]","[c]","[c]"
"New entrant CS","2021","Communications","Department for Business, Energy and Industrial Strategy (excl. agencies)","20","[c]","40710","38620"
"New entrant CS","2021","Communications","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Communications","Department for Education (excl. agencies)","55","[c]","31180","28500"
"New entrant CS","2021","Communications","Department for Environment, Food and Rural Affairs (excl. agencies)","40","[c]","32310","29180"
"New entrant CS","2021","Communications","Department for International Trade","10","[c]","[c]","[c]"
"New entrant CS","2021","Communications","Department for Transport (excl. agencies)","25","[c]","41520","42470"
"New entrant CS","2021","Communications","Department of Health and Social Care (excl. agencies)","55","[c]","40450","27270"
"New entrant CS","2021","Communications","Driver and Vehicle Licensing Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Communications","Driver and Vehicle Standards Agency","10","[c]","29680","26130"
"New entrant CS","2021","Communications","Forestry and Land Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Communications","Government Internal Audit Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Communications","Government Legal Department","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Communications","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Communications","HM Land Registry","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Communications","HM Revenue and Customs (excl. agencies)","755","[c]","26640","25560"
"New entrant CS","2021","Communications","HM Treasury (excl. agencies)","5","[c]","[c]","[c]"
"New entrant CS","2021","Communications","Insolvency Service","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Communications","Maritime and Coastguard Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Communications","Medicines and Healthcare Products Regulatory Agency","10","[c]","[c]","[c]"
"New entrant CS","2021","Communications","Met Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Communications","Ministry of Defence (excl. agencies)","25","[c]","29130","26350"
"New entrant CS","2021","Communications","Ministry of Housing, Communities and Local Government (excl. agencies)","30","[c]","38930","33210"
"New entrant CS","2021","Communications","Ministry of Justice (excl. agencies)","20","[c]","35500","30850"
"New entrant CS","2021","Communications","National Crime Agency","10","[c]","[c]","[c]"
"New entrant CS","2021","Communications","Northern Ireland Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Communications","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Communications","Office of Gas and Electricity Markets","5","[c]","[c]","[c]"
"New entrant CS","2021","Communications","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Communications","Office of Rail and Road","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Communications","Planning Inspectorate","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Communications","Public Health England","15","[c]","36040","32650"
"New entrant CS","2021","Communications","Registers of Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Communications","Rural Payments Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Communications","Scotland Office (incl. Office of the Advocate General for Scotland)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Communications","Scottish Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Communications","The National Archives","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Communications","UK Export Finance","5","[c]","[c]","[c]"
"New entrant CS","2021","Communications","UK Hydrographic Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Communications","UK Supreme Court","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Communications","United Kingdom Statistics Authority","20","[c]","34700","30020"
"New entrant CS","2021","Communications","Wales Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Communications","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Communications","Welsh Revenue Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Counter Fraud","Cabinet Office (excl. agencies)","25","[c]","34240","27500"
"New entrant CS","2021","Counter Fraud","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Counter Fraud","Driver and Vehicle Licensing Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Counter Fraud","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Counter Fraud","Food Standards Agency","15","[c]","33820","32350"
"New entrant CS","2021","Counter Fraud","Government Internal Audit Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Counter Fraud","HM Revenue and Customs (excl. agencies)","125","[c]","28260","25560"
"New entrant CS","2021","Counter Fraud","Insolvency Service","15","[c]","31390","31000"
"New entrant CS","2021","Counter Fraud","Serious Fraud Office","15","[c]","35470","26090"
"New entrant CS","2021","Counter Fraud","UK Intellectual Property Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Debt","Debt Management Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Debt","HM Revenue and Customs (excl. agencies)","970","[c]","20470","20140"
"New entrant CS","2021","Digital, Data & Technology","Advisory, Conciliation and Arbitration Service","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data & Technology","Cabinet Office (excl. agencies)","180","[c]","44060","40600"
"New entrant CS","2021","Digital, Data & Technology","Charity Commission","10","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data & Technology","Companies House","25","[c]","37530","36070"
"New entrant CS","2021","Digital, Data & Technology","Competition and Markets Authority","5","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data & Technology","Criminal Injuries Compensation Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data & Technology","Crown Commercial Service","40","[c]","42070","40000"
"New entrant CS","2021","Digital, Data & Technology","Crown Office and Procurator Fiscal Service","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data & Technology","Crown Prosecution Service","5","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data & Technology","Debt Management Office","5","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data & Technology","Defence Equipment and Support","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data & Technology","Defence Science and Technology Laboratory","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data & Technology","Department for Business, Energy and Industrial Strategy (excl. agencies)","10","[c]","40780","40780"
"New entrant CS","2021","Digital, Data & Technology","Department for Digital, Culture, Media and Sport","5","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data & Technology","Department for Education (excl. agencies)","60","[c]","40000","36500"
"New entrant CS","2021","Digital, Data & Technology","Department for Environment, Food and Rural Affairs (excl. agencies)","140","[c]","39630","35900"
"New entrant CS","2021","Digital, Data & Technology","Department for International Trade","50","[c]","45010","43000"
"New entrant CS","2021","Digital, Data & Technology","Department for Transport (excl. agencies)","10","[c]","40780","34880"
"New entrant CS","2021","Digital, Data & Technology","Department of Health and Social Care (excl. agencies)","50","[c]","38260","32790"
"New entrant CS","2021","Digital, Data & Technology","Driver and Vehicle Licensing Agency","50","[c]","33560","26130"
"New entrant CS","2021","Digital, Data & Technology","Driver and Vehicle Standards Agency","35","[c]","41370","44310"
"New entrant CS","2021","Digital, Data & Technology","Education and Skills Funding Agency","25","[c]","40140","36500"
"New entrant CS","2021","Digital, Data & Technology","Food Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data & Technology","Forestry and Land Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data & Technology","Government Internal Audit Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data & Technology","Government Property Agency","10","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data & Technology","Health and Safety Executive","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data & Technology","HM Courts and Tribunals Service","30","[c]","37380","36150"
"New entrant CS","2021","Digital, Data & Technology","HM Land Registry","100","[c]","31780","27130"
"New entrant CS","2021","Digital, Data & Technology","HM Revenue and Customs (excl. agencies)","255","[c]","37620","31810"
"New entrant CS","2021","Digital, Data & Technology","HM Treasury (excl. agencies)","5","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data & Technology","Insolvency Service","5","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data & Technology","Institute for Apprenticeships and Technical Education","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data & Technology","Maritime and Coastguard Agency","50","[c]","39570","35730"
"New entrant CS","2021","Digital, Data & Technology","Medicines and Healthcare Products Regulatory Agency","10","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data & Technology","Met Office","60","[c]","31230","30930"
"New entrant CS","2021","Digital, Data & Technology","Ministry of Defence (excl. agencies)","60","[c]","28950","26670"
"New entrant CS","2021","Digital, Data & Technology","Ministry of Housing, Communities and Local Government (excl. agencies)","5","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data & Technology","Ministry of Justice (excl. agencies)","185","[c]","51640","52850"
"New entrant CS","2021","Digital, Data & Technology","National Crime Agency","70","[c]","36230","32260"
"New entrant CS","2021","Digital, Data & Technology","National Savings and Investments","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data & Technology","Office for Standards in Education, Children's Services and Skills","15","[c]","41430","39460"
"New entrant CS","2021","Digital, Data & Technology","Office of Gas and Electricity Markets","20","[c]","48470","47500"
"New entrant CS","2021","Digital, Data & Technology","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data & Technology","Office of Rail and Road","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data & Technology","Planning Inspectorate","15","[c]","38310","40720"
"New entrant CS","2021","Digital, Data & Technology","Public Health England","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data & Technology","Scottish Courts and Tribunals Service","5","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data & Technology","Scottish Prison Service","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data & Technology","Serious Fraud Office","5","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data & Technology","Submarine Delivery Agency","10","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data & Technology","The National Archives","15","[c]","34600","33630"
"New entrant CS","2021","Digital, Data & Technology","UK Export Finance","10","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data & Technology","UK Hydrographic Office","15","[c]","30980","31290"
"New entrant CS","2021","Digital, Data & Technology","UK Intellectual Property Office","35","[c]","37370","30170"
"New entrant CS","2021","Digital, Data & Technology","United Kingdom Statistics Authority","130","[c]","37420","36030"
"New entrant CS","2021","Digital, Data & Technology","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Advisory, Conciliation and Arbitration Service","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Cabinet Office (excl. agencies)","10","[c]","38300","37580"
"New entrant CS","2021","Finance","Centre for Environment, Fisheries and Aquaculture Science","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Charity Commission","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Companies House","5","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Crown Commercial Service","5","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Crown Office and Procurator Fiscal Service","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Crown Prosecution Service","5","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Defence Equipment and Support","70","[c]","28920","25000"
"New entrant CS","2021","Finance","Defence Science and Technology Laboratory","5","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Department for Business, Energy and Industrial Strategy (excl. agencies)","10","[c]","49130","48890"
"New entrant CS","2021","Finance","Department for Digital, Culture, Media and Sport","15","[c]","49850","53520"
"New entrant CS","2021","Finance","Department for Education (excl. agencies)","25","[c]","34190","29360"
"New entrant CS","2021","Finance","Department for Environment, Food and Rural Affairs (excl. agencies)","50","[c]","40960","37870"
"New entrant CS","2021","Finance","Department for International Trade","5","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Department for Transport (excl. agencies)","10","[c]","37730","38650"
"New entrant CS","2021","Finance","Department of Health and Social Care (excl. agencies)","145","[c]","34710","32790"
"New entrant CS","2021","Finance","Driver and Vehicle Licensing Agency","10","[c]","20180","18060"
"New entrant CS","2021","Finance","Driver and Vehicle Standards Agency","10","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Education and Skills Funding Agency","10","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Food Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Forestry and Land Scotland","15","[c]","33350","35680"
"New entrant CS","2021","Finance","Government Legal Department","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Government Property Agency","10","[c]","39180","38500"
"New entrant CS","2021","Finance","Health and Safety Executive","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","HM Courts and Tribunals Service","20","[c]","32220","30850"
"New entrant CS","2021","Finance","HM Land Registry","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","HM Revenue and Customs (excl. agencies)","55","[c]","28890","20140"
"New entrant CS","2021","Finance","HM Treasury (excl. agencies)","20","[c]","35180","29790"
"New entrant CS","2021","Finance","Insolvency Service","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Institute for Apprenticeships and Technical Education","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Maritime and Coastguard Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Medicines and Healthcare Products Regulatory Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Ministry of Defence (excl. agencies)","100","[c]","30830","27470"
"New entrant CS","2021","Finance","Ministry of Housing, Communities and Local Government (excl. agencies)","10","[c]","55810","41680"
"New entrant CS","2021","Finance","Ministry of Justice (excl. agencies)","10","[c]","35780","38000"
"New entrant CS","2021","Finance","National Crime Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","National Savings and Investments","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Northern Ireland Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Office of Gas and Electricity Markets","5","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Office of Rail and Road","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Planning Inspectorate","5","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Public Health England","35","[c]","40290","32330"
"New entrant CS","2021","Finance","Registers of Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Scottish Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Scottish Forestry","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Scottish Prison Service","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Serious Fraud Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Submarine Delivery Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","The National Archives","5","[c]","[c]","[c]"
"New entrant CS","2021","Finance","UK Export Finance","10","[c]","[c]","[c]"
"New entrant CS","2021","Finance","UK Hydrographic Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","UK Intellectual Property Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","UK Space Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","United Kingdom Statistics Authority","5","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Vehicle Certification Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Welsh Revenue Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Wilton Park","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Grants Management","HM Land Registry","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Grants Management","Rural Payments Agency","55","[c]","22320","21050"
"New entrant CS","2021","Human Resources","Advisory, Conciliation and Arbitration Service","5","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Cabinet Office (excl. agencies)","110","[c]","31510","27750"
"New entrant CS","2021","Human Resources","Companies House","5","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Crown Commercial Service","5","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Crown Office and Procurator Fiscal Service","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Crown Prosecution Service","5","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Defence Equipment and Support","30","[c]","37550","35500"
"New entrant CS","2021","Human Resources","Defence Science and Technology Laboratory","20","[c]","25220","22780"
"New entrant CS","2021","Human Resources","Department for Business, Energy and Industrial Strategy (excl. agencies)","5","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Department for Digital, Culture, Media and Sport","15","[c]","33690","31600"
"New entrant CS","2021","Human Resources","Department for Education (excl. agencies)","30","[c]","27990","25000"
"New entrant CS","2021","Human Resources","Department for Environment, Food and Rural Affairs (excl. agencies)","25","[c]","34190","32000"
"New entrant CS","2021","Human Resources","Department for International Trade","20","[c]","30230","29470"
"New entrant CS","2021","Human Resources","Department for Transport (excl. agencies)","15","[c]","40300","35060"
"New entrant CS","2021","Human Resources","Department of Health and Social Care (excl. agencies)","50","[c]","30060","27270"
"New entrant CS","2021","Human Resources","Driver and Vehicle Licensing Agency","5","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Driver and Vehicle Standards Agency","5","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Education and Skills Funding Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Food Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Forestry and Land Scotland","25","[c]","20770","19160"
"New entrant CS","2021","Human Resources","Government Actuary's Department","5","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Government Internal Audit Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Government Legal Department","5","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Government Property Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Health and Safety Executive","15","[c]","28120","20480"
"New entrant CS","2021","Human Resources","HM Courts and Tribunals Service","5","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","HM Land Registry","5","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","HM Prison and Probation Service","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","HM Revenue and Customs (excl. agencies)","50","[c]","42800","33230"
"New entrant CS","2021","Human Resources","HM Treasury (excl. agencies)","20","[c]","36620","31630"
"New entrant CS","2021","Human Resources","Insolvency Service","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Institute for Apprenticeships and Technical Education","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Maritime and Coastguard Agency","10","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Medicines and Healthcare Products Regulatory Agency","5","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Met Office","5","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Ministry of Defence (excl. agencies)","105","[c]","26790","20920"
"New entrant CS","2021","Human Resources","Ministry of Housing, Communities and Local Government (excl. agencies)","10","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Ministry of Justice (excl. agencies)","45","[c]","33080","30850"
"New entrant CS","2021","Human Resources","National Crime Agency","30","[c]","33040","32130"
"New entrant CS","2021","Human Resources","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Office of Gas and Electricity Markets","5","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Office of Rail and Road","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Planning Inspectorate","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Public Health England","35","[c]","34590","29440"
"New entrant CS","2021","Human Resources","Registers of Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Scottish Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Scottish Prison Service","15","[c]","23900","20810"
"New entrant CS","2021","Human Resources","Submarine Delivery Agency","25","[c]","28090","22200"
"New entrant CS","2021","Human Resources","The National Archives","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","UK Export Finance","10","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","UK Hydrographic Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","UK Intellectual Property Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","UK Space Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","United Kingdom Statistics Authority","35","[c]","34190","29540"
"New entrant CS","2021","Human Resources","Vehicle Certification Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Wales Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Water Services Regulation Authority","5","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Welsh Revenue Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Internal Audit","Food Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Internal Audit","Government Internal Audit Agency","25","[c]","46440","43160"
"New entrant CS","2021","Internal Audit","HM Prison and Probation Service","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Internal Audit","HM Revenue and Customs (excl. agencies)","5","[c]","[c]","[c]"
"New entrant CS","2021","Internal Audit","Ministry of Defence (excl. agencies)","10","[c]","34960","33000"
"New entrant CS","2021","Internal Audit","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Legal","Attorney General's Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Legal","Charity Commission","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Legal","Companies House","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Legal","Competition and Markets Authority","20","[c]","54360","53530"
"New entrant CS","2021","Legal","Crown Office and Procurator Fiscal Service","30","[c]","33550","33550"
"New entrant CS","2021","Legal","Crown Prosecution Service","695","[c]","33110","26970"
"New entrant CS","2021","Legal","Department for Education (excl. agencies)","5","[c]","[c]","[c]"
"New entrant CS","2021","Legal","Department for International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Legal","Food Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Legal","Government Legal Department","245","[c]","42440","43920"
"New entrant CS","2021","Legal","HM Courts and Tribunals Service","145","[c]","27710","26550"
"New entrant CS","2021","Legal","HM Land Registry","30","[c]","50880","57000"
"New entrant CS","2021","Legal","HM Revenue and Customs (excl. agencies)","40","[c]","43580","42840"
"New entrant CS","2021","Legal","Insolvency Service","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Legal","Institute for Apprenticeships and Technical Education","[c]","[c]","[c]","[c]"
