"Status","Year","Function_of_post","Profession_of_post","Responsibility_level_grouped","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2021","Analysis","Statistics","G6/G7","5","[c]","[c]","[c]"
"Leaver CS","2021","Analysis","Statistics","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Analysis","Statistics","SEO/HEO","15","[c]","33900","32130"
"Leaver CS","2021","Analysis","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Commercial","AA/AO","15","[c]","19810","20340"
"Leaver CS","2021","Commercial","Commercial","EO","15","[c]","24980","24380"
"Leaver CS","2021","Commercial","Commercial","G6/G7","35","[c]","61560","59480"
"Leaver CS","2021","Commercial","Commercial","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Commercial","SEO/HEO","65","[c]","37070","36410"
"Leaver CS","2021","Commercial","Commercial","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Finance","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Knowledge and Information Management","AA/AO","10","[c]","20870","21130"
"Leaver CS","2021","Commercial","Knowledge and Information Management","EO","5","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Knowledge and Information Management","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Knowledge and Information Management","SEO/HEO","10","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Operational Delivery","AA/AO","5","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Operational Delivery","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Operational Delivery","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Operational Delivery","SEO/HEO","10","[c]","42260","38740"
"Leaver CS","2021","Commercial","Other","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Other","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Policy","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Policy","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Policy","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Project Delivery","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Project Delivery","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Project Delivery","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Project Delivery","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Science and Engineering","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Science and Engineering","SEO/HEO","5","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Unknown","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Unknown","G6/G7","30","[c]","71040","64900"
"Leaver CS","2021","Commercial","Unknown","SCS level","25","[c]","98030","90000"
"Leaver CS","2021","Commercial","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Commercial","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Communications","AA/AO","25","[c]","20300","20650"
"Leaver CS","2021","Communications","Communications","EO","20","[c]","27920","26970"
"Leaver CS","2021","Communications","Communications","G6/G7","30","[c]","56420","54540"
"Leaver CS","2021","Communications","Communications","SCS level","5","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Communications","SEO/HEO","95","[c]","35790","34340"
"Leaver CS","2021","Communications","Human Resources","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Operational Delivery","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Operational Delivery","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Operational Delivery","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Other","EO","10","[c]","20180","19110"
"Leaver CS","2021","Communications","Other","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Other","SEO/HEO","5","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Policy","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Unknown","AA/AO","5","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Unknown","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Unknown","G6/G7","10","[c]","57270","56340"
"Leaver CS","2021","Communications","Unknown","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Unknown","SEO/HEO","20","[c]","38830","38700"
"Leaver CS","2021","Counter Fraud","Counter Fraud","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Counter Fraud","Counter Fraud","G6/G7","5","[c]","[c]","[c]"
"Leaver CS","2021","Counter Fraud","Counter Fraud","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Counter Fraud","Counter Fraud","SEO/HEO","20","[c]","36950","36060"
"Leaver CS","2021","Counter Fraud","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Counter Fraud","Unknown","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Counter Fraud","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Counter Fraud","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Debt","Finance","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Debt","Finance","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Debt","Operational Delivery","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data & Technology","Digital, Data and Technology","AA/AO","40","[c]","21130","21170"
"Leaver CS","2021","Digital, Data & Technology","Digital, Data and Technology","EO","75","[c]","27490","26740"
"Leaver CS","2021","Digital, Data & Technology","Digital, Data and Technology","G6/G7","95","[c]","59380","57940"
"Leaver CS","2021","Digital, Data & Technology","Digital, Data and Technology","SCS level","10","[c]","100420","98340"
"Leaver CS","2021","Digital, Data & Technology","Digital, Data and Technology","SEO/HEO","140","[c]","37830","38000"
"Leaver CS","2021","Digital, Data & Technology","Digital, Data and Technology","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data & Technology","Knowledge and Information Management","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data & Technology","Knowledge and Information Management","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data & Technology","Knowledge and Information Management","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data & Technology","Operational Delivery","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data & Technology","Operational Delivery","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data & Technology","Other","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data & Technology","Other","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data & Technology","Project Delivery","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data & Technology","Security","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data & Technology","Security","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data & Technology","Unknown","AA/AO","10","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data & Technology","Unknown","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data & Technology","Unknown","G6/G7","25","[c]","58380","57980"
"Leaver CS","2021","Digital, Data & Technology","Unknown","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data & Technology","Unknown","SEO/HEO","15","[c]","37620","36560"
"Leaver CS","2021","Finance","Corporate Finance","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","Corporate Finance","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","Corporate Finance","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","Corporate Finance","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","Finance","AA/AO","30","[c]","21110","21020"
"Leaver CS","2021","Finance","Finance","EO","25","[c]","25650","26320"
"Leaver CS","2021","Finance","Finance","G6/G7","45","[c]","63610","62810"
"Leaver CS","2021","Finance","Finance","SCS level","5","[c]","[c]","[c]"
"Leaver CS","2021","Finance","Finance","SEO/HEO","85","[c]","39600","37880"
"Leaver CS","2021","Finance","Knowledge and Information Management","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","Operational Delivery","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","Operational Delivery","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","Operational Delivery","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","Operational Research","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","Other","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","Other","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","Other","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","Policy","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","Policy","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","Project Delivery","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","Project Delivery","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","Project Delivery","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","Project Delivery","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","Unknown","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Grants Management","Operational Delivery","AA/AO","45","[c]","20830","21050"
"Leaver CS","2021","Grants Management","Operational Delivery","EO","25","[c]","25410","25190"
"Leaver CS","2021","Grants Management","Operational Delivery","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Grants Management","Operational Delivery","SEO/HEO","10","[c]","33200","31690"
"Leaver CS","2021","Grants Management","Policy","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Grants Management","Policy","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Communications","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Communications","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Finance","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Human Resources","AA/AO","55","[c]","21120","21020"
"Leaver CS","2021","Human Resources","Human Resources","EO","45","[c]","26030","26990"
"Leaver CS","2021","Human Resources","Human Resources","G6/G7","45","[c]","57960","57270"
"Leaver CS","2021","Human Resources","Human Resources","SCS level","10","[c]","105540","108750"
"Leaver CS","2021","Human Resources","Human Resources","SEO/HEO","105","[c]","38710","38980"
"Leaver CS","2021","Human Resources","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Knowledge and Information Management","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Operational Delivery","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Operational Delivery","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Operational Delivery","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Operational Delivery","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Operational Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Other","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Policy","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Security","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Unknown","AA/AO","15","[c]","20250","19840"
"Leaver CS","2021","Human Resources","Unknown","EO","5","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Unknown","G6/G7","10","[c]","59870","58460"
"Leaver CS","2021","Human Resources","Unknown","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Unknown","SEO/HEO","5","[c]","[c]","[c]"
"Leaver CS","2021","Internal Audit","Commercial","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Internal Audit","Internal Audit","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Internal Audit","Internal Audit","G6/G7","20","[c]","[c]","[c]"
"Leaver CS","2021","Internal Audit","Internal Audit","SEO/HEO","15","[c]","[c]","[c]"
"Leaver CS","2021","Legal","Digital, Data and Technology","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","Human Resources","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","Knowledge and Information Management","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","Legal","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","Legal","EO","20","[c]","27360","27130"
"Leaver CS","2021","Legal","Legal","G6/G7","240","[c]","58730","55610"
"Leaver CS","2021","Legal","Legal","SCS level","20","[c]","93310","83910"
"Leaver CS","2021","Legal","Legal","SEO/HEO","125","[c]","41270","42460"
"Leaver CS","2021","Legal","Operational Delivery","AA/AO","140","[c]","21930","21950"
"Leaver CS","2021","Legal","Operational Delivery","EO","55","[c]","26440","26410"
"Leaver CS","2021","Legal","Operational Delivery","G6/G7","10","[c]","[c]","[c]"
"Leaver CS","2021","Legal","Operational Delivery","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","Operational Delivery","SEO/HEO","25","[c]","38550","37880"
"Leaver CS","2021","Legal","Other","AA/AO","5","[c]","[c]","[c]"
"Leaver CS","2021","Legal","Other","EO","15","[c]","26870","27020"
"Leaver CS","2021","Legal","Other","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","Other","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","Policy","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","Policy","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","Policy","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","Unknown","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Communications","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Communications","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Communications","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Communications","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Communications","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Digital, Data and Technology","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Digital, Data and Technology","SEO/HEO","[c]","[c]","[c]","[c]"
