"Status","Year","Age","Function_of_post","Region_london","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","30-39","Digital, Data & Technology","Overseas","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Digital, Data & Technology","Overseas","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Digital, Data & Technology","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Digital, Data & Technology","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Digital, Data & Technology","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Finance","London","Heterosexual / straight","405","395","50860","53420"
"In post","2021","30-39","Finance","London","LGBO","20","20","[c]","[c]"
"In post","2021","30-39","Finance","London","Undeclared","50","45","52880","54630"
"In post","2021","30-39","Finance","London","Unknown","110","105","48150","44210"
"In post","2021","30-39","Finance","Outside London","Heterosexual / straight","940","890","36590","33300"
"In post","2021","30-39","Finance","Outside London","LGBO","45","45","40350","38140"
"In post","2021","30-39","Finance","Outside London","Undeclared","75","70","36570","33300"
"In post","2021","30-39","Finance","Outside London","Unknown","265","250","34850","31810"
"In post","2021","30-39","Finance","Overseas","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","30-39","Finance","Overseas","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Grants Management","Outside London","Heterosexual / straight","140","120","25320","24920"
"In post","2021","30-39","Grants Management","Outside London","LGBO","10","10","[c]","[c]"
"In post","2021","30-39","Grants Management","Outside London","Undeclared","5","5","[c]","[c]"
"In post","2021","30-39","Grants Management","Outside London","Unknown","210","195","23540","21050"
"In post","2021","30-39","Human Resources","London","Heterosexual / straight","460","450","46470","42850"
"In post","2021","30-39","Human Resources","London","LGBO","40","40","48700","51240"
"In post","2021","30-39","Human Resources","London","Undeclared","30","30","47380","44480"
"In post","2021","30-39","Human Resources","London","Unknown","75","75","44490","40650"
"In post","2021","30-39","Human Resources","Outside London","Heterosexual / straight","1190","1110","32450","30730"
"In post","2021","30-39","Human Resources","Outside London","LGBO","80","75","35210","31810"
"In post","2021","30-39","Human Resources","Outside London","Undeclared","85","80","30440","26670"
"In post","2021","30-39","Human Resources","Outside London","Unknown","245","225","32120","30130"
"In post","2021","30-39","Human Resources","Overseas","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Human Resources","Overseas","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Human Resources","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Human Resources","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Human Resources","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Human Resources","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Internal Audit","London","Heterosexual / straight","25","25","[c]","[c]"
"In post","2021","30-39","Internal Audit","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Internal Audit","London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Internal Audit","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Internal Audit","Outside London","Heterosexual / straight","85","80","40450","39200"
"In post","2021","30-39","Internal Audit","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Internal Audit","Outside London","Undeclared","10","10","[c]","[c]"
"In post","2021","30-39","Internal Audit","Outside London","Unknown","5","5","[c]","[c]"
"In post","2021","30-39","Legal","London","Heterosexual / straight","1005","955","51550","51250"
"In post","2021","30-39","Legal","London","LGBO","85","85","50420","51250"
"In post","2021","30-39","Legal","London","Undeclared","85","80","52330","51830"
"In post","2021","30-39","Legal","London","Unknown","335","320","52610","53390"
"In post","2021","30-39","Legal","Outside London","Heterosexual / straight","1140","1070","40700","38760"
"In post","2021","30-39","Legal","Outside London","LGBO","70","70","39440","38630"
"In post","2021","30-39","Legal","Outside London","Undeclared","410","380","29840","29350"
"In post","2021","30-39","Legal","Outside London","Unknown","245","230","38670","31810"
"In post","2021","30-39","Legal","Overseas","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Legal","Overseas","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Legal","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Legal","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Legal","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","No function","London","Heterosexual / straight","6935","6705","45690","41760"
"In post","2021","30-39","No function","London","LGBO","705","695","47540","50090"
"In post","2021","30-39","No function","London","Undeclared","785","770","45260","42130"
"In post","2021","30-39","No function","London","Unknown","2150","2095","44230","40050"
"In post","2021","30-39","No function","Outside London","Heterosexual / straight","20210","18955","29380","26810"
"In post","2021","30-39","No function","Outside London","LGBO","1615","1585","29300","26810"
"In post","2021","30-39","No function","Outside London","Undeclared","2070","1935","29200","26810"
"In post","2021","30-39","No function","Outside London","Unknown","6945","6495","27810","25560"
"In post","2021","30-39","No function","Overseas","Heterosexual / straight","330","330","46650","49370"
"In post","2021","30-39","No function","Overseas","LGBO","40","40","48550","53100"
"In post","2021","30-39","No function","Overseas","Undeclared","50","50","46650","46430"
"In post","2021","30-39","No function","Overseas","Unknown","75","75","52500","53750"
"In post","2021","30-39","No function","Unknown","Heterosexual / straight","35","35","43790","39260"
"In post","2021","30-39","No function","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","No function","Unknown","Undeclared","5","5","[c]","[c]"
"In post","2021","30-39","No function","Unknown","Unknown","80","80","40990","32000"
"In post","2021","30-39","Project Delivery","London","Heterosexual / straight","860","840","51340","53130"
"In post","2021","30-39","Project Delivery","London","LGBO","90","90","54090","53520"
"In post","2021","30-39","Project Delivery","London","Undeclared","90","90","53140","53600"
"In post","2021","30-39","Project Delivery","London","Unknown","320","315","50680","53000"
"In post","2021","30-39","Project Delivery","Outside London","Heterosexual / straight","3470","3350","37160","35950"
"In post","2021","30-39","Project Delivery","Outside London","LGBO","190","185","36490","35290"
"In post","2021","30-39","Project Delivery","Outside London","Undeclared","335","330","38440","37860"
"In post","2021","30-39","Project Delivery","Outside London","Unknown","700","675","37320","37320"
"In post","2021","30-39","Project Delivery","Overseas","Heterosexual / straight","145","140","52060","53610"
"In post","2021","30-39","Project Delivery","Overseas","LGBO","15","15","[c]","[c]"
"In post","2021","30-39","Project Delivery","Overseas","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Project Delivery","Overseas","Unknown","75","75","53160","53000"
"In post","2021","30-39","Project Delivery","Unknown","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","30-39","Project Delivery","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Property","London","Heterosexual / straight","115","115","43780","40280"
"In post","2021","30-39","Property","London","LGBO","10","10","[c]","[c]"
"In post","2021","30-39","Property","London","Undeclared","10","10","[c]","[c]"
"In post","2021","30-39","Property","London","Unknown","55","50","42860","37550"
"In post","2021","30-39","Property","Outside London","Heterosexual / straight","780","745","33330","32110"
"In post","2021","30-39","Property","Outside London","LGBO","45","45","30760","27220"
"In post","2021","30-39","Property","Outside London","Undeclared","80","80","31900","30200"
"In post","2021","30-39","Property","Outside London","Unknown","385","370","29660","26530"
"In post","2021","30-39","Property","Overseas","Heterosexual / straight","25","25","[c]","[c]"
"In post","2021","30-39","Property","Overseas","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Property","Overseas","Undeclared","5","5","[c]","[c]"
"In post","2021","30-39","Property","Overseas","Unknown","10","10","[c]","[c]"
"In post","2021","30-39","Property","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Property","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Security","London","Heterosexual / straight","150","150","42130","39770"
"In post","2021","30-39","Security","London","LGBO","15","15","[c]","[c]"
"In post","2021","30-39","Security","London","Undeclared","25","25","[c]","[c]"
"In post","2021","30-39","Security","London","Unknown","40","40","38630","34720"
"In post","2021","30-39","Security","Outside London","Heterosexual / straight","830","820","30810","28890"
"In post","2021","30-39","Security","Outside London","LGBO","70","70","30560","27750"
"In post","2021","30-39","Security","Outside London","Undeclared","110","110","33890","34770"
"In post","2021","30-39","Security","Outside London","Unknown","320","315","30800","28890"
"In post","2021","30-39","Security","Overseas","Heterosexual / straight","20","20","[c]","[c]"
"In post","2021","30-39","Security","Overseas","LGBO","5","5","[c]","[c]"
"In post","2021","30-39","Security","Overseas","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Security","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Security","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Security","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Security","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Security","Unknown","Unknown","5","5","[c]","[c]"
"In post","2021","30-39","Unknown","London","Heterosexual / straight","4260","4090","39690","35070"
"In post","2021","30-39","Unknown","London","LGBO","220","220","42410","36650"
"In post","2021","30-39","Unknown","London","Undeclared","460","445","42440","40270"
"In post","2021","30-39","Unknown","London","Unknown","725","695","41470","35050"
"In post","2021","30-39","Unknown","Outside London","Heterosexual / straight","17810","16560","29180","27570"
"In post","2021","30-39","Unknown","Outside London","LGBO","1325","1285","29570","27570"
"In post","2021","30-39","Unknown","Outside London","Undeclared","1560","1460","29550","27570"
"In post","2021","30-39","Unknown","Outside London","Unknown","4310","3865","28540","27570"
"In post","2021","30-39","Unknown","Overseas","Heterosexual / straight","155","155","41010","38690"
"In post","2021","30-39","Unknown","Overseas","LGBO","10","10","[c]","[c]"
"In post","2021","30-39","Unknown","Overseas","Undeclared","15","10","[c]","[c]"
"In post","2021","30-39","Unknown","Overseas","Unknown","55","55","42310","40580"
"In post","2021","30-39","Unknown","Unknown","Heterosexual / straight","130","125","30260","27570"
"In post","2021","30-39","Unknown","Unknown","LGBO","15","15","[c]","[c]"
"In post","2021","30-39","Unknown","Unknown","Undeclared","20","15","[c]","[c]"
"In post","2021","30-39","Unknown","Unknown","Unknown","450","450","36980","33570"
"In post","2021","40-49","Analysis","London","Heterosexual / straight","405","380","59380","59160"
"In post","2021","40-49","Analysis","London","LGBO","30","30","56180","57240"
"In post","2021","40-49","Analysis","London","Undeclared","50","50","57970","56580"
"In post","2021","40-49","Analysis","London","Unknown","110","105","60330","59160"
"In post","2021","40-49","Analysis","Outside London","Heterosexual / straight","535","500","43180","40160"
"In post","2021","40-49","Analysis","Outside London","LGBO","20","20","[c]","[c]"
"In post","2021","40-49","Analysis","Outside London","Undeclared","45","45","44100","40280"
"In post","2021","40-49","Analysis","Outside London","Unknown","220","210","39440","36990"
"In post","2021","40-49","Analysis","Overseas","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Analysis","Overseas","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Analysis","Overseas","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Commercial","London","Heterosexual / straight","255","250","58990","54700"
"In post","2021","40-49","Commercial","London","LGBO","10","10","[c]","[c]"
"In post","2021","40-49","Commercial","London","Undeclared","25","25","[c]","[c]"
"In post","2021","40-49","Commercial","London","Unknown","215","210","75730","70000"
"In post","2021","40-49","Commercial","Outside London","Heterosexual / straight","785","760","41620","38370"
"In post","2021","40-49","Commercial","Outside London","LGBO","30","30","39050","36820"
"In post","2021","40-49","Commercial","Outside London","Undeclared","115","110","38390","33300"
"In post","2021","40-49","Commercial","Outside London","Unknown","415","405","53650","50330"
"In post","2021","40-49","Commercial","Overseas","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Commercial","Overseas","LGBO","[c]","[c]","[c]","[c]"
