"Status","Year","Ethnicity","Function_of_post","Profession_of_post","Region_london","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2021","Other ethnicity","Property","Project Delivery","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Property","Project Delivery","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Property","Property","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Property","Property","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Property","Security","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Property","Unknown","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Property","Unknown","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Property","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Security","Intelligence Analysis","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Security","Security","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Security","Security","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Security","Security","Overseas","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Security","Unknown","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Security","Unknown","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Security","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Unknown","Commercial","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Unknown","Commercial","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Unknown","Communications","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Unknown","Communications","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Unknown","Counter Fraud","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Unknown","Digital, Data and Technology","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Unknown","Digital, Data and Technology","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Unknown","Economics","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Unknown","Economics","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Unknown","Finance","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Unknown","Finance","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Unknown","Human Resources","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Unknown","Human Resources","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Unknown","Intelligence Analysis","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Unknown","Intelligence Analysis","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Unknown","Internal Audit","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Unknown","Knowledge and Information Management","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Unknown","Knowledge and Information Management","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Unknown","Legal","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Unknown","Medicine","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Unknown","Medicine","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Unknown","Operational Delivery","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Unknown","Operational Delivery","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Unknown","Operational Research","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Unknown","Operational Research","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Unknown","Other","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Unknown","Other","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Unknown","Other","Overseas","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Unknown","Other","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Unknown","Policy","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Unknown","Policy","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Unknown","Policy","Overseas","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Unknown","Policy","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Unknown","Project Delivery","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Unknown","Project Delivery","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Unknown","Property","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Unknown","Property","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Unknown","Property","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Unknown","Psychology","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Unknown","Science and Engineering","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Unknown","Science and Engineering","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Unknown","Security","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Unknown","Security","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Unknown","Social Research","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Unknown","Statistics","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Unknown","Statistics","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Unknown","Tax","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Unknown","Unknown","London","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Unknown","Unknown","Outside London","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Unknown","Unknown","Overseas","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Unknown","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Analysis","Economics","London","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Analysis","Operational Research","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Analysis","Operational Research","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Analysis","Science and Engineering","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Analysis","Social Research","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Analysis","Statistics","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Analysis","Statistics","Outside London","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Commercial","Commercial","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Commercial","Policy","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Commercial","Unknown","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Communications","Communications","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Communications","Communications","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Digital, Data & Technology","Digital, Data and Technology","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Digital, Data & Technology","Digital, Data and Technology","Outside London","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Digital, Data & Technology","Knowledge and Information Management","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Finance","Finance","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Finance","Finance","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Finance","Operational Delivery","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Finance","Operational Delivery","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Finance","Other","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Human Resources","Human Resources","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Human Resources","Human Resources","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Human Resources","Policy","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Human Resources","Policy","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Human Resources","Unknown","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Human Resources","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Legal","Legal","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Legal","Legal","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","No function","International Trade","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","No function","International Trade","Overseas","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","No function","Operational Delivery","London","25","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","No function","Operational Delivery","Outside London","65","[c]","27180","22130"
"Leaver Dept.","2021","Undeclared","No function","Other","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","No function","Planning","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","No function","Policy","London","30","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","No function","Policy","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","No function","Psychology","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","No function","Science and Engineering","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","No function","Statistics","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","No function","Unknown","London","20","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","No function","Unknown","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","No function","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Project Delivery","Commercial","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Project Delivery","Digital, Data and Technology","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Project Delivery","Economics","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Project Delivery","Operational Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Project Delivery","Policy","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Project Delivery","Project Delivery","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Project Delivery","Project Delivery","Outside London","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Project Delivery","Science and Engineering","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Property","Commercial","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Property","Finance","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Security","Security","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Security","Security","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Security","Unknown","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Security","Unknown","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Unknown","Commercial","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Unknown","Digital, Data and Technology","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Unknown","Intelligence Analysis","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Unknown","Intelligence Analysis","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Unknown","Operational Delivery","London","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Unknown","Operational Delivery","Outside London","15","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Unknown","Other","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Unknown","Other","Outside London","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Unknown","Policy","London","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Unknown","Policy","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Unknown","Project Delivery","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Unknown","Project Delivery","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Unknown","Science and Engineering","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Unknown","Security","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Unknown","Unknown","London","55","[c]","42080","40050"
"Leaver Dept.","2021","Undeclared","Unknown","Unknown","Outside London","70","[c]","27410","27230"
"Leaver Dept.","2021","Undeclared","Unknown","Unknown","Overseas","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Unknown","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Analysis","Digital, Data and Technology","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Analysis","Economics","London","15","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Analysis","Economics","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Analysis","Operational Delivery","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Analysis","Operational Research","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Analysis","Operational Research","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Analysis","Other","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Analysis","Science and Engineering","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Analysis","Social Research","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Analysis","Statistics","London","15","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Analysis","Statistics","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Analysis","Unknown","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Commercial","Commercial","London","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Commercial","Commercial","Outside London","15","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Commercial","Project Delivery","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Commercial","Unknown","London","15","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Commercial","Unknown","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Commercial","Unknown","Unknown","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Communications","Communications","London","45","[c]","42280","39660"
"Leaver Dept.","2021","Unknown","Communications","Communications","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Communications","Operational Delivery","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Communications","Operational Delivery","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Communications","Unknown","London","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Communications","Unknown","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Communications","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Counter Fraud","Counter Fraud","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Counter Fraud","Unknown","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Digital, Data & Technology","Digital, Data and Technology","London","15","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Digital, Data & Technology","Digital, Data and Technology","Outside London","20","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Digital, Data & Technology","Knowledge and Information Management","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Digital, Data & Technology","Operational Delivery","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Digital, Data & Technology","Other","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Digital, Data & Technology","Other","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Digital, Data & Technology","Policy","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Digital, Data & Technology","Unknown","London","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Digital, Data & Technology","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Finance","Finance","London","20","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Finance","Finance","Outside London","15","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Finance","Other","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Finance","Policy","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Finance","Policy","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Finance","Unknown","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Grants Management","Operational Delivery","Outside London","45","[c]","26340","25070"
"Leaver Dept.","2021","Unknown","Human Resources","Human Resources","London","25","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Human Resources","Human Resources","Outside London","30","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Human Resources","Operational Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Human Resources","Unknown","London","15","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Human Resources","Unknown","Outside London","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Human Resources","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Legal","Legal","London","20","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Legal","Legal","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Legal","Operational Delivery","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Legal","Operational Delivery","Outside London","25","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Legal","Other","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Legal","Other","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Legal","Policy","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Legal","Unknown","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","No function","Communications","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","No function","Economics","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","No function","Economics","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","No function","Human Resources","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","No function","International Trade","London","35","[c]","41620","38540"
"Leaver Dept.","2021","Unknown","No function","International Trade","Overseas","15","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","No function","Knowledge and Information Management","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","No function","Knowledge and Information Management","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","No function","Operational Delivery","London","55","[c]","38880","30850"
"Leaver Dept.","2021","Unknown","No function","Operational Delivery","Outside London","200","[c]","24150","21050"
"Leaver Dept.","2021","Unknown","No function","Operational Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","No function","Operational Research","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","No function","Other","London","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","No function","Other","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","No function","Planning","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","No function","Policy","London","400","[c]","41700","37410"
"Leaver Dept.","2021","Unknown","No function","Policy","Outside London","85","[c]","38090","36490"
"Leaver Dept.","2021","Unknown","No function","Policy","Overseas","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","No function","Policy","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","No function","Project Delivery","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","No function","Psychology","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","No function","Psychology","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","No function","Science and Engineering","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","No function","Science and Engineering","Outside London","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","No function","Security","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","No function","Security","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","No function","Statistics","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","No function","Unknown","London","110","[c]","46330","43180"
"Leaver Dept.","2021","Unknown","No function","Unknown","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","No function","Unknown","Unknown","365","[c]","32260","32000"
"Leaver Dept.","2021","Unknown","Project Delivery","Commercial","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Project Delivery","Digital, Data and Technology","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Project Delivery","Economics","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Project Delivery","Finance","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Project Delivery","Finance","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Project Delivery","Operational Delivery","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Project Delivery","Other","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Project Delivery","Other","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Project Delivery","Other","Overseas","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Project Delivery","Policy","London","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Project Delivery","Policy","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Project Delivery","Policy","Overseas","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Project Delivery","Project Delivery","London","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Project Delivery","Project Delivery","Outside London","40","[c]","40970","37430"
"Leaver Dept.","2021","Unknown","Project Delivery","Science and Engineering","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Project Delivery","Unknown","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Project Delivery","Unknown","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Property","Operational Delivery","Outside London","15","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Property","Policy","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Property","Project Delivery","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Property","Project Delivery","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Property","Property","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Property","Property","Outside London","15","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Property","Unknown","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Security","Intelligence Analysis","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Security","Security","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Security","Security","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Security","Security","Overseas","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Security","Unknown","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Security","Unknown","Outside London","15","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Security","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Unknown","Commercial","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Unknown","Communications","London","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Unknown","Communications","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Unknown","Digital, Data and Technology","London","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Unknown","Digital, Data and Technology","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Unknown","Finance","London","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Unknown","Finance","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Unknown","Human Resources","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Unknown","Human Resources","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Unknown","Intelligence Analysis","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Unknown","Intelligence Analysis","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Unknown","Medicine","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Unknown","Operational Delivery","London","20","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Unknown","Operational Delivery","Outside London","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Unknown","Operational Research","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Unknown","Other","London","15","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Unknown","Other","Outside London","15","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Unknown","Other","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Unknown","Policy","London","55","[c]","44980","45200"
"Leaver Dept.","2021","Unknown","Unknown","Policy","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Unknown","Policy","Overseas","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Unknown","Project Delivery","London","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Unknown","Project Delivery","Outside London","10","[c]","[c]","[c]"
