"Status","Year","Ethnicity","Function_of_post","Organisation","Profession_of_post","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Asian","Commercial","United Kingdom Statistics Authority","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Commercial","Valuation Office Agency","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Commercial","Water Services Regulation Authority","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Commercial","Wilton Park","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Commercial","Wilton Park","Policy","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Communications","Advisory, Conciliation and Arbitration Service","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Communications","Attorney General's Office","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Communications","Attorney General's Office","Policy","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Communications","Cabinet Office (excl. agencies)","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Communications","Cabinet Office (excl. agencies)","Unknown","25","20","[c]","[c]"
"In post","2021","Asian","Communications","Centre for Environment, Fisheries and Aquaculture Science","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Communications","Charity Commission","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Communications","Charity Commission","International Trade","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Communications","Charity Commission","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Communications","Charity Commission","Other","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Communications","Charity Commission","Policy","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Communications","Charity Commission","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Communications","Companies House","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Communications","Competition and Markets Authority","Communications","10","10","[c]","[c]"
"In post","2021","Asian","Communications","Competition and Markets Authority","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Communications","Crown Commercial Service","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Communications","Crown Office and Procurator Fiscal Service","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Communications","Crown Prosecution Service","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Communications","Debt Management Office","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Communications","Debt Management Office","Policy","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Communications","Defence Electronics and Components Agency","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Communications","Defence Equipment and Support","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Communications","Defence Equipment and Support","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Communications","Defence Equipment and Support","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Communications","Defence Equipment and Support","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Communications","Defence Equipment and Support","Other","45","45","23690","20000"
"In post","2021","Asian","Communications","Defence Equipment and Support","Policy","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Communications","Defence Equipment and Support","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Communications","Defence Equipment and Support","Property","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Communications","Defence Science and Technology Laboratory","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Communications","Defence Science and Technology Laboratory","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Communications","Department for Business, Energy and Industrial Strategy (excl. agencies)","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Communications","Department for Business, Energy and Industrial Strategy (excl. agencies)","Policy","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Communications","Department for Digital, Culture, Media and Sport","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Communications","Department for Digital, Culture, Media and Sport","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Communications","Department for Education (excl. agencies)","Communications","15","10","[c]","[c]"
"In post","2021","Asian","Communications","Department for Environment, Food and Rural Affairs (excl. agencies)","Communications","10","10","[c]","[c]"
"In post","2021","Asian","Communications","Department for International Trade","Communications","5","5","[c]","[c]"
"In post","2021","Asian","Communications","Department for International Trade","Economics","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Communications","Department for International Trade","Other","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Communications","Department for International Trade","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Communications","Department for Transport (excl. agencies)","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Communications","Department for Transport (excl. agencies)","Corporate Finance","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Communications","Department for Transport (excl. agencies)","Other","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Communications","Department of Health and Social Care (excl. agencies)","Communications","5","5","[c]","[c]"
"In post","2021","Asian","Communications","Driver and Vehicle Licensing Agency","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Communications","Driver and Vehicle Standards Agency","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Communications","Education and Skills Funding Agency","Communications","5","5","[c]","[c]"
"In post","2021","Asian","Communications","ESTYN","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Communications","FCDO Services","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Communications","Food Standards Agency","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Communications","Foreign, Commonwealth and Development Office (excl. agencies)","Communications","10","10","[c]","[c]"
"In post","2021","Asian","Communications","Foreign, Commonwealth and Development Office (excl. agencies)","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Communications","Forestry and Land Scotland","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Communications","Government Actuary's Department","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Communications","Government Internal Audit Agency","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Communications","Government Legal Department","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Communications","Government Legal Department","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Communications","Government Legal Department","Other","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Communications","Government Property Agency","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Communications","Health and Safety Executive","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Communications","HM Courts and Tribunals Service","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Communications","HM Land Registry","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Communications","HM Prison and Probation Service","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Communications","HM Revenue and Customs (excl. agencies)","Communications","10","10","[c]","[c]"
"In post","2021","Asian","Communications","HM Revenue and Customs (excl. agencies)","Operational Delivery","100","95","29240","31810"
"In post","2021","Asian","Communications","HM Revenue and Customs (excl. agencies)","Tax","140","135","27720","25560"
"In post","2021","Asian","Communications","HM Revenue and Customs (excl. agencies)","Unknown","30","30","[c]","[c]"
"In post","2021","Asian","Communications","HM Treasury (excl. agencies)","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Communications","Insolvency Service","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Communications","Institute for Apprenticeships and Technical Education","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Communications","Legal Aid Agency","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Communications","Maritime and Coastguard Agency","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Communications","Medicines and Healthcare Products Regulatory Agency","Communications","10","10","[c]","[c]"
"In post","2021","Asian","Communications","Met Office","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Communications","Ministry of Defence (excl. agencies)","Communications","15","15","[c]","[c]"
"In post","2021","Asian","Communications","Ministry of Housing, Communities and Local Government (excl. agencies)","Communications","5","5","[c]","[c]"
"In post","2021","Asian","Communications","Ministry of Justice (excl. agencies)","Communications","10","10","[c]","[c]"
"In post","2021","Asian","Communications","Ministry of Justice (excl. agencies)","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Communications","Ministry of Justice (excl. agencies)","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Communications","Ministry of Justice (excl. agencies)","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Communications","Ministry of Justice (excl. agencies)","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Communications","National Crime Agency","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Communications","National Infrastructure Commission","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Communications","National Savings and Investments","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Communications","National Savings and Investments","Other","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Communications","Northern Ireland Office","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Communications","Office for Standards in Education, Children's Services and Skills","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Communications","Office of Gas and Electricity Markets","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Communications","Office of Gas and Electricity Markets","Other","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Communications","Office of Qualifications and Examinations Regulation","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Communications","Office of Rail and Road","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Communications","Planning Inspectorate","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Communications","Public Health England","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Communications","Queen Elizabeth II Centre","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Communications","Queen Elizabeth II Centre","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Communications","Registers of Scotland","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Communications","Rural Payments Agency","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Communications","Scotland Office (incl. Office of the Advocate General for Scotland)","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Communications","Scottish Courts and Tribunals Service","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Communications","Scottish Prison Service","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Communications","Serious Fraud Office","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Communications","Serious Fraud Office","Policy","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Communications","The National Archives","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Communications","UK Export Finance","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Communications","UK Export Finance","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Communications","UK Hydrographic Office","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Communications","UK Intellectual Property Office","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Communications","UK Space Agency","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Communications","UK Supreme Court","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Communications","UK Supreme Court","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Communications","UK Supreme Court","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Communications","United Kingdom Statistics Authority","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Communications","Valuation Office Agency","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Communications","Vehicle Certification Agency","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Communications","Vehicle Certification Agency","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Communications","Vehicle Certification Agency","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Communications","Wales Office","Communications","[c]","[c]","[c]","[c]"
