"Status","Year","Disability","Ethnicity","Organisation","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2021","Declared non-disabled","White","Charity Commission","20","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","White","Companies House","25","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","White","Competition and Markets Authority","45","[c]","51540","53530"
"New entrant CS","2021","Declared non-disabled","White","Criminal Injuries Compensation Authority","10","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","White","Crown Commercial Service","20","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","White","Crown Office and Procurator Fiscal Service","130","[c]","25180","20760"
"New entrant CS","2021","Declared non-disabled","White","Crown Prosecution Service","10","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","White","Debt Management Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","White","Defence Equipment and Support","420","[c]","33700","30000"
"New entrant CS","2021","Declared non-disabled","White","Defence Science and Technology Laboratory","140","[c]","32810","28650"
"New entrant CS","2021","Declared non-disabled","White","Department for Business, Energy and Industrial Strategy (excl. agencies)","325","[c]","39390","33570"
"New entrant CS","2021","Declared non-disabled","White","Department for Digital, Culture, Media and Sport","225","[c]","39750","34020"
"New entrant CS","2021","Declared non-disabled","White","Department for Education (excl. agencies)","15","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","White","Department for Environment, Food and Rural Affairs (excl. agencies)","505","[c]","36940","32560"
"New entrant CS","2021","Declared non-disabled","White","Department for International Trade","120","[c]","36330","31800"
"New entrant CS","2021","Declared non-disabled","White","Department for Transport (excl. agencies)","225","[c]","37240","34710"
"New entrant CS","2021","Declared non-disabled","White","Department for Work and Pensions (excl. agencies)","8635","[c]","26100","27570"
"New entrant CS","2021","Declared non-disabled","White","Department of Health and Social Care (excl. agencies)","25","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","White","Disclosure Scotland","15","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","White","Driver and Vehicle Licensing Agency","160","[c]","25260","21590"
"New entrant CS","2021","Declared non-disabled","White","Driver and Vehicle Standards Agency","85","[c]","28160","26130"
"New entrant CS","2021","Declared non-disabled","White","Education and Skills Funding Agency","5","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","White","Education Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","White","ESTYN","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","White","Food Standards Agency","20","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","White","Food Standards Scotland","20","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","White","Forestry and Land Scotland","80","[c]","27060","25140"
"New entrant CS","2021","Declared non-disabled","White","Government Actuary's Department","20","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","White","Government Internal Audit Agency","15","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","White","Government Legal Department","150","[c]","42820","43920"
"New entrant CS","2021","Declared non-disabled","White","Government Property Agency","25","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","White","Health and Safety Executive","130","[c]","31280","26370"
"New entrant CS","2021","Declared non-disabled","White","HM Courts and Tribunals Service","625","[c]","21970","19450"
"New entrant CS","2021","Declared non-disabled","White","HM Land Registry","5","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","White","HM Prison and Probation Service","2715","[c]","23660","22850"
"New entrant CS","2021","Declared non-disabled","White","HM Revenue and Customs (excl. agencies)","1210","[c]","25700","20140"
"New entrant CS","2021","Declared non-disabled","White","HM Treasury (excl. agencies)","190","[c]","32320","28500"
"New entrant CS","2021","Declared non-disabled","White","Home Office (incl. agencies)","295","[c]","30940","24880"
"New entrant CS","2021","Declared non-disabled","White","Insolvency Service","35","[c]","28290","23560"
"New entrant CS","2021","Declared non-disabled","White","Institute for Apprenticeships and Technical Education","15","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","White","Legal Aid Agency","20","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","White","Maritime and Coastguard Agency","65","[c]","35260","31040"
"New entrant CS","2021","Declared non-disabled","White","Medicines and Healthcare Products Regulatory Agency","20","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","White","Met Office","105","[c]","33680","30930"
"New entrant CS","2021","Declared non-disabled","White","Ministry of Defence (excl. agencies)","1755","[c]","28900","26350"
"New entrant CS","2021","Declared non-disabled","White","Ministry of Housing, Communities and Local Government (excl. agencies)","140","[c]","42440","33210"
"New entrant CS","2021","Declared non-disabled","White","Ministry of Justice (excl. agencies)","295","[c]","37030","33930"
"New entrant CS","2021","Declared non-disabled","White","National Crime Agency","55","[c]","38150","34140"
"New entrant CS","2021","Declared non-disabled","White","National Infrastructure Commission","5","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","White","National Records of Scotland","10","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","White","National Savings and Investments","10","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","White","Northern Ireland Office","10","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","White","Office for Budget Responsibility","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","White","Office for Standards in Education, Children's Services and Skills","125","[c]","51450","46360"
"New entrant CS","2021","Declared non-disabled","White","Office of Gas and Electricity Markets","190","[c]","33880","25750"
"New entrant CS","2021","Declared non-disabled","White","Office of Qualifications and Examinations Regulation","20","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","White","Office of Rail and Road","25","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","White","Office of the Public Guardian","10","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","White","Office of the Scottish Charity Regulator","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","White","Planning Inspectorate","50","[c]","30880","26050"
"New entrant CS","2021","Declared non-disabled","White","Public Health England","1160","[c]","35110","31370"
"New entrant CS","2021","Declared non-disabled","White","Registers of Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","White","Revenue Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","White","Rural Payments Agency","10","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","White","Scotland Office (incl. Office of the Advocate General for Scotland)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","White","Scottish Courts and Tribunals Service","10","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","White","Scottish Forestry","25","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","White","Scottish Government (excl. agencies)","255","[c]","36040","30650"
"New entrant CS","2021","Declared non-disabled","White","Scottish Housing Regulator","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","White","Scottish Prison Service","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","White","Scottish Public Pensions Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","White","Serious Fraud Office","20","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","White","Social Security Scotland","185","[c]","24960","20060"
"New entrant CS","2021","Declared non-disabled","White","Standards and Testing Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","White","Student Awards Agency for Scotland","5","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","White","Submarine Delivery Agency","135","[c]","38220","35700"
"New entrant CS","2021","Declared non-disabled","White","Teaching Regulation Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","White","The National Archives","40","[c]","33610","33000"
"New entrant CS","2021","Declared non-disabled","White","Transport Scotland","5","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","White","UK Export Finance","45","[c]","47560","47000"
"New entrant CS","2021","Declared non-disabled","White","UK Hydrographic Office","35","[c]","27840","20170"
"New entrant CS","2021","Declared non-disabled","White","UK Intellectual Property Office","35","[c]","31160","26860"
"New entrant CS","2021","Declared non-disabled","White","UK Space Agency","10","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","White","UK Supreme Court","10","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","White","United Kingdom Statistics Authority","310","[c]","32610","29540"
"New entrant CS","2021","Declared non-disabled","White","Valuation Office Agency","115","[c]","25560","22690"
"New entrant CS","2021","Declared non-disabled","White","Vehicle Certification Agency","15","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","White","Veterinary Medicines Directorate","5","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","White","Wales Office","5","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","White","Water Services Regulation Authority","15","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","White","Welsh Government (excl. agencies)","130","[c]","27720","25030"
"New entrant CS","2021","Declared non-disabled","White","Welsh Revenue Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","White","Wilton Park","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Asian","Accountant in Bankruptcy","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Asian","Advisory, Conciliation and Arbitration Service","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Asian","Animal and Plant Health Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Asian","Attorney General's Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Asian","Cabinet Office (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Asian","Centre for Environment, Fisheries and Aquaculture Science","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Asian","Charity Commission","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Asian","Companies House","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Asian","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Asian","Criminal Injuries Compensation Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Asian","Crown Commercial Service","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Asian","Crown Office and Procurator Fiscal Service","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Asian","Crown Prosecution Service","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Asian","Debt Management Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Asian","Defence Equipment and Support","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Asian","Defence Science and Technology Laboratory","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Asian","Department for Business, Energy and Industrial Strategy (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Asian","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Asian","Department for Education (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Asian","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Asian","Department for International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Asian","Department for Transport (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Asian","Department for Work and Pensions (excl. agencies)","75","[c]","27880","27570"
"New entrant CS","2021","Undeclared","Asian","Department of Health and Social Care (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Asian","Disclosure Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Asian","Driver and Vehicle Licensing Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Asian","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Asian","Education and Skills Funding Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Asian","Education Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Asian","ESTYN","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Asian","Food Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Asian","Food Standards Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Asian","Forestry and Land Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Asian","Government Actuary's Department","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Asian","Government Internal Audit Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Asian","Government Legal Department","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Asian","Government Property Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Asian","Health and Safety Executive","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Asian","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Asian","HM Land Registry","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Asian","HM Prison and Probation Service","10","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Asian","HM Revenue and Customs (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Asian","HM Treasury (excl. agencies)","5","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Asian","Home Office (incl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Asian","Insolvency Service","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Asian","Institute for Apprenticeships and Technical Education","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Asian","Legal Aid Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Asian","Maritime and Coastguard Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Asian","Medicines and Healthcare Products Regulatory Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Asian","Met Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Asian","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Asian","Ministry of Housing, Communities and Local Government (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Asian","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Asian","National Crime Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Asian","National Infrastructure Commission","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Asian","National Records of Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Asian","National Savings and Investments","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Asian","Northern Ireland Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Asian","Office for Budget Responsibility","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Asian","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Asian","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Asian","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Asian","Office of Rail and Road","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Asian","Office of the Public Guardian","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Asian","Office of the Scottish Charity Regulator","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Asian","Planning Inspectorate","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Asian","Public Health England","30","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Asian","Registers of Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Asian","Revenue Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Asian","Rural Payments Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Asian","Scotland Office (incl. Office of the Advocate General for Scotland)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Asian","Scottish Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Asian","Scottish Forestry","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Asian","Scottish Government (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Asian","Scottish Housing Regulator","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Asian","Scottish Prison Service","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Asian","Scottish Public Pensions Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Asian","Serious Fraud Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Asian","Social Security Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Asian","Standards and Testing Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Asian","Student Awards Agency for Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Asian","Submarine Delivery Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Asian","Teaching Regulation Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Asian","The National Archives","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Asian","Transport Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Asian","UK Export Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Asian","UK Hydrographic Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Asian","UK Intellectual Property Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Asian","UK Space Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Asian","UK Supreme Court","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Asian","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Asian","Valuation Office Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Asian","Vehicle Certification Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Asian","Veterinary Medicines Directorate","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Asian","Wales Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Asian","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Asian","Welsh Government (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Asian","Welsh Revenue Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Asian","Wilton Park","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Black","Accountant in Bankruptcy","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Black","Advisory, Conciliation and Arbitration Service","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Black","Animal and Plant Health Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Black","Attorney General's Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Black","Cabinet Office (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Black","Centre for Environment, Fisheries and Aquaculture Science","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Black","Charity Commission","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Black","Companies House","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Black","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Black","Criminal Injuries Compensation Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Black","Crown Commercial Service","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Black","Crown Office and Procurator Fiscal Service","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Black","Crown Prosecution Service","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Black","Debt Management Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Black","Defence Equipment and Support","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Black","Defence Science and Technology Laboratory","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Black","Department for Business, Energy and Industrial Strategy (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Black","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Black","Department for Education (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Black","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Black","Department for International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Black","Department for Transport (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Black","Department for Work and Pensions (excl. agencies)","50","[c]","28310","31060"
"New entrant CS","2021","Undeclared","Black","Department of Health and Social Care (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Black","Disclosure Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Black","Driver and Vehicle Licensing Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Black","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Black","Education and Skills Funding Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Black","Education Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Black","ESTYN","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Black","Food Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Black","Food Standards Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Black","Forestry and Land Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Black","Government Actuary's Department","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Black","Government Internal Audit Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Black","Government Legal Department","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Black","Government Property Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Black","Health and Safety Executive","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Black","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Black","HM Land Registry","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Black","HM Prison and Probation Service","5","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Black","HM Revenue and Customs (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Black","HM Treasury (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Black","Home Office (incl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Black","Insolvency Service","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Black","Institute for Apprenticeships and Technical Education","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Black","Legal Aid Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Black","Maritime and Coastguard Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Black","Medicines and Healthcare Products Regulatory Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Black","Met Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Black","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Black","Ministry of Housing, Communities and Local Government (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Black","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Black","National Crime Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Black","National Infrastructure Commission","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Black","National Records of Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Black","National Savings and Investments","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Black","Northern Ireland Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Black","Office for Budget Responsibility","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Black","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Black","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Black","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Black","Office of Rail and Road","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Black","Office of the Public Guardian","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Black","Office of the Scottish Charity Regulator","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Black","Planning Inspectorate","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Black","Public Health England","15","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Black","Registers of Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Black","Revenue Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Black","Rural Payments Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Black","Scotland Office (incl. Office of the Advocate General for Scotland)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Black","Scottish Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Black","Scottish Forestry","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Black","Scottish Government (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Black","Scottish Housing Regulator","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Black","Scottish Prison Service","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Black","Scottish Public Pensions Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Black","Serious Fraud Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Black","Social Security Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Black","Standards and Testing Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Black","Student Awards Agency for Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Black","Submarine Delivery Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Black","Teaching Regulation Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Black","The National Archives","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Black","Transport Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Black","UK Export Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Black","UK Hydrographic Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Black","UK Intellectual Property Office","[c]","[c]","[c]","[c]"
