"Status","Year","Profession_of_post","Region_london","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2021","Internal Audit","Outside London","Heterosexual / straight","20","[c]","[c]","[c]"
"New entrant CS","2021","Internal Audit","Outside London","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Internal Audit","Outside London","Undeclared","5","[c]","[c]","[c]"
"New entrant CS","2021","Internal Audit","Outside London","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","International Trade","London","Heterosexual / straight","60","[c]","36280","31800"
"New entrant CS","2021","International Trade","London","LGBO","5","[c]","[c]","[c]"
"New entrant CS","2021","International Trade","London","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","International Trade","London","Unknown","45","[c]","29260","31800"
"New entrant CS","2021","International Trade","Outside London","Heterosexual / straight","25","[c]","[c]","[c]"
"New entrant CS","2021","International Trade","Outside London","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","International Trade","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","International Trade","Outside London","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2021","Knowledge and Information Management","London","Heterosexual / straight","25","[c]","[c]","[c]"
"New entrant CS","2021","Knowledge and Information Management","London","LGBO","5","[c]","[c]","[c]"
"New entrant CS","2021","Knowledge and Information Management","London","Undeclared","5","[c]","[c]","[c]"
"New entrant CS","2021","Knowledge and Information Management","London","Unknown","10","[c]","[c]","[c]"
"New entrant CS","2021","Knowledge and Information Management","Outside London","Heterosexual / straight","90","[c]","31240","28590"
"New entrant CS","2021","Knowledge and Information Management","Outside London","LGBO","5","[c]","[c]","[c]"
"New entrant CS","2021","Knowledge and Information Management","Outside London","Undeclared","10","[c]","[c]","[c]"
"New entrant CS","2021","Knowledge and Information Management","Outside London","Unknown","20","[c]","[c]","[c]"
"New entrant CS","2021","Knowledge and Information Management","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Knowledge and Information Management","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Knowledge and Information Management","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Legal","London","Heterosexual / straight","275","[c]","47110","50500"
"New entrant CS","2021","Legal","London","LGBO","25","[c]","[c]","[c]"
"New entrant CS","2021","Legal","London","Undeclared","20","[c]","[c]","[c]"
"New entrant CS","2021","Legal","London","Unknown","85","[c]","43120","37010"
"New entrant CS","2021","Legal","Outside London","Heterosexual / straight","350","[c]","40650","40000"
"New entrant CS","2021","Legal","Outside London","LGBO","15","[c]","[c]","[c]"
"New entrant CS","2021","Legal","Outside London","Undeclared","30","[c]","[c]","[c]"
"New entrant CS","2021","Legal","Outside London","Unknown","130","[c]","35380","26550"
"New entrant CS","2021","Legal","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Legal","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Medicine","London","Heterosexual / straight","30","[c]","[c]","[c]"
"New entrant CS","2021","Medicine","London","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Medicine","London","Undeclared","10","[c]","[c]","[c]"
"New entrant CS","2021","Medicine","London","Unknown","10","[c]","[c]","[c]"
"New entrant CS","2021","Medicine","Outside London","Heterosexual / straight","220","[c]","47460","37890"
"New entrant CS","2021","Medicine","Outside London","LGBO","10","[c]","[c]","[c]"
"New entrant CS","2021","Medicine","Outside London","Undeclared","25","[c]","[c]","[c]"
"New entrant CS","2021","Medicine","Outside London","Unknown","85","[c]","45630","33780"
"New entrant CS","2021","Medicine","Overseas","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Medicine","Overseas","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Medicine","Overseas","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Medicine","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Medicine","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Medicine","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Operational Delivery","London","Heterosexual / straight","1830","[c]","32240","28650"
"New entrant CS","2021","Operational Delivery","London","LGBO","180","[c]","30860","28720"
"New entrant CS","2021","Operational Delivery","London","Undeclared","235","[c]","33900","30900"
"New entrant CS","2021","Operational Delivery","London","Unknown","1235","[c]","27990","26410"
"New entrant CS","2021","Operational Delivery","Outside London","Heterosexual / straight","6665","[c]","24770","22850"
"New entrant CS","2021","Operational Delivery","Outside London","LGBO","660","[c]","23630","22570"
"New entrant CS","2021","Operational Delivery","Outside London","Undeclared","495","[c]","25100","21590"
"New entrant CS","2021","Operational Delivery","Outside London","Unknown","4695","[c]","23020","21430"
"New entrant CS","2021","Operational Delivery","Overseas","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Operational Delivery","Overseas","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Operational Delivery","Overseas","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Operational Delivery","Unknown","Heterosexual / straight","10","[c]","[c]","[c]"
"New entrant CS","2021","Operational Delivery","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Operational Delivery","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Operational Delivery","Unknown","Unknown","15","[c]","[c]","[c]"
"New entrant CS","2021","Operational Research","London","Heterosexual / straight","40","[c]","35980","34710"
"New entrant CS","2021","Operational Research","London","LGBO","5","[c]","[c]","[c]"
"New entrant CS","2021","Operational Research","London","Undeclared","10","[c]","[c]","[c]"
"New entrant CS","2021","Operational Research","London","Unknown","25","[c]","[c]","[c]"
"New entrant CS","2021","Operational Research","Outside London","Heterosexual / straight","30","[c]","[c]","[c]"
"New entrant CS","2021","Operational Research","Outside London","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Operational Research","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Operational Research","Outside London","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2021","Other","London","Heterosexual / straight","325","[c]","33760","27760"
"New entrant CS","2021","Other","London","LGBO","40","[c]","31500","27350"
"New entrant CS","2021","Other","London","Undeclared","30","[c]","32820","28650"
"New entrant CS","2021","Other","London","Unknown","210","[c]","34910","28650"
"New entrant CS","2021","Other","Outside London","Heterosexual / straight","860","[c]","25230","20920"
"New entrant CS","2021","Other","Outside London","LGBO","45","[c]","22980","20920"
"New entrant CS","2021","Other","Outside London","Undeclared","55","[c]","28180","20920"
"New entrant CS","2021","Other","Outside London","Unknown","245","[c]","26060","23450"
"New entrant CS","2021","Other","Overseas","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other","Overseas","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other","Overseas","Unknown","15","[c]","[c]","[c]"
"New entrant CS","2021","Other","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Planning","London","Heterosexual / straight","10","[c]","[c]","[c]"
"New entrant CS","2021","Planning","London","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Planning","London","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Planning","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Planning","Outside London","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Planning","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Planning","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Planning","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Planning","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Planning Inspectors","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Planning Inspectors","Outside London","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Planning Inspectors","Outside London","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Policy","London","Heterosexual / straight","1265","[c]","37780","33570"
"New entrant CS","2021","Policy","London","LGBO","210","[c]","36650","33570"
"New entrant CS","2021","Policy","London","Undeclared","175","[c]","37410","33570"
"New entrant CS","2021","Policy","London","Unknown","865","[c]","39220","33570"
"New entrant CS","2021","Policy","Outside London","Heterosexual / straight","435","[c]","34220","30360"
"New entrant CS","2021","Policy","Outside London","LGBO","65","[c]","32290","29360"
"New entrant CS","2021","Policy","Outside London","Undeclared","40","[c]","33760","30340"
"New entrant CS","2021","Policy","Outside London","Unknown","275","[c]","37330","32870"
"New entrant CS","2021","Policy","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Policy","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Policy","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","London","Heterosexual / straight","175","[c]","42430","35060"
"New entrant CS","2021","Project Delivery","London","LGBO","20","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","London","Undeclared","10","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","London","Unknown","95","[c]","42300","36160"
"New entrant CS","2021","Project Delivery","Outside London","Heterosexual / straight","605","[c]","36410","33300"
"New entrant CS","2021","Project Delivery","Outside London","LGBO","45","[c]","30630","27780"
"New entrant CS","2021","Project Delivery","Outside London","Undeclared","30","[c]","40740","37870"
"New entrant CS","2021","Project Delivery","Outside London","Unknown","195","[c]","35100","31930"
"New entrant CS","2021","Project Delivery","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","London","Heterosexual / straight","40","[c]","40840","36160"
"New entrant CS","2021","Property","London","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","London","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","London","Unknown","15","[c]","[c]","[c]"
"New entrant CS","2021","Property","Outside London","Heterosexual / straight","290","[c]","33090","30000"
"New entrant CS","2021","Property","Outside London","LGBO","15","[c]","[c]","[c]"
"New entrant CS","2021","Property","Outside London","Undeclared","15","[c]","[c]","[c]"
"New entrant CS","2021","Property","Outside London","Unknown","100","[c]","32990","26290"
"New entrant CS","2021","Property","Overseas","Heterosexual / straight","5","[c]","[c]","[c]"
"New entrant CS","2021","Property","Overseas","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Psychology","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Psychology","London","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Psychology","London","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Psychology","Outside London","Heterosexual / straight","60","[c]","26110","24620"
"New entrant CS","2021","Psychology","Outside London","LGBO","10","[c]","[c]","[c]"
"New entrant CS","2021","Psychology","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Psychology","Outside London","Unknown","40","[c]","27260","24620"
"New entrant CS","2021","Science and Engineering","London","Heterosexual / straight","150","[c]","36230","32740"
"New entrant CS","2021","Science and Engineering","London","LGBO","20","[c]","[c]","[c]"
"New entrant CS","2021","Science and Engineering","London","Undeclared","25","[c]","[c]","[c]"
"New entrant CS","2021","Science and Engineering","London","Unknown","20","[c]","[c]","[c]"
"New entrant CS","2021","Science and Engineering","Outside London","Heterosexual / straight","735","[c]","31760","28650"
"New entrant CS","2021","Science and Engineering","Outside London","LGBO","75","[c]","26840","26370"
"New entrant CS","2021","Science and Engineering","Outside London","Undeclared","75","[c]","30610","30450"
"New entrant CS","2021","Science and Engineering","Outside London","Unknown","205","[c]","27540","24660"
"New entrant CS","2021","Science and Engineering","Overseas","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Science and Engineering","Overseas","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Science and Engineering","Overseas","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Science and Engineering","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Science and Engineering","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Security","London","Heterosexual / straight","50","[c]","30860","29370"
"New entrant CS","2021","Security","London","LGBO","10","[c]","[c]","[c]"
"New entrant CS","2021","Security","London","Undeclared","5","[c]","[c]","[c]"
"New entrant CS","2021","Security","London","Unknown","40","[c]","34010","30120"
"New entrant CS","2021","Security","Outside London","Heterosexual / straight","385","[c]","25960","23540"
"New entrant CS","2021","Security","Outside London","LGBO","25","[c]","[c]","[c]"
"New entrant CS","2021","Security","Outside London","Undeclared","20","[c]","[c]","[c]"
"New entrant CS","2021","Security","Outside London","Unknown","215","[c]","28040","25390"
"New entrant CS","2021","Security","Overseas","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Security","Overseas","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Security","Overseas","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Social Research","London","Heterosexual / straight","70","[c]","34280","32540"
"New entrant CS","2021","Social Research","London","LGBO","5","[c]","[c]","[c]"
"New entrant CS","2021","Social Research","London","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Social Research","London","Unknown","25","[c]","[c]","[c]"
"New entrant CS","2021","Social Research","Outside London","Heterosexual / straight","70","[c]","31780","29540"
"New entrant CS","2021","Social Research","Outside London","LGBO","10","[c]","[c]","[c]"
"New entrant CS","2021","Social Research","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Social Research","Outside London","Unknown","25","[c]","[c]","[c]"
"New entrant CS","2021","Statistics","London","Heterosexual / straight","105","[c]","37610","32540"
"New entrant CS","2021","Statistics","London","LGBO","10","[c]","[c]","[c]"
"New entrant CS","2021","Statistics","London","Undeclared","15","[c]","[c]","[c]"
"New entrant CS","2021","Statistics","London","Unknown","55","[c]","33680","32540"
"New entrant CS","2021","Statistics","Outside London","Heterosexual / straight","105","[c]","31010","29540"
"New entrant CS","2021","Statistics","Outside London","LGBO","25","[c]","[c]","[c]"
"New entrant CS","2021","Statistics","Outside London","Undeclared","5","[c]","[c]","[c]"
"New entrant CS","2021","Statistics","Outside London","Unknown","45","[c]","30210","29540"
"New entrant CS","2021","Tax","London","Heterosexual / straight","35","[c]","30180","29570"
"New entrant CS","2021","Tax","London","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Tax","London","Undeclared","5","[c]","[c]","[c]"
"New entrant CS","2021","Tax","London","Unknown","60","[c]","32280","36160"
"New entrant CS","2021","Tax","Outside London","Heterosexual / straight","905","[c]","22850","20140"
"New entrant CS","2021","Tax","Outside London","LGBO","105","[c]","22580","20140"
"New entrant CS","2021","Tax","Outside London","Undeclared","45","[c]","23610","20140"
"New entrant CS","2021","Tax","Outside London","Unknown","2085","[c]","22000","20140"
"New entrant CS","2021","Unknown","London","Heterosexual / straight","3040","[c]","32100","31060"
"New entrant CS","2021","Unknown","London","LGBO","270","[c]","31890","31060"
"New entrant CS","2021","Unknown","London","Undeclared","230","[c]","32760","31060"
"New entrant CS","2021","Unknown","London","Unknown","1145","[c]","39150","31060"
"New entrant CS","2021","Unknown","Outside London","Heterosexual / straight","11260","[c]","26190","27570"
"New entrant CS","2021","Unknown","Outside London","LGBO","1260","[c]","26080","27570"
"New entrant CS","2021","Unknown","Outside London","Undeclared","650","[c]","26720","27570"
"New entrant CS","2021","Unknown","Outside London","Unknown","2745","[c]","29820","27570"
"New entrant CS","2021","Unknown","Overseas","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Overseas","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Overseas","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Unknown","Heterosexual / straight","285","[c]","29990","27570"
"New entrant CS","2021","Unknown","Unknown","LGBO","30","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Unknown","Undeclared","25","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Unknown","Unknown","515","[c]","35980","28000"
"New entrant CS","2021","Veterinarian","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Veterinarian","London","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Veterinarian","Outside London","Heterosexual / straight","25","[c]","[c]","[c]"
"New entrant CS","2021","Veterinarian","Outside London","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Veterinarian","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Veterinarian","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Notes","Summary figures are suppressed when information relates to less than 5 civil servants for FTE or Headcount, and less than 10 civil servants for median and mean salary (shown as [c]). Zero responses and salaries for less than 30 civil servants have been suppressed for GPDR special category data. FTE figures are not shown for entrants or leavers due to data quality concerns for these groups. Figures are rounded to the nearest 5, or £10 as appropriate.","","","","","","",""
"Data source","All figures are aggregated from the Cabinet Office Annual Civil Service Employment Survey collection. https://www.gov.uk/government/collections/civil-service-statistics","","","","","","",""
"Version","Generated on 2023-02-14, with GIT 71a76ea.","","","","","","",""
"Data column","Description","","","","","","",""
"Status","Employment status of the civil servants.","","","","","","",""
"","In post - includes staff that were in post on the reference date (31 March).","","","","","","",""
"","New entrant CS - includes new entrants to the Civil Service over the year (1 April to 31 March).","","","","","","",""
"","Leaver CS - includes leavers from the Civil Service over the year (1 April to 31 March). This includes employees who have an Unknown leaving cause.","","","","","","",""
"","Leaver Dept. - includes leavers from the department over the year (1 April to 31 March), who did not leave the Civil Service.","","","","","","",""
"","Five organisations do not report when their employees first entered the Civil Service and so entrants data for these organisations is not available . These are as follows: Foreign Commonwealth and Development Office (excl. agencies), Foreign Commonwealth and Development Office Services, Defence Electronics and Components Agency, Scottish Forestry and Forest and Land Scotland. A further three organisations also could not provide entrants data in 2021. These are as follows: Department for International Development, Foreign and Commonwealth Office (excl. agencies) and Royal Fleet Auxiliary.","","","","","","",""
"Year","Year of data collection (as at 31 March).","","","","","","",""
"Region_london","Workplace postcode data are used to derive geographical information using the International Territorial Level (ITL) classification standard.","","","","","","",""
"","Region_london groups the ITL classifications into ""London"", ""Outside London"": all UK regions excluding London, ""Overseas"", and ""Unknown"".","","","","","","",""
"Profession_of_post","Professions relate to the post occupied by the person and are not dependent on qualifications the individual may have.","","","","","","",""
"","The Department for Work and Pensions provided aggregated professions data for 2021, which are available in the Civil Service Statistics publication. However, figures in this browser are derived from individual level data and so are not available for this department in 2021.","","","","","","",""
"","Of the 20 bodies under the Scottish Government, 16 did not report any professions information for their employees.","","","","","","",""
"Sexual_orientation","Self reported sexual orientation.","","","","","","",""
"","""Undeclared"" accounts for employees who have actively declared that they do not want to disclose their sexual orientation and ""Unknown"" accounts for employees who have not made an active declaration about their sexual orientation.","","","","","","",""
"Headcount","Total number of civil servants (rounded to nearest 5).","","","","","","",""
"FTE","Total full-time equivalent (FTE) employment numbers (rounded to nearest 5).","","","","","","",""
"","FTE figures are not shown for entrants or leavers due to data quality concerns for these groups.","","","","","","",""
"Mean_salary","Average salary (mean, rounded to nearest £10). For part-time employees, salaries represent the full-time equivalent earnings, while for full-time employees they are the actual annual gross salaries.","","","","","","",""
"","These figures should be interpreted with caution when the total number of employees in a group is small, as they will tend to show more variability than larger groups (i.e. may be much higher or lower than can be explained by the data shown).","","","","","","",""
"Median_salary","Median salary (rounded to nearest £10). For part-time employees, salaries represent the full-time equivalent earnings, while for full-time employees they are the actual annual gross salaries.","","","","","","",""
"","These figures should be interpreted with caution when the total number of employees in a group is small, as they will tend to show more variability than larger groups (i.e. may be much higher or lower than can be explained by the data shown).","","","","","","",""
