"Status","Year","Disability","Ethnicity","Profession_of_post","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2021","Undeclared","Undeclared","Digital, Data and Technology","Undeclared","10","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Undeclared","Economics","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Undeclared","Economics","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Undeclared","Economics","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Undeclared","Finance","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Undeclared","Finance","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Undeclared","Finance","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Undeclared","Finance","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Undeclared","Human Resources","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Undeclared","Human Resources","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Undeclared","Human Resources","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Undeclared","Inspector of Education and Training","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Undeclared","Inspector of Education and Training","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Undeclared","Intelligence Analysis","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Undeclared","Intelligence Analysis","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Undeclared","Intelligence Analysis","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Undeclared","Internal Audit","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Undeclared","Internal Audit","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Undeclared","Internal Audit","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Undeclared","International Trade","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Undeclared","International Trade","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Undeclared","Knowledge and Information Management","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Undeclared","Knowledge and Information Management","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Undeclared","Knowledge and Information Management","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Undeclared","Legal","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Undeclared","Legal","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Undeclared","Legal","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Undeclared","Medicine","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Undeclared","Medicine","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Undeclared","Medicine","Undeclared","5","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Undeclared","Medicine","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Undeclared","Operational Delivery","Heterosexual / straight","5","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Undeclared","Operational Delivery","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Undeclared","Operational Delivery","Undeclared","95","[c]","29740","24770"
"New entrant CS","2021","Undeclared","Undeclared","Operational Delivery","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Undeclared","Operational Research","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Undeclared","Operational Research","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Undeclared","Operational Research","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Undeclared","Other","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Undeclared","Other","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Undeclared","Other","Undeclared","5","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Undeclared","Other","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Undeclared","Planning","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Undeclared","Planning","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Undeclared","Planning Inspectors","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Undeclared","Planning Inspectors","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Undeclared","Policy","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Undeclared","Policy","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Undeclared","Policy","Undeclared","25","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Undeclared","Policy","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Undeclared","Project Delivery","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Undeclared","Project Delivery","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Undeclared","Project Delivery","Undeclared","5","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Undeclared","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Undeclared","Property","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Undeclared","Property","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Undeclared","Property","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Undeclared","Psychology","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Undeclared","Psychology","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Undeclared","Science and Engineering","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Undeclared","Science and Engineering","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Undeclared","Science and Engineering","Undeclared","20","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Undeclared","Security","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Undeclared","Security","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Undeclared","Security","Undeclared","5","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Undeclared","Social Research","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Undeclared","Social Research","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Undeclared","Statistics","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Undeclared","Statistics","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Undeclared","Tax","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Undeclared","Tax","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Undeclared","Tax","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Undeclared","Unknown","Heterosexual / straight","15","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Undeclared","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Undeclared","Unknown","Undeclared","95","[c]","29860","27570"
"New entrant CS","2021","Undeclared","Undeclared","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Undeclared","Veterinarian","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Undeclared","Veterinarian","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Unknown","Commercial","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Unknown","Commercial","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Unknown","Commercial","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Unknown","Communications","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Unknown","Communications","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Unknown","Communications","Unknown","10","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Unknown","Corporate Finance","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Unknown","Corporate Finance","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Unknown","Counter Fraud","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Unknown","Counter Fraud","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Unknown","Digital, Data and Technology","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Unknown","Digital, Data and Technology","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Unknown","Digital, Data and Technology","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Unknown","Economics","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Unknown","Economics","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Unknown","Economics","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Unknown","Economics","Unknown","15","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Unknown","Finance","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Unknown","Finance","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Unknown","Finance","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Unknown","Human Resources","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Unknown","Human Resources","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Unknown","Human Resources","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Unknown","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Unknown","Inspector of Education and Training","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Unknown","Inspector of Education and Training","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Unknown","Intelligence Analysis","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Unknown","Intelligence Analysis","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Unknown","Internal Audit","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Unknown","Internal Audit","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Unknown","International Trade","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Unknown","International Trade","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Unknown","Knowledge and Information Management","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Unknown","Knowledge and Information Management","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Unknown","Legal","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Unknown","Legal","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Unknown","Medicine","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Unknown","Medicine","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Unknown","Operational Delivery","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Unknown","Operational Delivery","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Unknown","Operational Delivery","Undeclared","5","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Unknown","Operational Delivery","Unknown","10","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Unknown","Operational Research","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Unknown","Operational Research","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Unknown","Other","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Unknown","Other","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Unknown","Other","Unknown","30","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Unknown","Planning","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Unknown","Planning","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Unknown","Planning Inspectors","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Unknown","Planning Inspectors","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Unknown","Policy","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Unknown","Policy","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Unknown","Policy","Undeclared","10","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Unknown","Policy","Unknown","35","[c]","35460","34710"
"New entrant CS","2021","Undeclared","Unknown","Project Delivery","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Unknown","Project Delivery","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Unknown","Project Delivery","Unknown","20","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Unknown","Property","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Unknown","Property","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Unknown","Psychology","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Unknown","Psychology","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Unknown","Science and Engineering","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Unknown","Science and Engineering","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Unknown","Science and Engineering","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Unknown","Security","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Unknown","Security","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Unknown","Security","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Unknown","Social Research","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Unknown","Social Research","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Unknown","Social Research","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Unknown","Statistics","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Unknown","Statistics","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Unknown","Statistics","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Unknown","Tax","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Unknown","Tax","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Unknown","Tax","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Unknown","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Unknown","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Unknown","Unknown","Unknown","30","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Unknown","Veterinarian","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Unknown","Veterinarian","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","White","Commercial","Heterosexual / straight","5","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","White","Commercial","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","White","Commercial","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","White","Commercial","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","White","Communications","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","White","Communications","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","White","Communications","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","White","Communications","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","White","Corporate Finance","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","White","Corporate Finance","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","White","Corporate Finance","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","White","Corporate Finance","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","White","Counter Fraud","Heterosexual / straight","10","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","White","Counter Fraud","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","White","Counter Fraud","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","White","Counter Fraud","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","White","Digital, Data and Technology","Heterosexual / straight","15","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","White","Digital, Data and Technology","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","White","Digital, Data and Technology","Undeclared","5","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","White","Digital, Data and Technology","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","White","Economics","Heterosexual / straight","5","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","White","Economics","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","White","Economics","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","White","Economics","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","White","Finance","Heterosexual / straight","10","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","White","Finance","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","White","Finance","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","White","Finance","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","White","Human Resources","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","White","Human Resources","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","White","Human Resources","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","White","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","White","Inspector of Education and Training","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","White","Inspector of Education and Training","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","White","Inspector of Education and Training","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","White","Inspector of Education and Training","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","White","Intelligence Analysis","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","White","Intelligence Analysis","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","White","Intelligence Analysis","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","White","Intelligence Analysis","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","White","Internal Audit","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","White","Internal Audit","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","White","Internal Audit","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","White","Internal Audit","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","White","International Trade","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","White","International Trade","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","White","International Trade","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","White","International Trade","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","White","Knowledge and Information Management","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","White","Knowledge and Information Management","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","White","Knowledge and Information Management","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","White","Knowledge and Information Management","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","White","Legal","Heterosexual / straight","5","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","White","Legal","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","White","Legal","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","White","Legal","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","White","Medicine","Heterosexual / straight","10","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","White","Medicine","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","White","Medicine","Undeclared","5","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","White","Medicine","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","White","Operational Delivery","Heterosexual / straight","180","[c]","28050","23140"
"New entrant CS","2021","Undeclared","White","Operational Delivery","LGBO","25","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","White","Operational Delivery","Undeclared","40","[c]","32280","29570"
"New entrant CS","2021","Undeclared","White","Operational Delivery","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","White","Operational Research","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","White","Operational Research","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","White","Operational Research","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","White","Operational Research","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","White","Other","Heterosexual / straight","25","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","White","Other","LGBO","5","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","White","Other","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","White","Other","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","White","Planning","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","White","Planning","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","White","Planning","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","White","Planning","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","White","Planning Inspectors","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","White","Planning Inspectors","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","White","Planning Inspectors","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","White","Planning Inspectors","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","White","Policy","Heterosexual / straight","55","[c]","37600","33570"
"New entrant CS","2021","Undeclared","White","Policy","LGBO","10","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","White","Policy","Undeclared","15","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","White","Policy","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","White","Project Delivery","Heterosexual / straight","10","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","White","Project Delivery","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","White","Project Delivery","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","White","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","White","Property","Heterosexual / straight","10","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","White","Property","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","White","Property","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","White","Property","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","White","Psychology","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","White","Psychology","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","White","Psychology","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","White","Psychology","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","White","Science and Engineering","Heterosexual / straight","25","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","White","Science and Engineering","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","White","Science and Engineering","Undeclared","5","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","White","Science and Engineering","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","White","Security","Heterosexual / straight","10","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","White","Security","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","White","Security","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","White","Security","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","White","Social Research","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","White","Social Research","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","White","Social Research","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","White","Social Research","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","White","Statistics","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","White","Statistics","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","White","Statistics","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","White","Statistics","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","White","Tax","Heterosexual / straight","20","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","White","Tax","LGBO","10","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","White","Tax","Undeclared","5","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","White","Tax","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","White","Unknown","Heterosexual / straight","300","[c]","26010","27570"
