"Status","Year","Disability","Ethnicity","Function_of_post","Profession_of_post","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2021","Undeclared","Black","Digital, Data & Technology","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Black","Digital, Data & Technology","Science and Engineering","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Black","Digital, Data & Technology","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Black","Digital, Data & Technology","Tax","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Black","Digital, Data & Technology","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Black","Finance","Corporate Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Black","Finance","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Black","Finance","Economics","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Black","Finance","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Black","Finance","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Black","Finance","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Black","Finance","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Black","Finance","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Black","Finance","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Black","Finance","Statistics","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Black","Finance","Tax","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Black","Finance","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Black","Grants Management","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Black","Grants Management","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Black","Human Resources","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Black","Human Resources","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Black","Human Resources","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Black","Human Resources","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Black","Human Resources","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Black","Human Resources","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Black","Human Resources","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Black","Human Resources","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Black","Human Resources","Tax","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Black","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Black","Internal Audit","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Black","Internal Audit","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Black","Legal","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Black","Legal","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Black","Legal","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Black","Legal","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Black","Legal","Tax","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Black","Legal","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Black","No function","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Black","No function","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Black","No function","Corporate Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Black","No function","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Black","No function","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Black","No function","Economics","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Black","No function","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Black","No function","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Black","No function","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Black","No function","Intelligence Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Black","No function","International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Black","No function","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Black","No function","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Black","No function","Medicine","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Black","No function","Operational Delivery","20","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Black","No function","Operational Research","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Black","No function","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Black","No function","Planning","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Black","No function","Planning Inspectors","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Black","No function","Policy","5","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Black","No function","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Black","No function","Psychology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Black","No function","Science and Engineering","5","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Black","No function","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Black","No function","Social Research","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Black","No function","Statistics","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Black","No function","Tax","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Black","No function","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Black","No function","Veterinarian","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Black","Project Delivery","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Black","Project Delivery","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Black","Project Delivery","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Black","Project Delivery","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Black","Project Delivery","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Black","Project Delivery","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Black","Project Delivery","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Black","Project Delivery","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Black","Project Delivery","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Black","Project Delivery","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Black","Project Delivery","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Black","Project Delivery","Science and Engineering","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Black","Project Delivery","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Black","Project Delivery","Tax","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Black","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Black","Property","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Black","Property","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Black","Property","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Black","Property","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Black","Property","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Black","Property","Planning","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Black","Property","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Black","Property","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Black","Property","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Black","Property","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Black","Security","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Black","Security","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Black","Security","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Black","Unknown","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Black","Unknown","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Black","Unknown","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Black","Unknown","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Black","Unknown","Economics","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Black","Unknown","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Black","Unknown","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Black","Unknown","Intelligence Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Black","Unknown","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Black","Unknown","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Black","Unknown","Medicine","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Black","Unknown","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Black","Unknown","Operational Research","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Black","Unknown","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Black","Unknown","Planning","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Black","Unknown","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Black","Unknown","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Black","Unknown","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Black","Unknown","Science and Engineering","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Black","Unknown","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Black","Unknown","Social Research","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Black","Unknown","Statistics","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Black","Unknown","Unknown","50","[c]","28310","31060"
"New entrant CS","2021","Undeclared","Black","Unknown","Veterinarian","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Chinese","Analysis","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Chinese","Analysis","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Chinese","Analysis","Economics","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Chinese","Analysis","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Chinese","Analysis","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Chinese","Analysis","Intelligence Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Chinese","Analysis","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Chinese","Analysis","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Chinese","Analysis","Operational Research","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Chinese","Analysis","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Chinese","Analysis","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Chinese","Analysis","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Chinese","Analysis","Science and Engineering","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Chinese","Analysis","Social Research","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Chinese","Analysis","Statistics","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Chinese","Analysis","Tax","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Chinese","Analysis","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Chinese","Commercial","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Chinese","Commercial","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Chinese","Commercial","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Chinese","Commercial","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Chinese","Commercial","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Chinese","Commercial","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Chinese","Commercial","Science and Engineering","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Chinese","Commercial","Tax","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Chinese","Commercial","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Chinese","Communications","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Chinese","Communications","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Chinese","Communications","Economics","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Chinese","Communications","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Chinese","Communications","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Chinese","Communications","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Chinese","Communications","Tax","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Chinese","Communications","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Chinese","Counter Fraud","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Chinese","Counter Fraud","Intelligence Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Chinese","Counter Fraud","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Chinese","Counter Fraud","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Chinese","Counter Fraud","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Chinese","Counter Fraud","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Chinese","Counter Fraud","Tax","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Chinese","Counter Fraud","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Chinese","Debt","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Chinese","Debt","Tax","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Chinese","Debt","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Chinese","Digital, Data & Technology","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Chinese","Digital, Data & Technology","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Chinese","Digital, Data & Technology","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Chinese","Digital, Data & Technology","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Chinese","Digital, Data & Technology","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Chinese","Digital, Data & Technology","Operational Research","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Chinese","Digital, Data & Technology","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Chinese","Digital, Data & Technology","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Chinese","Digital, Data & Technology","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Chinese","Digital, Data & Technology","Science and Engineering","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Chinese","Digital, Data & Technology","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Chinese","Digital, Data & Technology","Tax","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Chinese","Digital, Data & Technology","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Chinese","Finance","Corporate Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Chinese","Finance","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Chinese","Finance","Economics","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Chinese","Finance","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Chinese","Finance","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Chinese","Finance","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Chinese","Finance","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Chinese","Finance","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Chinese","Finance","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Chinese","Finance","Statistics","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Chinese","Finance","Tax","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Chinese","Finance","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Chinese","Grants Management","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Chinese","Grants Management","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Chinese","Human Resources","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Chinese","Human Resources","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Chinese","Human Resources","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Chinese","Human Resources","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Chinese","Human Resources","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Chinese","Human Resources","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Chinese","Human Resources","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Chinese","Human Resources","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Chinese","Human Resources","Tax","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Chinese","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Chinese","Internal Audit","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Chinese","Internal Audit","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Chinese","Legal","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Chinese","Legal","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Chinese","Legal","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Chinese","Legal","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Chinese","Legal","Tax","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Chinese","Legal","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Chinese","No function","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Chinese","No function","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Chinese","No function","Corporate Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Chinese","No function","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Chinese","No function","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Chinese","No function","Economics","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Chinese","No function","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Chinese","No function","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Chinese","No function","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Chinese","No function","Intelligence Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Chinese","No function","International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Chinese","No function","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Chinese","No function","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Chinese","No function","Medicine","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Chinese","No function","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Chinese","No function","Operational Research","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Chinese","No function","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Chinese","No function","Planning","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Chinese","No function","Planning Inspectors","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Chinese","No function","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Chinese","No function","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Chinese","No function","Psychology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Chinese","No function","Science and Engineering","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Chinese","No function","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Chinese","No function","Social Research","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Chinese","No function","Statistics","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Chinese","No function","Tax","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Chinese","No function","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Chinese","No function","Veterinarian","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Chinese","Project Delivery","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Chinese","Project Delivery","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Chinese","Project Delivery","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Chinese","Project Delivery","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Chinese","Project Delivery","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Chinese","Project Delivery","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Chinese","Project Delivery","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Chinese","Project Delivery","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Chinese","Project Delivery","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Chinese","Project Delivery","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Chinese","Project Delivery","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Chinese","Project Delivery","Science and Engineering","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Chinese","Project Delivery","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Chinese","Project Delivery","Tax","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Chinese","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Chinese","Property","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Chinese","Property","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Chinese","Property","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Chinese","Property","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Chinese","Property","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Chinese","Property","Planning","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Chinese","Property","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Chinese","Property","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Chinese","Property","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Chinese","Property","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Chinese","Security","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Chinese","Security","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Chinese","Security","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Chinese","Unknown","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Chinese","Unknown","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Chinese","Unknown","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Chinese","Unknown","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Chinese","Unknown","Economics","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Chinese","Unknown","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Chinese","Unknown","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Chinese","Unknown","Intelligence Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Chinese","Unknown","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Chinese","Unknown","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Chinese","Unknown","Medicine","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Chinese","Unknown","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Chinese","Unknown","Operational Research","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Chinese","Unknown","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Chinese","Unknown","Planning","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Chinese","Unknown","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Chinese","Unknown","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Chinese","Unknown","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Chinese","Unknown","Science and Engineering","[c]","[c]","[c]","[c]"
