"Status","Year","Disability","Responsibility_level_grouped","Sex","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2021","Declared disabled","Unknown","Female","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Unknown","Male","Heterosexual / straight","15","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Unknown","Male","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Unknown","Male","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Unknown","Male","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Unknown","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Unknown","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Unknown","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Unknown","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","AA/AO","Female","Heterosexual / straight","4930","[c]","21410","21010"
"New entrant CS","2021","Declared non-disabled","AA/AO","Female","LGBO","415","[c]","21680","21010"
"New entrant CS","2021","Declared non-disabled","AA/AO","Female","Undeclared","250","[c]","21270","21010"
"New entrant CS","2021","Declared non-disabled","AA/AO","Female","Unknown","110","[c]","21000","20920"
"New entrant CS","2021","Declared non-disabled","AA/AO","Male","Heterosexual / straight","4245","[c]","22050","21010"
"New entrant CS","2021","Declared non-disabled","AA/AO","Male","LGBO","370","[c]","21350","21010"
"New entrant CS","2021","Declared non-disabled","AA/AO","Male","Undeclared","180","[c]","21540","21010"
"New entrant CS","2021","Declared non-disabled","AA/AO","Male","Unknown","105","[c]","22840","21050"
"New entrant CS","2021","Declared non-disabled","AA/AO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","AA/AO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","AA/AO","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","AA/AO","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","EO","Female","Heterosexual / straight","5830","[c]","27930","27570"
"New entrant CS","2021","Declared non-disabled","EO","Female","LGBO","425","[c]","27760","27570"
"New entrant CS","2021","Declared non-disabled","EO","Female","Undeclared","305","[c]","27770","27570"
"New entrant CS","2021","Declared non-disabled","EO","Female","Unknown","70","[c]","26570","26270"
"New entrant CS","2021","Declared non-disabled","EO","Male","Heterosexual / straight","3750","[c]","27800","27570"
"New entrant CS","2021","Declared non-disabled","EO","Male","LGBO","470","[c]","27660","27570"
"New entrant CS","2021","Declared non-disabled","EO","Male","Undeclared","180","[c]","27540","27570"
"New entrant CS","2021","Declared non-disabled","EO","Male","Unknown","75","[c]","26040","25560"
"New entrant CS","2021","Declared non-disabled","EO","Unknown","Heterosexual / straight","5","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","EO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","EO","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","EO","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","G6/G7","Female","Heterosexual / straight","690","[c]","57070","54110"
"New entrant CS","2021","Declared non-disabled","G6/G7","Female","LGBO","40","[c]","55590","53380"
"New entrant CS","2021","Declared non-disabled","G6/G7","Female","Undeclared","50","[c]","57860","53680"
"New entrant CS","2021","Declared non-disabled","G6/G7","Female","Unknown","25","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","G6/G7","Male","Heterosexual / straight","780","[c]","58190","55000"
"New entrant CS","2021","Declared non-disabled","G6/G7","Male","LGBO","60","[c]","57770","54700"
"New entrant CS","2021","Declared non-disabled","G6/G7","Male","Undeclared","55","[c]","61750","58940"
"New entrant CS","2021","Declared non-disabled","G6/G7","Male","Unknown","30","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","G6/G7","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","G6/G7","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","G6/G7","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","G6/G7","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","SCS level","Female","Heterosexual / straight","60","[c]","94560","90000"
"New entrant CS","2021","Declared non-disabled","SCS level","Female","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","SCS level","Female","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","SCS level","Female","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","SCS level","Male","Heterosexual / straight","85","[c]","98630","92500"
"New entrant CS","2021","Declared non-disabled","SCS level","Male","LGBO","10","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","SCS level","Male","Undeclared","10","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","SCS level","Male","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","SCS level","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","SCS level","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","SCS level","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","SCS level","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","SEO/HEO","Female","Heterosexual / straight","2610","[c]","34970","34020"
"New entrant CS","2021","Declared non-disabled","SEO/HEO","Female","LGBO","195","[c]","34160","33300"
"New entrant CS","2021","Declared non-disabled","SEO/HEO","Female","Undeclared","215","[c]","34300","33570"
"New entrant CS","2021","Declared non-disabled","SEO/HEO","Female","Unknown","95","[c]","35610","35680"
"New entrant CS","2021","Declared non-disabled","SEO/HEO","Male","Heterosexual / straight","2180","[c]","35360","34020"
"New entrant CS","2021","Declared non-disabled","SEO/HEO","Male","LGBO","220","[c]","34680","34020"
"New entrant CS","2021","Declared non-disabled","SEO/HEO","Male","Undeclared","140","[c]","35450","34500"
"New entrant CS","2021","Declared non-disabled","SEO/HEO","Male","Unknown","90","[c]","35690","35680"
"New entrant CS","2021","Declared non-disabled","SEO/HEO","Unknown","Heterosexual / straight","5","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","SEO/HEO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","SEO/HEO","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","SEO/HEO","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Unknown","Female","Heterosexual / straight","680","[c]","23850","22920"
"New entrant CS","2021","Declared non-disabled","Unknown","Female","LGBO","45","[c]","22430","22920"
"New entrant CS","2021","Declared non-disabled","Unknown","Female","Undeclared","25","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Unknown","Female","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Unknown","Male","Heterosexual / straight","255","[c]","30140","24020"
"New entrant CS","2021","Declared non-disabled","Unknown","Male","LGBO","25","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Unknown","Male","Undeclared","10","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Unknown","Male","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Unknown","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Unknown","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Unknown","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Unknown","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","AA/AO","Female","Heterosexual / straight","180","[c]","21470","21010"
"New entrant CS","2021","Undeclared","AA/AO","Female","LGBO","20","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","AA/AO","Female","Undeclared","55","[c]","21090","20970"
"New entrant CS","2021","Undeclared","AA/AO","Female","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","AA/AO","Male","Heterosexual / straight","140","[c]","21740","21010"
"New entrant CS","2021","Undeclared","AA/AO","Male","LGBO","25","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","AA/AO","Male","Undeclared","65","[c]","21760","21010"
"New entrant CS","2021","Undeclared","AA/AO","Male","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","AA/AO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","AA/AO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","EO","Female","Heterosexual / straight","230","[c]","27810","27570"
"New entrant CS","2021","Undeclared","EO","Female","LGBO","40","[c]","27530","27570"
"New entrant CS","2021","Undeclared","EO","Female","Undeclared","80","[c]","27830","27570"
"New entrant CS","2021","Undeclared","EO","Female","Unknown","35","[c]","26590","29970"
"New entrant CS","2021","Undeclared","EO","Male","Heterosexual / straight","140","[c]","28040","27570"
"New entrant CS","2021","Undeclared","EO","Male","LGBO","25","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","EO","Male","Undeclared","75","[c]","27000","27570"
"New entrant CS","2021","Undeclared","EO","Male","Unknown","20","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","EO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","EO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","G6/G7","Female","Heterosexual / straight","45","[c]","57490","55880"
"New entrant CS","2021","Undeclared","G6/G7","Female","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","G6/G7","Female","Undeclared","25","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","G6/G7","Female","Unknown","15","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","G6/G7","Male","Heterosexual / straight","20","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","G6/G7","Male","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","G6/G7","Male","Undeclared","40","[c]","58960","56880"
"New entrant CS","2021","Undeclared","G6/G7","Male","Unknown","15","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","G6/G7","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","G6/G7","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","SCS level","Female","Heterosexual / straight","5","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","SCS level","Female","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","SCS level","Female","Undeclared","5","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","SCS level","Female","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","SCS level","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","SCS level","Male","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","SCS level","Male","Undeclared","5","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","SCS level","Male","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","SCS level","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","SCS level","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","SEO/HEO","Female","Heterosexual / straight","135","[c]","34560","33210"
"New entrant CS","2021","Undeclared","SEO/HEO","Female","LGBO","25","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","SEO/HEO","Female","Undeclared","80","[c]","35290","33640"
"New entrant CS","2021","Undeclared","SEO/HEO","Female","Unknown","50","[c]","34230","34710"
"New entrant CS","2021","Undeclared","SEO/HEO","Male","Heterosexual / straight","90","[c]","34910","33440"
"New entrant CS","2021","Undeclared","SEO/HEO","Male","LGBO","20","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","SEO/HEO","Male","Undeclared","65","[c]","34150","33300"
"New entrant CS","2021","Undeclared","SEO/HEO","Male","Unknown","60","[c]","33070","34710"
"New entrant CS","2021","Undeclared","SEO/HEO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","SEO/HEO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Unknown","Female","Heterosexual / straight","15","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Unknown","Female","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Unknown","Female","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Unknown","Female","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Unknown","Male","Heterosexual / straight","10","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Unknown","Male","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Unknown","Male","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Unknown","Male","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Unknown","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Unknown","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","AA/AO","Female","Heterosexual / straight","570","[c]","21320","21010"
"New entrant CS","2021","Unknown","AA/AO","Female","LGBO","50","[c]","22190","22150"
"New entrant CS","2021","Unknown","AA/AO","Female","Undeclared","75","[c]","21270","20850"
"New entrant CS","2021","Unknown","AA/AO","Female","Unknown","3650","[c]","21110","20600"
"New entrant CS","2021","Unknown","AA/AO","Male","Heterosexual / straight","325","[c]","22000","21430"
"New entrant CS","2021","Unknown","AA/AO","Male","LGBO","45","[c]","22190","22350"
"New entrant CS","2021","Unknown","AA/AO","Male","Undeclared","40","[c]","21260","20800"
"New entrant CS","2021","Unknown","AA/AO","Male","Unknown","3420","[c]","21810","20810"
"New entrant CS","2021","Unknown","AA/AO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","AA/AO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","AA/AO","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","AA/AO","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","EO","Female","Heterosexual / straight","635","[c]","28300","27570"
"New entrant CS","2021","Unknown","EO","Female","LGBO","60","[c]","27670","26970"
"New entrant CS","2021","Unknown","EO","Female","Undeclared","45","[c]","27950","27610"
"New entrant CS","2021","Unknown","EO","Female","Unknown","2040","[c]","26810","27500"
"New entrant CS","2021","Unknown","EO","Male","Heterosexual / straight","485","[c]","28550","27570"
"New entrant CS","2021","Unknown","EO","Male","LGBO","45","[c]","27960","27570"
"New entrant CS","2021","Unknown","EO","Male","Undeclared","40","[c]","27800","27510"
"New entrant CS","2021","Unknown","EO","Male","Unknown","1785","[c]","26410","26130"
"New entrant CS","2021","Unknown","EO","Unknown","Heterosexual / straight","5","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","EO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","EO","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","G6/G7","Female","Heterosexual / straight","240","[c]","53990","52330"
"New entrant CS","2021","Unknown","G6/G7","Female","LGBO","10","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","G6/G7","Female","Undeclared","20","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","G6/G7","Female","Unknown","560","[c]","58450","55480"
"New entrant CS","2021","Unknown","G6/G7","Male","Heterosexual / straight","240","[c]","55310","53360"
"New entrant CS","2021","Unknown","G6/G7","Male","LGBO","15","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","G6/G7","Male","Undeclared","20","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","G6/G7","Male","Unknown","590","[c]","59530","56860"
"New entrant CS","2021","Unknown","G6/G7","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","G6/G7","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","G6/G7","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","SCS level","Female","Heterosexual / straight","15","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","SCS level","Female","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","SCS level","Female","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","SCS level","Female","Unknown","115","[c]","84860","74000"
"New entrant CS","2021","Unknown","SCS level","Male","Heterosexual / straight","20","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","SCS level","Male","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","SCS level","Male","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","SCS level","Male","Unknown","150","[c]","91880","74000"
"New entrant CS","2021","Unknown","SCS level","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","SCS level","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","SCS level","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","SEO/HEO","Female","Heterosexual / straight","570","[c]","35920","36500"
"New entrant CS","2021","Unknown","SEO/HEO","Female","LGBO","55","[c]","33940","32790"
"New entrant CS","2021","Unknown","SEO/HEO","Female","Undeclared","55","[c]","35240","33570"
"New entrant CS","2021","Unknown","SEO/HEO","Female","Unknown","1805","[c]","33570","32790"
"New entrant CS","2021","Unknown","SEO/HEO","Male","Heterosexual / straight","535","[c]","36460","36500"
"New entrant CS","2021","Unknown","SEO/HEO","Male","LGBO","50","[c]","35860","35050"
"New entrant CS","2021","Unknown","SEO/HEO","Male","Undeclared","45","[c]","37870","38000"
"New entrant CS","2021","Unknown","SEO/HEO","Male","Unknown","1555","[c]","34330","32790"
"New entrant CS","2021","Unknown","SEO/HEO","Unknown","Heterosexual / straight","10","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","SEO/HEO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","SEO/HEO","Unknown","Unknown","15","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Unknown","Female","Heterosexual / straight","25","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Unknown","Female","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Unknown","Female","Undeclared","5","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Unknown","Female","Unknown","510","[c]","22760","22920"
"New entrant CS","2021","Unknown","Unknown","Male","Heterosexual / straight","10","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Unknown","Male","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Unknown","Male","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Unknown","Male","Unknown","245","[c]","24020","22350"
"New entrant CS","2021","Unknown","Unknown","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Unknown","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Notes","Summary figures are suppressed when information relates to less than 5 civil servants for FTE or Headcount, and less than 10 civil servants for median and mean salary (shown as [c]). Zero responses and salaries for less than 30 civil servants have been suppressed for GPDR special category data. FTE figures are not shown for entrants or leavers due to data quality concerns for these groups. Figures are rounded to the nearest 5, or £10 as appropriate.","","","","","","","",""
"Data source","All figures are aggregated from the Cabinet Office Annual Civil Service Employment Survey collection. https://www.gov.uk/government/collections/civil-service-statistics","","","","","","","",""
"Version","Generated on 2023-02-17, with GIT 71a76ea.","","","","","","","",""
"Data column","Description","","","","","","","",""
"Status","Employment status of the civil servants.","","","","","","","",""
"","In post - includes staff that were in post on the reference date (31 March).","","","","","","","",""
"","New entrant CS - includes new entrants to the Civil Service over the year (1 April to 31 March).","","","","","","","",""
"","Leaver CS - includes leavers from the Civil Service over the year (1 April to 31 March). This includes employees who have an Unknown leaving cause.","","","","","","","",""
"","Leaver Dept. - includes leavers from the department over the year (1 April to 31 March), who did not leave the Civil Service.","","","","","","","",""
"","Five organisations do not report when their employees first entered the Civil Service and so entrants data for these organisations is not available . These are as follows: Foreign Commonwealth and Development Office (excl. agencies), Foreign Commonwealth and Development Office Services, Defence Electronics and Components Agency, Scottish Forestry and Forest and Land Scotland. A further three organisations also could not provide entrants data in 2021. These are as follows: Department for International Development, Foreign and Commonwealth Office (excl. agencies) and Royal Fleet Auxiliary.","","","","","","","",""
"Year","Year of data collection (as at 31 March).","","","","","","","",""
"Responsibility_level_grouped","With the exception of the centrally managed Senior Civil Service, government departments have delegated pay and grading. For statistical purposes departments are asked to map their grades to a common framework by responsibility level.","","","","","","","",""
"","This table shows staff in their substantive responsibility level unless on temporary promotion in which case staff are recorded at the higher responsibility level.","","","","","","","",""
"","Responsibility_level_grouped combines the mapped grades into five broad responsibility levels. This is the headline measure for responsibility level for the Civil Service and is consistent with the published National Statistics.","","","","","","","",""
"Sex","Self reported sex.","","","","","","","",""
"","""Unknown"" accounts for employees who were recorded with an unknown sex.","","","","","","","",""
"Disability","Self reported disability.","","","","","","","",""
"","""Undeclared"" accounts for employees who have actively declared that they do not want to disclose their disability status and ""Unknown"" accounts for employees who have not made an active declaration about their disability status.","","","","","","","",""
"Sexual_orientation","Self reported sexual orientation.","","","","","","","",""
"","""Undeclared"" accounts for employees who have actively declared that they do not want to disclose their sexual orientation and ""Unknown"" accounts for employees who have not made an active declaration about their sexual orientation.","","","","","","","",""
"Headcount","Total number of civil servants (rounded to nearest 5).","","","","","","","",""
"FTE","Total full-time equivalent (FTE) employment numbers (rounded to nearest 5).","","","","","","","",""
"","FTE figures are not shown for entrants or leavers due to data quality concerns for these groups.","","","","","","","",""
"Mean_salary","Average salary (mean, rounded to nearest £10). For part-time employees, salaries represent the full-time equivalent earnings, while for full-time employees they are the actual annual gross salaries.","","","","","","","",""
"","These figures should be interpreted with caution when the total number of employees in a group is small, as they will tend to show more variability than larger groups (i.e. may be much higher or lower than can be explained by the data shown).","","","","","","","",""
"Median_salary","Median salary (rounded to nearest £10). For part-time employees, salaries represent the full-time equivalent earnings, while for full-time employees they are the actual annual gross salaries.","","","","","","","",""
"","These figures should be interpreted with caution when the total number of employees in a group is small, as they will tend to show more variability than larger groups (i.e. may be much higher or lower than can be explained by the data shown).","","","","","","","",""
