"Status","Year","Function_of_post","Region_london","Responsibility_level_ungrouped","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2021","No function","London","SEO","665","[c]","40390","40070"
"New entrant CS","2021","No function","London","Unknown","255","[c]","26310","26810"
"New entrant CS","2021","No function","Outside London","AA","1605","[c]","19470","20600"
"New entrant CS","2021","No function","Outside London","AO","7045","[c]","21610","20800"
"New entrant CS","2021","No function","Outside London","EO","1955","[c]","25880","24920"
"New entrant CS","2021","No function","Outside London","G6","75","[c]","66900","63920"
"New entrant CS","2021","No function","Outside London","G7","345","[c]","54210","49960"
"New entrant CS","2021","No function","Outside London","HEO","1410","[c]","30770","30030"
"New entrant CS","2021","No function","Outside London","SCS level","65","[c]","99060","98480"
"New entrant CS","2021","No function","Outside London","SEO","700","[c]","38690","37020"
"New entrant CS","2021","No function","Outside London","Unknown","1180","[c]","22200","22920"
"New entrant CS","2021","No function","Overseas","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","No function","Overseas","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","No function","Unknown","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2021","No function","Unknown","AO","15","[c]","21540","22650"
"New entrant CS","2021","No function","Unknown","EO","5","[c]","[c]","[c]"
"New entrant CS","2021","No function","Unknown","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2021","No function","Unknown","G7","10","[c]","[c]","[c]"
"New entrant CS","2021","No function","Unknown","HEO","100","[c]","29210","28000"
"New entrant CS","2021","No function","Unknown","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","No function","Unknown","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","No function","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","London","AO","20","[c]","22960","23540"
"New entrant CS","2021","Project Delivery","London","EO","45","[c]","27780","27680"
"New entrant CS","2021","Project Delivery","London","G6","25","[c]","67240","65500"
"New entrant CS","2021","Project Delivery","London","G7","60","[c]","54950","54120"
"New entrant CS","2021","Project Delivery","London","HEO","135","[c]","33620","33570"
"New entrant CS","2021","Project Delivery","London","SCS level","20","[c]","95290","92500"
"New entrant CS","2021","Project Delivery","London","SEO","80","[c]","41170","40600"
"New entrant CS","2021","Project Delivery","Outside London","AA","10","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","Outside London","AO","45","[c]","21640","20980"
"New entrant CS","2021","Project Delivery","Outside London","EO","410","[c]","22860","24150"
"New entrant CS","2021","Project Delivery","Outside London","G6","30","[c]","65380","64260"
"New entrant CS","2021","Project Delivery","Outside London","G7","150","[c]","52420","52580"
"New entrant CS","2021","Project Delivery","Outside London","HEO","330","[c]","31040","31810"
"New entrant CS","2021","Project Delivery","Outside London","SCS level","5","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","Outside London","SEO","355","[c]","40450","40000"
"New entrant CS","2021","Project Delivery","Outside London","Unknown","150","[c]","35590","33000"
"New entrant CS","2021","Project Delivery","Unknown","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","Unknown","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","London","AO","5","[c]","[c]","[c]"
"New entrant CS","2021","Property","London","EO","25","[c]","27710","27880"
"New entrant CS","2021","Property","London","G6","5","[c]","[c]","[c]"
"New entrant CS","2021","Property","London","G7","10","[c]","56770","55160"
"New entrant CS","2021","Property","London","HEO","15","[c]","33520","33750"
"New entrant CS","2021","Property","London","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","London","SEO","15","[c]","41010","42470"
"New entrant CS","2021","Property","Outside London","AA","60","[c]","18350","18760"
"New entrant CS","2021","Property","Outside London","AO","190","[c]","21870","20880"
"New entrant CS","2021","Property","Outside London","EO","140","[c]","25160","24870"
"New entrant CS","2021","Property","Outside London","G6","10","[c]","66230","67010"
"New entrant CS","2021","Property","Outside London","G7","40","[c]","50930","52200"
"New entrant CS","2021","Property","Outside London","HEO","135","[c]","31560","32000"
"New entrant CS","2021","Property","Outside London","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","Outside London","SEO","70","[c]","39990","40380"
"New entrant CS","2021","Property","Outside London","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","Overseas","HEO","5","[c]","[c]","[c]"
"New entrant CS","2021","Property","Overseas","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","Unknown","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","Unknown","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","Unknown","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Security","London","AA","15","[c]","22130","22650"
"New entrant CS","2021","Security","London","AO","30","[c]","30560","29370"
"New entrant CS","2021","Security","London","EO","35","[c]","27630","27500"
"New entrant CS","2021","Security","London","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Security","London","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Security","London","HEO","25","[c]","33050","33950"
"New entrant CS","2021","Security","London","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Security","London","SEO","10","[c]","43660","41760"
"New entrant CS","2021","Security","Outside London","AA","210","[c]","19870","19560"
"New entrant CS","2021","Security","Outside London","AO","335","[c]","27270","24540"
"New entrant CS","2021","Security","Outside London","EO","75","[c]","26490","24620"
"New entrant CS","2021","Security","Outside London","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Security","Outside London","G7","10","[c]","[c]","[c]"
"New entrant CS","2021","Security","Outside London","HEO","40","[c]","30390","29540"
"New entrant CS","2021","Security","Outside London","SEO","20","[c]","41020","38150"
"New entrant CS","2021","Security","Outside London","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Security","Overseas","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Security","Unknown","AO","20","[c]","20600","20800"
"New entrant CS","2021","Security","Unknown","EO","10","[c]","[c]","[c]"
"New entrant CS","2021","Security","Unknown","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Security","Unknown","HEO","5","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","London","AA","45","[c]","21770","22210"
"New entrant CS","2021","Unknown","London","AO","645","[c]","25020","25110"
"New entrant CS","2021","Unknown","London","EO","2990","[c]","30710","31060"
"New entrant CS","2021","Unknown","London","G6","45","[c]","71510","68720"
"New entrant CS","2021","Unknown","London","G7","200","[c]","57430","57430"
"New entrant CS","2021","Unknown","London","HEO","350","[c]","34570","35050"
"New entrant CS","2021","Unknown","London","SCS level","35","[c]","94240","88000"
"New entrant CS","2021","Unknown","London","SEO","225","[c]","42170","41950"
"New entrant CS","2021","Unknown","London","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Outside London","AA","555","[c]","19810","20060"
"New entrant CS","2021","Unknown","Outside London","AO","6170","[c]","21250","21010"
"New entrant CS","2021","Unknown","Outside London","EO","9320","[c]","27620","27570"
"New entrant CS","2021","Unknown","Outside London","G6","120","[c]","70700","67250"
"New entrant CS","2021","Unknown","Outside London","G7","415","[c]","55700","52800"
"New entrant CS","2021","Unknown","Outside London","HEO","740","[c]","32130","31410"
"New entrant CS","2021","Unknown","Outside London","SCS level","30","[c]","100390","95930"
"New entrant CS","2021","Unknown","Outside London","SEO","475","[c]","39780","38540"
"New entrant CS","2021","Unknown","Outside London","Unknown","20","[c]","38480","37960"
"New entrant CS","2021","Unknown","Overseas","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Overseas","EO","10","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Overseas","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Overseas","HEO","15","[c]","36870","33150"
"New entrant CS","2021","Unknown","Unknown","AO","70","[c]","21690","21010"
"New entrant CS","2021","Unknown","Unknown","EO","190","[c]","27670","27570"
"New entrant CS","2021","Unknown","Unknown","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Unknown","G7","15","[c]","54760","54070"
"New entrant CS","2021","Unknown","Unknown","HEO","30","[c]","32600","31990"
"New entrant CS","2021","Unknown","Unknown","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Unknown","SEO","25","[c]","37790","37500"
"New entrant CS","2021","Unknown","Unknown","Unknown","320","[c]","[c]","[c]"
"Notes","Summary figures are suppressed when information relates to less than 5 civil servants for FTE or Headcount, and less than 10 civil servants for median and mean salary (shown as [c]). Zero responses and salaries for less than 30 civil servants have been suppressed for GPDR special category data. FTE figures are not shown for entrants or leavers due to data quality concerns for these groups. Figures are rounded to the nearest 5, or £10 as appropriate.","","","","","","",""
"Data source","All figures are aggregated from the Cabinet Office Annual Civil Service Employment Survey collection. https://www.gov.uk/government/collections/civil-service-statistics","","","","","","",""
"Version","Generated on 2023-02-14, with GIT 71a76ea.","","","","","","",""
"Data column","Description","","","","","","",""
"Status","Employment status of the civil servants.","","","","","","",""
"","In post - includes staff that were in post on the reference date (31 March).","","","","","","",""
"","New entrant CS - includes new entrants to the Civil Service over the year (1 April to 31 March).","","","","","","",""
"","Leaver CS - includes leavers from the Civil Service over the year (1 April to 31 March). This includes employees who have an Unknown leaving cause.","","","","","","",""
"","Leaver Dept. - includes leavers from the department over the year (1 April to 31 March), who did not leave the Civil Service.","","","","","","",""
"","Five organisations do not report when their employees first entered the Civil Service and so entrants data for these organisations is not available . These are as follows: Foreign Commonwealth and Development Office (excl. agencies), Foreign Commonwealth and Development Office Services, Defence Electronics and Components Agency, Scottish Forestry and Forest and Land Scotland. A further three organisations also could not provide entrants data in 2021. These are as follows: Department for International Development, Foreign and Commonwealth Office (excl. agencies) and Royal Fleet Auxiliary.","","","","","","",""
"Year","Year of data collection (as at 31 March).","","","","","","",""
"Responsibility_level_ungrouped","With the exception of the centrally managed Senior Civil Service, government departments have delegated pay and grading. For statistical purposes departments are asked to map their grades to a common framework by responsibility level.","","","","","","",""
"","This table shows staff in their substantive responsibility level unless on temporary promotion in which case staff are recorded at the higher responsibility level.","","","","","","",""
"","Responsibility_level_ungrouped shows the mapped grades at a higher level of detail, however not all Government Departments / bodies have distinct grades that map exactly to these levels so figures should be considered as approximations and treated with caution.","","","","","","",""
"Region_london","Workplace postcode data are used to derive geographical information using the International Territorial Level (ITL) classification standard.","","","","","","",""
"","Region_london groups the ITL classifications into ""London"", ""Outside London"": all UK regions excluding London, ""Overseas"", and ""Unknown"".","","","","","","",""
"Function_of_post","Functions relate to the post occupied by the person and are not dependent on qualifications the individual may have.","","","","","","",""
"","The Department for Work and Pensions provided aggregated functions data for 2021, which are available in the Civil Service Statistics publication. However, figures in this browser are derived from individual level data and so are not available for this department in 2021.","","","","","","",""
"","Home Office, Welsh Government and Royal Fleet Auxiliary did not report any functions information for their employees.","","","","","","",""
"","Of the 20 bodies under the Scottish Government, 16 did not report any functions information for their employees.","","","","","","",""
"Headcount","Total number of civil servants (rounded to nearest 5).","","","","","","",""
"FTE","Total full-time equivalent (FTE) employment numbers (rounded to nearest 5).","","","","","","",""
"","FTE figures are not shown for entrants or leavers due to data quality concerns for these groups.","","","","","","",""
"Mean_salary","Average salary (mean, rounded to nearest £10). For part-time employees, salaries represent the full-time equivalent earnings, while for full-time employees they are the actual annual gross salaries.","","","","","","",""
"","These figures should be interpreted with caution when the total number of employees in a group is small, as they will tend to show more variability than larger groups (i.e. may be much higher or lower than can be explained by the data shown).","","","","","","",""
"Median_salary","Median salary (rounded to nearest £10). For part-time employees, salaries represent the full-time equivalent earnings, while for full-time employees they are the actual annual gross salaries.","","","","","","",""
"","These figures should be interpreted with caution when the total number of employees in a group is small, as they will tend to show more variability than larger groups (i.e. may be much higher or lower than can be explained by the data shown).","","","","","","",""
