"Status","Year","Function_of_post","Profession_of_post","Sex","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2021","Unknown","Internal Audit","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Internal Audit","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Knowledge and Information Management","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Knowledge and Information Management","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Knowledge and Information Management","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Legal","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Legal","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Medicine","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Medicine","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Medicine","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Operational Delivery","Female","270","[c]","29930","25220"
"Leaver Dept.","2021","Unknown","Operational Delivery","Male","190","[c]","28190","25120"
"Leaver Dept.","2021","Unknown","Operational Research","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Operational Research","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Other","Female","85","[c]","31190","27040"
"Leaver Dept.","2021","Unknown","Other","Male","55","[c]","37210","33300"
"Leaver Dept.","2021","Unknown","Policy","Female","220","[c]","47250","42170"
"Leaver Dept.","2021","Unknown","Policy","Male","115","[c]","46560","42330"
"Leaver Dept.","2021","Unknown","Policy","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Project Delivery","Female","55","[c]","39060","32960"
"Leaver Dept.","2021","Unknown","Project Delivery","Male","35","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Property","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Property","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Psychology","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Psychology","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Science and Engineering","Female","15","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Science and Engineering","Male","35","[c]","35030","33300"
"Leaver Dept.","2021","Unknown","Science and Engineering","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Security","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Security","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Social Research","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Social Research","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Statistics","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Statistics","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Tax","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Tax","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Unknown","Female","2195","[c]","31970","27570"
"Leaver Dept.","2021","Unknown","Unknown","Male","1805","[c]","33730","28230"
"Leaver Dept.","2021","Unknown","Unknown","Unknown","10","[c]","[c]","[c]"
"New entrant CS","2021","Analysis","Communications","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Analysis","Communications","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Analysis","Digital, Data and Technology","Female","5","[c]","[c]","[c]"
"New entrant CS","2021","Analysis","Digital, Data and Technology","Male","10","[c]","[c]","[c]"
"New entrant CS","2021","Analysis","Economics","Female","115","[c]","30740","31800"
"New entrant CS","2021","Analysis","Economics","Male","185","[c]","32190","31800"
"New entrant CS","2021","Analysis","Economics","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Analysis","Finance","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Analysis","Finance","Male","5","[c]","[c]","[c]"
"New entrant CS","2021","Analysis","Human Resources","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Analysis","Human Resources","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Analysis","Intelligence Analysis","Female","35","[c]","49940","53360"
"New entrant CS","2021","Analysis","Intelligence Analysis","Male","40","[c]","49920","53360"
"New entrant CS","2021","Analysis","Knowledge and Information Management","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Analysis","Knowledge and Information Management","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Analysis","Operational Delivery","Female","40","[c]","30370","29540"
"New entrant CS","2021","Analysis","Operational Delivery","Male","50","[c]","29010","29540"
"New entrant CS","2021","Analysis","Operational Delivery","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Analysis","Operational Research","Female","30","[c]","34050","33210"
"New entrant CS","2021","Analysis","Operational Research","Male","40","[c]","33170","34020"
"New entrant CS","2021","Analysis","Operational Research","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Analysis","Other","Female","10","[c]","[c]","[c]"
"New entrant CS","2021","Analysis","Other","Male","25","[c]","[c]","[c]"
"New entrant CS","2021","Analysis","Policy","Female","15","[c]","[c]","[c]"
"New entrant CS","2021","Analysis","Policy","Male","15","[c]","[c]","[c]"
"New entrant CS","2021","Analysis","Project Delivery","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Analysis","Project Delivery","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Analysis","Science and Engineering","Female","20","[c]","[c]","[c]"
"New entrant CS","2021","Analysis","Science and Engineering","Male","25","[c]","[c]","[c]"
"New entrant CS","2021","Analysis","Social Research","Female","130","[c]","32520","32540"
"New entrant CS","2021","Analysis","Social Research","Male","50","[c]","32650","32540"
"New entrant CS","2021","Analysis","Social Research","Unknown","10","[c]","[c]","[c]"
"New entrant CS","2021","Analysis","Statistics","Female","165","[c]","33660","31810"
"New entrant CS","2021","Analysis","Statistics","Male","150","[c]","33080","31810"
"New entrant CS","2021","Analysis","Statistics","Unknown","20","[c]","[c]","[c]"
"New entrant CS","2021","Analysis","Tax","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Analysis","Tax","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Analysis","Unknown","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Analysis","Unknown","Male","5","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","Commercial","Female","210","[c]","35420","33000"
"New entrant CS","2021","Commercial","Commercial","Male","180","[c]","35970","33000"
"New entrant CS","2021","Commercial","Finance","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","Finance","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","Knowledge and Information Management","Female","20","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","Knowledge and Information Management","Male","20","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","Operational Delivery","Female","40","[c]","37780","36800"
"New entrant CS","2021","Commercial","Operational Delivery","Male","40","[c]","44420","40740"
"New entrant CS","2021","Commercial","Other","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","Other","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","Project Delivery","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","Project Delivery","Male","5","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","Science and Engineering","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","Science and Engineering","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","Tax","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","Tax","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","Unknown","Female","110","[c]","69130","70000"
"New entrant CS","2021","Commercial","Unknown","Male","135","[c]","78670","72000"
"New entrant CS","2021","Communications","Communications","Female","260","[c]","35310","31630"
"New entrant CS","2021","Communications","Communications","Male","160","[c]","38390","34100"
"New entrant CS","2021","Communications","Communications","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Communications","Digital, Data and Technology","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Communications","Digital, Data and Technology","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Communications","Economics","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Communications","Economics","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Communications","Operational Delivery","Female","35","[c]","32180","31810"
"New entrant CS","2021","Communications","Operational Delivery","Male","30","[c]","[c]","[c]"
"New entrant CS","2021","Communications","Other","Female","5","[c]","[c]","[c]"
"New entrant CS","2021","Communications","Other","Male","15","[c]","[c]","[c]"
"New entrant CS","2021","Communications","Project Delivery","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Communications","Project Delivery","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Communications","Tax","Female","290","[c]","26390","25560"
"New entrant CS","2021","Communications","Tax","Male","380","[c]","26360","25560"
"New entrant CS","2021","Communications","Unknown","Female","65","[c]","33080","34550"
"New entrant CS","2021","Communications","Unknown","Male","65","[c]","32780","27570"
"New entrant CS","2021","Counter Fraud","Counter Fraud","Female","15","[c]","[c]","[c]"
"New entrant CS","2021","Counter Fraud","Counter Fraud","Male","35","[c]","33240","31000"
"New entrant CS","2021","Counter Fraud","Intelligence Analysis","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Counter Fraud","Intelligence Analysis","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Counter Fraud","Knowledge and Information Management","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Counter Fraud","Knowledge and Information Management","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Counter Fraud","Legal","Female","30","[c]","26320","25560"
"New entrant CS","2021","Counter Fraud","Legal","Male","25","[c]","[c]","[c]"
"New entrant CS","2021","Counter Fraud","Operational Delivery","Female","5","[c]","[c]","[c]"
"New entrant CS","2021","Counter Fraud","Operational Delivery","Male","10","[c]","[c]","[c]"
"New entrant CS","2021","Counter Fraud","Policy","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Counter Fraud","Policy","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Counter Fraud","Tax","Female","20","[c]","[c]","[c]"
"New entrant CS","2021","Counter Fraud","Tax","Male","25","[c]","[c]","[c]"
"New entrant CS","2021","Counter Fraud","Unknown","Female","15","[c]","[c]","[c]"
"New entrant CS","2021","Counter Fraud","Unknown","Male","15","[c]","[c]","[c]"
"New entrant CS","2021","Debt","Operational Delivery","Female","75","[c]","20670","20140"
"New entrant CS","2021","Debt","Operational Delivery","Male","55","[c]","21190","20140"
"New entrant CS","2021","Debt","Tax","Female","425","[c]","20410","20140"
"New entrant CS","2021","Debt","Tax","Male","390","[c]","20500","20140"
"New entrant CS","2021","Debt","Unknown","Female","10","[c]","[c]","[c]"
"New entrant CS","2021","Debt","Unknown","Male","15","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data & Technology","Communications","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data & Technology","Communications","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data & Technology","Digital, Data and Technology","Female","570","[c]","38300","33900"
"New entrant CS","2021","Digital, Data & Technology","Digital, Data and Technology","Male","990","[c]","40120","36670"
"New entrant CS","2021","Digital, Data & Technology","Digital, Data and Technology","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data & Technology","Finance","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data & Technology","Finance","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data & Technology","Knowledge and Information Management","Female","10","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data & Technology","Knowledge and Information Management","Male","10","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data & Technology","Operational Delivery","Female","20","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data & Technology","Operational Delivery","Male","20","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data & Technology","Operational Research","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data & Technology","Operational Research","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data & Technology","Other","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data & Technology","Other","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data & Technology","Policy","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data & Technology","Policy","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data & Technology","Project Delivery","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data & Technology","Project Delivery","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data & Technology","Science and Engineering","Female","10","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data & Technology","Science and Engineering","Male","20","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data & Technology","Security","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data & Technology","Security","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data & Technology","Tax","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data & Technology","Tax","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data & Technology","Unknown","Female","90","[c]","42350","38630"
"New entrant CS","2021","Digital, Data & Technology","Unknown","Male","100","[c]","47510","49700"
"New entrant CS","2021","Finance","Corporate Finance","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Corporate Finance","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Digital, Data and Technology","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Digital, Data and Technology","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Economics","Female","15","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Economics","Male","20","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Finance","Female","350","[c]","34220","32340"
"New entrant CS","2021","Finance","Finance","Male","285","[c]","36210","32790"
"New entrant CS","2021","Finance","Knowledge and Information Management","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Knowledge and Information Management","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Operational Delivery","Female","20","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Operational Delivery","Male","5","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Other","Female","5","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Other","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Policy","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Policy","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Project Delivery","Female","5","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Project Delivery","Male","10","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Statistics","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Statistics","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Tax","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Tax","Male","5","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Unknown","Female","20","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Unknown","Male","15","[c]","[c]","[c]"
"New entrant CS","2021","Grants Management","Human Resources","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Grants Management","Human Resources","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Grants Management","Operational Delivery","Female","30","[c]","22430","21050"
"New entrant CS","2021","Grants Management","Operational Delivery","Male","20","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Communications","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Communications","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Finance","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Finance","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Human Resources","Female","475","[c]","32850","28970"
"New entrant CS","2021","Human Resources","Human Resources","Male","180","[c]","34130","28920"
"New entrant CS","2021","Human Resources","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Operational Delivery","Female","60","[c]","29440","26410"
"New entrant CS","2021","Human Resources","Operational Delivery","Male","15","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Other","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Other","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Policy","Female","10","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Policy","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Project Delivery","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Project Delivery","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Security","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Security","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Tax","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Tax","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Unknown","Female","70","[c]","31590","27500"
"New entrant CS","2021","Human Resources","Unknown","Male","50","[c]","27800","23850"
"New entrant CS","2021","Internal Audit","Internal Audit","Female","30","[c]","[c]","[c]"
"New entrant CS","2021","Internal Audit","Internal Audit","Male","20","[c]","[c]","[c]"
"New entrant CS","2021","Internal Audit","Other","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Internal Audit","Other","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Legal","Legal","Female","545","[c]","42650","43920"
"New entrant CS","2021","Legal","Legal","Male","320","[c]","43760","48080"
"New entrant CS","2021","Legal","Operational Delivery","Female","335","[c]","22240","20550"
"New entrant CS","2021","Legal","Operational Delivery","Male","140","[c]","22810","20190"
"New entrant CS","2021","Legal","Other","Female","35","[c]","27380","26950"
"New entrant CS","2021","Legal","Other","Male","20","[c]","[c]","[c]"
"New entrant CS","2021","Legal","Policy","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Legal","Policy","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Legal","Tax","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Legal","Tax","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Legal","Unknown","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Legal","Unknown","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","No function","Commercial","Female","20","[c]","[c]","[c]"
"New entrant CS","2021","No function","Commercial","Male","20","[c]","[c]","[c]"
"New entrant CS","2021","No function","Communications","Female","10","[c]","[c]","[c]"
"New entrant CS","2021","No function","Communications","Male","10","[c]","[c]","[c]"
"New entrant CS","2021","No function","Corporate Finance","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","No function","Corporate Finance","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","No function","Counter Fraud","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","No function","Counter Fraud","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","No function","Digital, Data and Technology","Female","5","[c]","[c]","[c]"
"New entrant CS","2021","No function","Digital, Data and Technology","Male","20","[c]","[c]","[c]"
"New entrant CS","2021","No function","Economics","Female","35","[c]","33310","31150"
"New entrant CS","2021","No function","Economics","Male","50","[c]","33100","31500"
"New entrant CS","2021","No function","Finance","Female","10","[c]","[c]","[c]"
"New entrant CS","2021","No function","Finance","Male","10","[c]","[c]","[c]"
"New entrant CS","2021","No function","Human Resources","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","No function","Human Resources","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","No function","Inspector of Education and Training","Female","60","[c]","61110","67500"
"New entrant CS","2021","No function","Inspector of Education and Training","Male","35","[c]","67790","75500"
"New entrant CS","2021","No function","Intelligence Analysis","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","No function","Intelligence Analysis","Male","5","[c]","[c]","[c]"
"New entrant CS","2021","No function","International Trade","Female","85","[c]","32700","31800"
"New entrant CS","2021","No function","International Trade","Male","60","[c]","33960","31800"
"New entrant CS","2021","No function","Knowledge and Information Management","Female","40","[c]","31650","30460"
"New entrant CS","2021","No function","Knowledge and Information Management","Male","20","[c]","[c]","[c]"
"New entrant CS","2021","No function","Legal","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","No function","Legal","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","No function","Medicine","Female","65","[c]","70270","82100"
"New entrant CS","2021","No function","Medicine","Male","35","[c]","81930","82100"
"New entrant CS","2021","No function","Operational Delivery","Female","7760","[c]","24960","22850"
"New entrant CS","2021","No function","Operational Delivery","Male","5605","[c]","26190","22850"
"New entrant CS","2021","No function","Operational Delivery","Unknown","10","[c]","[c]","[c]"
"New entrant CS","2021","No function","Operational Research","Female","5","[c]","[c]","[c]"
"New entrant CS","2021","No function","Operational Research","Male","5","[c]","[c]","[c]"
"New entrant CS","2021","No function","Other","Female","195","[c]","29150","25610"
"New entrant CS","2021","No function","Other","Male","160","[c]","35410","26260"
"New entrant CS","2021","No function","Planning","Female","10","[c]","[c]","[c]"
"New entrant CS","2021","No function","Planning","Male","5","[c]","[c]","[c]"
"New entrant CS","2021","No function","Planning Inspectors","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","No function","Planning Inspectors","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","No function","Policy","Female","1625","[c]","36350","32940"
"New entrant CS","2021","No function","Policy","Male","1285","[c]","38270","33570"
"New entrant CS","2021","No function","Project Delivery","Female","10","[c]","[c]","[c]"
"New entrant CS","2021","No function","Project Delivery","Male","10","[c]","[c]","[c]"
"New entrant CS","2021","No function","Psychology","Female","110","[c]","26590","24620"
"New entrant CS","2021","No function","Psychology","Male","5","[c]","[c]","[c]"
"New entrant CS","2021","No function","Science and Engineering","Female","545","[c]","32310","30460"
"New entrant CS","2021","No function","Science and Engineering","Male","290","[c]","31350","28590"
"New entrant CS","2021","No function","Security","Female","5","[c]","[c]","[c]"
"New entrant CS","2021","No function","Security","Male","10","[c]","[c]","[c]"
"New entrant CS","2021","No function","Social Research","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","No function","Social Research","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","No function","Statistics","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","No function","Statistics","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","No function","Tax","Female","875","[c]","21580","20140"
"New entrant CS","2021","No function","Tax","Male","815","[c]","22010","20140"
"New entrant CS","2021","No function","Unknown","Female","695","[c]","30320","28000"
"New entrant CS","2021","No function","Unknown","Male","500","[c]","31880","28000"
"New entrant CS","2021","No function","Veterinarian","Female","20","[c]","[c]","[c]"
"New entrant CS","2021","No function","Veterinarian","Male","10","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","Commercial","Female","15","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","Commercial","Male","25","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","Communications","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","Communications","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","Digital, Data and Technology","Female","5","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","Digital, Data and Technology","Male","40","[c]","43130","50000"
"New entrant CS","2021","Project Delivery","Finance","Female","10","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","Finance","Male","10","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","Human Resources","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","Human Resources","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","Knowledge and Information Management","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","Knowledge and Information Management","Male","15","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","Operational Delivery","Female","85","[c]","34180","32870"
"New entrant CS","2021","Project Delivery","Operational Delivery","Male","50","[c]","36530","35290"
"New entrant CS","2021","Project Delivery","Other","Female","50","[c]","25860","20000"
"New entrant CS","2021","Project Delivery","Other","Male","100","[c]","28080","25000"
"New entrant CS","2021","Project Delivery","Policy","Female","35","[c]","37280","33570"
"New entrant CS","2021","Project Delivery","Policy","Male","15","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","Project Delivery","Female","505","[c]","35490","33000"
"New entrant CS","2021","Project Delivery","Project Delivery","Male","520","[c]","38910","36800"
"New entrant CS","2021","Project Delivery","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","Property","Female","15","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","Property","Male","10","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","Science and Engineering","Female","35","[c]","28950","27540"
"New entrant CS","2021","Project Delivery","Science and Engineering","Male","240","[c]","30930","27540"
"New entrant CS","2021","Project Delivery","Security","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","Security","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","Tax","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","Tax","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","Unknown","Female","40","[c]","42520","31840"
"New entrant CS","2021","Project Delivery","Unknown","Male","25","[c]","[c]","[c]"
"New entrant CS","2021","Property","Commercial","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","Commercial","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","Digital, Data and Technology","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","Digital, Data and Technology","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","Knowledge and Information Management","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","Knowledge and Information Management","Male","5","[c]","[c]","[c]"
"New entrant CS","2021","Property","Operational Delivery","Female","95","[c]","22490","20880"
"New entrant CS","2021","Property","Operational Delivery","Male","70","[c]","25710","20880"
"New entrant CS","2021","Property","Other","Female","5","[c]","[c]","[c]"
"New entrant CS","2021","Property","Other","Male","25","[c]","[c]","[c]"
"New entrant CS","2021","Property","Planning","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","Planning","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","Project Delivery","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","Project Delivery","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","Property","Female","160","[c]","29810","27880"
"New entrant CS","2021","Property","Property","Male","290","[c]","34950","30000"
"New entrant CS","2021","Property","Security","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","Security","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","Unknown","Female","25","[c]","[c]","[c]"
"New entrant CS","2021","Property","Unknown","Male","40","[c]","28230","25140"
"New entrant CS","2021","Security","Knowledge and Information Management","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Security","Knowledge and Information Management","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Security","Security","Female","160","[c]","26110","23540"
"New entrant CS","2021","Security","Security","Male","560","[c]","27270","23540"
"New entrant CS","2021","Security","Security","Unknown","[c]","[c]","[c]","[c]"
