"Status","Year","Profession_of_post","Responsibility_level_grouped","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2021","Counter Fraud","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Counter Fraud","SCS level","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Counter Fraud","SEO/HEO","Heterosexual / straight","20","[c]","[c]","[c]"
"New entrant CS","2021","Counter Fraud","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Counter Fraud","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Counter Fraud","SEO/HEO","Unknown","10","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data and Technology","AA/AO","Heterosexual / straight","55","[c]","21450","20920"
"New entrant CS","2021","Digital, Data and Technology","AA/AO","LGBO","5","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data and Technology","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data and Technology","AA/AO","Unknown","30","[c]","21320","21590"
"New entrant CS","2021","Digital, Data and Technology","EO","Heterosexual / straight","165","[c]","26230","26130"
"New entrant CS","2021","Digital, Data and Technology","EO","LGBO","20","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data and Technology","EO","Undeclared","20","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data and Technology","EO","Unknown","160","[c]","26300","25560"
"New entrant CS","2021","Digital, Data and Technology","G6/G7","Heterosexual / straight","250","[c]","57070","55000"
"New entrant CS","2021","Digital, Data and Technology","G6/G7","LGBO","15","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data and Technology","G6/G7","Undeclared","30","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data and Technology","G6/G7","Unknown","195","[c]","59730","57430"
"New entrant CS","2021","Digital, Data and Technology","SCS level","Heterosexual / straight","15","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data and Technology","SCS level","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data and Technology","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data and Technology","SCS level","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data and Technology","SEO/HEO","Heterosexual / straight","420","[c]","37360","36550"
"New entrant CS","2021","Digital, Data and Technology","SEO/HEO","LGBO","40","[c]","36430","36030"
"New entrant CS","2021","Digital, Data and Technology","SEO/HEO","Undeclared","45","[c]","36500","36030"
"New entrant CS","2021","Digital, Data and Technology","SEO/HEO","Unknown","355","[c]","37060","36740"
"New entrant CS","2021","Digital, Data and Technology","Unknown","Heterosexual / straight","5","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data and Technology","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data and Technology","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Economics","AA/AO","Heterosexual / straight","45","[c]","22590","22500"
"New entrant CS","2021","Economics","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Economics","AA/AO","Undeclared","5","[c]","[c]","[c]"
"New entrant CS","2021","Economics","AA/AO","Unknown","25","[c]","[c]","[c]"
"New entrant CS","2021","Economics","EO","Heterosexual / straight","35","[c]","27200","27340"
"New entrant CS","2021","Economics","EO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Economics","EO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Economics","EO","Unknown","25","[c]","[c]","[c]"
"New entrant CS","2021","Economics","G6/G7","Heterosexual / straight","25","[c]","[c]","[c]"
"New entrant CS","2021","Economics","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Economics","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Economics","G6/G7","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2021","Economics","SEO/HEO","Heterosexual / straight","165","[c]","32920","32620"
"New entrant CS","2021","Economics","SEO/HEO","LGBO","20","[c]","[c]","[c]"
"New entrant CS","2021","Economics","SEO/HEO","Undeclared","20","[c]","[c]","[c]"
"New entrant CS","2021","Economics","SEO/HEO","Unknown","95","[c]","34180","32790"
"New entrant CS","2021","Finance","AA/AO","Heterosexual / straight","55","[c]","20870","20920"
"New entrant CS","2021","Finance","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","AA/AO","Undeclared","5","[c]","[c]","[c]"
"New entrant CS","2021","Finance","AA/AO","Unknown","35","[c]","20140","20140"
"New entrant CS","2021","Finance","EO","Heterosexual / straight","120","[c]","25030","25000"
"New entrant CS","2021","Finance","EO","LGBO","10","[c]","[c]","[c]"
"New entrant CS","2021","Finance","EO","Undeclared","10","[c]","[c]","[c]"
"New entrant CS","2021","Finance","EO","Unknown","40","[c]","24490","24940"
"New entrant CS","2021","Finance","G6/G7","Heterosexual / straight","60","[c]","58220","57800"
"New entrant CS","2021","Finance","G6/G7","LGBO","5","[c]","[c]","[c]"
"New entrant CS","2021","Finance","G6/G7","Undeclared","10","[c]","[c]","[c]"
"New entrant CS","2021","Finance","G6/G7","Unknown","25","[c]","[c]","[c]"
"New entrant CS","2021","Finance","SCS level","Heterosexual / straight","10","[c]","[c]","[c]"
"New entrant CS","2021","Finance","SCS level","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","SCS level","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","SEO/HEO","Heterosexual / straight","190","[c]","37010","36740"
"New entrant CS","2021","Finance","SEO/HEO","LGBO","5","[c]","[c]","[c]"
"New entrant CS","2021","Finance","SEO/HEO","Undeclared","10","[c]","[c]","[c]"
"New entrant CS","2021","Finance","SEO/HEO","Unknown","120","[c]","35860","33000"
"New entrant CS","2021","Finance","Unknown","Heterosexual / straight","10","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","AA/AO","Heterosexual / straight","120","[c]","21040","20920"
"New entrant CS","2021","Human Resources","AA/AO","LGBO","10","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","AA/AO","Undeclared","5","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","AA/AO","Unknown","25","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","EO","Heterosexual / straight","105","[c]","25920","26180"
"New entrant CS","2021","Human Resources","EO","LGBO","10","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","EO","Undeclared","5","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","EO","Unknown","60","[c]","25820","27130"
"New entrant CS","2021","Human Resources","G6/G7","Heterosexual / straight","65","[c]","58230","55620"
"New entrant CS","2021","Human Resources","G6/G7","LGBO","5","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","G6/G7","Undeclared","5","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","G6/G7","Unknown","35","[c]","56680","55020"
"New entrant CS","2021","Human Resources","SCS level","Heterosexual / straight","5","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","SCS level","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","SCS level","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","SEO/HEO","Heterosexual / straight","170","[c]","34440","34010"
"New entrant CS","2021","Human Resources","SEO/HEO","LGBO","20","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","SEO/HEO","Undeclared","5","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","SEO/HEO","Unknown","60","[c]","34790","33060"
"New entrant CS","2021","Human Resources","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Inspector of Education and Training","G6/G7","Heterosexual / straight","50","[c]","73260","75500"
"New entrant CS","2021","Inspector of Education and Training","G6/G7","LGBO","5","[c]","[c]","[c]"
"New entrant CS","2021","Inspector of Education and Training","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Inspector of Education and Training","SEO/HEO","Heterosexual / straight","30","[c]","[c]","[c]"
"New entrant CS","2021","Inspector of Education and Training","SEO/HEO","LGBO","5","[c]","[c]","[c]"
"New entrant CS","2021","Inspector of Education and Training","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Intelligence Analysis","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Intelligence Analysis","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Intelligence Analysis","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Intelligence Analysis","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Intelligence Analysis","EO","Heterosexual / straight","30","[c]","[c]","[c]"
"New entrant CS","2021","Intelligence Analysis","EO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Intelligence Analysis","EO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Intelligence Analysis","EO","Unknown","35","[c]","26010","24880"
"New entrant CS","2021","Intelligence Analysis","G6/G7","Heterosexual / straight","5","[c]","[c]","[c]"
"New entrant CS","2021","Intelligence Analysis","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Intelligence Analysis","G6/G7","Unknown","40","[c]","58670","53360"
"New entrant CS","2021","Intelligence Analysis","SEO/HEO","Heterosexual / straight","20","[c]","[c]","[c]"
"New entrant CS","2021","Intelligence Analysis","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Intelligence Analysis","SEO/HEO","Unknown","10","[c]","[c]","[c]"
"New entrant CS","2021","Internal Audit","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Internal Audit","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Internal Audit","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Internal Audit","EO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Internal Audit","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Internal Audit","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Internal Audit","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Internal Audit","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Internal Audit","SCS level","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Internal Audit","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Internal Audit","SEO/HEO","Heterosexual / straight","25","[c]","[c]","[c]"
"New entrant CS","2021","Internal Audit","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Internal Audit","SEO/HEO","Undeclared","5","[c]","[c]","[c]"
"New entrant CS","2021","Internal Audit","SEO/HEO","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2021","International Trade","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","International Trade","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","International Trade","AA/AO","Unknown","15","[c]","[c]","[c]"
"New entrant CS","2021","International Trade","EO","Heterosexual / straight","20","[c]","[c]","[c]"
"New entrant CS","2021","International Trade","EO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","International Trade","EO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","International Trade","EO","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2021","International Trade","G6/G7","Heterosexual / straight","10","[c]","[c]","[c]"
"New entrant CS","2021","International Trade","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","International Trade","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","International Trade","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","International Trade","SCS level","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","International Trade","SEO/HEO","Heterosexual / straight","50","[c]","32930","31800"
"New entrant CS","2021","International Trade","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","International Trade","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","International Trade","SEO/HEO","Unknown","30","[c]","[c]","[c]"
"New entrant CS","2021","Knowledge and Information Management","AA/AO","Heterosexual / straight","20","[c]","[c]","[c]"
"New entrant CS","2021","Knowledge and Information Management","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Knowledge and Information Management","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Knowledge and Information Management","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Knowledge and Information Management","EO","Heterosexual / straight","25","[c]","[c]","[c]"
"New entrant CS","2021","Knowledge and Information Management","EO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Knowledge and Information Management","EO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Knowledge and Information Management","EO","Unknown","10","[c]","[c]","[c]"
"New entrant CS","2021","Knowledge and Information Management","G6/G7","Heterosexual / straight","10","[c]","[c]","[c]"
"New entrant CS","2021","Knowledge and Information Management","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Knowledge and Information Management","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Knowledge and Information Management","SEO/HEO","Heterosexual / straight","60","[c]","35280","33000"
"New entrant CS","2021","Knowledge and Information Management","SEO/HEO","LGBO","5","[c]","[c]","[c]"
"New entrant CS","2021","Knowledge and Information Management","SEO/HEO","Undeclared","10","[c]","[c]","[c]"
"New entrant CS","2021","Knowledge and Information Management","SEO/HEO","Unknown","20","[c]","[c]","[c]"
"New entrant CS","2021","Knowledge and Information Management","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Knowledge and Information Management","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Knowledge and Information Management","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Knowledge and Information Management","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Legal","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Legal","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Legal","EO","Heterosexual / straight","85","[c]","27190","26970"
"New entrant CS","2021","Legal","EO","LGBO","15","[c]","[c]","[c]"
"New entrant CS","2021","Legal","EO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Legal","EO","Unknown","55","[c]","25900","25560"
"New entrant CS","2021","Legal","G6/G7","Heterosexual / straight","310","[c]","53190","50520"
"New entrant CS","2021","Legal","G6/G7","LGBO","15","[c]","[c]","[c]"
"New entrant CS","2021","Legal","G6/G7","Undeclared","20","[c]","[c]","[c]"
"New entrant CS","2021","Legal","G6/G7","Unknown","80","[c]","55080","55000"
"New entrant CS","2021","Legal","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Legal","SCS level","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Legal","SEO/HEO","Heterosexual / straight","225","[c]","36310","38000"
"New entrant CS","2021","Legal","SEO/HEO","LGBO","15","[c]","[c]","[c]"
"New entrant CS","2021","Legal","SEO/HEO","Undeclared","25","[c]","[c]","[c]"
"New entrant CS","2021","Legal","SEO/HEO","Unknown","85","[c]","30880","30850"
"New entrant CS","2021","Medicine","AA/AO","Heterosexual / straight","30","[c]","21290","21240"
"New entrant CS","2021","Medicine","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Medicine","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Medicine","AA/AO","Unknown","15","[c]","[c]","[c]"
"New entrant CS","2021","Medicine","EO","Heterosexual / straight","40","[c]","29730","30620"
"New entrant CS","2021","Medicine","EO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Medicine","EO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Medicine","EO","Unknown","15","[c]","[c]","[c]"
"New entrant CS","2021","Medicine","G6/G7","Heterosexual / straight","70","[c]","69950","73760"
"New entrant CS","2021","Medicine","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Medicine","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Medicine","G6/G7","Unknown","30","[c]","75580","78870"
"New entrant CS","2021","Medicine","SCS level","Heterosexual / straight","35","[c]","91640","82100"
"New entrant CS","2021","Medicine","SCS level","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Medicine","SCS level","Undeclared","20","[c]","[c]","[c]"
"New entrant CS","2021","Medicine","SCS level","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2021","Medicine","SEO/HEO","Heterosexual / straight","75","[c]","37190","37890"
"New entrant CS","2021","Medicine","SEO/HEO","LGBO","5","[c]","[c]","[c]"
"New entrant CS","2021","Medicine","SEO/HEO","Undeclared","10","[c]","[c]","[c]"
"New entrant CS","2021","Medicine","SEO/HEO","Unknown","35","[c]","36060","35000"
"New entrant CS","2021","Operational Delivery","AA/AO","Heterosexual / straight","4515","[c]","21950","21300"
"New entrant CS","2021","Operational Delivery","AA/AO","LGBO","460","[c]","21730","21050"
"New entrant CS","2021","Operational Delivery","AA/AO","Undeclared","340","[c]","21190","20830"
"New entrant CS","2021","Operational Delivery","AA/AO","Unknown","4115","[c]","21820","21430"
"New entrant CS","2021","Operational Delivery","EO","Heterosexual / straight","1485","[c]","27270","26130"
"New entrant CS","2021","Operational Delivery","EO","LGBO","165","[c]","26570","25440"
"New entrant CS","2021","Operational Delivery","EO","Undeclared","145","[c]","26400","26050"
"New entrant CS","2021","Operational Delivery","EO","Unknown","940","[c]","25940","24880"
"New entrant CS","2021","Operational Delivery","G6/G7","Heterosexual / straight","275","[c]","55910","53120"
"New entrant CS","2021","Operational Delivery","G6/G7","LGBO","15","[c]","[c]","[c]"
"New entrant CS","2021","Operational Delivery","G6/G7","Undeclared","45","[c]","59340","58540"
"New entrant CS","2021","Operational Delivery","G6/G7","Unknown","70","[c]","55100","54800"
"New entrant CS","2021","Operational Delivery","SCS level","Heterosexual / straight","20","[c]","[c]","[c]"
"New entrant CS","2021","Operational Delivery","SCS level","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Operational Delivery","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Operational Delivery","SCS level","Unknown","10","[c]","[c]","[c]"
"New entrant CS","2021","Operational Delivery","SEO/HEO","Heterosexual / straight","1280","[c]","35470","35000"
"New entrant CS","2021","Operational Delivery","SEO/HEO","LGBO","115","[c]","34220","32540"
"New entrant CS","2021","Operational Delivery","SEO/HEO","Undeclared","155","[c]","35160","33950"
"New entrant CS","2021","Operational Delivery","SEO/HEO","Unknown","425","[c]","34250","32790"
"New entrant CS","2021","Operational Delivery","Unknown","Heterosexual / straight","935","[c]","23240","22920"
"New entrant CS","2021","Operational Delivery","Unknown","LGBO","85","[c]","22920","22920"
"New entrant CS","2021","Operational Delivery","Unknown","Undeclared","45","[c]","22390","22920"
"New entrant CS","2021","Operational Delivery","Unknown","Unknown","385","[c]","22450","22920"
"New entrant CS","2021","Operational Research","AA/AO","Heterosexual / straight","10","[c]","[c]","[c]"
"New entrant CS","2021","Operational Research","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Operational Research","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Operational Research","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Operational Research","EO","Heterosexual / straight","10","[c]","[c]","[c]"
"New entrant CS","2021","Operational Research","EO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Operational Research","EO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Operational Research","EO","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2021","Operational Research","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Operational Research","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Operational Research","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Operational Research","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Operational Research","SCS level","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Operational Research","SEO/HEO","Heterosexual / straight","45","[c]","34650","34710"
"New entrant CS","2021","Operational Research","SEO/HEO","LGBO","5","[c]","[c]","[c]"
"New entrant CS","2021","Operational Research","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Operational Research","SEO/HEO","Unknown","25","[c]","[c]","[c]"
"New entrant CS","2021","Other","AA/AO","Heterosexual / straight","500","[c]","20600","20920"
"New entrant CS","2021","Other","AA/AO","LGBO","30","[c]","20450","20920"
"New entrant CS","2021","Other","AA/AO","Undeclared","35","[c]","20430","20920"
"New entrant CS","2021","Other","AA/AO","Unknown","130","[c]","21420","20920"
"New entrant CS","2021","Other","EO","Heterosexual / straight","390","[c]","25490","26350"
"New entrant CS","2021","Other","EO","LGBO","35","[c]","25890","26350"
"New entrant CS","2021","Other","EO","Undeclared","25","[c]","[c]","[c]"
"New entrant CS","2021","Other","EO","Unknown","180","[c]","25660","26350"
"New entrant CS","2021","Other","G6/G7","Heterosexual / straight","65","[c]","60810","57460"
"New entrant CS","2021","Other","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other","G6/G7","Undeclared","5","[c]","[c]","[c]"
"New entrant CS","2021","Other","G6/G7","Unknown","30","[c]","[c]","[c]"
"New entrant CS","2021","Other","SCS level","Heterosexual / straight","10","[c]","[c]","[c]"
"New entrant CS","2021","Other","SCS level","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other","SCS level","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2021","Other","SEO/HEO","Heterosexual / straight","215","[c]","34270","34000"
"New entrant CS","2021","Other","SEO/HEO","LGBO","15","[c]","[c]","[c]"
"New entrant CS","2021","Other","SEO/HEO","Undeclared","15","[c]","[c]","[c]"
"New entrant CS","2021","Other","SEO/HEO","Unknown","120","[c]","35930","35050"
"New entrant CS","2021","Other","Unknown","Heterosexual / straight","5","[c]","[c]","[c]"
"New entrant CS","2021","Other","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Planning","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Planning","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Planning","EO","Heterosexual / straight","5","[c]","[c]","[c]"
"New entrant CS","2021","Planning","EO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Planning","EO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Planning","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Planning","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Planning","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Planning","SCS level","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Planning","SEO/HEO","Heterosexual / straight","5","[c]","[c]","[c]"
"New entrant CS","2021","Planning","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Planning","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Planning Inspectors","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Planning Inspectors","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Planning Inspectors","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Policy","AA/AO","Heterosexual / straight","50","[c]","21240","20920"
"New entrant CS","2021","Policy","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Policy","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Policy","AA/AO","Unknown","40","[c]","21550","21980"
"New entrant CS","2021","Policy","EO","Heterosexual / straight","280","[c]","26630","26460"
"New entrant CS","2021","Policy","EO","LGBO","60","[c]","26990","27270"
"New entrant CS","2021","Policy","EO","Undeclared","30","[c]","[c]","[c]"
"New entrant CS","2021","Policy","EO","Unknown","230","[c]","26070","27270"
"New entrant CS","2021","Policy","G6/G7","Heterosexual / straight","275","[c]","55730","53380"
"New entrant CS","2021","Policy","G6/G7","LGBO","35","[c]","54620","53360"
"New entrant CS","2021","Policy","G6/G7","Undeclared","35","[c]","56150","55270"
"New entrant CS","2021","Policy","G6/G7","Unknown","245","[c]","56410","53380"
"New entrant CS","2021","Policy","SCS level","Heterosexual / straight","25","[c]","[c]","[c]"
"New entrant CS","2021","Policy","SCS level","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Policy","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Policy","SCS level","Unknown","30","[c]","93840","80000"
"New entrant CS","2021","Policy","SEO/HEO","Heterosexual / straight","1065","[c]","34110","33570"
"New entrant CS","2021","Policy","SEO/HEO","LGBO","165","[c]","33450","33570"
"New entrant CS","2021","Policy","SEO/HEO","Undeclared","150","[c]","33700","33390"
"New entrant CS","2021","Policy","SEO/HEO","Unknown","600","[c]","34800","33570"
"New entrant CS","2021","Policy","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Policy","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","AA/AO","Heterosexual / straight","30","[c]","21850","20920"
"New entrant CS","2021","Project Delivery","AA/AO","LGBO","5","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","AA/AO","Unknown","15","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","EO","Heterosexual / straight","150","[c]","25750","26350"
"New entrant CS","2021","Project Delivery","EO","LGBO","15","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","EO","Undeclared","5","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","EO","Unknown","65","[c]","23180","25560"
"New entrant CS","2021","Project Delivery","G6/G7","Heterosexual / straight","115","[c]","56070","54110"
"New entrant CS","2021","Project Delivery","G6/G7","LGBO","10","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","G6/G7","Undeclared","10","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","G6/G7","Unknown","55","[c]","57300","56300"
"New entrant CS","2021","Project Delivery","SCS level","Heterosexual / straight","10","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","SCS level","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","SCS level","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","SEO/HEO","Heterosexual / straight","430","[c]","36150","35060"
"New entrant CS","2021","Project Delivery","SEO/HEO","LGBO","30","[c]","35280","34290"
