"Status","Year","Function_of_post","Parent_department","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2021","Digital, Data & Technology","Cabinet Office","180","[c]","44060","40600"
"New entrant CS","2021","Digital, Data & Technology","Chancellor's other departments","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data & Technology","Charity Commission","10","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data & Technology","Competition and Markets Authority","5","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data & Technology","Department for Business, Energy and Industrial Strategy","140","[c]","35260","32060"
"New entrant CS","2021","Digital, Data & Technology","Department for Digital, Culture, Media and Sport","5","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data & Technology","Department for Education","90","[c]","40300","36500"
"New entrant CS","2021","Digital, Data & Technology","Department for Environment, Food and Rural Affairs","140","[c]","39630","35900"
"New entrant CS","2021","Digital, Data & Technology","Department for International Trade","50","[c]","45010","43000"
"New entrant CS","2021","Digital, Data & Technology","Department for Transport","145","[c]","38060","34040"
"New entrant CS","2021","Digital, Data & Technology","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data & Technology","Department of Health and Social Care","60","[c]","39970","32790"
"New entrant CS","2021","Digital, Data & Technology","Food Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data & Technology","HM Land Registry","100","[c]","31780","27130"
"New entrant CS","2021","Digital, Data & Technology","HM Revenue and Customs","255","[c]","37620","31810"
"New entrant CS","2021","Digital, Data & Technology","HM Treasury","15","[c]","34980","32320"
"New entrant CS","2021","Digital, Data & Technology","Ministry of Defence","85","[c]","30360","28100"
"New entrant CS","2021","Digital, Data & Technology","Ministry of Housing, Communities and Local Government","20","[c]","44720","41160"
"New entrant CS","2021","Digital, Data & Technology","Ministry of Justice","215","[c]","49590","49040"
"New entrant CS","2021","Digital, Data & Technology","National Crime Agency","70","[c]","36230","32260"
"New entrant CS","2021","Digital, Data & Technology","Office for Standards in Education","15","[c]","41430","39460"
"New entrant CS","2021","Digital, Data & Technology","Office of Gas and Electricity Markets","20","[c]","48470","47500"
"New entrant CS","2021","Digital, Data & Technology","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data & Technology","Office of Rail and Road","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data & Technology","Other Cabinet Office Agencies","50","[c]","44200","46920"
"New entrant CS","2021","Digital, Data & Technology","Scottish Government","15","[c]","31390","23800"
"New entrant CS","2021","Digital, Data & Technology","The National Archives","15","[c]","34600","33630"
"New entrant CS","2021","Digital, Data & Technology","UK Export Finance","10","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data & Technology","United Kingdom Statistics Authority","130","[c]","37420","36030"
"New entrant CS","2021","Digital, Data & Technology","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Attorney General's Departments","10","[c]","30750","26970"
"New entrant CS","2021","Finance","Cabinet Office","10","[c]","38300","37580"
"New entrant CS","2021","Finance","Chancellor's other departments","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Charity Commission","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Department for Business, Energy and Industrial Strategy","25","[c]","44310","42320"
"New entrant CS","2021","Finance","Department for Digital, Culture, Media and Sport","15","[c]","49850","53520"
"New entrant CS","2021","Finance","Department for Education","35","[c]","36380","36500"
"New entrant CS","2021","Finance","Department for Environment, Food and Rural Affairs","50","[c]","41100","38310"
"New entrant CS","2021","Finance","Department for International Trade","5","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Department for Transport","35","[c]","30030","23860"
"New entrant CS","2021","Finance","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Department of Health and Social Care","180","[c]","36070","32790"
"New entrant CS","2021","Finance","Food Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","HM Land Registry","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","HM Revenue and Customs","55","[c]","28890","20140"
"New entrant CS","2021","Finance","HM Treasury","20","[c]","35180","29790"
"New entrant CS","2021","Finance","Ministry of Defence","185","[c]","31210","26350"
"New entrant CS","2021","Finance","Ministry of Housing, Communities and Local Government","15","[c]","49210","40720"
"New entrant CS","2021","Finance","Ministry of Justice","30","[c]","33570","33930"
"New entrant CS","2021","Finance","National Crime Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Northern Ireland Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Office for Standards in Education","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Office of Gas and Electricity Markets","5","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Office of Rail and Road","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Other Cabinet Office Agencies","20","[c]","39610","39000"
"New entrant CS","2021","Finance","Scottish Government","25","[c]","32480","35680"
"New entrant CS","2021","Finance","The National Archives","5","[c]","[c]","[c]"
"New entrant CS","2021","Finance","UK Export Finance","10","[c]","[c]","[c]"
"New entrant CS","2021","Finance","United Kingdom Statistics Authority","5","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Welsh Government","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Grants Management","Department for Environment, Food and Rural Affairs","55","[c]","22320","21050"
"New entrant CS","2021","Grants Management","HM Land Registry","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Attorney General's Departments","15","[c]","43280","30130"
"New entrant CS","2021","Human Resources","Cabinet Office","110","[c]","31510","27750"
"New entrant CS","2021","Human Resources","Chancellor's other departments","5","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Department for Business, Energy and Industrial Strategy","30","[c]","38210","34170"
"New entrant CS","2021","Human Resources","Department for Digital, Culture, Media and Sport","15","[c]","33690","31600"
"New entrant CS","2021","Human Resources","Department for Education","30","[c]","28890","25000"
"New entrant CS","2021","Human Resources","Department for Environment, Food and Rural Affairs","25","[c]","34190","32000"
"New entrant CS","2021","Human Resources","Department for International Trade","20","[c]","30230","29470"
"New entrant CS","2021","Human Resources","Department for Transport","40","[c]","35290","32870"
"New entrant CS","2021","Human Resources","Department for Work and Pensions","15","[c]","28120","20480"
"New entrant CS","2021","Human Resources","Department of Health and Social Care","90","[c]","32160","27270"
"New entrant CS","2021","Human Resources","Food Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","HM Land Registry","5","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","HM Revenue and Customs","50","[c]","42800","33230"
"New entrant CS","2021","Human Resources","HM Treasury","25","[c]","36020","25750"
"New entrant CS","2021","Human Resources","Ministry of Defence","185","[c]","28650","20960"
"New entrant CS","2021","Human Resources","Ministry of Housing, Communities and Local Government","10","[c]","31860","26050"
"New entrant CS","2021","Human Resources","Ministry of Justice","55","[c]","32640","30850"
"New entrant CS","2021","Human Resources","National Crime Agency","30","[c]","33040","32130"
"New entrant CS","2021","Human Resources","Office for Standards in Education","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Office of Gas and Electricity Markets","5","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Office of Rail and Road","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Other Cabinet Office Agencies","5","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Scottish Government","45","[c]","23790","20810"
"New entrant CS","2021","Human Resources","The National Archives","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","UK Export Finance","10","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","United Kingdom Statistics Authority","35","[c]","34190","29540"
"New entrant CS","2021","Human Resources","Wales Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Water Services Regulation Authority","5","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Welsh Government","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Internal Audit","Food Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Internal Audit","HM Revenue and Customs","5","[c]","[c]","[c]"
"New entrant CS","2021","Internal Audit","HM Treasury","25","[c]","46440","43160"
"New entrant CS","2021","Internal Audit","Ministry of Defence","10","[c]","34960","33000"
"New entrant CS","2021","Internal Audit","Ministry of Justice","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Internal Audit","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Legal","Attorney General's Departments","940","[c]","35570","30110"
"New entrant CS","2021","Legal","Charity Commission","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Legal","Competition and Markets Authority","20","[c]","54360","53530"
"New entrant CS","2021","Legal","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Legal","Department for Education","10","[c]","[c]","[c]"
"New entrant CS","2021","Legal","Department for International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Legal","Food Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Legal","HM Land Registry","30","[c]","50880","57000"
"New entrant CS","2021","Legal","HM Revenue and Customs","40","[c]","43580","42840"
"New entrant CS","2021","Legal","Ministry of Defence","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Legal","Ministry of Justice","185","[c]","29370","26550"
"New entrant CS","2021","Legal","National Crime Agency","15","[c]","52350","59160"
"New entrant CS","2021","Legal","Office for Standards in Education","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Legal","Office of Gas and Electricity Markets","10","[c]","48080","51000"
"New entrant CS","2021","Legal","Office of Rail and Road","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Legal","Scottish Government","120","[c]","26180","20850"
"New entrant CS","2021","Legal","UK Export Finance","5","[c]","[c]","[c]"
"New entrant CS","2021","Legal","UK Supreme Court","15","[c]","40480","37230"
"New entrant CS","2021","Legal","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Legal","Welsh Government","[c]","[c]","[c]","[c]"
"New entrant CS","2021","No function","Attorney General's Departments","10","[c]","[c]","[c]"
"New entrant CS","2021","No function","Cabinet Office","905","[c]","32150","28000"
"New entrant CS","2021","No function","Chancellor's other departments","5","[c]","[c]","[c]"
"New entrant CS","2021","No function","Charity Commission","[c]","[c]","[c]","[c]"
"New entrant CS","2021","No function","Department for Business, Energy and Industrial Strategy","1095","[c]","31920","30360"
"New entrant CS","2021","No function","Department for Digital, Culture, Media and Sport","255","[c]","37600","34020"
"New entrant CS","2021","No function","Department for Education","360","[c]","34880","31470"
"New entrant CS","2021","No function","Department for Environment, Food and Rural Affairs","1150","[c]","31530","29180"
"New entrant CS","2021","No function","Department for International Trade","220","[c]","33200","31800"
"New entrant CS","2021","No function","Department for Transport","900","[c]","29370","26130"
"New entrant CS","2021","No function","Department for Work and Pensions","170","[c]","32500","26370"
"New entrant CS","2021","No function","Department of Health and Social Care","2570","[c]","36120","32330"
"New entrant CS","2021","No function","ESTYN","[c]","[c]","[c]","[c]"
"New entrant CS","2021","No function","Food Standards Agency","65","[c]","34050","32350"
"New entrant CS","2021","No function","HM Land Registry","525","[c]","22890","22350"
"New entrant CS","2021","No function","HM Revenue and Customs","2145","[c]","22010","20140"
"New entrant CS","2021","No function","HM Treasury","335","[c]","32780","28500"
"New entrant CS","2021","No function","Ministry of Defence","185","[c]","29570","26480"
"New entrant CS","2021","No function","Ministry of Housing, Communities and Local Government","270","[c]","35810","32780"
"New entrant CS","2021","No function","Ministry of Justice","7890","[c]","23220","22850"
"New entrant CS","2021","No function","National Crime Agency","890","[c]","33510","32770"
"New entrant CS","2021","No function","Northern Ireland Office","15","[c]","40410","37420"
"New entrant CS","2021","No function","Office for Standards in Education","120","[c]","54560","51360"
"New entrant CS","2021","No function","Office of Gas and Electricity Markets","235","[c]","30990","25750"
"New entrant CS","2021","No function","Office of Qualifications and Examinations Regulation","35","[c]","42060","31000"
"New entrant CS","2021","No function","Office of Rail and Road","15","[c]","47270","54890"
"New entrant CS","2021","No function","Other Cabinet Office Agencies","55","[c]","31760","27770"
"New entrant CS","2021","No function","Scottish Government","345","[c]","22040","20810"
"New entrant CS","2021","No function","The National Archives","35","[c]","30860","28040"
"New entrant CS","2021","No function","United Kingdom Statistics Authority","360","[c]","28270","29540"
"New entrant CS","2021","No function","Wales Office","5","[c]","[c]","[c]"
"New entrant CS","2021","No function","Water Services Regulation Authority","20","[c]","57380","60000"
"New entrant CS","2021","Project Delivery","Cabinet Office","40","[c]","58840","54700"
"New entrant CS","2021","Project Delivery","Chancellor's other departments","5","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","Charity Commission","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","Competition and Markets Authority","25","[c]","47610","42290"
"New entrant CS","2021","Project Delivery","Department for Business, Energy and Industrial Strategy","75","[c]","38710","33570"
"New entrant CS","2021","Project Delivery","Department for Digital, Culture, Media and Sport","65","[c]","41440","34020"
"New entrant CS","2021","Project Delivery","Department for Education","40","[c]","42620","40230"
"New entrant CS","2021","Project Delivery","Department for Environment, Food and Rural Affairs","55","[c]","36720","35900"
"New entrant CS","2021","Project Delivery","Department for International Trade","10","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","Department for Transport","70","[c]","37540","34710"
"New entrant CS","2021","Project Delivery","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","HM Land Registry","30","[c]","32930","36200"
"New entrant CS","2021","Project Delivery","HM Revenue and Customs","90","[c]","40650","38630"
"New entrant CS","2021","Project Delivery","HM Treasury","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","Ministry of Defence","1060","[c]","33500","33000"
"New entrant CS","2021","Project Delivery","Ministry of Housing, Communities and Local Government","35","[c]","41240","40720"
"New entrant CS","2021","Project Delivery","Ministry of Justice","140","[c]","34680","32870"
"New entrant CS","2021","Project Delivery","National Crime Agency","20","[c]","48180","45480"
"New entrant CS","2021","Project Delivery","Office for Standards in Education","5","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","Office of Gas and Electricity Markets","10","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","Other Cabinet Office Agencies","5","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","Scotland Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","Scottish Government","25","[c]","31930","28120"
"New entrant CS","2021","Project Delivery","UK Export Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","United Kingdom Statistics Authority","60","[c]","36540","36030"
"New entrant CS","2021","Property","Cabinet Office","10","[c]","[c]","[c]"
"New entrant CS","2021","Property","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","Department for Education","25","[c]","42320","49860"
"New entrant CS","2021","Property","Department for Environment, Food and Rural Affairs","45","[c]","39600","29180"
"New entrant CS","2021","Property","Department for Transport","15","[c]","29700","30730"
"New entrant CS","2021","Property","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","Department of Health and Social Care","10","[c]","[c]","[c]"
"New entrant CS","2021","Property","HM Land Registry","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","HM Revenue and Customs","270","[c]","26190","24500"
"New entrant CS","2021","Property","HM Treasury","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","Ministry of Defence","225","[c]","30710","33000"
"New entrant CS","2021","Property","Ministry of Justice","45","[c]","39950","34820"
"New entrant CS","2021","Property","National Crime Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","Office for Standards in Education","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","Other Cabinet Office Agencies","10","[c]","50870","49700"
"New entrant CS","2021","Property","Scottish Government","80","[c]","26360","25280"
"New entrant CS","2021","Property","UK Supreme Court","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Security","Cabinet Office","125","[c]","26630","20920"
"New entrant CS","2021","Security","Chancellor's other departments","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Security","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Security","Department for Education","5","[c]","[c]","[c]"
"New entrant CS","2021","Security","Department for International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Security","Department for Transport","15","[c]","26690","25390"
"New entrant CS","2021","Security","Food Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Security","HM Revenue and Customs","5","[c]","[c]","[c]"
"New entrant CS","2021","Security","Ministry of Defence","590","[c]","26100","23540"
"New entrant CS","2021","Security","Ministry of Housing, Communities and Local Government","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Security","Ministry of Justice","80","[c]","29300","27700"
"New entrant CS","2021","Security","National Crime Agency","10","[c]","32070","32260"
"New entrant CS","2021","Security","United Kingdom Statistics Authority","5","[c]","[c]","[c]"
"New entrant CS","2021","Security","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Attorney General's Departments","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Charity Commission","35","[c]","32470","24440"
"New entrant CS","2021","Unknown","Department for Business, Energy and Industrial Strategy","10","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Department for Education","85","[c]","36750","29360"
"New entrant CS","2021","Unknown","Department for Environment, Food and Rural Affairs","10","[c]","40340","40610"
"New entrant CS","2021","Unknown","Department for Transport","30","[c]","27560","18200"
"New entrant CS","2021","Unknown","Department for Work and Pensions","16980","[c]","26790","27570"
"New entrant CS","2021","Unknown","Department of Health and Social Care","175","[c]","40860","36700"
"New entrant CS","2021","Unknown","HM Revenue and Customs","505","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","HM Treasury","25","[c]","27640","22500"
"New entrant CS","2021","Unknown","Home Office","2165","[c]","31740","25770"
"New entrant CS","2021","Unknown","Ministry of Defence","1405","[c]","29250","25390"
"New entrant CS","2021","Unknown","Ministry of Housing, Communities and Local Government","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Other Cabinet Office Agencies","10","[c]","54260","38220"
"New entrant CS","2021","Unknown","Scotland Office","15","[c]","41770","33400"
"New entrant CS","2021","Unknown","Scottish Government","1405","[c]","33170","30650"
"New entrant CS","2021","Unknown","Welsh Government","195","[c]","27600","20500"
"Notes","Summary figures are suppressed when information relates to less than 5 civil servants for FTE or Headcount, and less than 10 civil servants for median and mean salary (shown as [c]). Zero responses and salaries for less than 30 civil servants have been suppressed for GPDR special category data. FTE figures are not shown for entrants or leavers due to data quality concerns for these groups. Figures are rounded to the nearest 5, or £10 as appropriate.","","","","","",""
"Data source","All figures are aggregated from the Cabinet Office Annual Civil Service Employment Survey collection. https://www.gov.uk/government/collections/civil-service-statistics","","","","","",""
"Version","Generated on 2023-02-14, with GIT 71a76ea.","","","","","",""
"Data column","Description","","","","","",""
"Status","Employment status of the civil servants.","","","","","",""
"","In post - includes staff that were in post on the reference date (31 March).","","","","","",""
"","New entrant CS - includes new entrants to the Civil Service over the year (1 April to 31 March).","","","","","",""
"","Leaver CS - includes leavers from the Civil Service over the year (1 April to 31 March). This includes employees who have an Unknown leaving cause.","","","","","",""
"","Leaver Dept. - includes leavers from the department over the year (1 April to 31 March), who did not leave the Civil Service.","","","","","",""
"","Five organisations do not report when their employees first entered the Civil Service and so entrants data for these organisations is not available . These are as follows: Foreign Commonwealth and Development Office (excl. agencies), Foreign Commonwealth and Development Office Services, Defence Electronics and Components Agency, Scottish Forestry and Forest and Land Scotland. A further three organisations also could not provide entrants data in 2021. These are as follows: Department for International Development, Foreign and Commonwealth Office (excl. agencies) and Royal Fleet Auxiliary.","","","","","",""
"Year","Year of data collection (as at 31 March).","","","","","",""
"Parent_department","Government Department, total figures for both Ministerial and Non-Ministerial Departments include all of their Executive Agencies.","","","","","",""
"Function_of_post","Functions relate to the post occupied by the person and are not dependent on qualifications the individual may have.","","","","","",""
"","The Department for Work and Pensions provided aggregated functions data for 2021, which are available in the Civil Service Statistics publication. However, figures in this browser are derived from individual level data and so are not available for this department in 2021.","","","","","",""
"","Home Office, Welsh Government and Royal Fleet Auxiliary did not report any functions information for their employees.","","","","","",""
"","Of the 20 bodies under the Scottish Government, 16 did not report any functions information for their employees.","","","","","",""
"Headcount","Total number of civil servants (rounded to nearest 5).","","","","","",""
"FTE","Total full-time equivalent (FTE) employment numbers (rounded to nearest 5).","","","","","",""
"","FTE figures are not shown for entrants or leavers due to data quality concerns for these groups.","","","","","",""
"Mean_salary","Average salary (mean, rounded to nearest £10). For part-time employees, salaries represent the full-time equivalent earnings, while for full-time employees they are the actual annual gross salaries.","","","","","",""
"","These figures should be interpreted with caution when the total number of employees in a group is small, as they will tend to show more variability than larger groups (i.e. may be much higher or lower than can be explained by the data shown).","","","","","",""
"Median_salary","Median salary (rounded to nearest £10). For part-time employees, salaries represent the full-time equivalent earnings, while for full-time employees they are the actual annual gross salaries.","","","","","",""
"","These figures should be interpreted with caution when the total number of employees in a group is small, as they will tend to show more variability than larger groups (i.e. may be much higher or lower than can be explained by the data shown).","","","","","",""
