"Status","Year","Profession_of_post","Responsibility_level_grouped","Responsibility_level_ungrouped","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2021","Finance","SEO/HEO","SEO","Unknown","50","[c]","41210","40650"
"New entrant CS","2021","Finance","Unknown","Unknown","Heterosexual / straight","10","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Unknown","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","AA/AO","AA","Heterosexual / straight","15","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","AA/AO","AA","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","AA/AO","AA","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","AA/AO","AA","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","AA/AO","AO","Heterosexual / straight","105","[c]","21160","20920"
"New entrant CS","2021","Human Resources","AA/AO","AO","LGBO","10","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","AA/AO","AO","Undeclared","5","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","AA/AO","AO","Unknown","20","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","EO","EO","Heterosexual / straight","105","[c]","25920","26180"
"New entrant CS","2021","Human Resources","EO","EO","LGBO","10","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","EO","EO","Undeclared","5","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","EO","EO","Unknown","60","[c]","25820","27130"
"New entrant CS","2021","Human Resources","G6/G7","G6","Heterosexual / straight","20","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","G6/G7","G6","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","G6/G7","G6","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","G6/G7","G6","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","G6/G7","G7","Heterosexual / straight","45","[c]","53840","53500"
"New entrant CS","2021","Human Resources","G6/G7","G7","LGBO","5","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","G6/G7","G7","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","G6/G7","G7","Unknown","25","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","SCS level","SCS level","Heterosexual / straight","5","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","SCS level","SCS level","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","SCS level","SCS level","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","SEO/HEO","HEO","Heterosexual / straight","115","[c]","32140","31810"
"New entrant CS","2021","Human Resources","SEO/HEO","HEO","LGBO","15","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","SEO/HEO","HEO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","SEO/HEO","HEO","Unknown","35","[c]","31690","31870"
"New entrant CS","2021","Human Resources","SEO/HEO","SEO","Heterosexual / straight","55","[c]","39000","38650"
"New entrant CS","2021","Human Resources","SEO/HEO","SEO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","SEO/HEO","SEO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","SEO/HEO","SEO","Unknown","25","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Unknown","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Unknown","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Inspector of Education and Training","G6/G7","G6","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Inspector of Education and Training","G6/G7","G6","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Inspector of Education and Training","G6/G7","G7","Heterosexual / straight","45","[c]","73460","75500"
"New entrant CS","2021","Inspector of Education and Training","G6/G7","G7","LGBO","5","[c]","[c]","[c]"
"New entrant CS","2021","Inspector of Education and Training","G6/G7","G7","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Inspector of Education and Training","SEO/HEO","SEO","Heterosexual / straight","30","[c]","[c]","[c]"
"New entrant CS","2021","Inspector of Education and Training","SEO/HEO","SEO","LGBO","5","[c]","[c]","[c]"
"New entrant CS","2021","Inspector of Education and Training","SEO/HEO","SEO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Intelligence Analysis","AA/AO","AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Intelligence Analysis","AA/AO","AO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Intelligence Analysis","AA/AO","AO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Intelligence Analysis","AA/AO","AO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Intelligence Analysis","EO","EO","Heterosexual / straight","30","[c]","[c]","[c]"
"New entrant CS","2021","Intelligence Analysis","EO","EO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Intelligence Analysis","EO","EO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Intelligence Analysis","EO","EO","Unknown","35","[c]","26010","24880"
"New entrant CS","2021","Intelligence Analysis","G6/G7","G6","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Intelligence Analysis","G6/G7","G6","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Intelligence Analysis","G6/G7","G6","Unknown","15","[c]","[c]","[c]"
"New entrant CS","2021","Intelligence Analysis","G6/G7","G7","Heterosexual / straight","5","[c]","[c]","[c]"
"New entrant CS","2021","Intelligence Analysis","G6/G7","G7","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Intelligence Analysis","G6/G7","G7","Unknown","25","[c]","[c]","[c]"
"New entrant CS","2021","Intelligence Analysis","SEO/HEO","HEO","Heterosexual / straight","15","[c]","[c]","[c]"
"New entrant CS","2021","Intelligence Analysis","SEO/HEO","HEO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Intelligence Analysis","SEO/HEO","HEO","Unknown","10","[c]","[c]","[c]"
"New entrant CS","2021","Intelligence Analysis","SEO/HEO","SEO","Heterosexual / straight","5","[c]","[c]","[c]"
"New entrant CS","2021","Intelligence Analysis","SEO/HEO","SEO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Intelligence Analysis","SEO/HEO","SEO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Internal Audit","AA/AO","AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Internal Audit","AA/AO","AO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Internal Audit","EO","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Internal Audit","EO","EO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Internal Audit","G6/G7","G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Internal Audit","G6/G7","G7","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Internal Audit","G6/G7","G7","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Internal Audit","SCS level","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Internal Audit","SCS level","SCS level","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Internal Audit","SCS level","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Internal Audit","SEO/HEO","HEO","Heterosexual / straight","5","[c]","[c]","[c]"
"New entrant CS","2021","Internal Audit","SEO/HEO","HEO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Internal Audit","SEO/HEO","HEO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Internal Audit","SEO/HEO","HEO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Internal Audit","SEO/HEO","SEO","Heterosexual / straight","15","[c]","[c]","[c]"
"New entrant CS","2021","Internal Audit","SEO/HEO","SEO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Internal Audit","SEO/HEO","SEO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Internal Audit","SEO/HEO","SEO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","International Trade","AA/AO","AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","International Trade","AA/AO","AO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","International Trade","AA/AO","AO","Unknown","15","[c]","[c]","[c]"
"New entrant CS","2021","International Trade","EO","EO","Heterosexual / straight","20","[c]","[c]","[c]"
"New entrant CS","2021","International Trade","EO","EO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","International Trade","EO","EO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","International Trade","EO","EO","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2021","International Trade","G6/G7","G6","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","International Trade","G6/G7","G6","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","International Trade","G6/G7","G6","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","International Trade","G6/G7","G7","Heterosexual / straight","10","[c]","[c]","[c]"
"New entrant CS","2021","International Trade","G6/G7","G7","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","International Trade","G6/G7","G7","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","International Trade","SCS level","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","International Trade","SCS level","SCS level","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","International Trade","SEO/HEO","HEO","Heterosexual / straight","40","[c]","31830","31800"
"New entrant CS","2021","International Trade","SEO/HEO","HEO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","International Trade","SEO/HEO","HEO","Unknown","20","[c]","[c]","[c]"
"New entrant CS","2021","International Trade","SEO/HEO","SEO","Heterosexual / straight","10","[c]","[c]","[c]"
"New entrant CS","2021","International Trade","SEO/HEO","SEO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","International Trade","SEO/HEO","SEO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","International Trade","SEO/HEO","SEO","Unknown","10","[c]","[c]","[c]"
"New entrant CS","2021","Knowledge and Information Management","AA/AO","AO","Heterosexual / straight","20","[c]","[c]","[c]"
"New entrant CS","2021","Knowledge and Information Management","AA/AO","AO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Knowledge and Information Management","AA/AO","AO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Knowledge and Information Management","AA/AO","AO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Knowledge and Information Management","EO","EO","Heterosexual / straight","25","[c]","[c]","[c]"
"New entrant CS","2021","Knowledge and Information Management","EO","EO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Knowledge and Information Management","EO","EO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Knowledge and Information Management","EO","EO","Unknown","10","[c]","[c]","[c]"
"New entrant CS","2021","Knowledge and Information Management","G6/G7","G7","Heterosexual / straight","10","[c]","[c]","[c]"
"New entrant CS","2021","Knowledge and Information Management","G6/G7","G7","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Knowledge and Information Management","G6/G7","G7","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Knowledge and Information Management","SEO/HEO","HEO","Heterosexual / straight","35","[c]","31140","30890"
"New entrant CS","2021","Knowledge and Information Management","SEO/HEO","HEO","LGBO","5","[c]","[c]","[c]"
"New entrant CS","2021","Knowledge and Information Management","SEO/HEO","HEO","Undeclared","5","[c]","[c]","[c]"
"New entrant CS","2021","Knowledge and Information Management","SEO/HEO","HEO","Unknown","10","[c]","[c]","[c]"
"New entrant CS","2021","Knowledge and Information Management","SEO/HEO","SEO","Heterosexual / straight","25","[c]","[c]","[c]"
"New entrant CS","2021","Knowledge and Information Management","SEO/HEO","SEO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Knowledge and Information Management","SEO/HEO","SEO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Knowledge and Information Management","SEO/HEO","SEO","Unknown","10","[c]","[c]","[c]"
"New entrant CS","2021","Knowledge and Information Management","Unknown","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Knowledge and Information Management","Unknown","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Knowledge and Information Management","Unknown","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Knowledge and Information Management","Unknown","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Legal","AA/AO","AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Legal","AA/AO","AO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Legal","EO","EO","Heterosexual / straight","85","[c]","27190","26970"
"New entrant CS","2021","Legal","EO","EO","LGBO","15","[c]","[c]","[c]"
"New entrant CS","2021","Legal","EO","EO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Legal","EO","EO","Unknown","55","[c]","25900","25560"
"New entrant CS","2021","Legal","G6/G7","G6","Heterosexual / straight","25","[c]","[c]","[c]"
"New entrant CS","2021","Legal","G6/G7","G6","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Legal","G6/G7","G6","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Legal","G6/G7","G6","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Legal","G6/G7","G7","Heterosexual / straight","285","[c]","51910","50520"
"New entrant CS","2021","Legal","G6/G7","G7","LGBO","15","[c]","[c]","[c]"
"New entrant CS","2021","Legal","G6/G7","G7","Undeclared","20","[c]","[c]","[c]"
"New entrant CS","2021","Legal","G6/G7","G7","Unknown","75","[c]","54270","55000"
"New entrant CS","2021","Legal","SCS level","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Legal","SCS level","SCS level","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Legal","SEO/HEO","HEO","Heterosexual / straight","170","[c]","36680","38000"
"New entrant CS","2021","Legal","SEO/HEO","HEO","LGBO","10","[c]","[c]","[c]"
"New entrant CS","2021","Legal","SEO/HEO","HEO","Undeclared","15","[c]","[c]","[c]"
"New entrant CS","2021","Legal","SEO/HEO","HEO","Unknown","65","[c]","29610","28600"
"New entrant CS","2021","Legal","SEO/HEO","SEO","Heterosexual / straight","55","[c]","35170","33550"
"New entrant CS","2021","Legal","SEO/HEO","SEO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Legal","SEO/HEO","SEO","Undeclared","10","[c]","[c]","[c]"
"New entrant CS","2021","Legal","SEO/HEO","SEO","Unknown","15","[c]","[c]","[c]"
"New entrant CS","2021","Medicine","AA/AO","AA","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Medicine","AA/AO","AA","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Medicine","AA/AO","AA","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Medicine","AA/AO","AO","Heterosexual / straight","30","[c]","21360","21240"
"New entrant CS","2021","Medicine","AA/AO","AO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Medicine","AA/AO","AO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Medicine","AA/AO","AO","Unknown","15","[c]","[c]","[c]"
"New entrant CS","2021","Medicine","EO","EO","Heterosexual / straight","40","[c]","29730","30620"
"New entrant CS","2021","Medicine","EO","EO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Medicine","EO","EO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Medicine","EO","EO","Unknown","15","[c]","[c]","[c]"
"New entrant CS","2021","Medicine","G6/G7","G6","Heterosexual / straight","20","[c]","[c]","[c]"
"New entrant CS","2021","Medicine","G6/G7","G6","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Medicine","G6/G7","G6","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Medicine","G6/G7","G6","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2021","Medicine","G6/G7","G7","Heterosexual / straight","50","[c]","67330","70970"
"New entrant CS","2021","Medicine","G6/G7","G7","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Medicine","G6/G7","G7","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Medicine","G6/G7","G7","Unknown","25","[c]","[c]","[c]"
"New entrant CS","2021","Medicine","SCS level","SCS level","Heterosexual / straight","35","[c]","91640","82100"
"New entrant CS","2021","Medicine","SCS level","SCS level","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Medicine","SCS level","SCS level","Undeclared","20","[c]","[c]","[c]"
"New entrant CS","2021","Medicine","SCS level","SCS level","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2021","Medicine","SEO/HEO","HEO","Heterosexual / straight","50","[c]","35540","35300"
"New entrant CS","2021","Medicine","SEO/HEO","HEO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Medicine","SEO/HEO","HEO","Undeclared","5","[c]","[c]","[c]"
"New entrant CS","2021","Medicine","SEO/HEO","HEO","Unknown","25","[c]","[c]","[c]"
"New entrant CS","2021","Medicine","SEO/HEO","SEO","Heterosexual / straight","25","[c]","[c]","[c]"
"New entrant CS","2021","Medicine","SEO/HEO","SEO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Medicine","SEO/HEO","SEO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Medicine","SEO/HEO","SEO","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2021","Operational Delivery","AA/AO","AA","Heterosexual / straight","820","[c]","19900","20600"
"New entrant CS","2021","Operational Delivery","AA/AO","AA","LGBO","90","[c]","19760","20600"
"New entrant CS","2021","Operational Delivery","AA/AO","AA","Undeclared","60","[c]","19700","20070"
"New entrant CS","2021","Operational Delivery","AA/AO","AA","Unknown","860","[c]","19620","20600"
"New entrant CS","2021","Operational Delivery","AA/AO","AO","Heterosexual / straight","3690","[c]","22390","21950"
"New entrant CS","2021","Operational Delivery","AA/AO","AO","LGBO","370","[c]","22200","21590"
"New entrant CS","2021","Operational Delivery","AA/AO","AO","Undeclared","280","[c]","21520","20850"
"New entrant CS","2021","Operational Delivery","AA/AO","AO","Unknown","3255","[c]","22340","21430"
"New entrant CS","2021","Operational Delivery","EO","EO","Heterosexual / straight","1485","[c]","27270","26130"
"New entrant CS","2021","Operational Delivery","EO","EO","LGBO","165","[c]","26570","25440"
"New entrant CS","2021","Operational Delivery","EO","EO","Undeclared","145","[c]","26400","26050"
"New entrant CS","2021","Operational Delivery","EO","EO","Unknown","940","[c]","25940","24880"
"New entrant CS","2021","Operational Delivery","G6/G7","G6","Heterosexual / straight","50","[c]","67770","66360"
"New entrant CS","2021","Operational Delivery","G6/G7","G6","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Operational Delivery","G6/G7","G6","Undeclared","15","[c]","[c]","[c]"
"New entrant CS","2021","Operational Delivery","G6/G7","G6","Unknown","10","[c]","[c]","[c]"
"New entrant CS","2021","Operational Delivery","G6/G7","G7","Heterosexual / straight","225","[c]","53330","52610"
"New entrant CS","2021","Operational Delivery","G6/G7","G7","LGBO","10","[c]","[c]","[c]"
"New entrant CS","2021","Operational Delivery","G6/G7","G7","Undeclared","30","[c]","55360","53120"
"New entrant CS","2021","Operational Delivery","G6/G7","G7","Unknown","60","[c]","53870","53110"
"New entrant CS","2021","Operational Delivery","SCS level","SCS level","Heterosexual / straight","20","[c]","[c]","[c]"
"New entrant CS","2021","Operational Delivery","SCS level","SCS level","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Operational Delivery","SCS level","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Operational Delivery","SCS level","SCS level","Unknown","10","[c]","[c]","[c]"
"New entrant CS","2021","Operational Delivery","SEO/HEO","HEO","Heterosexual / straight","785","[c]","32840","31810"
"New entrant CS","2021","Operational Delivery","SEO/HEO","HEO","LGBO","70","[c]","31460","30950"
"New entrant CS","2021","Operational Delivery","SEO/HEO","HEO","Undeclared","90","[c]","32230","32330"
"New entrant CS","2021","Operational Delivery","SEO/HEO","HEO","Unknown","270","[c]","31730","30950"
"New entrant CS","2021","Operational Delivery","SEO/HEO","SEO","Heterosexual / straight","495","[c]","39650","38890"
"New entrant CS","2021","Operational Delivery","SEO/HEO","SEO","LGBO","45","[c]","38380","37250"
"New entrant CS","2021","Operational Delivery","SEO/HEO","SEO","Undeclared","65","[c]","39120","39030"
"New entrant CS","2021","Operational Delivery","SEO/HEO","SEO","Unknown","155","[c]","38600","37700"
"New entrant CS","2021","Operational Delivery","Unknown","Unknown","Heterosexual / straight","935","[c]","23240","22920"
"New entrant CS","2021","Operational Delivery","Unknown","Unknown","LGBO","85","[c]","22920","22920"
"New entrant CS","2021","Operational Delivery","Unknown","Unknown","Undeclared","45","[c]","22390","22920"
"New entrant CS","2021","Operational Delivery","Unknown","Unknown","Unknown","385","[c]","22450","22920"
"New entrant CS","2021","Operational Research","AA/AO","AA","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Operational Research","AA/AO","AA","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Operational Research","AA/AO","AO","Heterosexual / straight","5","[c]","[c]","[c]"
"New entrant CS","2021","Operational Research","AA/AO","AO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Operational Research","AA/AO","AO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Operational Research","AA/AO","AO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Operational Research","EO","EO","Heterosexual / straight","10","[c]","[c]","[c]"
"New entrant CS","2021","Operational Research","EO","EO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Operational Research","EO","EO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Operational Research","EO","EO","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2021","Operational Research","G6/G7","G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Operational Research","G6/G7","G7","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Operational Research","G6/G7","G7","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Operational Research","SCS level","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Operational Research","SCS level","SCS level","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Operational Research","SEO/HEO","HEO","Heterosexual / straight","40","[c]","33760","33880"
"New entrant CS","2021","Operational Research","SEO/HEO","HEO","LGBO","5","[c]","[c]","[c]"
"New entrant CS","2021","Operational Research","SEO/HEO","HEO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Operational Research","SEO/HEO","HEO","Unknown","20","[c]","[c]","[c]"
"New entrant CS","2021","Operational Research","SEO/HEO","SEO","Heterosexual / straight","5","[c]","[c]","[c]"
"New entrant CS","2021","Operational Research","SEO/HEO","SEO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Operational Research","SEO/HEO","SEO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Operational Research","SEO/HEO","SEO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other","AA/AO","AA","Heterosexual / straight","160","[c]","19320","18980"
"New entrant CS","2021","Other","AA/AO","AA","LGBO","10","[c]","[c]","[c]"
"New entrant CS","2021","Other","AA/AO","AA","Undeclared","10","[c]","[c]","[c]"
"New entrant CS","2021","Other","AA/AO","AA","Unknown","50","[c]","19410","18980"
"New entrant CS","2021","Other","AA/AO","AO","Heterosexual / straight","340","[c]","21200","20920"
"New entrant CS","2021","Other","AA/AO","AO","LGBO","20","[c]","[c]","[c]"
"New entrant CS","2021","Other","AA/AO","AO","Undeclared","25","[c]","[c]","[c]"
"New entrant CS","2021","Other","AA/AO","AO","Unknown","80","[c]","22670","21430"
"New entrant CS","2021","Other","EO","EO","Heterosexual / straight","390","[c]","25490","26350"
"New entrant CS","2021","Other","EO","EO","LGBO","35","[c]","25890","26350"
"New entrant CS","2021","Other","EO","EO","Undeclared","25","[c]","[c]","[c]"
"New entrant CS","2021","Other","EO","EO","Unknown","180","[c]","25660","26350"
"New entrant CS","2021","Other","G6/G7","G6","Heterosexual / straight","15","[c]","[c]","[c]"
"New entrant CS","2021","Other","G6/G7","G6","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other","G6/G7","G6","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other","G6/G7","G6","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2021","Other","G6/G7","G7","Heterosexual / straight","50","[c]","56810","57000"
"New entrant CS","2021","Other","G6/G7","G7","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other","G6/G7","G7","Undeclared","5","[c]","[c]","[c]"
"New entrant CS","2021","Other","G6/G7","G7","Unknown","20","[c]","[c]","[c]"
"New entrant CS","2021","Other","SCS level","SCS level","Heterosexual / straight","10","[c]","[c]","[c]"
"New entrant CS","2021","Other","SCS level","SCS level","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other","SCS level","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other","SCS level","SCS level","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2021","Other","SEO/HEO","HEO","Heterosexual / straight","150","[c]","31890","33000"
"New entrant CS","2021","Other","SEO/HEO","HEO","LGBO","10","[c]","[c]","[c]"
"New entrant CS","2021","Other","SEO/HEO","HEO","Undeclared","10","[c]","[c]","[c]"
"New entrant CS","2021","Other","SEO/HEO","HEO","Unknown","80","[c]","33420","33000"
"New entrant CS","2021","Other","SEO/HEO","SEO","Heterosexual / straight","65","[c]","39680","40000"
"New entrant CS","2021","Other","SEO/HEO","SEO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other","SEO/HEO","SEO","Undeclared","5","[c]","[c]","[c]"
"New entrant CS","2021","Other","SEO/HEO","SEO","Unknown","40","[c]","40960","41950"
"New entrant CS","2021","Other","Unknown","Unknown","Heterosexual / straight","5","[c]","[c]","[c]"
"New entrant CS","2021","Other","Unknown","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other","Unknown","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other","Unknown","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Planning","AA/AO","AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Planning","AA/AO","AO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Planning","EO","EO","Heterosexual / straight","5","[c]","[c]","[c]"
"New entrant CS","2021","Planning","EO","EO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Planning","EO","EO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Planning","G6/G7","G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Planning","G6/G7","G7","LGBO","[c]","[c]","[c]","[c]"
