"Status","Year","Ethnicity","Organisation","Responsibility_level_grouped","Responsibility_level_ungrouped","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2021","Black","HM Courts and Tribunals Service","AA/AO","AO","75","[c]","21680","22680"
"New entrant CS","2021","Black","HM Courts and Tribunals Service","EO","EO","10","[c]","[c]","[c]"
"New entrant CS","2021","Black","HM Courts and Tribunals Service","G6/G7","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","HM Courts and Tribunals Service","SCS level","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","HM Courts and Tribunals Service","SEO/HEO","HEO","15","[c]","[c]","[c]"
"New entrant CS","2021","Black","HM Courts and Tribunals Service","SEO/HEO","SEO","5","[c]","[c]","[c]"
"New entrant CS","2021","Black","HM Land Registry","AA/AO","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","HM Land Registry","AA/AO","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","HM Land Registry","EO","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","HM Land Registry","G6/G7","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","HM Land Registry","G6/G7","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","HM Land Registry","SCS level","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","HM Land Registry","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","HM Land Registry","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","HM Prison and Probation Service","AA/AO","AA","35","[c]","23140","23790"
"New entrant CS","2021","Black","HM Prison and Probation Service","AA/AO","AO","70","[c]","27290","27850"
"New entrant CS","2021","Black","HM Prison and Probation Service","EO","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","HM Prison and Probation Service","G6/G7","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","HM Prison and Probation Service","G6/G7","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","HM Prison and Probation Service","SCS level","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","HM Prison and Probation Service","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","HM Prison and Probation Service","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","HM Prison and Probation Service","Unknown","Unknown","100","[c]","24670","24020"
"New entrant CS","2021","Black","HM Revenue and Customs (excl. agencies)","AA/AO","AO","45","[c]","21130","20140"
"New entrant CS","2021","Black","HM Revenue and Customs (excl. agencies)","EO","EO","15","[c]","[c]","[c]"
"New entrant CS","2021","Black","HM Revenue and Customs (excl. agencies)","G6/G7","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","HM Revenue and Customs (excl. agencies)","G6/G7","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","HM Revenue and Customs (excl. agencies)","SCS level","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","HM Revenue and Customs (excl. agencies)","SEO/HEO","HEO","10","[c]","[c]","[c]"
"New entrant CS","2021","Black","HM Revenue and Customs (excl. agencies)","SEO/HEO","SEO","5","[c]","[c]","[c]"
"New entrant CS","2021","Black","HM Revenue and Customs (excl. agencies)","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","HM Treasury (excl. agencies)","AA/AO","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","HM Treasury (excl. agencies)","EO","EO","5","[c]","[c]","[c]"
"New entrant CS","2021","Black","HM Treasury (excl. agencies)","G6/G7","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","HM Treasury (excl. agencies)","G6/G7","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","HM Treasury (excl. agencies)","SCS level","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","HM Treasury (excl. agencies)","SEO/HEO","HEO","10","[c]","[c]","[c]"
"New entrant CS","2021","Black","Home Office (incl. agencies)","AA/AO","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Home Office (incl. agencies)","AA/AO","AO","10","[c]","[c]","[c]"
"New entrant CS","2021","Black","Home Office (incl. agencies)","EO","EO","15","[c]","[c]","[c]"
"New entrant CS","2021","Black","Home Office (incl. agencies)","G6/G7","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Home Office (incl. agencies)","G6/G7","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Home Office (incl. agencies)","SCS level","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Home Office (incl. agencies)","SEO/HEO","HEO","10","[c]","[c]","[c]"
"New entrant CS","2021","Black","Home Office (incl. agencies)","SEO/HEO","SEO","10","[c]","[c]","[c]"
"New entrant CS","2021","Black","Home Office (incl. agencies)","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Insolvency Service","AA/AO","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Insolvency Service","AA/AO","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Insolvency Service","EO","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Insolvency Service","G6/G7","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Insolvency Service","G6/G7","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Insolvency Service","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Insolvency Service","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Institute for Apprenticeships and Technical Education","AA/AO","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Institute for Apprenticeships and Technical Education","EO","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Institute for Apprenticeships and Technical Education","G6/G7","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Institute for Apprenticeships and Technical Education","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Institute for Apprenticeships and Technical Education","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Legal Aid Agency","AA/AO","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Legal Aid Agency","EO","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Legal Aid Agency","G6/G7","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Legal Aid Agency","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Maritime and Coastguard Agency","AA/AO","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Maritime and Coastguard Agency","EO","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Maritime and Coastguard Agency","G6/G7","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Maritime and Coastguard Agency","G6/G7","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Maritime and Coastguard Agency","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Maritime and Coastguard Agency","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Medicines and Healthcare Products Regulatory Agency","AA/AO","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Medicines and Healthcare Products Regulatory Agency","AA/AO","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Medicines and Healthcare Products Regulatory Agency","EO","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Medicines and Healthcare Products Regulatory Agency","G6/G7","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Medicines and Healthcare Products Regulatory Agency","G6/G7","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Medicines and Healthcare Products Regulatory Agency","SCS level","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Medicines and Healthcare Products Regulatory Agency","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Medicines and Healthcare Products Regulatory Agency","SEO/HEO","SEO","5","[c]","[c]","[c]"
"New entrant CS","2021","Black","Met Office","AA/AO","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Met Office","AA/AO","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Met Office","EO","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Met Office","G6/G7","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Met Office","G6/G7","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Met Office","SCS level","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Met Office","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Met Office","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Ministry of Defence (excl. agencies)","AA/AO","AA","10","[c]","[c]","[c]"
"New entrant CS","2021","Black","Ministry of Defence (excl. agencies)","AA/AO","AO","5","[c]","[c]","[c]"
"New entrant CS","2021","Black","Ministry of Defence (excl. agencies)","EO","EO","20","[c]","[c]","[c]"
"New entrant CS","2021","Black","Ministry of Defence (excl. agencies)","G6/G7","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Ministry of Defence (excl. agencies)","G6/G7","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Ministry of Defence (excl. agencies)","SCS level","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Ministry of Defence (excl. agencies)","SEO/HEO","HEO","10","[c]","[c]","[c]"
"New entrant CS","2021","Black","Ministry of Defence (excl. agencies)","SEO/HEO","SEO","10","[c]","[c]","[c]"
"New entrant CS","2021","Black","Ministry of Defence (excl. agencies)","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Ministry of Housing, Communities and Local Government (excl. agencies)","AA/AO","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Ministry of Housing, Communities and Local Government (excl. agencies)","AA/AO","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Ministry of Housing, Communities and Local Government (excl. agencies)","EO","EO","10","[c]","[c]","[c]"
"New entrant CS","2021","Black","Ministry of Housing, Communities and Local Government (excl. agencies)","G6/G7","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Ministry of Housing, Communities and Local Government (excl. agencies)","G6/G7","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Ministry of Housing, Communities and Local Government (excl. agencies)","SCS level","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Ministry of Housing, Communities and Local Government (excl. agencies)","SEO/HEO","HEO","5","[c]","[c]","[c]"
"New entrant CS","2021","Black","Ministry of Housing, Communities and Local Government (excl. agencies)","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Ministry of Justice (excl. agencies)","AA/AO","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Ministry of Justice (excl. agencies)","EO","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Ministry of Justice (excl. agencies)","G6/G7","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Ministry of Justice (excl. agencies)","SCS level","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Ministry of Justice (excl. agencies)","SEO/HEO","HEO","5","[c]","[c]","[c]"
"New entrant CS","2021","Black","Ministry of Justice (excl. agencies)","SEO/HEO","SEO","5","[c]","[c]","[c]"
"New entrant CS","2021","Black","Ministry of Justice (excl. agencies)","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","National Crime Agency","AA/AO","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","National Crime Agency","EO","EO","10","[c]","[c]","[c]"
"New entrant CS","2021","Black","National Crime Agency","G6/G7","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","National Crime Agency","G6/G7","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","National Crime Agency","SCS level","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","National Crime Agency","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","National Crime Agency","SEO/HEO","SEO","5","[c]","[c]","[c]"
"New entrant CS","2021","Black","National Infrastructure Commission","AA/AO","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","National Infrastructure Commission","EO","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","National Infrastructure Commission","G6/G7","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","National Infrastructure Commission","SCS level","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","National Infrastructure Commission","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","National Records of Scotland","AA/AO","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","National Records of Scotland","AA/AO","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","National Records of Scotland","EO","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","National Records of Scotland","G6/G7","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","National Records of Scotland","G6/G7","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","National Records of Scotland","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","National Records of Scotland","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","National Savings and Investments","AA/AO","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","National Savings and Investments","EO","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","National Savings and Investments","G6/G7","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","National Savings and Investments","G6/G7","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","National Savings and Investments","SCS level","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","National Savings and Investments","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","National Savings and Investments","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Northern Ireland Office","AA/AO","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Northern Ireland Office","EO","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Northern Ireland Office","G6/G7","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Northern Ireland Office","SCS level","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Northern Ireland Office","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Northern Ireland Office","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Office for Budget Responsibility","AA/AO","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Office for Budget Responsibility","EO","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Office for Budget Responsibility","G6/G7","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Office for Budget Responsibility","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Office for Standards in Education, Children's Services and Skills","AA/AO","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Office for Standards in Education, Children's Services and Skills","AA/AO","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Office for Standards in Education, Children's Services and Skills","EO","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Office for Standards in Education, Children's Services and Skills","G6/G7","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Office for Standards in Education, Children's Services and Skills","G6/G7","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Office for Standards in Education, Children's Services and Skills","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Office for Standards in Education, Children's Services and Skills","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Office of Gas and Electricity Markets","AA/AO","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Office of Gas and Electricity Markets","EO","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Office of Gas and Electricity Markets","G6/G7","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Office of Gas and Electricity Markets","G6/G7","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Office of Gas and Electricity Markets","SCS level","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Office of Gas and Electricity Markets","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Office of Gas and Electricity Markets","SEO/HEO","SEO","5","[c]","[c]","[c]"
"New entrant CS","2021","Black","Office of Qualifications and Examinations Regulation","AA/AO","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Office of Qualifications and Examinations Regulation","EO","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Office of Qualifications and Examinations Regulation","G6/G7","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Office of Qualifications and Examinations Regulation","G6/G7","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Office of Qualifications and Examinations Regulation","SCS level","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Office of Qualifications and Examinations Regulation","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Office of Qualifications and Examinations Regulation","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Office of Rail and Road","AA/AO","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Office of Rail and Road","EO","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Office of Rail and Road","G6/G7","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Office of Rail and Road","G6/G7","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Office of Rail and Road","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Office of Rail and Road","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Office of the Public Guardian","AA/AO","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Office of the Public Guardian","EO","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Office of the Public Guardian","G6/G7","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Office of the Public Guardian","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Office of the Public Guardian","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Office of the Scottish Charity Regulator","G6/G7","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Office of the Scottish Charity Regulator","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Office of the Scottish Charity Regulator","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Planning Inspectorate","AA/AO","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Planning Inspectorate","EO","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Planning Inspectorate","G6/G7","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Planning Inspectorate","G6/G7","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Planning Inspectorate","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Planning Inspectorate","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Public Health England","AA/AO","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Public Health England","AA/AO","AO","25","[c]","[c]","[c]"
"New entrant CS","2021","Black","Public Health England","EO","EO","35","[c]","25860","26880"
"New entrant CS","2021","Black","Public Health England","G6/G7","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Public Health England","G6/G7","G7","15","[c]","[c]","[c]"
"New entrant CS","2021","Black","Public Health England","SCS level","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Public Health England","SEO/HEO","HEO","75","[c]","32440","32330"
"New entrant CS","2021","Black","Public Health England","SEO/HEO","SEO","30","[c]","[c]","[c]"
"New entrant CS","2021","Black","Registers of Scotland","EO","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Registers of Scotland","G6/G7","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Registers of Scotland","G6/G7","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Registers of Scotland","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Registers of Scotland","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Revenue Scotland","EO","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Revenue Scotland","G6/G7","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Revenue Scotland","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Revenue Scotland","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Rural Payments Agency","AA/AO","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Rural Payments Agency","EO","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Rural Payments Agency","G6/G7","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Rural Payments Agency","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Scotland Office (incl. Office of the Advocate General for Scotland)","AA/AO","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Scotland Office (incl. Office of the Advocate General for Scotland)","AA/AO","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Scotland Office (incl. Office of the Advocate General for Scotland)","EO","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Scotland Office (incl. Office of the Advocate General for Scotland)","G6/G7","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Scotland Office (incl. Office of the Advocate General for Scotland)","SCS level","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Scotland Office (incl. Office of the Advocate General for Scotland)","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Scotland Office (incl. Office of the Advocate General for Scotland)","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Scottish Courts and Tribunals Service","AA/AO","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Scottish Courts and Tribunals Service","AA/AO","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Scottish Courts and Tribunals Service","EO","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Scottish Courts and Tribunals Service","G6/G7","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Scottish Courts and Tribunals Service","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Scottish Courts and Tribunals Service","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Scottish Forestry","AA/AO","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Scottish Forestry","AA/AO","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Scottish Forestry","EO","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Scottish Forestry","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Scottish Forestry","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Scottish Government (excl. agencies)","AA/AO","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Scottish Government (excl. agencies)","AA/AO","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Scottish Government (excl. agencies)","EO","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Scottish Government (excl. agencies)","G6/G7","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Scottish Government (excl. agencies)","G6/G7","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Scottish Government (excl. agencies)","SCS level","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Scottish Government (excl. agencies)","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Scottish Government (excl. agencies)","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Scottish Housing Regulator","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Scottish Prison Service","AA/AO","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Scottish Prison Service","AA/AO","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Scottish Prison Service","EO","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Scottish Prison Service","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Scottish Prison Service","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Scottish Public Pensions Agency","G6/G7","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Scottish Public Pensions Agency","G6/G7","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Scottish Public Pensions Agency","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Scottish Public Pensions Agency","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Serious Fraud Office","AA/AO","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Serious Fraud Office","EO","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Serious Fraud Office","G6/G7","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Serious Fraud Office","G6/G7","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Serious Fraud Office","SCS level","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Serious Fraud Office","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Serious Fraud Office","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Social Security Scotland","AA/AO","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Social Security Scotland","AA/AO","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Social Security Scotland","EO","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Social Security Scotland","G6/G7","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Social Security Scotland","G6/G7","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Social Security Scotland","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Social Security Scotland","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Standards and Testing Agency","EO","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Standards and Testing Agency","G6/G7","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Standards and Testing Agency","G6/G7","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Standards and Testing Agency","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Standards and Testing Agency","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
